Jockey,1Day_Runs,1Day_Wins,1Day_Places,1Day_Win_Strike,1Day_Place_Strike,1Day_SP_ProfitLoss,3Day_Runs,3Day_Wins,3Day_Places,3Day_Win_Strike,3Day_Place_Strike,3Day_SP_ProfitLoss,7Day_Runs,7Day_Wins,7Day_Places,7Day_Win_Strike,7Day_Place_Strike,7Day_SP_ProfitLoss,14Day_Runs,14Day_Wins,14Day_Places,14Day_Win_Strike,14Day_Place_Strike,14Day_SP_ProfitLoss,2YR_Runs,2YR_Wins,2YR_Places,2YR_Win_Strike,2YR_Place_Strike,2YR_SP_ProfitLoss,DaysSinceWin,RunsSinceWin,1YR_Runs,1YR_Wins,1YR_Places,1YR_Win_Strike,1YR_Place_Strike,1YR_SP_ProfitLoss,2yr_fav_Runs,2yr_fav_Wins,2yr_fav_Places,2yr_fav_Win_Strike,2yr_fav_Place_Strike,2yr_fav_SP_ProfitLoss,2yr_hcap_Runs,2yr_hcap_Wins,2yr_hcap_Places,2yr_hcap_Win_Strike,2yr_hcap_Place_Strike,2yr_hcap_SP_ProfitLoss,
"Byrne, Ms L A","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9999","9999","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"Caffrey, Adam","2","0","0","0","0","-2","5","0","1","0","20","-5","10","1","2","10","20","-4","22","2","4","9.09","18.18","3","654","68","181","10.4","27.68","-95.22","5","8","342","37","97","10.82","28.36","-53.38","70","19","42","27.14","27.14","7.79","541","59","154","10.91","10.91","-35.3",
"Callaghan, Mr K","0","0","0","0","0","0","2","0","0","0","0","-2","4","0","0","0","0","-4","9","0","1","0","11.11","-9","239","28","59","11.72","24.69","-19.79","29","12","83","8","18","9.64","21.69","-8.83","25","12","19","48","48","2.46","177","16","39","9.04","9.04","14.75",
"Callan, N","5","2","2","40","40","-0.17","5","2","2","40","40","-0.17","11","4","6","36.36","54.55","10.33","22","5","8","22.73","36.36","2.33","933","119","304","12.75","32.58","-92.08","1","1","427","41","129","9.6","30.21","-151.64","133","43","87","32.33","32.33","-17.42","605","79","202","13.06","13.06","-30.53",
"Carroll, G F","1","0","0","0","0","-1","4","0","1","0","25","-4","10","2","4","20","40","3.25","24","2","9","8.33","37.5","-10.75","1030","95","266","9.22","25.83","-263.13","4","5","492","36","126","7.32","25.61","-137.32","94","26","56","27.66","27.66","-9.17","522","47","144","9","9","-156.18",
"Carver, William","2","0","1","0","50","-2","4","1","3","25","75","-0.25","7","1","3","14.29","42.86","-3.25","8","2","4","25","50","6.75","279","23","63","8.24","22.58","-118","3","4","153","12","35","7.84","22.88","-71.5","21","3","9","14.29","14.29","-9.5","189","16","42","8.47","8.47","-77.25",
"Clarke, Conor","0","0","0","0","0","0","1","0","0","0","0","-1","1","0","0","0","0","-1","2","0","0","0","0","-2","66","3","14","4.55","21.21","-43","397","45","42","0","7","0","16.67","-42","6","1","2","16.67","16.67","-4.33","29","1","6","3.45","3.45","-27.33",
"Cleary, Jack","1","0","1","0","100","-1","2","0","1","0","50","-2","8","0","1","0","12.5","-8","17","2","4","11.76","23.53","23","279","16","58","5.73","20.79","-121.29","12","13","164","11","39","6.71","23.78","-39.87","17","5","9","29.41","29.41","1.46","178","10","33","5.62","5.62","-66.42",
"Cleary, Mr Paddy","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","-2","15","0","0","0","0","-15","9999","9999","11","0","0","0","0","-11","0","0","0","0","0","0","4","0","0","0","0","-4",
"Clutterbuck, Rhys","4","0","1","0","25","-4","9","0","1","0","11.11","-9","21","1","2","4.76","9.52","-4","37","1","4","2.7","10.81","-20","749","65","175","8.68","23.36","-237.24","5","13","415","38","94","9.16","22.65","-143.17","57","17","35","29.82","29.82","-8.24","526","53","138","10.08","10.08","-99.72",
"Coen, Ben M","3","2","2","66.67","66.67","9.5","8","4","6","50","75","11.75","18","4","8","22.22","44.44","1.75","40","6","14","15","35","0.75","1182","110","307","9.31","25.97","-441.21","1","1","598","51","164","8.53","27.42","-192.28","108","30","65","27.78","27.78","-13.37","599","53","146","8.85","8.85","-269.43",
"Coen, J","0","0","0","0","0","0","0","0","0","0","0","0","2","0","1","0","50","-2","6","0","1","0","16.67","-6","352","21","73","5.97","20.74","-171.17","15","7","154","10","29","6.49","18.83","-52.5","18","4","9","22.22","22.22","-1.67","265","15","55","5.66","5.66","-135.67",
"Coen, S","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","-2","4","0","0","0","0","-4","4","0","0","0","0","-4","9999","9999","4","0","0","0","0","-4","0","0","0","0","0","0","4","0","0","0","0","-4",
"Colgan, R C","3","0","0","0","0","-3","6","0","0","0","0","-6","11","1","1","9.09","9.09","2","21","1","2","4.76","9.52","-8","671","34","105","5.07","15.65","-76.71","4","7","310","15","50","4.84","16.13","116.75","19","6","9","31.58","31.58","-0.04","356","17","63","4.78","4.78","-123",
"Collier, Miss A","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","-1","24","3","9","12.5","37.5","26.5","38","3","15","3","5","20","33.33","35.5","2","0","1","0","0","-2","24","3","9","12.5","12.5","26.5",
"Cosgrave, Pat","4","0","0","0","0","-4","7","0","1","0","14.29","-7","13","0","2","0","15.38","-13","22","0","3","0","13.64","-22","435","52","130","11.95","29.89","-127.19","20","28","205","24","54","11.71","26.34","-38.97","53","26","37","49.06","49.06","19.9","316","38","100","12.03","12.03","-96.93",
"Costello, Dougie","3","0","1","0","33.33","-3","7","0","2","0","28.57","-7","12","0","2","0","16.67","-12","24","3","6","12.5","25","-4.17","708","64","170","9.04","24.01","-222.64","12","19","331","25","74","7.55","22.36","-155.9","51","15","33","29.41","29.41","-12.05","538","53","135","9.85","9.85","-113.7",
"Coughlan, Laura","1","0","1","0","100","-1","4","0","1","0","25","-4","6","0","1","0","16.67","-6","8","0","1","0","12.5","-8","217","17","47","7.83","21.66","-25.17","41","18","104","6","17","5.77","16.35","-29.5","15","4","8","26.67","26.67","-3.67","179","14","38","7.82","7.82","-18.17",
"Crosse, Nathan","3","0","0","0","0","-3","5","0","0","0","0","-5","8","0","1","0","12.5","-8","16","0","2","0","12.5","-16","802","36","134","4.49","16.71","-154.59","23","31","331","14","60","4.23","18.13","-34.72","26","5","14","19.23","19.23","-7.17","443","22","82","4.97","4.97","-19.5",
"Crowley, Jim","5","1","1","20","20","1","11","1","4","9.09","36.36","-5","14","1","4","7.14","28.57","-8","31","1","7","3.23","22.58","-25","764","127","264","16.62","34.55","-81.59","1","3","401","54","126","13.47","31.42","-108.77","159","61","101","38.36","38.36","-3.91","404","52","131","12.87","12.87","-52.28",
"Davies, Harry","3","1","1","33.33","33.33","3.5","5","3","3","60","60","25","6","3","3","50","50","24","14","4","4","28.57","28.57","18.88","910","103","290","11.32","31.87","-167.04","1","1","547","61","177","11.15","32.36","-76.11","109","34","65","31.19","31.19","-8.5","605","58","177","9.59","9.59","-194.66",
"Davis, Sean","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","-2","88","1","6","1.14","6.82","-83","326","71","71","1","4","1.41","5.63","-66","6","0","2","0","0","-6","61","1","5","1.64","1.64","-56",
"Dawson, R","5","0","0","0","0","-5","11","0","1","0","9.09","-11","20","2","4","10","20","49.75","31","4","8","12.9","25.81","49.25","563","60","168","10.66","29.84","-38.31","4","14","198","16","52","8.08","26.26","-40.69","81","18","45","22.22","22.22","-28.81","372","40","112","10.75","10.75","-41.85",
"Deegan, R","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","-4","7","0","0","0","0","-7","402","16","56","3.98","13.93","-281","44","22","206","6","27","2.91","13.11","-155","11","3","7","27.27","27.27","-0.5","188","10","40","5.32","5.32","-102",
"Dobbs, Pat","5","2","3","40","60","23","8","2","4","25","50","20","10","2","4","20","40","18","20","2","8","10","40","8","391","44","131","11.25","33.5","-88.73","1","2","182","23","63","12.64","34.62","-0.55","44","15","26","34.09","34.09","-3.58","186","19","66","10.22","10.22","-42.92",
"Dobie, Georgia","0","0","0","0","0","0","3","0","0","0","0","-3","7","0","1","0","14.29","-7","12","1","3","8.33","25","-7","446","23","81","5.16","18.16","-232.75","9","9","243","15","42","6.17","17.28","-105.5","18","3","8","16.67","16.67","-8.75","343","18","68","5.25","5.25","-173.25",
"Dodd, Murray","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","-1","40","6","9","15","22.5","71.83","98","7","24","6","8","25","33.33","87.83","3","2","2","66.67","66.67","5.83","25","4","5","16","16","61.83",
"Donaghue-Leahy, R","0","0","0","0","0","0","2","0","0","0","0","-2","3","0","0","0","0","-3","6","0","0","0","0","-6","64","5","14","7.81","21.88","-29","28","8","43","5","12","11.63","27.91","-8","5","1","1","20","20","-0.5","47","5","12","10.64","10.64","-12",
"Donovan, Philip","0","0","0","0","0","0","1","0","0","0","0","-1","2","0","0","0","0","-2","6","0","0","0","0","-6","279","15","45","5.38","16.13","-32.54","16","7","154","10","28","6.49","18.18","-40.04","7","3","5","42.86","42.86","3.63","137","8","24","5.84","5.84","-18",
"Doughty, Jack","4","2","2","50","50","17","10","3","4","30","40","12.83","10","3","4","30","40","12.83","10","3","4","30","40","12.83","264","37","84","14.02","31.82","-27.31","1","2","264","37","84","14.02","31.82","-27.31","42","15","31","35.71","35.71","1.94","226","33","70","14.6","14.6","-10.81",
"Downing, George","0","0","0","0","0","0","2","0","0","0","0","-2","3","0","0","0","0","-3","9","0","0","0","0","-9","256","22","73","8.59","28.52","-95.49","23","14","127","14","41","11.02","32.28","-40.12","25","5","16","20","20","-9.62","161","16","43","9.94","9.94","-42.92",
"Doyle, Hollie","3","0","0","0","0","-3","13","3","5","23.08","38.46","11","23","4","8","17.39","34.78","3.63","43","7","18","16.28","41.86","-8.19","1757","236","562","13.43","31.99","-446.67","2","4","993","126","332","12.69","33.43","-324.19","282","91","161","32.27","32.27","-34.9","1210","158","368","13.06","13.06","-292.72",
"Doyle, James","3","1","2","33.33","66.67","-0.62","6","2","4","33.33","66.67","-1.89","13","2","6","15.38","46.15","-8.89","36","7","15","19.44","41.67","-15.73","878","167","369","19.02","42.03","-216.82","1","2","439","80","181","18.22","41.23","-123.93","282","106","184","37.59","37.59","-41.08","389","66","142","16.97","16.97","-72.42",
"Doyle, R A","0","0","0","0","0","0","1","0","0","0","0","-1","5","1","2","20","40","16","10","2","4","20","40","32","442","22","77","4.98","17.42","-250.98","7","3","226","10","35","4.42","15.49","-116.62","21","5","13","23.81","23.81","-2.86","191","11","39","5.76","5.76","-74.12",
"Dunne, R T","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","1","2","33.33","66.67","-0.12","511","35","120","6.85","23.48","-230.42","10","1","262","17","64","6.49","24.43","-145.05","37","8","19","21.62","21.62","-9.33","334","26","85","7.78","7.78","-161.08",
"Durrell, Mr T","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","275","23","72","8.36","26.18","-129.69","214","70","157","9","35","5.73","22.29","-84.58","28","10","15","35.71","35.71","0.56","195","18","56","9.23","9.23","-61.52",
"Eaves, Tom","4","1","1","25","25","9","11","1","3","9.09","27.27","2","15","2","4","13.33","26.67","7","34","2","7","5.88","20.59","-12","1342","107","327","7.97","24.37","-361.86","1","1","706","59","176","8.36","24.93","-139.49","73","23","47","31.51","31.51","-9.45","960","72","241","7.5","7.5","-318.79",
"Edmunds, Lewis","1","0","0","0","0","-1","7","1","2","14.29","28.57","6","14","2","4","14.29","28.57","4.5","24","2","7","8.33","29.17","-5.5","935","105","279","11.23","29.84","-156.68","3","6","522","62","174","11.88","33.33","-140.83","105","35","64","33.33","33.33","8.99","723","95","239","13.14","13.14","-8.92",
"Edwards, Huw","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","-1","46","9","14","19.57","30.43","-6.23","102","7","28","6","10","21.43","35.71","6.47","11","7","8","63.64","63.64","4.52","9","0","3","0","0","-9",
"Edwards, Lee","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","-1","1","0","0","0","0","-1","335","28","76","8.36","22.69","-68.87","48","7","171","17","44","9.94","25.73","-28","22","3","8","13.64","13.64","-9.75","203","22","54","10.84","10.84","-40.75",
"Egan, David","6","0","3","0","50","-6","11","3","7","27.27","63.64","-1","25","6","16","24","64","0.5","45","8","22","17.78","48.89","-10","1572","188","505","11.96","32.12","-351.23","2","9","760","96","244","12.63","32.11","-75.13","167","56","106","33.53","33.53","-6.22","940","107","281","11.38","11.38","-129.47",
"Elliott, Rhys","2","0","1","0","50","-2","9","0","1","0","11.11","-9","11","0","2","0","18.18","-11","23","0","4","0","17.39","-23","117","11","35","9.4","29.91","-29.42","20","29","115","11","35","9.57","30.43","-27.42","11","3","4","27.27","27.27","0.08","108","10","31","9.26","9.26","-25.42",
"England, Jonathan","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","1","1","20","20","2.5","306","48","114","15.69","37.25","-45.97","9","1","169","24","53","14.2","31.36","-27.58","67","21","43","31.34","31.34","-7.26","238","43","104","18.07","18.07","-19.42",
"Fahy, Cian","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","-2","23","0","0","0","0","-23","9999","9999","22","0","0","0","0","-22","1","0","0","0","0","-1","18","0","0","0","0","-18",
"Fallon, Cieren","3","0","0","0","0","-3","8","1","2","12.5","25","-5.9","15","1","4","6.67","26.67","-12.9","31","3","10","9.68","32.26","-21.4","882","115","272","13.04","30.84","-224.85","3","7","383","58","117","15.14","30.55","-82.34","110","37","60","33.64","33.64","-12.48","542","66","158","12.18","12.18","-142.01",
"Farrell, Sean C","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","-1","56","6","13","10.71","23.21","-6.37","15","2","33","4","8","12.12","24.24","-4.87","3","2","2","66.67","66.67","2.13","18","1","3","5.56","5.56","-11.5",
"Faulkner, Kyle","0","0","0","0","0","0","1","0","0","0","0","-1","1","0","0","0","0","-1","1","0","0","0","0","-1","18","0","1","0","5.56","-18","9999","9999","14","0","1","0","7.14","-14","0","0","0","0","0","0","16","0","1","0","0","-16",
"Fenelon, S","0","0","0","0","0","0","0","0","0","0","0","0","3","0","1","0","33.33","-3","7","0","1","0","14.29","-7","265","7","31","2.64","11.7","-146","116","45","143","5","18","3.5","12.59","-49","7","1","3","14.29","14.29","-3","137","4","19","2.92","2.92","-65",
"Fentiman, Duran","1","0","0","0","0","-1","5","0","1","0","20","-5","10","1","2","10","20","-3","27","2","7","7.41","25.93","-12.5","628","30","113","4.78","17.99","-254.06","7","9","301","23","68","7.64","22.59","-19.59","24","3","11","12.5","12.5","-17.22","513","28","99","5.46","5.46","-146.59",
"Finegan, Mr E","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","-2","4","1","1","25","25","1.5","40","3","7","7.5","17.5","-22","14","4","31","3","6","9.68","19.35","-13","1","0","0","0","0","-1","10","0","1","0","0","-10",
"Fox, Derek R","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","-3","498","68","173","13.65","34.74","-36.16","48","13","292","35","100","11.99","34.25","-124.02","79","26","44","32.91","32.91","-1.49","320","38","101","11.88","11.88","-52.95",
"Frost, Miss Lauren","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","-2","13","1","2","7.69","15.38","-9.5","120","10","13","1","2","7.69","15.38","-9.5","1","1","1","100","100","2.5","13","1","2","7.69","7.69","-9.5",
"Garritty, Billy","1","0","0","0","0","-1","5","0","0","0","0","-5","7","1","1","14.29","14.29","-5","18","2","5","11.11","27.78","-7","881","101","262","11.46","29.74","37.15","5","6","445","51","127","11.46","28.54","39.66","86","27","50","31.4","31.4","-9.38","648","73","188","11.27","11.27","-132.6",
"Gethings, Ciaran","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","-2","527","52","135","9.87","25.62","-208.94","106","18","255","30","68","11.76","26.67","-35","42","15","23","35.71","35.71","-1.26","328","38","88","11.59","11.59","-83.81",
"Ghiani, Marco","3","0","2","0","66.67","-3","12","0","3","0","25","-12","18","1","4","5.56","22.22","-13","28","3","8","10.71","28.57","-12.67","778","97","252","12.47","32.39","-90.65","4","13","542","66","170","12.18","31.37","-206.2","119","41","71","34.45","34.45","1.62","539","75","186","13.91","13.91","-107.28",
"Gillard, Mr T","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","-1","391","36","91","9.21","23.27","-30.3","70","18","175","17","40","9.71","22.86","68.09","21","10","11","47.62","47.62","6.84","292","30","69","10.27","10.27","-9.46",
"Gilligan, Jack G","0","0","0","0","0","0","2","0","1","0","50","-2","2","0","1","0","50","-2","6","1","3","16.67","50","-1","246","11","46","4.47","18.7","-161.35","13","4","159","8","34","5.03","21.38","-122.35","12","5","8","41.67","41.67","6.65","118","7","30","5.93","5.93","-53.92",
"Gleeson, Mr J L","0","0","0","0","0","0","0","0","0","0","0","0","2","0","2","0","100","-2","6","0","3","0","50","-6","229","34","95","14.85","41.48","-16.27","15","7","134","14","52","10.45","38.81","-86.86","39","15","25","38.46","38.46","-8.35","31","0","4","0","0","-31",
"Gordon, Josephine","1","0","0","0","0","-1","3","0","0","0","0","-3","5","0","0","0","0","-5","13","0","0","0","0","-13","525","39","117","7.43","22.29","-167.63","57","24","275","21","60","7.64","21.82","-64.26","30","8","16","26.67","26.67","4.29","434","35","103","8.06","8.06","-99.88",
"Grant, Ms J E","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","11","0","1","0","9.09","-11","9999","9999","7","0","1","0","14.29","-7","0","0","0","0","0","0","0","0","0","0","0","0",
"Gray, S A","0","0","0","0","0","0","6","1","2","16.67","33.33","-2.75","6","1","2","16.67","33.33","-2.75","19","2","5","10.53","26.32","-14.42","717","64","181","8.93","25.24","-105.82","2","2","333","34","88","10.21","26.43","-51.4","46","15","30","32.61","32.61","-1.85","495","39","118","7.88","7.88","-72.84",
"Greatrex, Edward","0","0","0","0","0","0","1","0","0","0","0","-1","1","0","0","0","0","-1","5","0","2","0","40","-5","126","23","45","18.25","35.71","171.83","17","9","126","23","45","18.25","35.71","171.83","17","6","10","35.29","35.29","0.83","75","17","32","22.67","22.67","165.33",
"Halford, Mr T A","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","0","0","0","0","-7","9999","9999","4","0","0","0","0","-4","0","0","0","0","0","0","0","0","0","0","0","0",
"Hamilton, Jamie","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","-1","592","56","163","9.46","27.53","-166.23","51","9","304","25","76","8.22","25","-59.55","63","18","37","28.57","28.57","-18.47","380","35","107","9.21","9.21","-143.01",
"Hammond, Charlie","0","0","0","0","0","0","0","0","0","0","0","0","2","0","1","0","50","-2","4","0","1","0","25","-4","568","71","164","12.5","28.87","-137.71","15","5","277","38","87","13.72","31.41","-81.42","48","19","32","39.58","39.58","4.5","407","49","119","12.04","12.04","-84.81",
"Hampson, Brodie","1","0","0","0","0","-1","1","0","0","0","0","-1","4","0","0","0","0","-4","5","0","0","0","0","-5","138","15","39","10.87","28.26","-2.37","18","6","84","9","24","10.71","28.57","20.5","19","4","11","21.05","21.05","-4.62","126","14","37","11.11","11.11","4.13",
"Hanlon, Mr P","0","0","0","0","0","0","3","0","0","0","0","-3","11","1","2","9.09","18.18","-8.62","23","3","7","13.04","30.43","-4.62","173","11","43","6.36","24.86","-67.95","5","5","153","10","40","6.54","26.14","-49.62","10","2","5","20","20","-5.95","85","6","20","7.06","7.06","-19.5",
"Harney, T P","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","-2","7","1","1","14.29","14.29","-1.5","193","10","36","5.18","18.65","-110.79","11","5","130","8","21","6.15","16.15","-60.29","10","2","5","20","20","-2.12","93","4","20","4.3","4.3","-59.17",
"Hart, Jason","2","0","0","0","0","-2","10","1","2","10","20","-7.12","20","2","7","10","35","-12.62","53","3","19","5.66","35.85","-40.62","1899","218","625","11.48","32.91","-465.7","3","7","967","100","303","10.34","31.33","-296.75","286","82","168","28.67","28.67","-40.77","1395","154","454","11.04","11.04","-327.22",
"Harvey, A","0","0","0","0","0","0","1","1","1","100","100","1.88","6","3","3","50","50","10.38","21","4","7","19.05","33.33","-2.95","245","29","82","11.84","33.47","-59.76","2","1","173","20","56","11.56","32.37","-39.21","26","11","17","42.31","42.31","5.03","107","11","33","10.28","10.28","-24.52",
"Hassett, M W","1","0","0","0","0","-1","2","1","1","50","50","5.5","10","1","2","10","20","-2.5","32","5","9","15.63","28.13","10","411","45","125","10.95","30.41","-49.54","3","2","320","40","101","12.5","31.56","5.71","49","12","28","24.49","24.49","-2.87","342","42","109","12.28","12.28","3.71",
