Jockey,14Day_Runs,14Day_Wins,14Day_Places,14Day_Win_Strike,14Day_Place_Strike,14Day_SP_ProfitLoss,2YR_Runs,2YR_Wins,2YR_Places,2YR_Win_Strike,2YR_Place_Strike,2YR_SP_ProfitLoss,DaysSinceWin,RunsSinceWin,1YR_Runs,1YR_Wins,1YR_Places,1YR_Win_Strike,1YR_Place_Strike,1YR_SP_ProfitLoss,2yr_fav_Runs,2yr_fav_Wins,2yr_fav_Places,2yr_fav_Win_Strike,2yr_fav_Place_Strike,2yr_fav_SP_ProfitLoss,2yr_hcap_Runs,2yr_hcap_Wins,2yr_hcap_Places,2yr_hcap_Win_Strike,2yr_hcap_Place_Strike,2yr_hcap_SP_ProfitLoss,
"Allan, David","34","3","7","8.82","20.59","-16.87","1192","148","378","12.42","31.71","-116.23","2","6","602","72","195","11.96","32.39","-179.74","187","63","114","33.69","33.69","5.76","889","131","303","14.74","14.74","-79.42",
"Armson, Philip","9","1","2","11.11","22.22","-3","390","37","105","9.49","26.92","-81.92","12","8","273","28","88","10.26","32.23","-133.25","38","8","23","21.05","21.05","-10.88","350","36","101","10.29","10.29","-53.92",
"Atzeni, Andrea","37","9","16","24.32","43.24","10.92","918","154","353","16.78","38.45","-88.59","1","1","394","79","163","20.05","41.37","25.32","186","66","116","35.48","35.48","-19.74","478","81","174","16.95","16.95","-34.62",
"Barfoot-Saunt, Mr G","0","0","0","0","0","0","16","0","0","0","0","-16","5952","147","6","0","0","0","0","-6","0","0","0","0","0","0","1","0","0","0","0","-1",
"Bass, George","15","2","3","13.33","20","0.63","446","41","111","9.19","24.89","-46.94","4","5","196","20","47","10.2","23.98","18.64","26","11","15","42.31","42.31","6.06","351","37","93","10.54","10.54","-13.44",
"Beasley, Connor","34","3","8","8.82","23.53","-21.5","1148","147","401","12.8","34.93","-101.27","2","6","718","90","246","12.53","34.26","-62.6","182","50","107","27.47","27.47","-13.67","817","116","308","14.2","14.2","23.67",
"Bennett, Charlie","16","1","4","6.25","25","-12","708","38","127","5.37","17.94","-370.68","1","1","305","9","45","2.95","14.75","-216.62","34","8","16","23.53","23.53","-9.47","513","36","113","7.02","7.02","-181.93",
"Best, J A","8","0","1","0","12.5","-8","830","51","170","6.14","20.48","-340.2","136","35","364","25","71","6.87","19.51","-161.19","37","13","20","35.14","35.14","2.89","501","38","125","7.58","7.58","-135.35",
"Bishop, Charles","25","2","4","8","16","-14","800","69","176","8.63","22","-272.92","5","13","294","30","72","10.2","24.49","-20.01","52","18","33","34.62","34.62","2.01","480","38","103","7.92","7.92","-153.69",
"Boinville, Nico","1","0","0","0","0","-1","769","161","299","20.94","38.88","-123.34","62","7","314","63","110","20.06","35.03","-7.21","258","99","151","38.37","38.37","-41.33","335","46","105","13.73","13.73","-30.52",
"Bowen, Sean P","13","2","5","15.38","38.46","-7.93","1061","209","401","19.7","37.79","-64.89","7","7","548","115","220","20.99","40.15","-29.3","242","110","162","45.45","45.45","34.56","710","135","258","19.01","19.01","-3.47",
"Brennan, P J","8","3","5","37.5","62.5","-0.13","869","182","382","20.94","43.96","-102.46","7","1","384","84","175","21.88","45.57","-74.22","237","97","154","40.93","40.93","-0.01","454","83","173","18.28","18.28","-25.23",
"Brookes, Aiden","12","1","3","8.33","25","-3.5","196","24","52","12.24","26.53","-1.87","4","4","135","20","37","14.81","27.41","24.13","17","6","10","35.29","35.29","0.63","168","24","50","14.29","14.29","26.13",
"Broughton, Mr T P","1","0","0","0","0","-1","22","3","10","13.64","45.45","-6.29","109","10","15","3","9","20","60","0.71","4","2","3","50","50","3.21","16","2","7","12.5","12.5","-4.62",
"Bryan, Joshua","14","0","3","0","21.43","-14","316","30","92","9.49","29.11","-61.93","15","15","160","16","45","10","28.13","-1.27","27","7","21","25.93","25.93","-6.89","207","20","60","9.66","9.66","-25.91",
"Buckley, Tom","6","0","1","0","16.67","-6","271","31","83","11.44","30.63","-95.61","44","20","151","16","45","10.6","29.8","-61.12","44","18","31","40.91","40.91","8.04","213","24","70","11.27","11.27","-70.01",
"Burke, Jonathan","3","1","2","33.33","66.67","1","870","115","276","13.22","31.72","-176.71","7","1","445","63","139","14.16","31.24","-68.93","107","46","64","42.99","42.99","29.33","541","72","178","13.31","13.31","-90.11",
"Burns, Harry","6","3","5","50","83.33","6.75","281","32","70","11.39","24.91","-94.45","4","2","183","22","43","12.02","23.5","-58.2","35","8","17","22.86","22.86","-12.95","229","27","58","11.79","11.79","-62.7",
"Carver, William","14","2","6","14.29","42.86","8","346","33","75","9.54","21.68","-121.43","1","1","162","15","36","9.26","22.22","-46.46","37","10","20","27.03","27.03","-10.76","260","28","61","10.77","10.77","-53.91",
"Cheleda, Angus","2","0","0","0","0","-2","157","23","48","14.65","30.57","-27.79","101","20","94","10","23","10.64","24.47","-41","20","6","12","30","30","-2.62","128","20","41","15.63","15.63","-9.79",
"Clutterbuck, Rhys","19","1","6","5.26","31.58","-12","667","80","195","11.99","29.24","-163.44","14","18","398","52","121","13.07","30.4","-56.57","95","27","51","28.42","28.42","-12.52","522","69","168","13.22","13.22","-104.89",
"Coakley, Ross","28","2","14","7.14","50","-14.67","570","66","185","11.58","32.46","-129.73","14","26","389","51","141","13.11","36.25","-71.73","68","26","44","38.24","38.24","4.53","355","45","121","12.68","12.68","-65.26",
"Cobden, Harry","2","1","1","50","50","-0.43","998","219","412","21.94","41.28","-202.97","12","1","422","96","173","22.75","41","-76.15","277","129","173","46.57","46.57","4.83","499","82","184","16.43","16.43","-80.62",
"Cosgrave, Pat","16","2","5","12.5","31.25","-8.25","694","89","236","12.82","34.01","-42.74","3","5","347","42","119","12.1","34.29","-69.87","89","30","54","33.71","33.71","-9.81","479","60","163","12.53","12.53","-19.3",
"Coughlan, Laura","7","1","2","14.29","28.57","-2.5","227","18","55","7.93","24.23","-49.64","11","6","112","13","29","11.61","25.89","43.63","15","7","9","46.67","46.67","7.36","206","15","51","7.28","7.28","-39.04",
"Cox, William","20","1","5","5","25","-7","452","29","96","6.42","21.24","-229.2","12","18","237","17","57","7.17","24.05","-79.54","23","10","16","43.48","43.48","9.22","340","26","84","7.65","7.65","-133.08",
"Currie, Nicola","22","2","6","9.09","27.27","-16.09","553","44","123","7.96","22.24","-224.88","10","15","240","19","54","7.92","22.5","-76.34","37","10","21","27.03","27.03","-6.46","380","34","91","8.95","8.95","-109.09",
"Curtis, B A","33","5","13","15.15","39.39","-8.42","1594","254","570","15.93","35.76","-269.74","1","3","590","113","224","19.15","37.97","-33.96","314","113","190","35.99","35.99","-19.5","1140","179","402","15.7","15.7","-145.77",
"Davies, Harry","32","4","10","12.5","31.25","-20.57","337","54","123","16.02","36.5","-73.29","2","2","337","54","123","16.02","36.5","-73.29","60","19","35","31.67","31.67","-11.95","289","40","96","13.84","13.84","-78.32",
"Davies, James","6","1","3","16.67","50","11","616","41","109","6.66","17.69","-221.67","8","4","233","18","40","7.73","17.17","-102.67","22","6","12","27.27","27.27","-3.75","378","31","72","8.2","8.2","-76.67",
"Dawson, R","35","5","9","14.29","25.71","29.33","996","136","317","13.65","31.83","-12.09","3","12","482","68","150","14.11","31.12","30.94","132","45","87","34.09","34.09","0.88","726","98","224","13.5","13.5","94.49",
"Dennis, Phil","21","1","5","4.76","23.81","-17","818","70","218","8.56","26.65","-53.35","6","8","348","31","93","8.91","26.72","-59.99","63","14","36","22.22","22.22","-17.89","647","59","185","9.12","9.12","-137.93",
"Dobbs, Pat","20","2","6","10","30","-15.31","568","70","164","12.32","28.87","-104.58","4","8","251","32","70","12.75","27.89","-54.53","58","22","33","37.93","37.93","4","293","33","76","11.26","11.26","-73.21",
"Doggrell, T","2","0","0","0","0","-2","130","13","36","10","27.69","32.88","62","10","100","12","33","12","33","50.88","12","1","5","8.33","8.33","-9.12","111","12","33","10.81","10.81","47.88",
"Downing, George","14","0","1","0","7.14","-14","443","28","86","6.32","19.41","-175.99","38","30","239","21","61","8.79","25.52","-54.74","18","7","11","38.89","38.89","4.88","299","23","62","7.69","7.69","-108.24",
"Doyle, Hollie","52","7","15","13.46","28.85","-28.2","2419","363","866","15.01","35.8","-410.79","1","2","1173","179","421","15.26","35.89","-191.72","430","150","254","34.88","34.88","-36.95","1636","246","585","15.04","15.04","-192.97",
