Jockey,14Day_Runs,14Day_Wins,14Day_Places,14Day_Win_Strike,14Day_Place_Strike,14Day_SP_ProfitLoss,2YR_Runs,2YR_Wins,2YR_Places,2YR_Win_Strike,2YR_Place_Strike,2YR_SP_ProfitLoss,DaysSinceWin,RunsSinceWin,1YR_Runs,1YR_Wins,1YR_Places,1YR_Win_Strike,1YR_Place_Strike,1YR_SP_ProfitLoss,2yr_fav_Runs,2yr_fav_Wins,2yr_fav_Places,2yr_fav_Win_Strike,2yr_fav_Place_Strike,2yr_fav_SP_ProfitLoss,2yr_hcap_Runs,2yr_hcap_Wins,2yr_hcap_Places,2yr_hcap_Win_Strike,2yr_hcap_Place_Strike,2yr_hcap_SP_ProfitLoss,
"Allan, David","28","3","8","10.71","28.57","-6","1185","146","379","12.32","31.98","-123.61","11","14","584","69","189","11.82","32.36","-178.87","190","63","114","33.16","33.16","2.88","883","128","301","14.5","14.5","-90.55",
"Atzeni, Andrea","30","4","13","13.33","43.33","-9.83","918","151","353","16.45","38.45","-105.34","1","3","395","80","166","20.25","42.03","17.02","183","64","114","34.97","34.97","-22.24","479","82","177","17.12","17.12","-36.62",
"Bass, George","11","1","2","9.09","18.18","-8.37","443","40","110","9.03","24.83","-56.94","5","4","193","19","47","9.84","24.35","8.64","26","11","15","42.31","42.31","6.06","351","36","93","10.26","10.26","-26.44",
"Beasley, Connor","22","1","6","4.55","27.27","-10","1130","145","397","12.83","35.13","-89.27","12","15","704","88","244","12.5","34.66","-55.6","179","49","106","27.37","27.37","-15.67","802","114","304","14.21","14.21","29.67",
"Bird, Sean","1","0","0","0","0","-1","76","1","4","1.32","5.26","-47","115","16","44","1","2","2.27","4.55","-15","3","0","0","0","0","-3","59","1","4","1.69","1.69","-30",
"Bishop, Charles","20","5","7","25","35","1.85","794","68","174","8.56","21.91","-273.42","8","11","287","29","72","10.1","25.09","-19.51","51","18","33","35.29","35.29","3.01","480","37","102","7.71","7.71","-160.19",
"Bradley, Paddy","5","0","1","0","20","-5","35","1","9","2.86","25.71","-28.5","30","16","34","1","9","2.94","26.47","-27.5","2","0","1","0","0","-2","27","1","8","3.7","3.7","-20.5",
"Breslin, Andrew","5","0","1","0","20","-5","315","21","70","6.67","22.22","-103.37","48","21","130","12","28","9.23","21.54","-20.87","13","3","5","23.08","23.08","-5.12","276","21","68","7.61","7.61","-64.37",
"Brown, Mr M W","0","0","0","0","0","0","13","0","4","0","30.77","-13","738","14","4","0","2","0","50","-4","0","0","0","0","0","0","13","0","4","0","0","-13",
"Bryan, Joshua","13","1","5","7.69","38.46","-7","316","30","92","9.49","29.11","-61.93","10","11","158","16","44","10.13","27.85","0.73","28","7","21","25","25","-7.89","210","20","60","9.52","9.52","-28.91",
