Jockey,14Day_Runs,14Day_Wins,14Day_Places,14Day_Win_Strike,14Day_Place_Strike,14Day_SP_ProfitLoss,2YR_Runs,2YR_Wins,2YR_Places,2YR_Win_Strike,2YR_Place_Strike,2YR_SP_ProfitLoss,DaysSinceWin,RunsSinceWin,1YR_Runs,1YR_Wins,1YR_Places,1YR_Win_Strike,1YR_Place_Strike,1YR_SP_ProfitLoss,2yr_fav_Runs,2yr_fav_Wins,2yr_fav_Places,2yr_fav_Win_Strike,2yr_fav_Place_Strike,2yr_fav_SP_ProfitLoss,2yr_hcap_Runs,2yr_hcap_Wins,2yr_hcap_Places,2yr_hcap_Win_Strike,2yr_hcap_Place_Strike,2yr_hcap_SP_ProfitLoss,
"Anderson, Joe","1","0","0","0","0","-1","132","10","35","7.58","26.52","-77","287","27","65","4","16","6.15","24.62","-44.37","11","3","7","27.27","27.27","-3.5","111","10","33","9.01","9.01","-56",
"Anderson, Mr A","3","0","0","0","0","-3","255","10","37","3.92","14.51","-182.5","18","4","92","6","12","6.52","13.04","-46.5","4","2","2","50","50","2","182","8","29","4.4","4.4","-122",
"Andrews, Bridget","9","0","3","0","33.33","-9","244","30","62","12.3","25.41","-62.48","17","10","106","11","25","10.38","23.58","-46.89","32","14","19","43.75","43.75","2.27","130","9","25","6.92","6.92","-52.05",
"Armson, Philip","6","1","1","16.67","16.67","2","460","37","112","8.04","24.35","-105.59","3","4","298","30","88","10.07","29.53","-23.42","44","8","25","18.18","18.18","-16.88","398","35","106","8.79","8.79","-173.92",
"Austin, Edward","1","0","0","0","0","-1","108","11","24","10.19","22.22","-16","28","5","77","9","19","11.69","24.68","1","10","4","8","40","40","3","78","7","18","8.97","8.97","-21.5",
"Bannister, Harry A A","5","0","2","0","40","-5","496","65","161","13.1","32.46","-78","120","11","178","29","64","16.29","35.96","-20.28","81","25","47","30.86","30.86","-14.92","305","47","108","15.41","15.41","12.55",
"Bass, David","8","0","1","0","12.5","-8","518","72","168","13.9","32.43","-139.03","21","16","226","32","76","14.16","33.63","-44","90","25","55","27.78","27.78","-24.97","289","33","87","11.42","11.42","-96.56",
"Beasley, Connor","25","4","10","16","40","-5.59","1340","168","462","12.54","34.48","-149.2","6","5","740","88","255","11.89","34.46","-122.28","202","58","116","28.71","28.71","-9.76","956","128","344","13.39","13.39","-23.59",
"Best, J A","4","1","1","25","25","7","747","46","146","6.16","19.54","-293.9","2","3","270","12","43","4.44","15.93","-145.04","36","14","17","38.89","38.89","7.44","457","37","109","8.1","8.1","-101.8",
"Boinville, Nico","11","2","5","18.18","45.45","-1.28","663","143","259","21.57","39.06","-60.23","3","4","261","53","92","20.31","35.25","-39.29","214","89","129","41.59","41.59","-10.64","308","51","99","16.56","16.56","14.15",
"Bowen, James C","16","0","4","0","25","-16","745","117","261","15.7","35.03","-44.65","26","31","330","48","109","14.55","33.03","-32.98","130","47","84","36.15","36.15","3.34","463","79","162","17.06","17.06","71.52",
"Bowen, Sean P","23","6","10","26.09","43.48","24.29","1097","210","413","19.14","37.65","67.34","1","3","589","124","239","21.05","40.58","209.62","263","110","168","41.83","41.83","0.42","712","129","255","18.12","18.12","-16.27",
"Brassil, C","2","0","0","0","0","-2","123","8","32","6.5","26.02","-59.3","36","10","102","7","27","6.86","26.47","-48.3","7","2","4","28.57","28.57","-1.8","70","4","18","5.71","5.71","-40.5",
"Brennan, P J","7","1","3","14.29","42.86","-3.25","749","168","340","22.43","45.39","-98.89","4","6","311","76","143","24.44","45.98","-15.09","213","93","141","43.66","43.66","9.36","383","75","149","19.58","19.58","-71.28",
"Brett, Tommy N","0","0","0","0","0","0","167","7","29","4.19","17.37","-42.67","31","1","64","2","10","3.13","15.63","-19","8","1","3","12.5","12.5","-4","95","3","19","3.16","3.16","-78.67",
"Brooke, Henry","11","2","3","18.18","27.27","-3.4","653","74","196","11.33","30.02","-206.23","1","1","229","35","82","15.28","35.81","-50.7","73","27","47","36.99","36.99","9.53","406","56","137","13.79","13.79","-92.71",
"Brouder, Gavin","11","1","4","9.09","36.36","-6.5","279","17","48","6.09","17.2","-14.47","5","6","140","7","24","5","17.14","7.7","7","2","2","28.57","28.57","-0.3","174","12","34","6.9","6.9","-5.3",
"Brouder, Gearoid","8","1","2","12.5","25","9","235","6","25","2.55","10.64","-106","13","7","114","5","11","4.39","9.65","6.5","3","0","0","0","0","-3","111","3","17","2.7","2.7","-80.5",
"Buckley, Kieran","16","2","4","12.5","25","8","339","38","105","11.21","30.97","-75.31","1","1","233","22","69","9.44","29.61","-69.57","41","15","29","36.59","36.59","6.44","228","30","72","13.16","13.16","-11.42",
"Buckley, Tom","4","2","2","50","50","5.5","285","34","95","11.93","33.33","-81.87","1","1","163","22","60","13.5","36.81","-46.12","42","16","29","38.1","38.1","5.28","215","25","77","11.63","11.63","-55.27",
"Burke, Jonathan","15","0","3","0","20","-15","889","121","295","13.61","33.18","-173.28","24","23","402","57","141","14.18","35.07","-101.96","111","43","71","38.74","38.74","4.5","544","74","182","13.6","13.6","-99.33",
"Burton, Danny","1","0","0","0","0","-1","101","7","24","6.93","23.76","-20.14","36","6","55","2","10","3.64","18.18","-44","6","1","2","16.67","16.67","-4.47","68","4","14","5.88","5.88","-10",
"Byrnes, Mr P","8","1","2","12.5","25","2","166","23","55","13.86","33.13","-58.34","2","2","108","13","34","12.04","31.48","-47.32","26","13","19","50","50","13.16","67","9","19","13.43","13.43","-20.5",
