Jockey,14Day_Runs,14Day_Wins,14Day_Places,14Day_Win_Strike,14Day_Place_Strike,14Day_SP_ProfitLoss,2YR_Runs,2YR_Wins,2YR_Places,2YR_Win_Strike,2YR_Place_Strike,2YR_SP_ProfitLoss,DaysSinceWin,RunsSinceWin,1YR_Runs,1YR_Wins,1YR_Places,1YR_Win_Strike,1YR_Place_Strike,1YR_SP_ProfitLoss,2yr_fav_Runs,2yr_fav_Wins,2yr_fav_Places,2yr_fav_Win_Strike,2yr_fav_Place_Strike,2yr_fav_SP_ProfitLoss,2yr_hcap_Runs,2yr_hcap_Wins,2yr_hcap_Places,2yr_hcap_Win_Strike,2yr_hcap_Place_Strike,2yr_hcap_SP_ProfitLoss,
"Anderson, Mr A","7","1","2","14.29","28.57","8","244","11","37","4.51","15.16","-156.5","6","5","102","7","15","6.86","14.71","-41.5","4","2","3","50","50","2","180","9","31","5","5","-105",
"Andrews, Gina","1","0","0","0","0","-1","58","16","28","27.59","48.28","3.2","17","3","29","8","13","27.59","44.83","-1.76","16","7","12","43.75","43.75","2.45","28","7","12","25","25","4.25",
"Andrews, Jack","2","1","1","50","50","5","185","23","59","12.43","31.89","-63.63","8","1","87","11","27","12.64","31.03","-36.17","25","6","13","24","24","-14.46","130","16","46","12.31","12.31","-24.47",
"Andrews, Mr D I J","1","0","0","0","0","-1","37","5","11","13.51","29.73","8.5","15","2","17","2","4","11.76","23.53","-8.5","1","0","0","0","0","-1","4","0","1","0","0","-4",
"Atzeni, Andrea","15","3","8","20","53.33","6","870","148","337","17.01","38.74","-36.89","12","10","410","84","167","20.49","40.73","49.4","173","59","108","34.1","34.1","-19.17","457","77","166","16.85","16.85","-16.34",
"Austin, Edward","2","0","0","0","0","-2","125","13","26","10.4","20.8","-26.87","27","8","72","8","12","11.11","16.67","-8.12","12","6","10","50","50","7.13","90","9","20","10","10","-27.37",
"Bailey, Katelyn","1","0","0","0","0","-1","9","0","0","0","0","-9","9999","9999","9","0","0","0","0","-9","0","0","0","0","0","0","7","0","0","0","0","-7",
"Baker, Mr Z","1","0","1","0","100","-1","56","8","14","14.29","25","10.78","295","8","22","3","4","13.64","18.18","17.6","10","2","4","20","20","-6.1","34","4","8","11.76","11.76","11.88",
"Bannister, Harry A A","20","2","4","10","20","-7.75","511","66","166","12.92","32.49","-76","8","6","175","24","58","13.71","33.14","-36.29","84","25","48","29.76","29.76","-16.67","317","48","110","15.14","15.14","17.55",
"Barry, Mr J C","4","0","1","0","25","-4","180","7","29","3.89","16.11","-70.17","79","11","83","5","16","6.02","19.28","8.33","6","1","1","16.67","16.67","-1.67","35","1","4","2.86","2.86","-30.67",
"Bass, David","11","0","1","0","9.09","-11","501","63","160","12.57","31.94","-145.39","17","13","216","28","67","12.96","31.02","-46.76","82","20","50","24.39","24.39","-33.58","279","30","83","10.75","10.75","-80.54",
"Beasley, Connor","12","1","3","8.33","25","-6.5","1373","168","469","12.24","34.16","-202.95","14","11","751","85","251","11.32","33.42","-152.53","207","58","120","28.02","28.02","-14.76","977","127","348","13","13","-68.09",
"Bennett, Charlie","8","1","3","12.5","37.5","3","668","28","120","4.19","17.96","-388.79","2","1","312","14","56","4.49","17.95","-207.12","22","3","10","13.64","13.64","-10.5","480","27","107","5.63","5.63","-206.79",
"Bennett, Miss N","0","0","0","0","0","0","33","5","13","15.15","39.39","33.5","113","2","15","4","5","26.67","33.33","47","6","1","4","16.67","16.67","-1.5","28","5","12","17.86","17.86","38.5",
"Bewley, Jonathon","4","0","1","0","25","-4","125","16","42","12.8","33.6","-38.46","120","17","63","10","24","15.87","38.1","-16.46","10","4","5","40","40","1.54","98","15","37","15.31","15.31","-15.96",
"Biddick, Mr W","0","0","0","0","0","0","31","10","14","32.26","45.16","-4.74","26","1","15","5","8","33.33","53.33","-3.9","17","8","9","47.06","47.06","-0.99","3","1","1","33.33","33.33","-0.62",
"Birkett, Mr R","0","0","0","0","0","0","43","8","19","18.6","44.19","3","50","3","20","5","9","25","45","6","4","1","2","25","25","0","43","8","19","18.6","18.6","3",
"Blackmore, Rachael","17","4","9","23.53","52.94","-6.01","868","131","337","15.09","38.82","-265.17","2","7","465","62","164","13.33","35.27","-149.48","204","65","128","31.86","31.86","-54.6","335","23","99","6.87","6.87","-131.59",
"Boinville, Nico","14","5","7","35.71","50","-3.37","638","141","244","22.1","38.24","-63.82","2","3","263","59","100","22.43","38.02","-42.33","209","88","128","42.11","42.11","-12.15","308","54","99","17.53","17.53","25.4",
