Jockey,14Day_Runs,14Day_Wins,14Day_Places,14Day_Win_Strike,14Day_Place_Strike,14Day_SP_ProfitLoss,2YR_Runs,2YR_Wins,2YR_Places,2YR_Win_Strike,2YR_Place_Strike,2YR_SP_ProfitLoss,DaysSinceWin,RunsSinceWin,1YR_Runs,1YR_Wins,1YR_Places,1YR_Win_Strike,1YR_Place_Strike,1YR_SP_ProfitLoss,2yr_fav_Runs,2yr_fav_Wins,2yr_fav_Places,2yr_fav_Win_Strike,2yr_fav_Place_Strike,2yr_fav_SP_ProfitLoss,2yr_hcap_Runs,2yr_hcap_Wins,2yr_hcap_Places,2yr_hcap_Win_Strike,2yr_hcap_Place_Strike,2yr_hcap_SP_ProfitLoss,
"Allan, David","14","4","6","28.57","42.86","13.38","1260","149","397","11.83","31.51","-73.8","6","4","668","72","205","10.78","30.69","-114.42","191","62","115","32.46","32.46","2.61","945","133","319","14.07","14.07","-22.11",
"Allen, Mr D","2","0","1","0","50","-2","73","7","24","9.59","32.88","-9.37","255","15","32","4","12","12.5","37.5","13.13","5","2","4","40","40","0.88","8","0","3","0","0","-8",
"Anderson, Mr A","4","1","2","25","50","2","247","10","37","4.05","14.98","-180.62","2","3","76","4","10","5.26","13.16","-45","4","3","3","75","75","4.88","176","9","30","5.11","5.11","-117.62",
"Andrews, Bridget","9","1","2","11.11","22.22","-3","238","29","60","12.18","25.21","-64.48","7","9","104","10","22","9.62","21.15","-56.64","32","14","19","43.75","43.75","2.02","124","8","22","6.45","6.45","-59.05",
"Andrews, N R","1","0","0","0","0","-1","1","0","0","0","0","-1","9999","9999","1","0","0","0","0","-1","0","0","0","0","0","0","0","0","0","0","0","0",
"Armson, Philip","8","0","2","0","25","-8","450","37","112","8.22","24.89","-93.59","33","22","317","30","92","9.46","29.02","-40.92","44","8","25","18.18","18.18","-16.88","393","35","106","8.91","8.91","-166.92",
"Bass, David","14","1","2","7.14","14.29","-9.5","521","71","165","13.63","31.67","-136.83","8","14","228","32","81","14.04","35.53","-42.8","91","24","52","26.37","26.37","-27.64","290","32","86","11.03","11.03","-99.23",
"Beasley, Connor","10","1","3","10","30","1","1281","161","437","12.57","34.11","-138.31","8","7","740","90","257","12.16","34.73","-91.06","195","55","110","28.21","28.21","-12.54","915","124","329","13.55","13.55","-13.62",
"Bewley, Callum","2","0","1","0","50","-2","535","30","105","5.61","19.63","-261.99","49","28","256","10","43","3.91","16.8","-169","35","9","18","25.71","25.71","-8.45","307","22","75","7.17","7.17","-150.12",
"Blackmore, Rachael","12","2","7","16.67","58.33","-6","883","140","339","15.86","38.39","-301.07","8","10","466","62","165","13.3","35.41","-175.42","211","71","130","33.65","33.65","-45.89","344","27","103","7.85","7.85","-127.21",
"Boinville, Nico","17","3","6","17.65","35.29","-7.36","684","144","266","21.05","38.89","-87.46","2","6","279","54","101","19.35","36.2","-52.86","225","91","133","40.44","40.44","-18.87","309","47","96","15.21","15.21","-1.43",
"Bowen, James C","22","4","8","18.18","36.36","-3.79","733","117","256","15.96","34.92","-21.9","1","1","334","56","117","16.77","35.03","-2.01","125","46","83","36.8","36.8","4.59","454","79","161","17.4","17.4","91.27",
"Bowen, Sean P","15","3","5","20","33.33","2.69","1078","202","400","18.74","37.11","-185.32","2","6","583","116","230","19.9","39.45","-56.13","261","109","164","41.76","41.76","4.13","702","125","249","17.81","17.81","-54.52",
"Brassil, C","6","1","2","16.67","33.33","11","119","8","31","6.72","26.05","-55.3","2","3","97","7","26","7.22","26.8","-43.3","7","2","4","28.57","28.57","-1.8","68","4","18","5.88","5.88","-38.5",
"Brennan, P J","6","0","1","0","16.67","-6","771","172","354","22.31","45.91","-85.81","19","7","334","83","154","24.85","46.11","-20.67","215","93","144","43.26","43.26","7.36","395","79","158","20","20","-40.95",
"Brogan, Kevin","7","0","1","0","14.29","-7","540","76","190","14.07","35.19","-44.41","62","44","272","34","85","12.5","31.25","9.28","102","34","65","33.33","33.33","-14.15","438","65","163","14.84","14.84","-73.91",
"Brooke, Henry","6","0","1","0","16.67","-6","640","72","193","11.25","30.16","-200.83","20","8","273","37","92","13.55","33.7","-83.55","72","26","46","36.11","36.11","8.43","397","54","135","13.6","13.6","-91.31",
"Brookes, Aiden","6","1","2","16.67","33.33","61","248","29","63","11.69","25.4","34.96","10","6","162","23","42","14.2","25.93","63.46","20","7","12","35","35","1.96","215","29","61","13.49","13.49","67.96",
"Brouder, Gavin","6","0","0","0","0","-6","260","16","43","6.15","16.54","0.03","36","13","120","6","19","5","15.83","23.2","6","1","1","16.67","16.67","-3.8","164","11","30","6.71","6.71","0.2",
"Buckley, Kieran","8","0","4","0","50","-8","313","36","100","11.5","31.95","-73.31","38","24","216","21","66","9.72","30.56","-71.07","40","15","28","37.5","37.5","7.44","218","28","69","12.84","12.84","-25.42",
"Buckley, Tom","10","2","3","20","30","-4","277","30","90","10.83","32.49","-102.37","1","2","158","18","56","11.39","35.44","-69.62","39","15","28","38.46","38.46","4.78","211","22","73","10.43","10.43","-70.27",
"Burke, Jonathan","24","2","9","8.33","37.5","-16.92","865","119","288","13.76","33.29","-155.58","1","3","433","65","151","15.01","34.87","-83.47","109","42","69","38.53","38.53","5.2","536","74","182","13.81","13.81","-91.33",
"Byrnes, Mr P","8","0","1","0","12.5","-8","147","21","48","14.29","32.65","-56.09","21","13","86","10","26","11.63","30.23","-46.57","22","12","16","54.55","54.55","14.41","54","8","16","14.81","14.81","-10.25",
"Cahill, Mr S E","0","0","0","0","0","0","3","1","1","33.33","33.33","10","195","1","2","1","1","50","50","11","0","0","0","0","0","0","0","0","0","0","0","0",
"Callaghan, Mr K","6","1","3","16.67","50","0.5","141","11","28","7.8","19.86","-66.88","1","2","126","10","24","7.94","19.05","-66.88","12","4","10","33.33","33.33","-3.38","84","4","13","4.76","4.76","-43.5",
"Carberry, Peter","12","0","3","0","25","-12","289","8","39","2.77","13.49","-232","25","15","163","6","24","3.68","14.72","-118.5","9","2","4","22.22","22.22","-3.5","146","7","29","4.79","4.79","-97.5",
"Carver, Bryan","14","2","5","14.29","35.71","-0.75","299","36","94","12.04","31.44","-94.11","6","9","132","14","38","10.61","28.79","-26.17","39","17","28","43.59","43.59","10.31","209","27","70","12.92","12.92","-38.41",
"Chapman, Ross","8","2","2","25","25","14.5","289","20","56","6.92","19.38","-25.28","2","3","68","5","11","7.35","16.18","-29.67","17","4","11","23.53","23.53","-4.74","190","17","41","8.95","8.95","-33.41",
"Clarke, Conor","0","0","0","0","0","0","42","5","10","11.9","23.81","85.67","150","5","20","2","5","10","25","0.67","3","1","3","33.33","33.33","-1.33","29","4","6","13.79","13.79","79.67",
"Codd, Mr J J","6","1","4","16.67","66.67","0.5","282","60","144","21.28","51.06","-78.52","2","2","108","19","51","17.59","47.22","-50.32","97","38","69","39.18","39.18","-17.04","23","2","8","8.7","8.7","-10.5",
"Coleman, A","11","1","5","9.09","45.45","-5.5","634","130","279","20.5","44.01","-103.45","2","7","270","48","107","17.78","39.63","-94.62","174","70","118","40.23","40.23","-8.63","276","41","91","14.86","14.86","-35.35",
"Coltherd, Sam W","11","0","2","0","18.18","-11","383","27","92","7.05","24.02","-171.38","26","18","141","16","34","11.35","24.11","-69.46","29","10","18","34.48","34.48","3.54","265","25","74","9.43","9.43","-85.63",
