Jockey,14Day_Runs,14Day_Wins,14Day_Places,14Day_Win_Strike,14Day_Place_Strike,14Day_SP_ProfitLoss,2YR_Runs,2YR_Wins,2YR_Places,2YR_Win_Strike,2YR_Place_Strike,2YR_SP_ProfitLoss,DaysSinceWin,RunsSinceWin,1YR_Runs,1YR_Wins,1YR_Places,1YR_Win_Strike,1YR_Place_Strike,1YR_SP_ProfitLoss,2yr_fav_Runs,2yr_fav_Wins,2yr_fav_Places,2yr_fav_Win_Strike,2yr_fav_Place_Strike,2yr_fav_SP_ProfitLoss,2yr_hcap_Runs,2yr_hcap_Wins,2yr_hcap_Places,2yr_hcap_Win_Strike,2yr_hcap_Place_Strike,2yr_hcap_SP_ProfitLoss,
"Allan, David","22","3","5","13.64","22.73","-4","1345","139","408","10.33","30.33","-335.94","3","7","646","64","188","9.91","29.1","-210.27","174","51","100","29.31","29.31","-7.89","1047","116","337","11.08","11.08","-228.13",
"Aprahamian, 2lt Billy","0","0","0","0","0","0","2","0","1","0","50","-2","2235","10","2","0","1","0","50","-2","0","0","0","0","0","0","1","0","1","0","0","-1",
"Armson, Philip","8","1","1","12.5","12.5","-2.5","417","34","100","8.15","23.98","-90.22","11","5","135","7","21","5.19","15.56","-92.17","45","5","24","11.11","11.11","-29.21","348","32","93","9.2","9.2","-151.55",
"Baker, Mr Z","0","0","0","0","0","0","33","5","10","15.15","30.3","17.13","299","7","14","3","7","21.43","50","-1.37","3","1","1","33.33","33.33","-0.12","15","3","4","20","20","28.5",
"Bannister, Harry A A","19","2","3","10.53","15.79","-9.38","439","44","130","10.02","29.61","-172.44","8","10","276","25","75","9.06","27.17","-119.82","63","17","32","26.98","26.98","-21.1","309","30","91","9.71","9.71","-118.72",
"Bass, David","11","1","1","9.09","9.09","-6.67","439","57","132","12.98","30.07","-95.35","10","10","214","26","62","12.15","28.97","-46.54","72","18","37","25","25","-29.28","241","32","70","13.28","13.28","-12.87",
"Beasley, Connor","26","2","8","7.69","30.77","-19","1260","138","428","10.95","33.97","-285.43","5","20","529","58","184","10.96","34.78","-134.95","180","42","102","23.33","23.33","-56.53","928","102","318","10.99","10.99","-178.06",
"Bellamy, Tom","24","2","10","8.33","41.67","-15.92","863","95","267","11.01","30.94","-292.24","2","3","434","49","134","11.29","30.88","-178.63","92","34","54","36.96","36.96","-10.7","533","58","160","10.88","10.88","-203.12",
"Best, J A","18","0","5","0","27.78","-18","614","28","110","4.56","17.92","-303.94","20","21","348","17","72","4.89","20.69","-162.07","24","9","14","37.5","37.5","5.56","399","26","99","6.52","6.52","-110.94",
"Bird, Sean","4","0","0","0","0","-4","114","3","9","2.63","7.89","-30","303","48","64","2","5","3.13","7.81","-9","0","0","0","0","0","0","74","2","6","2.7","2.7","-16",
"Blackmore, Rachael","18","1","5","5.56","27.78","-15.75","900","124","328","13.78","36.44","-291.32","3","4","420","55","156","13.1","37.14","-172.24","176","53","108","30.11","30.11","-45.87","370","31","104","8.38","8.38","-141.59",
"Boinville, Nico","19","4","7","21.05","36.84","-11.57","512","120","208","23.44","40.63","-31.83","4","8","257","59","105","22.96","40.86","-54.38","171","77","104","45.03","45.03","0.85","251","48","87","19.12","19.12","38.97",
"Bowen, James C","21","5","10","23.81","47.62","-1.1","600","80","213","13.33","35.5","-123.54","2","2","334","51","134","15.27","40.12","-39.47","104","32","69","30.77","30.77","-18.51","343","50","116","14.58","14.58","-10.78",
"Bowen, S D","11","0","4","0","36.36","-11","418","30","105","7.18","25.12","-83.54","29","26","229","21","69","9.17","30.13","-19.29","30","8","18","26.67","26.67","-1.04","348","24","91","6.9","6.9","-58.54",
"Bowen, Sean P","40","8","11","20","27.5","-6.74","1351","278","536","20.58","39.67","191.01","1","5","715","153","292","21.4","40.84","47.62","344","144","212","41.86","41.86","-6.06","865","156","316","18.03","18.03","-29.41",
"Brace, Connor","13","1","2","7.69","15.38","2","340","54","104","15.88","30.59","-4.79","8","9","170","28","57","16.47","33.53","17.8","41","20","29","48.78","48.78","14.55","187","29","61","15.51","15.51","12.03",
"Brace, Mr J","0","0","0","0","0","0","63","8","17","12.7","26.98","-10.62","424","14","2","0","0","0","0","-2","8","3","4","37.5","37.5","0.88","57","8","16","14.04","14.04","-4.62",
"Brogan, Kevin","6","0","2","0","33.33","-6","414","36","100","8.7","24.15","-124.01","20","8","156","6","24","3.85","15.38","-107","30","9","20","30","30","-5.01","304","30","80","9.87","9.87","-133.01",
"Brooke, Henry","19","2","2","10.53","10.53","-13.5","678","103","219","15.19","32.3","-127.56","8","11","340","47","100","13.82","29.41","-68.27","97","33","58","34.02","34.02","-3.08","457","77","160","16.85","16.85","-58.5",
"Brouder, Gavin","5","0","1","0","20","-5","311","15","57","4.82","18.33","-142.37","20","8","170","8","33","4.71","19.41","-87.25","17","5","10","29.41","29.41","7.25","201","13","41","6.47","6.47","-39.75",
"Buckley, Kieran","7","1","1","14.29","14.29","-1.5","471","34","115","7.22","24.42","-249.96","2","1","208","12","39","5.77","18.75","-137.84","44","12","27","27.27","27.27","-9.96","264","22","74","8.33","8.33","-97.49",
"Burke, Jonathan","24","4","6","16.67","25","-7.5","706","97","254","13.74","35.98","-237.9","3","7","300","42","114","14","38","-110.48","111","47","79","42.34","42.34","12.55","422","53","138","12.56","12.56","-127.9",
"Burke-Ott, Mr L","0","0","0","0","0","0","9","1","3","11.11","33.33","4","59","3","7","1","3","14.29","42.86","6","1","0","1","0","0","-1","3","1","2","33.33","33.33","10",
"Caffrey, Adam","11","1","3","9.09","27.27","-4.5","547","59","155","10.79","28.34","-73.64","14","10","328","35","94","10.67","28.66","-66.3","58","18","37","31.03","31.03","9.37","447","50","127","11.19","11.19","-26.47",
"Callwood, Miss Ellie","0","0","0","0","0","0","6","0","0","0","0","-6","9999","9999","6","0","0","0","0","-6","0","0","0","0","0","0","2","0","0","0","0","-2",
"Cannon, Tom J","20","2","5","10","25","-5","768","116","244","15.1","31.77","-184.87","1","2","363","48","111","13.22","30.58","-124.84","104","49","62","47.12","47.12","18.13","442","59","128","13.35","13.35","-126.42",
"Carroll, G F","16","1","4","6.25","25","13","1005","101","260","10.05","25.87","-233.39","8","6","521","51","131","9.79","25.14","-147.93","101","31","63","30.69","30.69","8.57","517","57","150","11.03","11.03","-67.3",
"Carver, Bryan","10","1","3","10","30","-5.5","371","38","93","10.24","25.07","-148.45","7","6","225","21","55","9.33","24.44","-90.83","34","16","23","47.06","47.06","8.09","258","29","70","11.24","11.24","-72.62",
"Chester, C","0","0","0","0","0","0","21","0","6","0","28.57","-21","9999","9999","9","0","3","0","33.33","-9","2","0","2","0","0","-2","11","0","4","0","0","-11",
"Clarke, Alyse Jane","0","0","0","0","0","0","8","0","0","0","0","-8","9999","9999","8","0","0","0","0","-8","0","0","0","0","0","0","6","0","0","0","0","-6",
"Clarke, Conor","1","0","0","0","0","-1","61","4","14","6.56","22.95","-36.33","259","31","43","2","8","4.65","18.6","-24.33","7","2","3","28.57","28.57","-3.66","28","2","5","7.14","7.14","-24.66",
"Cleary, R P","12","0","2","0","16.67","-12","782","39","137","4.99","17.52","-317.34","22","14","426","24","80","5.63","18.78","-155.59","35","9","19","25.71","25.71","-4.59","413","24","75","5.81","5.81","-68.25",
"Cobden, Harry","32","3","10","9.38","31.25","-21.43","1147","281","523","24.5","45.6","-107.52","2","10","714","163","315","22.83","44.12","-81.28","378","169","249","44.71","44.71","19.43","658","126","244","19.15","19.15","-79.91",
"Coen, Ben M","21","1","2","4.76","9.52","-17.75","1086","105","278","9.67","25.6","-409.22","9","14","576","52","135","9.03","23.44","-246.34","115","38","73","33.04","33.04","3.2","565","54","140","9.56","9.56","-215.75",
"Colgan, R C","9","0","1","0","11.11","-9","635","27","88","4.25","13.86","-308.46","121","59","312","17","50","5.45","16.03","-75.79","16","4","7","25","25","-3.79","350","12","54","3.43","3.43","-179.5",
"Condon, R J","3","0","0","0","0","-3","315","12","61","3.81","19.37","-223.05","152","37","106","1","14","0.94","13.21","-103.8","12","3","8","25","25","-3.55","173","6","33","3.47","3.47","-131.75",
"Costello, Mr T R","0","0","0","0","0","0","1","0","0","0","0","-1","9999","9999","1","0","0","0","0","-1","0","0","0","0","0","0","0","0","0","0","0","0",
"Crosse, Nathan","1","0","0","0","0","-1","785","42","133","5.35","16.94","-63.34","37","12","377","22","62","5.84","16.45","53.66","30","6","18","20","20","-7.67","464","27","86","5.82","5.82","18",
"Cullinan, Mr C","1","0","0","0","0","-1","77","4","9","5.19","11.69","-33.5","198","9","34","3","6","8.82","17.65","-5.5","1","0","1","0","0","-1","28","4","5","14.29","14.29","15.5",
"DAlo, Maj Domenico","0","0","0","0","0","0","0","0","0","0","0","0","2599","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"Davies, James","9","1","2","11.11","22.22","-6","494","31","91","6.28","18.42","-151.79","14","9","228","10","37","4.39","16.23","-109.04","22","6","15","27.27","27.27","-0.5","301","24","65","7.97","7.97","-22.37",
"Dennis, Phil","12","1","5","8.33","41.67","-6.5","781","63","210","8.07","26.89","-75.85","6","5","367","25","102","6.81","27.79","-181.43","58","15","32","25.86","25.86","-7.97","577","49","159","8.49","8.49","-19.41",
"Dingle, Rex","17","1","6","5.88","35.29","-8.5","508","73","159","14.37","31.3","-86.18","10","13","286","34","85","11.89","29.72","-87.05","74","27","42","36.49","36.49","-7.35","303","48","92","15.84","15.84","27.06",
"Dodd, Murray","0","0","0","0","0","0","25","0","2","0","8","-25","9999","9999","23","0","2","0","8.7","-23","0","0","0","0","0","0","13","0","1","0","0","-13",
"Donoghue, K M","18","2","8","11.11","44.44","-6.25","829","115","273","13.87","32.93","-298.9","5","11","438","65","151","14.84","34.47","-191.35","147","56","96","38.1","38.1","-6.23","391","48","125","12.28","12.28","-128.29",
"Dunne, R T","8","1","2","12.5","25","-4.5","418","28","93","6.7","22.25","-205.8","2","3","210","14","48","6.67","22.86","-135.43","31","6","14","19.35","19.35","-10.21","256","21","65","8.2","8.2","-131.46",
"Durrell, Mr B","0","0","0","0","0","0","2","0","0","0","0","-2","9999","9999","2","0","0","0","0","-2","0","0","0","0","0","0","1","0","0","0","0","-1",
"Eaves, Tom","15","1","2","6.67","13.33","19","1317","91","311","6.91","23.61","-408.78","3","2","691","49","171","7.09","24.75","-143.17","70","20","47","28.57","28.57","-15.83","952","63","231","6.62","6.62","-310.67",
"Edmunds, Lewis","20","4","7","20","35","3.25","886","103","255","11.63","28.78","-103.92","8","9","477","61","147","12.79","30.82","-17.21","98","31","57","31.63","31.63","0.92","682","88","216","12.9","12.9","-19.07",
