Jockey,14Day_Runs,14Day_Wins,14Day_Places,14Day_Win_Strike,14Day_Place_Strike,14Day_SP_ProfitLoss,2YR_Runs,2YR_Wins,2YR_Places,2YR_Win_Strike,2YR_Place_Strike,2YR_SP_ProfitLoss,DaysSinceWin,RunsSinceWin,1YR_Runs,1YR_Wins,1YR_Places,1YR_Win_Strike,1YR_Place_Strike,1YR_SP_ProfitLoss,2yr_fav_Runs,2yr_fav_Wins,2yr_fav_Places,2yr_fav_Win_Strike,2yr_fav_Place_Strike,2yr_fav_SP_ProfitLoss,2yr_hcap_Runs,2yr_hcap_Wins,2yr_hcap_Places,2yr_hcap_Win_Strike,2yr_hcap_Place_Strike,2yr_hcap_SP_ProfitLoss,
"Allan, David","12","2","4","16.67","33.33","-2.87","1332","135","398","10.14","29.88","-345.44","4","6","664","63","193","9.49","29.07","-231.02","172","52","100","30.23","30.23","-1.39","1034","112","330","10.83","10.83","-237.63",
"Atkins, Mr Harry","0","0","0","0","0","0","45","3","9","6.67","20","-22.62","190","22","42","2","7","4.76","16.67","-30.62","4","1","2","25","25","-1.12","36","3","6","8.33","8.33","-13.62",
"Baker, Mr Z","0","0","0","0","0","0","39","6","11","15.38","28.21","13.23","195","2","16","3","7","18.75","43.75","-3.37","4","2","2","50","50","0.98","18","3","5","16.67","16.67","25.5",
"Bament, Mr J J","0","0","0","0","0","0","9","2","2","22.22","22.22","-2.99","224","1","6","2","2","33.33","33.33","0.01","3","2","2","66.67","66.67","3.01","3","1","1","33.33","33.33","-0.12",
"Bannister, Harry A A","7","2","4","28.57","57.14","5.83","459","57","153","12.42","33.33","-64.26","4","3","255","24","81","9.41","31.76","-84.48","83","21","41","25.3","25.3","-30","316","43","110","13.61","13.61","-23.01",
"Bass, David","15","0","1","0","6.67","-15","455","67","155","14.73","34.07","-62.92","42","35","230","33","75","14.35","32.61","-35.79","77","21","42","27.27","27.27","-28.65","251","35","80","13.94","13.94","-19.11",
"Biddick, Mr W","0","0","0","0","0","0","29","8","13","27.59","44.83","-2.15","270","3","8","3","4","37.5","50","1.1","14","5","7","35.71","35.71","-2.9","4","0","0","0","0","-4",
"Bowen, James C","29","9","12","31.03","41.38","6.02","586","82","212","13.99","36.18","-122.2","4","9","238","25","89","10.5","37.39","-117.06","96","34","66","35.42","35.42","-3","349","54","129","15.47","15.47","14.86",
"Boyden, Mr Oliver","1","0","0","0","0","-1","8","1","2","12.5","25","9","76","3","7","1","1","14.29","14.29","10","0","0","0","0","0","0","6","1","2","16.67","16.67","11",
"Breslin, Andrew","6","0","0","0","0","-6","288","15","48","5.21","16.67","-148.12","35","17","159","6","25","3.77","15.72","-97.5","15","4","6","26.67","26.67","-3.87","259","15","45","5.79","5.79","-119.12",
"Brookes, Aiden","9","0","4","0","44.44","-9","381","36","85","9.45","22.31","55.21","19","10","214","13","42","6.07","19.63","-3.25","27","9","18","33.33","33.33","2.46","333","35","78","10.51","10.51","97.21",
"Burke, Jonathan","18","4","8","22.22","44.44","0.08","724","104","267","14.36","36.88","-221.67","2","1","300","40","118","13.33","39.33","-131.5","112","48","81","42.86","42.86","13.57","421","54","138","12.83","12.83","-134.82",
"Cannon, Tom J","12","1","3","8.33","25","-8.5","788","132","263","16.75","33.38","-151.42","10","9","381","51","113","13.39","29.66","-123.67","121","62","77","51.24","51.24","35.83","446","69","135","15.47","15.47","-85.18",
"Carver, Bryan","15","2","4","13.33","26.67","-2.5","339","41","95","12.09","28.02","-61.21","7","5","196","25","54","12.76","27.55","-35.42","39","15","26","38.46","38.46","0.83","237","31","72","13.08","13.08","1.12",
"Chadwick, Alex","3","0","1","0","33.33","-3","55","7","15","12.73","27.27","-25.25","83","10","38","6","13","15.79","34.21","-10.75","7","2","3","28.57","28.57","-2","40","6","14","15","15","-12.75",
"Cheleda, Angus","1","0","0","0","0","-1","143","13","38","9.09","26.57","-34.15","24","7","44","6","15","13.64","34.09","29.75","13","4","7","30.77","30.77","-0.4","113","10","31","8.85","8.85","-14.9",
"Cobden, Harry","22","3","12","13.64","54.55","-6.67","1060","248","467","23.4","44.06","-126.43","1","1","639","140","280","21.91","43.82","-96.19","329","145","213","44.07","44.07","4.94","599","111","219","18.53","18.53","-88",
"Cole, Morgan","4","0","0","0","0","-4","265","24","70","9.06","26.42","-143.86","35","20","171","18","45","10.53","26.32","-79.66","21","7","10","33.33","33.33","-0.94","224","22","63","9.82","9.82","-109.16",
"Costello, Dougie","15","1","1","6.67","6.67","-11","745","71","175","9.53","23.49","-247.3","9","10","390","32","84","8.21","21.54","-163.37","62","15","33","24.19","24.19","-22.05","573","62","143","10.82","10.82","-126.79",
"Davies, James","10","0","1","0","10","-10","511","37","93","7.24","18.2","-127.54","27","27","251","16","43","6.37","17.13","-95.04","25","7","14","28","28","-0.75","316","28","66","8.86","8.86","-8.37",
"Dennis, Phil","11","0","2","0","18.18","-11","770","64","198","8.31","25.71","-35.48","16","12","350","29","90","8.29","25.71","-69.74","61","17","35","27.87","27.87","-8.27","569","52","159","9.14","9.14","24.02",
"Dingle, Rex","14","2","4","14.29","28.57","21.5","491","76","157","15.48","31.98","39.41","1","1","264","39","83","14.77","31.44","3.35","80","29","43","36.25","36.25","-7.38","278","50","94","17.99","17.99","162.08",
"Durrell, Mr T","6","1","1","16.67","16.67","-2.5","252","34","80","13.49","31.75","-102.66","9","3","134","17","42","12.69","31.34","-41.44","33","16","21","48.48","48.48","6.03","167","20","49","11.98","11.98","-48.59",
"Eaves, Tom","22","0","7","0","31.82","-22","1169","79","275","6.76","23.52","-403.91","17","26","663","51","165","7.69","24.89","-174","60","17","43","28.33","28.33","-12.25","844","56","204","6.64","6.64","-302.5",
"Edwards, Mr D","0","0","0","0","0","0","6","1","2","16.67","33.33","7","634","5","3","0","1","0","33.33","-3","0","0","0","0","0","0","0","0","0","0","0","0",
"Enright, Jack","7","0","1","0","14.29","-7","53","2","10","3.77","18.87","-42.5","23","16","26","2","5","7.69","19.23","-15.5","2","1","1","50","50","5","48","2","8","4.17","4.17","-37.5",
"Fanning, Joe","9","2","2","22.22","22.22","2","847","127","288","14.99","34","-99.48","3","3","565","89","194","15.75","34.34","-10.23","125","46","77","36.8","36.8","2.16","649","97","225","14.95","14.95","-80.75",
"Farragher, Adam J","17","2","5","11.76","29.41","17.5","563","62","151","11.01","26.82","-134.53","7","10","413","43","104","10.41","25.18","-90.5","67","27","44","40.3","40.3","8.72","409","48","112","11.74","11.74","-96.1",
"Fisher, Jonathan","0","0","0","0","0","0","286","18","59","6.29","20.63","-81.25","88","21","90","3","12","3.33","13.33","-24","11","2","5","18.18","18.18","-4","237","18","52","7.59","7.59","-32.25",
"Fox, Ned","8","3","4","37.5","50","5.33","135","27","46","20","34.07","65.06","4","1","82","19","30","23.17","36.59","53.18","27","8","14","29.63","29.63","-9.02","108","21","35","19.44","19.44","46.83",
"Garritty, Billy","12","3","4","25","33.33","5.33","791","89","241","11.25","30.47","-25.3","9","6","447","51","129","11.41","28.86","-66.08","77","22","48","28.57","28.57","-14.62","601","72","186","11.98","11.98","-79.17",
"Gethings, Ciaran","8","0","3","0","37.5","-8","551","54","148","9.8","26.86","-277.37","26","22","299","27","78","9.03","26.09","-135.75","46","18","27","39.13","39.13","-5.69","318","32","83","10.06","10.06","-128.22",
"Gillard, Fergus","9","2","3","22.22","33.33","3.38","282","34","84","12.06","29.79","-107.58","12","5","128","16","41","12.5","32.03","-37.66","36","15","23","41.67","41.67","5.67","209","29","68","13.88","13.88","-61.4",
"Goldstein, Marc","5","0","0","0","0","-5","170","18","38","10.59","22.35","50.33","28","10","49","6","14","12.24","28.57","-4.25","9","4","5","44.44","44.44","3","94","13","28","13.83","13.83","94.25",
"Gray, S A","5","0","1","0","20","-5","691","51","157","7.38","22.72","-196.49","55","29","406","34","105","8.37","25.86","-153.71","41","13","27","31.71","31.71","-6.06","488","36","119","7.38","7.38","-114.94",
"Hardie, Cameron","34","2","6","5.88","17.65","-19.5","1579","69","298","4.37","18.87","-1012.61","3","9","857","35","143","4.08","16.69","-551.96","49","16","28","32.65","32.65","-4.44","1267","57","255","4.5","4.5","-812.27",
"Heard, Tyler","10","1","5","10","50","-6.87","309","12","54","3.88","17.48","-216.37","3","2","29","2","9","6.9","31.03","-18.37","14","4","9","28.57","28.57","-0.37","242","11","41","4.55","4.55","-152.5",
"Hogan, Mr J","11","2","3","18.18","27.27","-1.25","323","42","97","13","30.03","-130.88","7","5","172","21","48","12.21","27.91","-60.49","58","22","34","37.93","37.93","-2.97","240","26","64","10.83","10.83","-97.31",
"Houlihan, Sean M","13","0","1","0","7.69","-13","509","29","97","5.7","19.06","-253.62","52","51","260","13","48","5","18.46","-117.37","23","7","12","30.43","30.43","-3.87","306","23","75","7.52","7.52","-107.12",
"Howarth, Christian","10","0","2","0","20","-10","512","44","131","8.59","25.59","-42.6","59","36","261","15","58","5.75","22.22","-172.67","33","7","16","21.21","21.21","-12.84","417","38","111","9.11","9.11","-14.3",
"Jakes, Tommie","9","2","4","22.22","44.44","6.5","90","13","24","14.44","26.67","60.46","2","2","90","13","24","14.44","26.67","60.46","6","2","4","33.33","33.33","3.83","78","13","23","16.67","16.67","72.46",
"James, S H","15","0","2","0","13.33","-15","1221","140","348","11.47","28.5","-268.84","66","41","631","75","175","11.89","27.73","-114.42","122","37","58","30.33","30.33","-16.83","839","83","238","9.89","9.89","-207.24",
"Johns, Alan","5","0","0","0","0","-5","374","38","95","10.16","25.4","-62.97","24","15","181","16","37","8.84","20.44","-33.92","32","9","17","28.13","28.13","-3.01","262","34","82","12.98","12.98","10.03",
"Jones, Ben R","8","2","5","25","62.5","-0.21","464","69","158","14.87","34.05","-73.36","2","1","255","39","94","15.29","36.86","-43.82","61","27","39","44.26","44.26","14.8","317","57","119","17.98","17.98","23.44",
"Jones, Miss Aimee","0","0","0","0","0","0","3","0","0","0","0","-3","9999","9999","3","0","0","0","0","-3","0","0","0","0","0","0","0","0","0","0","0","0",
"Lee, Clifford","39","5","19","12.82","48.72","-24.76","1217","166","421","13.64","34.59","-277.76","2","7","665","80","220","12.03","33.08","-263.48","180","62","106","34.44","34.44","0.5","737","101","231","13.7","13.7","-102.67",
"Loughnane, Mr Billy","50","4","17","8","34","-19","974","140","332","14.37","34.09","-203.73","3","13","897","130","308","14.49","34.34","-201.82","166","55","92","33.13","33.13","-5.94","756","114","274","15.08","15.08","-120.38",
"Marshall, Tom Kiely","0","0","0","0","0","0","108","4","16","3.7","14.81","23","85","16","67","1","8","1.49","11.94","-41","1","0","0","0","0","-1","104","4","16","3.85","3.85","27",
"McDonald, P J","13","1","7","7.69","53.85","-8.5","1167","143","385","12.25","32.99","-209.29","4","2","563","65","187","11.55","33.21","-76.93","136","45","79","33.09","33.09","-13.03","753","93","233","12.35","12.35","-46.94",
"McEntee, Grace","2","0","0","0","0","-2","239","21","50","8.79","20.92","-102.21","375","24","22","0","1","0","4.55","-22","23","7","14","30.43","30.43","-4.21","202","18","40","8.91","8.91","-75.46",
"McHugh, K S","0","0","0","0","0","0","32","1","4","3.13","12.5","-29.37","199","19","29","1","4","3.45","13.79","-26.37","1","1","1","100","100","1.63","22","0","2","0","0","-22",
"McLernon, R P","11","1","3","9.09","27.27","-8.62","542","53","123","9.78","22.69","-112.75","3","2","253","27","63","10.67","24.9","-74.11","41","15","22","36.59","36.59","-0.96","388","45","98","11.6","11.6","3.72",
"McManoman, Faye","5","0","2","0","40","-5","533","36","114","6.75","21.39","-105.42","50","15","232","16","48","6.9","20.69","-73.5","29","9","17","31.03","31.03","-1.58","431","33","101","7.66","7.66","-11.5",
"Mitchell, Jack","26","6","14","23.08","53.85","-8","1255","217","500","17.29","39.84","-186.24","3","5","611","100","250","16.37","40.92","-118.59","289","98","177","33.91","33.91","-43.14","762","130","295","17.06","17.06","-58.49",
"Mortensen, Mikkel","1","0","0","0","0","-1","66","7","19","10.61","28.79","-14.42","84","16","63","7","19","11.11","30.16","-11.42","3","1","1","33.33","33.33","1.33","59","7","19","11.86","11.86","-7.42",
"Mullen, Andrew","23","1","7","4.35","30.43","-8","1151","92","279","7.99","24.24","-426.05","4","6","593","47","155","7.93","26.14","-289.74","91","25","53","27.47","27.47","-18.68","891","72","216","8.08","8.08","-284.18",
"Mulrennan, Paul","7","0","2","0","28.57","-7","1513","195","493","12.89","32.58","-128.25","52","12","791","88","247","11.13","31.23","-85.69","256","77","154","30.08","30.08","-28.66","1174","154","395","13.12","13.12","-84.09",
"Myddelton, Mr H","0","0","0","0","0","0","8","0","1","0","12.5","-8","9999","9999","6","0","1","0","16.67","-6","2","0","0","0","0","-2","1","0","0","0","0","-1",
"Nolan, Michael G","20","4","9","20","45","6","502","58","130","11.55","25.9","-136.34","2","3","307","37","83","12.05","27.04","-72.18","41","15","26","36.59","36.59","4.07","328","46","95","14.02","14.02","-50.1",
"Noonan, David G","17","4","4","23.53","23.53","3.75","723","56","143","7.75","19.78","-209.45","7","6","362","28","69","7.73","19.06","-23.4","46","19","31","41.3","41.3","10.29","481","34","95","7.07","7.07","-156.25",
"ONeill, K T","47","5","10","10.64","21.28","-18.75","1436","129","367","8.98","25.56","-319.98","2","4","766","63","200","8.22","26.11","-214.47","135","42","80","31.11","31.11","-16.4","1050","87","264","8.29","8.29","-245.44",
"Orr, Oisin","10","0","1","0","10","-10","889","109","313","12.26","35.21","-275.54","46","15","507","63","180","12.43","35.5","-151.14","126","42","73","33.33","33.33","-0.37","577","66","194","11.44","11.44","-175.44",
"Osborne, Myles","0","0","0","0","0","0","10","0","4","0","40","-10","9999","9999","9","0","3","0","33.33","-9","0","0","0","0","0","0","0","0","0","0","0","0",
"Palin, Miss H","0","0","0","0","0","0","22","5","7","22.73","31.82","23.76","250","12","20","5","7","25","35","25.76","4","3","4","75","75","5.76","16","2","3","12.5","12.5","3.5",
"Parker, Natalie","0","0","0","0","0","0","13","3","4","23.08","30.77","-4.02","220","4","9","3","4","33.33","44.44","-0.02","3","2","2","66.67","66.67","-0.02","4","0","1","0","0","-4",
"Patrick, Richard","16","3","6","18.75","37.5","-3.37","374","47","120","12.57","32.09","-121.39","3","4","184","25","60","13.59","32.61","-60.77","44","21","27","47.73","47.73","16.36","243","28","83","11.52","11.52","-94.8",
"Pearson, Laura","16","3","5","18.75","31.25","17.5","447","47","111","10.51","24.83","-52.64","7","9","286","28","66","9.79","23.08","-33.93","38","11","24","28.95","28.95","-8.97","339","39","90","11.5","11.5","6.23",
"Peate, Jonny","11","1","3","9.09","27.27","-8.25","652","57","170","8.74","26.07","-157.46","11","10","372","36","99","9.68","26.61","-95.42","51","14","29","27.45","27.45","-5.37","554","54","151","9.75","9.75","-69.96",
"Pinchin, Miss L M","6","0","0","0","0","-6","349","46","111","13.18","31.81","-109.51","20","10","174","21","52","12.07","29.89","-61.13","48","19","25","39.58","39.58","11.03","268","37","89","13.81","13.81","-73.55",
"Poste, Ben J","7","0","3","0","42.86","-7","500","19","87","3.8","17.4","-334.55","46","33","241","10","45","4.15","18.67","-145.3","19","4","10","21.05","21.05","-7.37","336","16","69","4.76","4.76","-216.88",
"Powell, Brendan","21","4","5","19.05","23.81","-2.2","844","94","265","11.14","31.4","-317.4","1","1","448","41","128","9.15","28.57","-195.98","100","37","63","37","37","4.26","565","75","191","13.27","13.27","-148.21",
"Pyle, William","5","0","2","0","40","-5","344","29","101","8.43","29.36","-167.97","72","35","279","24","83","8.6","29.75","-121.59","43","8","31","18.6","18.6","-15.8","293","27","89","9.22","9.22","-128.47",
"Ring, C V","5","0","0","0","0","-5","335","9","44","2.69","13.13","-220.07","33","18","157","6","26","3.82","16.56","-117.07","7","1","1","14.29","14.29","-4.9","209","8","34","3.83","3.83","-135.07",
"Robinson, Ben","2","0","1","0","50","-2","615","52","175","8.46","28.46","-180.85","45","16","310","28","87","9.03","28.06","-73.63","42","12","29","28.57","28.57","-1.09","450","40","134","8.89","8.89","-107.11",
"Robinson, Immy","0","0","0","0","0","0","16","1","3","6.25","18.75","35","586","10","8","0","1","0","12.5","-8","0","0","0","0","0","0","2","0","0","0","0","-2",
"Rodriguez, Callum","0","0","0","0","0","0","719","101","246","14.05","34.21","-87.44","67","2","332","54","126","16.27","37.95","-44.99","135","42","78","31.11","31.11","-15.6","533","72","190","13.51","13.51","-62.53",
"Russell, Harry","8","2","2","25","25","2","470","47","123","10","26.17","121.44","11","4","240","25","53","10.42","22.08","13.73","30","9","15","30","30","-3.56","380","39","108","10.26","10.26","-59.31",
"Scholfield, Nick","17","2","6","11.76","35.29","-0.5","523","54","132","10.33","25.24","-126.12","3","3","323","31","84","9.6","26.01","-74.56","54","14","28","25.93","25.93","-17.44","308","35","77","11.36","11.36","-12.75",
"Scott, Rowan","11","0","2","0","18.18","-11","799","62","199","7.76","24.91","-321.98","66","18","398","31","114","7.79","28.64","-181.34","56","14","31","25","25","-10.81","576","47","152","8.16","8.16","-202.43",
"Sexton, Ryan","17","0","1","0","5.88","-17","762","90","243","11.81","31.89","-185.76","34","46","384","40","106","10.42","27.6","-107.85","99","31","63","31.31","31.31","1.38","656","82","215","12.5","12.5","-120.96",
"Skelton, Harry","22","4","7","18.18","31.82","-3.12","869","173","374","19.91","43.04","-196.67","4","4","426","76","178","17.84","41.78","-112.49","242","89","156","36.78","36.78","-24.91","457","77","169","16.85","16.85","-68.29",
"Sprake, Charlie","0","0","0","0","0","0","12","1","4","8.33","33.33","-10.38","325","8","9","1","3","11.11","33.33","-7.38","2","1","2","50","50","-0.38","3","0","1","0","0","-3",
"Sullivan, James P","10","1","1","10","10","-3","888","66","201","7.43","22.64","-182.21","6","7","445","35","119","7.87","26.74","-139.75","42","12","22","28.57","28.57","1.54","744","57","170","7.66","7.66","-167.33",
"Tudor, Jack","15","1","6","6.67","40","-9","567","57","136","10.05","23.99","-112.73","4","4","351","36","86","10.26","24.5","-120.61","71","21","37","29.58","29.58","-15.94","393","45","104","11.45","11.45","-66.3",
"Twiston-Davies, Sam","30","2","7","6.67","23.33","-12.5","1271","193","466","15.18","36.66","-158.62","3","5","639","112","246","17.53","38.5","44.73","229","74","134","32.31","32.31","-29.7","809","123","284","15.2","15.2","-6.8",
"Wedge, Adam","16","2","3","12.5","18.75","-8.87","915","104","232","11.37","25.36","-182.38","7","7","449","37","91","8.24","20.27","-150.79","89","34","54","38.2","38.2","4.75","636","78","167","12.26","12.26","-99.48",
"Whittington, Elisha","10","2","3","20","30","11","238","10","32","4.2","13.45","-127","3","1","178","8","28","4.49","15.73","-80.5","3","1","1","33.33","33.33","1","215","9","31","4.19","4.19","-108",
"Williams, Lorcan","10","5","6","50","60","8.47","316","45","104","14.24","32.91","-113.91","2","1","151","19","44","12.58","29.14","-66.3","52","18","28","34.62","34.62","-7.55","183","24","60","13.11","13.11","-56.03",
"Williams, Robert","1","1","1","100","100","3.5","36","3","11","8.33","30.56","-12.5","12","1","32","3","10","9.38","31.25","-8.5","0","0","0","0","0","0","30","3","10","10","10","-6.5",
"Winn, Mark","15","1","3","6.67","20","2","496","62","153","12.5","30.85","-40.38","12","15","343","36","92","10.5","26.82","-78.56","55","17","36","30.91","30.91","4.21","452","59","143","13.05","13.05","-14.21",
"Woods, K K","11","2","5","18.18","45.45","2.5","640","99","239","15.47","37.34","9.97","3","2","270","34","92","12.59","34.07","-70.48","106","38","68","35.85","35.85","-5.74","383","68","153","17.75","17.75","53.04",
 
