Jockey,14Day_Runs,14Day_Wins,14Day_Places,14Day_Win_Strike,14Day_Place_Strike,14Day_SP_ProfitLoss,2YR_Runs,2YR_Wins,2YR_Places,2YR_Win_Strike,2YR_Place_Strike,2YR_SP_ProfitLoss,DaysSinceWin,RunsSinceWin,1YR_Runs,1YR_Wins,1YR_Places,1YR_Win_Strike,1YR_Place_Strike,1YR_SP_ProfitLoss,2yr_fav_Runs,2yr_fav_Wins,2yr_fav_Places,2yr_fav_Win_Strike,2yr_fav_Place_Strike,2yr_fav_SP_ProfitLoss,2yr_hcap_Runs,2yr_hcap_Wins,2yr_hcap_Places,2yr_hcap_Win_Strike,2yr_hcap_Place_Strike,2yr_hcap_SP_ProfitLoss,
"Andrews, Mr L D","0","0","0","0","0","0","6","0","0","0","0","-6","9999","9999","6","0","0","0","0","-6","0","0","0","0","0","0","0","0","0","0","0","0",
"Barry, Mr J C","1","0","0","0","0","-1","191","9","31","4.71","16.23","-69.17","28","3","85","6","16","7.06","18.82","12.83","8","1","2","12.5","12.5","-3.67","36","2","6","5.56","5.56","-25.67",
"Beasley, Connor","27","3","12","11.11","44.44","0.75","1329","166","457","12.49","34.39","-146.86","6","12","743","87","256","11.71","34.45","-124.94","201","57","115","28.36","28.36","-13.09","949","127","342","13.38","13.38","-20.92",
"Bennett, Charlie","4","0","1","0","25","-4","680","28","122","4.12","17.94","-408.29","46","25","316","12","52","3.8","16.46","-228.12","26","4","12","15.38","15.38","-12","489","27","109","5.52","5.52","-219.79",
"Bond, Alice","1","0","0","0","0","-1","37","2","8","5.41","21.62","-29.5","325","21","25","1","7","4","28","-22.5","4","2","2","50","50","3.5","28","2","7","7.14","7.14","-20.5",
"Bradnam, Joe","1","0","0","0","0","-1","49","1","8","2.04","16.33","-45.25","105","8","37","1","4","2.7","10.81","-33.25","4","1","1","25","25","-0.25","40","1","7","2.5","2.5","-36.25",
"Brassil, C","0","0","0","0","0","0","121","8","32","6.61","26.45","-57.3","29","8","100","7","27","7","27","-46.3","7","2","4","28.57","28.57","-1.8","68","4","18","5.88","5.88","-38.5",
"Brouder, Gavin","4","0","1","0","25","-4","270","16","45","5.93","16.67","-9.97","63","26","133","6","21","4.51","15.79","10.2","6","1","1","16.67","16.67","-3.8","168","11","31","6.55","6.55","-3.8",
"Brouder, Gearoid","4","1","1","25","25","13","232","7","25","3.02","10.78","-96.5","6","1","109","5","10","4.59","9.17","11.5","3","0","0","0","0","-3","110","4","17","3.64","3.64","-73",
"Burns, Harry","8","2","6","25","75","2","356","46","102","12.92","28.65","-83.71","1","1","198","29","62","14.65","31.31","-33.49","43","9","23","20.93","20.93","-19.04","289","37","83","12.8","12.8","-50.45",
"Byrnes, Mr P","5","0","2","0","40","-5","161","22","53","13.66","32.92","-63.34","26","12","102","12","32","11.76","31.37","-51.32","25","13","19","52","52","14.16","63","9","18","14.29","14.29","-16.5",
"Carson, William","18","1","3","5.56","16.67","-14.25","784","39","138","4.97","17.6","-191.59","12","15","381","23","76","6.04","19.95","-71.5","32","12","22","37.5","37.5","5.66","572","33","111","5.77","5.77","-164.55",
"Catton, Luke","1","0","0","0","0","-1","186","18","43","9.68","23.12","-30.11","37","7","116","13","30","11.21","25.86","8.89","15","3","9","20","20","-6.61","166","17","40","10.24","10.24","-61.11",
"Codd, Mr J J","4","0","2","0","50","-4","278","57","139","20.5","50","-80.89","29","10","108","18","53","16.67","49.07","-51.99","96","36","67","37.5","37.5","-19.16","23","2","9","8.7","8.7","-10.5",
"Condon, R J","5","0","2","0","40","-5","255","14","57","5.49","22.35","-86.75","34","14","212","12","50","5.66","23.58","-94.75","13","2","6","15.38","15.38","-8.25","137","8","35","5.84","5.84","-21.75",
"Costello, Dougie","15","2","2","13.33","13.33","-9.75","771","74","190","9.6","24.64","-258.27","3","5","360","41","92","11.39","25.56","-83.68","64","22","39","34.38","34.38","-1.77","572","62","147","10.84","10.84","-137.37",
"Deegan, R","7","0","0","0","0","-7","638","34","119","5.33","18.65","-348.2","26","20","302","21","53","6.95","17.55","-99.7","21","6","12","28.57","28.57","-1.86","310","20","81","6.45","6.45","-123.5",
"Dempsey, Luke","15","0","4","0","26.67","-15","720","47","141","6.53","19.58","-318.74","23","21","337","23","60","6.82","17.8","-193.52","33","11","23","33.33","33.33","-4.02","351","20","62","5.7","5.7","-109.67",
"Donoghue, K M","12","3","5","25","41.67","1.29","593","71","178","11.97","30.02","-129.29","3","2","365","48","116","13.15","31.78","-76.55","73","25","45","34.25","34.25","-2.34","234","31","74","13.25","13.25","-12.09",
"Doyle, R A","5","0","1","0","20","-5","473","26","84","5.5","17.76","-23.17","29","16","227","12","42","5.29","18.5","-70.5","11","4","8","36.36","36.36","6.33","215","14","46","6.51","6.51","109.83",
"Eaves, Tom","16","3","6","18.75","37.5","17.5","1120","66","247","5.89","22.05","-490.77","4","4","524","31","116","5.92","22.14","-214.41","55","16","35","29.09","29.09","-5.24","781","48","177","6.15","6.15","-262.44",
"Edmunds, Lewis","20","0","6","0","30","-20","772","73","212","9.46","27.46","-205.03","33","46","414","38","116","9.18","28.02","-126.08","86","21","42","24.42","24.42","-26.86","556","54","160","9.71","9.71","-172.12",
"Enright, P T","14","0","1","0","7.14","-14","832","54","174","6.49","20.91","-336.11","16","17","470","28","80","5.96","17.02","-246.62","50","9","31","18","18","-18.99","417","36","108","8.63","8.63","-74.87",
"Ewing, Sam","18","0","5","0","27.78","-18","741","56","170","7.56","22.94","-228.22","39","57","345","23","79","6.67","22.9","-119.85","48","9","21","18.75","18.75","-17.54","491","39","115","7.94","7.94","-185.21",
