Jockey,14Day_Runs,14Day_Wins,14Day_Places,14Day_Win_Strike,14Day_Place_Strike,14Day_SP_ProfitLoss,2YR_Runs,2YR_Wins,2YR_Places,2YR_Win_Strike,2YR_Place_Strike,2YR_SP_ProfitLoss,DaysSinceWin,RunsSinceWin,1YR_Runs,1YR_Wins,1YR_Places,1YR_Win_Strike,1YR_Place_Strike,1YR_SP_ProfitLoss,2yr_fav_Runs,2yr_fav_Wins,2yr_fav_Places,2yr_fav_Win_Strike,2yr_fav_Place_Strike,2yr_fav_SP_ProfitLoss,2yr_hcap_Runs,2yr_hcap_Wins,2yr_hcap_Places,2yr_hcap_Win_Strike,2yr_hcap_Place_Strike,2yr_hcap_SP_ProfitLoss,
"Anderson, Mr A","10","2","2","20","20","24","223","12","36","5.38","16.14","-104","5","1","83","4","16","4.82","19.28","-34.5","7","1","2","14.29","14.29","-3.5","168","10","31","5.95","5.95","-61.5",
"Armson, Philip","8","0","0","0","0","-8","397","25","77","6.3","19.4","-113.3","55","32","129","5","20","3.88","15.5","-101.17","37","3","17","8.11","8.11","-27.04","328","23","70","7.01","7.01","-174.63",
"Bass, George","13","0","2","0","15.38","-13","380","33","106","8.68","27.89","-168.54","33","23","155","11","41","7.1","26.45","-105.76","22","7","10","31.82","31.82","-2.53","288","30","90","10.42","10.42","-91.87",
"Beasley, Connor","50","11","19","22","38","11.09","1285","144","440","11.21","34.24","-319.91","1","2","531","64","185","12.05","34.84","-153.89","176","48","104","27.27","27.27","-32.48","960","104","324","10.83","10.83","-252.62",
"Bellamy, Tom","11","2","4","18.18","36.36","-0.12","889","94","273","10.57","30.71","-307.27","2","1","436","48","138","11.01","31.65","-156.91","95","33","55","34.74","34.74","-15.48","552","55","161","9.96","9.96","-244.12",
"Bennett, Charlie","8","0","0","0","0","-8","433","16","80","3.7","18.48","-288","229","37","125","4","26","3.2","20.8","-67","15","3","6","20","20","-3.5","310","13","66","4.19","4.19","-181.5",
"Best, J A","13","1","2","7.69","15.38","-8.67","669","33","121","4.93","18.09","-315.28","8","7","375","22","80","5.87","21.33","-145.41","27","9","14","33.33","33.33","2.56","442","31","110","7.01","7.01","-110.28",
"Bewley, Callum","8","0","1","0","12.5","-8","245","18","48","7.35","19.59","-100.71","31","22","137","10","27","7.3","19.71","-51.42","8","3","6","37.5","37.5","2.08","126","15","39","11.9","11.9","-5.59",
"Bishop, Charles","27","0","6","0","22.22","-27","825","93","233","11.27","28.24","-202.31","19","39","447","49","121","10.96","27.07","-72.12","86","33","53","38.37","38.37","1.32","502","51","131","10.16","10.16","-119.22",
"Bowen, James C","16","4","7","25","43.75","1.08","669","88","232","13.15","34.68","-156.35","5","3","405","60","155","14.81","38.27","-72.61","118","37","77","31.36","31.36","-17.65","396","55","131","13.89","13.89","-36.12",
