Jockey,1Day_Runs,1Day_Wins,1Day_Places,1Day_Win_Strike,1Day_Place_Strike,1Day_SP_ProfitLoss,3Day_Runs,3Day_Wins,3Day_Places,3Day_Win_Strike,3Day_Place_Strike,3Day_SP_ProfitLoss,7Day_Runs,7Day_Wins,7Day_Places,7Day_Win_Strike,7Day_Place_Strike,7Day_SP_ProfitLoss,14Day_Runs,14Day_Wins,14Day_Places,14Day_Win_Strike,14Day_Place_Strike,14Day_SP_ProfitLoss,2YR_Runs,2YR_Wins,2YR_Places,2YR_Win_Strike,2YR_Place_Strike,2YR_SP_ProfitLoss,DaysSinceWin,RunsSinceWin,1YR_Runs,1YR_Wins,1YR_Places,1YR_Win_Strike,1YR_Place_Strike,1YR_SP_ProfitLoss,2yr_fav_Runs,2yr_fav_Wins,2yr_fav_Places,2yr_fav_Win_Strike,2yr_fav_Place_Strike,2yr_fav_SP_ProfitLoss,2yr_hcap_Runs,2yr_hcap_Wins,2yr_hcap_Places,2yr_hcap_Win_Strike,2yr_hcap_Place_Strike,2yr_hcap_SP_ProfitLoss,
"Allan, David","6","0","1","0","16.67","-6","15","0","4","0","26.67","-15","30","1","7","3.33","23.33","-23.5","39","4","11","10.26","28.21","-18","1310","122","392","9.31","29.92","-408.94","5","24","634","58","196","9.15","30.91","-195.08","140","34","77","24.29","24.29","-23.72","1016","101","320","9.94","9.94","-304.34",
"Bament, Mr Chad","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","0","1","0","14.29","-7","9999","9999","5","0","0","0","0","-5","0","0","0","0","0","0","1","0","0","0","0","-1",
"Beasley, Connor","4","0","0","0","0","-4","12","0","3","0","25","-12","23","3","10","13.04","43.48","-0.37","44","4","13","9.09","29.55","-17.37","1268","139","428","10.96","33.75","-300.31","4","13","543","61","183","11.23","33.7","-147.19","169","42","104","24.85","24.85","-38.63","962","100","320","10.4","10.4","-284.55",
"Bellamy, Tom","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","1","1","33.33","33.33","6","893","94","272","10.53","30.46","-297.84","9","1","428","49","142","11.45","33.18","-141.3","91","30","53","32.97","32.97","-16.01","557","57","162","10.23","10.23","-231.87",
"Best, J A","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","100","100","5.5","8","1","2","12.5","25","-1.5","724","41","139","5.66","19.2","-287.48","4","1","387","28","80","7.24","20.67","-166.61","29","10","15","34.48","34.48","2.36","491","39","127","7.94","7.94","-76.48",
"Bird, Sean","0","0","0","0","0","0","1","0","0","0","0","-1","1","0","0","0","0","-1","3","0","0","0","0","-3","133","3","12","2.26","9.02","-63","58","14","61","1","6","1.64","9.84","-46","0","0","0","0","0","0","87","2","9","2.3","2.3","-43",
"Bishop, Charles","1","1","1","100","100","4.5","1","1","1","100","100","4.5","14","2","6","14.29","42.86","-3.5","23","2","8","8.7","34.78","-12.5","864","88","249","10.19","28.82","-234.35","1","1","457","48","129","10.5","28.23","-94.64","85","32","54","37.65","37.65","-0.93","535","53","147","9.91","9.91","-89.27",
"Blackmore, Rachael","0","0","0","0","0","0","2","0","1","0","50","-2","7","1","4","14.29","57.14","-2.5","9","1","4","11.11","44.44","-4.5","887","128","330","14.43","37.2","-284.52","7","5","442","65","161","14.71","36.43","-167.2","179","55","110","30.73","30.73","-36.57","360","30","103","8.33","8.33","-158.12",
"Boinville, Nico","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","520","122","212","23.46","40.77","-47.67","61","11","240","54","95","22.5","39.58","-35.91","173","81","107","46.82","46.82","9.83","258","49","90","18.99","18.99","22.23",
"Bowen, James C","0","0","0","0","0","0","1","0","0","0","0","-1","2","0","0","0","0","-2","10","2","4","20","40","2.13","695","98","250","14.1","35.97","-116.28","9","3","477","76","188","15.93","39.41","-48.54","123","42","81","34.15","34.15","-7.33","414","62","141","14.98","14.98","-5.16",
"Bowen, S D","5","0","1","0","20","-5","8","3","4","37.5","50","4.17","23","7","12","30.43","52.17","22.42","35","7","18","20","51.43","10.42","632","65","181","10.28","28.64","-97.53","3","6","384","41","116","10.68","30.21","-91.99","69","21","43","30.43","30.43","-5.86","529","51","155","9.64","9.64","-64.28",
"Bowen, Sean P","0","0","0","0","0","0","2","0","1","0","50","-2","6","0","2","0","33.33","-6","26","3","11","11.54","42.31","-14","1443","275","548","19.06","37.98","115.26","9","9","696","127","266","18.25","38.22","-26.19","362","145","210","40.06","40.06","-0.04","945","160","328","16.93","16.93","-68.56",
"Bradley, Paddy","1","0","0","0","0","-1","5","0","0","0","0","-5","13","1","3","7.69","23.08","-6.5","24","2","8","8.33","33.33","-5.5","605","52","152","8.6","25.12","-162.05","4","6","349","29","88","8.31","25.21","-86.96","37","8","18","21.62","21.62","-11.54","457","47","133","10.28","10.28","-37.55",
"Buckley, Mr Finn","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","100","100","16","23","1","6","4.35","26.09","-6","14","1","20","1","5","5","25","-3","0","0","0","0","0","0","4","0","1","0","0","-4",
"Buick, William","0","0","0","0","0","0","0","0","0","0","0","0","2","0","1","0","50","-2","16","4","6","25","37.5","3","1300","294","560","22.62","43.08","-136.97","8","6","515","116","210","22.52","40.78","-90.24","457","174","274","38.07","38.07","-28.34","647","135","252","20.87","20.87","5.53",
"Burke, Jonathan","0","0","0","0","0","0","0","0","0","0","0","0","5","0","2","0","40","-5","6","0","2","0","33.33","-6","749","101","269","13.48","35.91","-205.63","32","18","430","59","161","13.72","37.44","-91.65","117","49","81","41.88","41.88","9.2","431","48","139","11.14","11.14","-135.28",
"Byrne, Ms L A","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","100","-1","1","0","1","0","100","-1","9999","9999","1","0","1","0","100","-1","0","0","0","0","0","0","0","0","0","0","0","0",
"Caffrey, Adam","1","0","0","0","0","-1","3","1","1","33.33","33.33","-1.2","9","2","2","22.22","22.22","-3.45","19","4","6","21.05","31.58","10.55","665","70","185","10.53","27.82","-91.67","3","2","347","40","100","11.53","28.82","-32.83","72","21","44","29.17","29.17","11.34","545","60","157","11.01","11.01","-26.55",
"Cannon, Tom J","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","100","-1","776","109","236","14.05","30.41","-163.89","61","12","378","48","113","12.7","29.89","-120.92","99","42","57","42.42","42.42","7.74","455","57","130","12.53","12.53","-111.63",
"Carroll, G F","4","1","1","25","25","-0.5","7","1","1","14.29","14.29","-3.5","17","1","2","5.88","11.76","-13.5","26","2","5","7.69","19.23","3.5","1021","94","260","9.21","25.47","-240.21","1","1","492","37","124","7.52","25.2","-117.82","93","25","54","26.88","26.88","-12.5","517","45","139","8.7","8.7","-163.01",
"Carson, William","2","0","1","0","50","-2","6","0","2","0","33.33","-6","11","0","3","0","27.27","-11","18","1","5","5.56","27.78","-15.62","929","57","195","6.14","20.99","-469.54","11","17","462","36","118","7.79","25.54","-212.07","56","18","37","32.14","32.14","-1.54","737","52","173","7.06","7.06","-318.09",
"Carver, Bryan","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","-3","434","47","109","10.83","25.12","-156.37","62","13","252","21","55","8.33","21.83","-135.31","37","19","26","51.35","51.35","14.84","307","38","83","12.38","12.38","-66.54",
"Casey, A J","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","-1","6","1","1","16.67","16.67","7","37","5","6","1","1","16.67","16.67","7","0","0","0","0","0","0","6","1","1","16.67","16.67","7",
"Chalkley, Lewis","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","-1","71","4","14","5.63","19.72","-46.75","20","2","49","3","10","6.12","20.41","-33.25","4","1","1","25","25","0","64","4","13","6.25","6.25","-39.75",
"Clarke, Alyse Jane","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","22","2","2","9.09","9.09","-10.5","24","5","22","2","2","9.09","9.09","-10.5","1","1","1","100","100","4","17","2","2","11.76","11.76","-5.5",
"Cleary, Jack","0","0","0","0","0","0","1","0","0","0","0","-1","1","0","0","0","0","-1","7","0","0","0","0","-7","281","16","57","5.69","20.28","-123.29","26","20","166","11","39","6.63","23.49","-41.87","16","5","8","31.25","31.25","2.46","180","10","32","5.56","5.56","-68.42",
"Cleary, Mr Paddy","0","0","0","0","0","0","1","0","0","0","0","-1","1","0","0","0","0","-1","2","0","0","0","0","-2","17","0","0","0","0","-17","9999","9999","12","0","0","0","0","-12","0","0","0","0","0","0","6","0","0","0","0","-6",
"Cleary, R P","3","0","0","0","0","-3","8","1","2","12.5","25","-3.5","11","1","2","9.09","18.18","-6.5","18","1","2","5.56","11.11","-13.5","811","38","149","4.69","18.37","-367.13","3","7","357","18","63","5.04","17.65","-112.04","41","10","22","24.39","24.39","-6.09","413","20","78","4.84","4.84","-100.75",
"Clutterbuck, Rhys","2","2","2","100","100","9","4","2","2","50","50","7","8","2","2","25","25","3","16","3","4","18.75","25","-3.75","754","68","179","9.02","23.74","-229.99","1","1","411","38","91","9.25","22.14","-142.92","55","19","37","34.55","34.55","-0.49","530","55","140","10.38","10.38","-92.72",
