Jockey,14Day_Runs,14Day_Wins,14Day_Places,14Day_Win_Strike,14Day_Place_Strike,14Day_SP_ProfitLoss,2YR_Runs,2YR_Wins,2YR_Places,2YR_Win_Strike,2YR_Place_Strike,2YR_SP_ProfitLoss,DaysSinceWin,RunsSinceWin,1YR_Runs,1YR_Wins,1YR_Places,1YR_Win_Strike,1YR_Place_Strike,1YR_SP_ProfitLoss,2yr_fav_Runs,2yr_fav_Wins,2yr_fav_Places,2yr_fav_Win_Strike,2yr_fav_Place_Strike,2yr_fav_SP_ProfitLoss,2yr_hcap_Runs,2yr_hcap_Wins,2yr_hcap_Places,2yr_hcap_Win_Strike,2yr_hcap_Place_Strike,2yr_hcap_SP_ProfitLoss,
"Allan, David","43","10","18","23.26","41.86","14.21","1273","152","409","11.94","32.13","-197.08","5","11","592","77","196","13.01","33.11","-169.59","183","62","112","33.88","33.88","6.04","943","130","322","13.79","13.79","-137.25",
"Anderson, Joe","2","0","0","0","0","-2","131","12","36","9.16","27.48","-52","51","8","91","10","27","10.99","29.67","-36","11","3","6","27.27","27.27","-3.5","108","12","34","11.11","11.11","-29",
"Andrews, Jack","3","1","2","33.33","66.67","0.75","174","22","56","12.64","32.18","-36.75","6","2","156","18","48","11.54","30.77","-59.99","24","7","13","29.17","29.17","-10.58","121","14","42","11.57","11.57","-33.59",
"Armson, Philip","14","5","10","35.71","71.43","15.33","317","29","79","9.15","24.92","-45.71","1","1","213","21","64","9.86","30.05","-100.04","21","5","13","23.81","23.81","-3.84","281","28","76","9.96","9.96","-21.71",
"Atzeni, Andrea","25","4","14","16","56","0","1031","149","383","14.45","37.15","-225.83","2","3","412","61","157","14.81","38.11","-93.95","188","59","121","31.38","31.38","-36.53","536","82","198","15.3","15.3","-85.73",
"Baker, Mr Z","1","0","0","0","0","-1","62","9","15","14.52","24.19","19.78","15","2","35","5","8","14.29","22.86","12.98","9","2","4","22.22","22.22","-5.1","40","5","10","12.5","12.5","20.88",
"Bannister, Harry A A","6","1","2","16.67","33.33","-4.09","627","78","192","12.44","30.62","-92.57","1","1","340","50","119","14.71","35","-38.68","81","27","47","33.33","33.33","-7.49","386","56","124","14.51","14.51","9.28",
"Bass, George","14","1","2","7.14","14.29","-5","401","36","104","8.98","25.94","-50.2","2","2","158","12","29","7.59","18.35","-1.37","27","10","17","37.04","37.04","2.55","315","30","84","9.52","9.52","-32.95",
"Beasley, Connor","41","8","17","19.51","41.46","19.88","1053","135","371","12.82","35.23","-89.58","1","1","691","97","240","14.04","34.73","37.25","164","46","99","28.05","28.05","-4.73","746","107","283","14.34","14.34","16.56",
"Bellamy, Tom","9","2","3","22.22","33.33","-0.5","782","95","242","12.15","30.95","-190.59","5","2","403","51","134","12.66","33.25","-126.69","81","33","52","40.74","40.74","13.75","447","59","142","13.2","13.2","-61.39",
