Jockey,1Day_Runs,1Day_Wins,1Day_Places,1Day_Win_Strike,1Day_Place_Strike,1Day_SP_ProfitLoss,3Day_Runs,3Day_Wins,3Day_Places,3Day_Win_Strike,3Day_Place_Strike,3Day_SP_ProfitLoss,7Day_Runs,7Day_Wins,7Day_Places,7Day_Win_Strike,7Day_Place_Strike,7Day_SP_ProfitLoss,14Day_Runs,14Day_Wins,14Day_Places,14Day_Win_Strike,14Day_Place_Strike,14Day_SP_ProfitLoss,2YR_Runs,2YR_Wins,2YR_Places,2YR_Win_Strike,2YR_Place_Strike,2YR_SP_ProfitLoss,DaysSinceWin,RunsSinceWin,1YR_Runs,1YR_Wins,1YR_Places,1YR_Win_Strike,1YR_Place_Strike,1YR_SP_ProfitLoss,2yr_fav_Runs,2yr_fav_Wins,2yr_fav_Places,2yr_fav_Win_Strike,2yr_fav_Place_Strike,2yr_fav_SP_ProfitLoss,2yr_hcap_Runs,2yr_hcap_Wins,2yr_hcap_Places,2yr_hcap_Win_Strike,2yr_hcap_Place_Strike,2yr_hcap_SP_ProfitLoss,
"Bowen, Sean P","0","0","0","0","0","0","11","1","4","9.09","36.36","-8","18","2","7","11.11","38.89","-13","29","3","10","10.34","34.48","-21.8","1444","276","549","19.11","38.02","116.33","3","11","699","126","267","18.03","38.2","-36.19","365","146","213","40","40","-1.47","944","159","326","16.84","16.84","-74.56",
"Brace, Connor","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","-2","4","0","1","0","25","-4","340","49","102","14.41","30","-20.7","48","8","163","21","49","12.88","30.06","8.88","35","15","22","42.86","42.86","5.14","189","25","59","13.23","13.23","-0.88",
"Breslin, Andrew","3","0","0","0","0","-3","4","0","0","0","0","-4","5","0","1","0","20","-5","9","0","1","0","11.11","-9","375","17","70","4.53","18.67","-172","15","11","266","15","58","5.64","21.8","-92","11","1","4","9.09","9.09","-7.75","319","15","60","4.7","4.7","-150",
"Brogan, Kevin","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","1","0","25","-4","385","23","82","5.97","21.3","-180.41","73","18","166","7","27","4.22","16.27","-110.67","22","4","13","18.18","18.18","-11.49","264","18","59","6.82","6.82","-174.41",
"Bromley, Ben","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","100","-1","1","0","1","0","100","-1","184","23","66","12.5","35.87","-80.37","89","8","86","6","29","6.98","33.72","-61.76","29","9","20","31.03","31.03","-6.12","135","16","51","11.85","11.85","-63.72",
"Buckley, Tom","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","164","21","57","12.8","34.76","-58.44","277","21","32","3","8","9.38","25","-20.15","23","10","19","43.48","43.48","11.23","118","20","49","16.95","16.95","-21.94",
"Caffrey, Adam","2","1","2","50","100","7","2","1","2","50","100","7","10","1","3","10","30","-1","22","2","6","9.09","27.27","-7","659","69","184","10.47","27.92","-91.22","1","1","345","38","100","11.01","28.99","-47.38","70","19","42","27.14","27.14","7.79","544","60","157","11.03","11.03","-29.3",
"Callan, N","0","0","0","0","0","0","0","0","0","0","0","0","12","2","3","16.67","25","-7.17","23","4","7","17.39","30.43","-1.67","935","119","302","12.73","32.3","-94.08","6","8","422","40","127","9.48","30.09","-153.64","134","43","88","32.09","32.09","-18.42","607","79","201","13.01","13.01","-32.53",
"Carroll, G F","4","0","1","0","25","-4","4","0","1","0","25","-4","8","0","2","0","25","-8","21","2","7","9.52","33.33","-7.75","1024","95","265","9.28","25.88","-257.13","9","12","485","36","124","7.42","25.57","-130.32","93","26","56","27.96","27.96","-8.17","519","47","143","9.06","9.06","-153.18",
"Carver, Bryan","0","0","0","0","0","0","1","0","0","0","0","-1","1","0","0","0","0","-1","5","0","0","0","0","-5","433","47","109","10.85","25.17","-155.37","53","11","251","22","56","8.76","22.31","-129.98","37","19","26","51.35","51.35","14.84","306","38","83","12.42","12.42","-65.54",
"Carver, William","0","0","0","0","0","0","3","0","0","0","0","-3","8","1","3","12.5","37.5","5","13","3","5","23.08","38.46","14.75","282","23","63","8.16","22.34","-111.5","5","5","157","13","36","8.28","22.93","-62.5","20","2","8","10","10","-12","192","16","42","8.33","8.33","-70.75",
"Casey, A J","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","-1","5","1","1","20","20","8","28","4","5","1","1","20","20","8","0","0","0","0","0","0","5","1","1","20","20","8",
"Cleary, Jack","2","0","0","0","0","-2","2","0","0","0","0","-2","7","0","1","0","14.29","-7","16","0","1","0","6.25","-16","285","16","58","5.61","20.35","-127.29","17","19","168","11","39","6.55","23.21","-43.87","17","5","9","29.41","29.41","1.46","182","10","33","5.49","5.49","-70.42",
"Cleary, R P","3","0","0","0","0","-3","3","0","0","0","0","-3","5","0","0","0","0","-5","14","0","1","0","7.14","-14","811","38","149","4.69","18.37","-345.63","15","16","354","18","63","5.08","17.8","-111.29","40","9","21","22.5","22.5","-9.59","414","21","79","5.07","5.07","-75.75",
"Clutterbuck, Rhys","0","0","0","0","0","0","1","0","0","0","0","-1","11","0","2","0","18.18","-11","32","1","4","3.13","12.5","-15","753","65","176","8.63","23.37","-241.24","10","17","410","37","91","9.02","22.2","-143.17","57","17","35","29.82","29.82","-8.24","529","53","138","10.02","10.02","-102.72",
"Collier, Ellis","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","100","100","7.5","124","8","17","6.45","13.71","-50.25","14","1","49","6","10","12.24","20.41","-1.25","3","0","0","0","0","-3","108","7","15","6.48","6.48","-47.25",
"Cosgrave, Pat","0","0","0","0","0","0","2","1","1","50","50","7.5","11","1","2","9.09","18.18","-1.5","19","1","4","5.26","21.05","-9.5","439","52","131","11.85","29.84","-129.19","2","1","211","25","56","11.85","26.54","-35.47","53","26","37","49.06","49.06","19.9","321","38","101","11.84","11.84","-99.93",
"Cox, William","0","0","0","0","0","0","0","0","0","0","0","0","4","1","1","25","25","37","10","1","1","10","10","31","423","14","53","3.31","12.53","-161.5","7","4","247","9","32","3.64","12.96","-18.5","7","0","2","0","0","-7","285","10","41","3.51","3.51","-61.5",
"Crosse, Nathan","4","0","0","0","0","-4","4","0","0","0","0","-4","16","1","4","6.25","25","35","21","1","5","4.76","23.81","30","811","37","138","4.56","17.02","-112.59","4","8","343","15","63","4.37","18.37","4.28","27","5","15","18.52","18.52","-8.17","446","22","84","4.93","4.93","-22.5",
"David, Mr Robbie","0","0","0","0","0","0","0","0","0","0","0","0","2","0","1","0","50","-2","4","0","2","0","50","-4","8","0","2","0","25","-8","9999","9999","8","0","2","0","25","-8","1","0","1","0","0","-1","5","0","2","0","0","-5",
"De Oliveira, K W","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","-1","22","0","7","0","31.82","-22","9999","9999","9","0","1","0","11.11","-9","3","0","2","0","0","-3","8","0","3","0","0","-8",
"Dodd, Murray","0","0","0","0","0","0","0","0","0","0","0","0","3","1","1","33.33","33.33","31","4","1","1","25","25","30","43","7","10","16.28","23.26","102.83","5","2","27","7","9","25.93","33.33","118.83","3","2","2","66.67","66.67","5.83","28","5","6","17.86","17.86","92.83",
"Donaghue-Leahy, R","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","100","100","6","5","1","1","20","20","2","65","6","15","9.23","23.08","-23","5","1","42","6","13","14.29","30.95","0","5","1","1","20","20","-0.5","48","6","13","12.5","12.5","-6",
"Doughty, Jack","0","0","0","0","0","0","0","0","0","0","0","0","12","2","3","16.67","25","9","15","3","4","20","26.67","7.83","269","37","84","13.75","31.23","-32.31","6","7","269","37","84","13.75","31.23","-32.31","43","15","31","34.88","34.88","0.94","231","33","70","14.29","14.29","-15.81",
"Doyle, Hollie","0","0","0","0","0","0","6","1","1","16.67","16.67","-1.67","24","3","6","12.5","25","-9.04","47","6","13","12.77","27.66","-13.41","1759","238","561","13.53","31.89","-441.71","2","2","1003","128","334","12.76","33.3","-327.23","281","92","160","32.74","32.74","-31.27","1214","160","369","13.18","13.18","-289.76",
"Dunne, R T","0","0","0","0","0","0","1","0","0","0","0","-1","5","0","2","0","40","-5","5","0","2","0","40","-5","516","35","122","6.78","23.64","-235.42","15","6","265","16","64","6.04","24.15","-154.05","37","8","19","21.62","21.62","-9.33","338","26","87","7.69","7.69","-165.08",
"Durrell, Mr T","0","0","0","0","0","0","0","0","0","0","0","0","3","0","1","0","33.33","-3","3","0","1","0","33.33","-3","277","23","73","8.3","26.35","-131.69","219","73","160","9","36","5.63","22.5","-87.58","27","10","15","37.04","37.04","1.56","197","18","57","9.14","9.14","-63.52",
"Eaves, Tom","0","0","0","0","0","0","4","0","1","0","25","-4","15","1","3","6.67","20","-2","32","2","6","6.25","18.75","-10","1347","107","328","7.94","24.35","-366.86","6","9","701","58","173","8.27","24.68","-139.99","75","23","47","30.67","30.67","-11.45","963","72","242","7.48","7.48","-321.79",
"Edmunds, Lewis","0","0","0","0","0","0","2","0","1","0","50","-2","11","1","3","9.09","27.27","-7.75","25","3","7","12","28","-3.25","943","106","281","11.24","29.8","-161.43","4","4","521","63","175","12.09","33.59","-136.58","105","35","64","33.33","33.33","8.99","728","96","241","13.19","13.19","-10.67",
"Elliott, Rhys","3","0","0","0","0","-3","3","0","0","0","0","-3","11","0","1","0","9.09","-11","19","0","3","0","15.79","-19","122","11","35","9.02","28.69","-34.42","25","34","120","11","35","9.17","29.17","-32.42","11","3","4","27.27","27.27","0.08","112","10","31","8.93","8.93","-29.42",
"Fanning, Joe","0","0","0","0","0","0","0","0","0","0","0","0","10","0","1","0","10","-10","30","3","10","10","33.33","-15.92","978","147","334","15.03","34.15","-53.71","8","12","556","80","190","14.39","34.17","-42.22","145","51","91","35.17","35.17","-1.7","764","111","255","14.53","14.53","-63.62",
"Fentiman, Duran","4","0","1","0","25","-4","6","0","1","0","16.67","-6","16","1","4","6.25","25","-7","29","3","9","10.34","31.03","-5.5","635","31","117","4.88","18.43","-252.06","4","8","307","24","70","7.82","22.8","-16.59","25","3","12","12","12","-18.22","517","29","103","5.61","5.61","-141.59",
"Fraser, Kaiya","1","0","0","0","0","-1","3","1","1","33.33","33.33","0.25","8","3","3","37.5","37.5","14.25","18","3","4","16.67","22.22","4.25","272","35","94","12.87","34.56","-60.28","2","2","142","15","46","10.56","32.39","-49.67","50","14","27","28","28","-8.36","238","33","86","13.87","13.87","-49.28",
"Gale, Miss Elizabeth","0","0","0","0","0","0","1","0","0","0","0","-1","1","0","0","0","0","-1","2","0","0","0","0","-2","107","9","36","8.41","33.64","-71.65","52","7","71","6","23","8.45","32.39","-47.4","10","4","8","40","40","1.85","98","9","35","9.18","9.18","-62.65",
"Garritty, Billy","2","0","0","0","0","-2","4","0","0","0","0","-4","11","0","2","0","18.18","-11","19","1","4","5.26","21.05","-17","888","101","264","11.37","29.73","30.15","10","14","443","50","126","11.29","28.44","37.91","88","27","51","30.68","30.68","-11.38","653","73","190","11.18","11.18","-137.6",
"Garritty, Jack","0","0","0","0","0","0","2","1","2","50","100","2.5","8","1","3","12.5","37.5","-3.5","12","2","4","16.67","33.33","15.5","440","41","137","9.32","31.14","-148.24","2","1","208","17","65","8.17","31.25","-75.12","49","12","30","24.49","24.49","-8.24","313","34","104","10.86","10.86","-56.62",
"Gethings, Ciaran","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","-1","1","0","0","0","0","-1","528","52","135","9.85","25.57","-209.94","111","19","253","28","66","11.07","26.09","-43.33","42","15","23","35.71","35.71","-1.26","328","38","88","11.59","11.59","-83.81",
"Godfrey, Ben","0","0","0","0","0","0","1","1","1","100","100","16","1","1","1","100","100","16","1","1","1","100","100","16","280","35","92","12.5","32.86","-70.55","2","1","157","21","56","13.38","35.67","-17.42","36","10","23","27.78","27.78","-9.84","202","30","77","14.85","14.85","-16.93",
"Gray, S A","0","0","0","0","0","0","2","0","0","0","0","-2","11","1","1","9.09","9.09","-7.75","19","1","2","5.26","10.53","-15.75","724","64","180","8.84","24.86","-112.82","7","11","337","34","87","10.09","25.82","-55.4","46","15","30","32.61","32.61","-1.85","500","39","117","7.8","7.8","-77.84",
"Gunn, Molly","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","-1","5","1","2","20","40","-3.27","163","13","31","7.98","19.02","-1.02","12","4","111","10","23","9.01","20.72","4.98","4","1","1","25","25","-2.27","128","8","23","6.25","6.25","-6.27",
"Hammond, Charlie","0","0","0","0","0","0","3","0","1","0","33.33","-3","7","0","1","0","14.29","-7","10","0","2","0","20","-10","574","71","165","12.37","28.75","-143.71","20","12","280","38","88","13.57","31.43","-84.42","49","19","33","38.78","38.78","3.5","409","49","120","11.98","11.98","-86.81",
"Hardie, Cameron","0","0","0","0","0","0","4","1","1","25","25","-0.75","11","1","1","9.09","9.09","-7.75","26","1","2","3.85","7.69","-22.75","1603","59","265","3.68","16.53","-917.63","2","2","782","26","114","3.32","14.58","-397.42","46","6","22","13.04","13.04","-30.71","1277","47","220","3.68","3.68","-809.62",
"Harnett, P A","1","0","1","0","100","-1","1","0","1","0","100","-1","1","0","1","0","100","-1","3","0","2","0","66.67","-3","240","14","54","5.83","22.5","62.83","194","70","124","3","32","2.42","25.81","-108.5","13","2","7","15.38","15.38","-5","165","11","42","6.67","6.67","-95.17",
"Harney, Gearoid","0","0","0","0","0","0","1","0","0","0","0","-1","1","0","0","0","0","-1","2","0","0","0","0","-2","118","11","40","9.32","33.9","-32.79","277","37","77","5","25","6.49","32.47","-50.75","13","3","8","23.08","23.08","-1.87","90","9","33","10","10","-12.37",
"Harris, Bradley","0","0","0","0","0","0","2","0","1","0","50","-2","3","0","1","0","33.33","-3","5","0","2","0","40","-5","260","40","97","15.38","37.31","12.66","117","35","142","17","55","11.97","38.73","26.39","48","17","29","35.42","35.42","-4.84","190","27","66","14.21","14.21","17.5",
"Hart, Jason","0","0","0","0","0","0","3","0","0","0","0","-3","20","1","4","5","20","-17.37","44","3","15","6.82","34.09","-33.99","1903","218","624","11.46","32.79","-469.32","4","6","967","98","300","10.13","31.02","-311","288","82","168","28.47","28.47","-42.39","1399","155","454","11.08","11.08","-328.59",
"Havlin, Robert","0","0","0","0","0","0","0","0","0","0","0","0","8","2","3","25","37.5","0","13","4","7","30.77","53.85","2.13","1209","186","453","15.38","37.47","-258.16","7","7","601","84","216","13.98","35.94","-141.6","191","77","127","40.31","40.31","-2.64","706","106","259","15.01","15.01","-113.74",
"Hayes, C D","5","0","1","0","20","-5","5","0","1","0","20","-5","18","0","3","0","16.67","-18","32","3","8","9.38","25","-5","1342","104","376","7.75","28.02","-700.64","9","23","637","50","169","7.85","26.53","-303.93","138","34","80","24.64","24.64","-48.42","728","50","189","6.87","6.87","-353.18",
"Heffernan, J A","5","0","0","0","0","-5","5","0","0","0","0","-5","13","2","4","15.38","30.77","-4.5","30","2","6","6.67","20","-21.5","1078","110","294","10.2","27.27","-216","4","7","493","44","130","8.92","26.37","-110.89","106","42","80","39.62","39.62","8.14","515","27","108","5.24","5.24","-212.16",
"Hogan, D E","0","0","0","0","0","0","2","0","1","0","50","-2","8","1","2","12.5","25","1","20","2","4","10","20","-3","820","82","242","10","29.51","-1.76","4","4","459","49","135","10.68","29.41","-20.06","65","19","39","29.23","29.23","-4.83","578","65","183","11.25","11.25","6.3",
"Horgan, C","1","0","0","0","0","-1","1","0","0","0","0","-1","4","1","2","25","50","2.5","7","1","2","14.29","28.57","-0.5","324","14","43","4.32","13.27","-108.92","4","2","165","8","20","4.85","12.12","-0.67","12","2","7","16.67","16.67","-4.75","241","12","35","4.98","4.98","-95.67",
"Hornby, Rob","0","0","0","0","0","0","1","1","1","100","100","1.75","13","2","5","15.38","38.46","-7.5","26","5","9","19.23","34.62","2.5","1303","126","346","9.67","26.55","-316.59","2","1","635","58","158","9.13","24.88","-209.79","136","32","78","23.53","23.53","-49.96","793","79","213","9.96","9.96","-136.31",
"Hutchinson, Callum","0","0","0","0","0","0","1","0","0","0","0","-1","8","2","2","25","25","7","14","3","3","21.43","21.43","5","536","52","130","9.7","24.25","-130.35","6","4","321","29","78","9.03","24.3","-82.97","33","9","17","27.27","27.27","-0.19","429","46","110","10.72","10.72","-93.18",
"Iles, Cameron","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","-1","57","15","27","26.32","47.37","-7.01","130","8","40","11","19","27.5","47.5","-1.27","23","11","17","47.83","47.83","4.99","52","15","26","28.85","28.85","-2.01",
"Jamin, Pierre-Louis","0","0","0","0","0","0","1","0","0","0","0","-1","6","0","1","0","16.67","-6","9","1","2","11.11","22.22","-7.96","405","49","123","12.1","30.37","-92.15","14","9","209","25","60","11.96","28.71","-30.04","41","15","30","36.59","36.59","-0.48","249","25","78","10.04","10.04","-64.46",
"Jary, Alex","0","0","0","0","0","0","0","0","0","0","0","0","4","1","2","25","50","0.33","11","1","4","9.09","36.36","-6.67","362","27","83","7.46","22.93","-150.64","6","1","214","17","45","7.94","21.03","-74.22","20","4","10","20","20","-8.05","311","24","74","7.72","7.72","-115.17",
"Johnston, Dylan","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","-1","5","1","1","20","20","-2","286","32","99","11.19","34.62","-88.6","12","3","144","21","56","14.58","38.89","-31.35","31","9","19","29.03","29.03","-10.18","238","27","86","11.34","11.34","-71.43",
"Jones, Ben R","0","0","0","0","0","0","1","0","0","0","0","-1","2","0","0","0","0","-2","5","1","1","20","20","2","611","90","219","14.73","35.84","-28.4","12","4","387","58","147","14.99","37.98","3.85","94","31","59","32.98","32.98","-17.23","386","61","146","15.8","15.8","-13.64",
"Joyce, Wesley","3","0","1","0","33.33","-3","3","0","1","0","33.33","-3","9","2","3","22.22","33.33","4","25","2","5","8","20","-12","395","35","94","8.86","23.8","-104.04","5","7","362","31","82","8.56","22.65","-101.04","28","9","17","32.14","32.14","3.46","298","31","79","10.4","10.4","-77.54",
"Keane, C T","4","1","3","25","75","0.5","4","1","3","25","75","0.5","18","1","4","5.56","22.22","-13.5","32","2","9","6.25","28.13","-24","1613","225","578","13.95","35.83","-355.21","1","3","801","122","296","15.23","36.95","-147.17","336","98","191","29.17","29.17","-58.33","822","101","268","12.29","12.29","-142.98",
"Kelly, S B","1","0","0","0","0","-1","1","0","0","0","0","-1","2","0","0","0","0","-2","5","0","1","0","20","-5","199","10","32","5.03","16.08","-94.25","89","28","82","6","18","7.32","21.95","2","11","3","5","27.27","27.27","0.25","90","7","14","7.78","7.78","-52.75",
"Kendrick, Max J P","0","0","0","0","0","0","1","0","0","0","0","-1","1","0","0","0","0","-1","1","0","0","0","0","-1","125","3","12","2.4","9.6","-86","529","52","34","0","2","0","5.88","-34","1","0","0","0","0","-1","75","3","10","4","4","-36",
"Kennedy, K G","1","0","0","0","0","-1","1","0","0","0","0","-1","10","0","3","0","30","-10","20","1","4","5","20","-11","218","26","64","11.93","29.36","-14.86","11","18","218","26","64","11.93","29.36","-14.86","32","10","17","31.25","31.25","3.31","195","24","56","12.31","12.31","2.24",
"Kirrane, Sean","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","18","2","8","11.11","44.44","-7","588","63","167","10.71","28.4","-23.76","8","1","301","31","84","10.3","27.91","-12.12","43","11","23","25.58","25.58","-4.01","487","59","152","12.11","12.11","38.04",
"Langley, Miss Taryn","0","0","0","0","0","0","1","1","1","100","100","2","1","1","1","100","100","2","1","1","1","100","100","2","36","3","12","8.33","33.33","-23.25","2","1","28","1","10","3.57","35.71","-25","2","2","2","100","100","3.75","34","3","11","8.82","8.82","-21.25",
"Larson, Frederick","0","0","0","0","0","0","1","0","0","0","0","-1","6","0","0","0","0","-6","13","2","3","15.38","23.08","-2.75","454","42","129","9.25","28.41","-165.87","8","8","166","12","45","7.23","27.11","-76.91","53","10","30","18.87","18.87","-30.33","368","34","106","9.24","9.24","-123.52",
"Leavy, Mr Joe","0","0","0","0","0","0","1","0","0","0","0","-1","18","3","7","16.67","38.89","7.5","34","8","15","23.53","44.12","19.09","443","53","155","11.96","34.99","7.88","4","5","357","47","130","13.17","36.41","-5.12","39","12","23","30.77","30.77","-1.41","381","43","136","11.29","11.29","-0.91",
"Lee, W J","5","2","4","40","80","5","5","2","4","40","80","5","13","5","9","38.46","69.23","7.42","35","9","17","25.71","48.57","6.55","1298","180","466","13.87","35.9","-271.01","1","1","588","100","217","17.01","36.9","-2.08","248","84","156","33.87","33.87","2.19","611","64","202","10.47","10.47","-192.04",
"Lenihan, Kai","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","44","8","14","18.18","31.82","2.33","293","17","22","2","7","9.09","31.82","-13","7","1","4","14.29","14.29","-3.5","41","8","14","19.51","19.51","5.33",
"Leonard, Killian","1","0","0","0","0","-1","1","0","0","0","0","-1","4","0","0","0","0","-4","4","0","0","0","0","-4","241","7","30","2.9","12.45","-181.25","68","25","112","6","21","5.36","18.75","-62.25","8","1","4","12.5","12.5","-4.75","168","7","25","4.17","4.17","-108.25",
"Lordan, W M","5","1","2","20","40","-3.09","5","1","2","20","40","-3.09","12","1","4","8.33","33.33","-10.09","24","2","9","8.33","37.5","-19.71","597","66","188","11.06","31.49","-214.05","1","5","267","34","84","12.73","31.46","-122.35","84","30","59","35.71","35.71","-6.84","249","17","64","6.83","6.83","-107.99",
"Loughnane, Mr Billy","0","0","0","0","0","0","5","0","3","0","60","-5","26","3","13","11.54","50","-12.42","57","5","20","8.77","35.09","-21.92","1805","252","620","13.96","34.35","-223.32","4","7","1184","157","403","13.26","34.04","-97","299","95","169","31.77","31.77","-24.85","1372","191","473","13.92","13.92","-168.16",
"MacRedmond, Cian","2","0","0","0","0","-2","2","0","0","0","0","-2","4","0","0","0","0","-4","8","0","1","0","12.5","-8","511","23","84","4.5","16.44","-311.27","28","21","241","11","36","4.56","14.94","-138.5","25","5","14","20","20","-10.52","422","17","71","4.03","4.03","-251.25",
"Maggs, Mr Charlie","0","0","0","0","0","0","1","0","0","0","0","-1","2","0","0","0","0","-2","2","0","0","0","0","-2","90","9","25","10","27.78","-16.25","21","6","70","7","17","10","24.29","-7.75","10","0","3","0","0","-10","82","9","22","10.98","10.98","-8.25",
"Maggs, Mr William","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","-1","1","0","0","0","0","-1","161","21","51","13.04","31.68","-35.18","75","21","135","17","41","12.59","30.37","-37.43","18","5","13","27.78","27.78","-4.01","143","20","46","13.99","13.99","-23.68",
"Marquand, Tom","0","0","0","0","0","0","3","0","2","0","66.67","-3","22","8","12","36.36","54.55","33.5","53","14","26","26.42","49.06","32.25","1605","246","569","15.33","35.45","-167.38","4","4","796","121","292","15.2","36.68","-60.51","300","104","176","34.67","34.67","-22.11","943","130","316","13.79","13.79","-119.73",
"Marsh, Finley","0","0","0","0","0","0","2","1","1","50","50","5","6","1","2","16.67","33.33","1","22","2","8","9.09","36.36","-10.67","771","98","241","12.71","31.26","30.34","2","2","513","67","165","13.06","32.16","40.26","89","28","54","31.46","31.46","-6.31","574","78","192","13.59","13.59","-54.92",
"Martin, James","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","-1","2","0","0","0","0","-2","74","8","18","10.81","24.32","-21.12","47","6","47","5","10","10.64","21.28","-10","8","2","5","25","25","-1.12","48","8","17","16.67","16.67","4.88",
"Mason, Joanna","0","0","0","0","0","0","3","0","0","0","0","-3","10","0","1","0","10","-10","26","2","6","7.69","23.08","-4","982","109","306","11.1","31.16","-153.62","8","13","594","73","195","12.29","32.83","-22.86","104","22","54","21.15","21.15","-33.53","829","95","272","11.46","11.46","-122.94",
