Jockey,14Day_Runs,14Day_Wins,14Day_Places,14Day_Win_Strike,14Day_Place_Strike,14Day_SP_ProfitLoss,2YR_Runs,2YR_Wins,2YR_Places,2YR_Win_Strike,2YR_Place_Strike,2YR_SP_ProfitLoss,DaysSinceWin,RunsSinceWin,1YR_Runs,1YR_Wins,1YR_Places,1YR_Win_Strike,1YR_Place_Strike,1YR_SP_ProfitLoss,2yr_fav_Runs,2yr_fav_Wins,2yr_fav_Places,2yr_fav_Win_Strike,2yr_fav_Place_Strike,2yr_fav_SP_ProfitLoss,2yr_hcap_Runs,2yr_hcap_Wins,2yr_hcap_Places,2yr_hcap_Win_Strike,2yr_hcap_Place_Strike,2yr_hcap_SP_ProfitLoss,
"Armson, Philip","14","1","1","7.14","7.14","-9.67","428","37","109","8.64","25.47","-192.09","3","4","310","31","93","10","30","-152.42","43","8","24","18.6","18.6","-15.88","382","36","105","9.42","9.42","-150.42",
"Barron, Mr R W","0","0","0","0","0","0","80","2","15","2.5","18.75","-52","198","37","55","1","13","1.82","23.64","-29","5","1","3","20","20","-3","10","0","3","0","0","-10",
"Bass, David","11","3","3","27.27","27.27","2.3","548","81","179","14.78","32.66","-81.56","3","3","226","34","83","15.04","36.73","-33.76","97","29","54","29.9","29.9","-21.36","299","36","88","12.04","12.04","-98.63",
"Bastyan, Mitchell S","8","0","3","0","37.5","-8","408","49","131","12.01","32.11","-104.51","29","12","173","22","60","12.72","34.68","-67.64","53","17","35","32.08","32.08","-9.84","267","31","92","11.61","11.61","-59.64",
"Bellamy, Tom","27","3","7","11.11","25.93","-11.5","802","99","258","12.34","32.17","-199.39","1","3","417","53","148","12.71","35.49","-140.79","87","38","55","43.68","43.68","13.4","469","58","152","12.37","12.37","-100.23",
"Best, J A","25","0","2","0","8","-25","785","48","157","6.11","20","-358.32","26","37","351","24","68","6.84","19.37","-178.81","38","14","20","36.84","36.84","4.77","471","36","113","7.64","7.64","-155.47",
"Blackmore, Rachael","26","5","10","19.23","38.46","6.63","925","149","356","16.11","38.49","-296.65","1","4","462","63","159","13.64","34.42","-151.48","216","77","132","35.65","35.65","-43.59","353","28","108","7.93","7.93","-113.21",
"Boinville, Nico","18","6","11","33.33","61.11","-1.26","711","148","279","20.82","39.24","-94.21","3","5","292","63","108","21.58","36.99","8.05","236","91","139","38.56","38.56","-34.37","321","46","103","14.33","14.33","-6.68",
"Bowen, Sean P","30","4","9","13.33","30","-19.45","1074","212","405","19.74","37.71","-128.35","1","3","556","116","220","20.86","39.57","-64.73","260","115","169","44.23","44.23","18.51","708","129","250","18.22","18.22","-68.67",
"Brace, Connor","15","0","3","0","20","-15","373","42","103","11.26","27.61","-30.96","25","23","188","23","52","12.23","27.66","-35.11","35","14","20","40","40","5.91","208","27","59","12.98","12.98","5.77",
"Brassil, C","3","0","1","0","33.33","-3","109","6","25","5.5","22.94","-68.8","71","16","80","5","21","6.25","26.25","-49.8","7","2","4","28.57","28.57","-1.8","63","3","16","4.76","4.76","-40",
"Brennan, P J","15","3","10","20","66.67","-6.58","809","175","363","21.63","44.87","-81.97","1","2","358","85","167","23.74","46.65","-28.04","227","91","146","40.09","40.09","-8.3","419","79","163","18.85","18.85","-45.2",
