Jockey,14Day_Runs,14Day_Wins,14Day_Places,14Day_Win_Strike,14Day_Place_Strike,14Day_SP_ProfitLoss,2YR_Runs,2YR_Wins,2YR_Places,2YR_Win_Strike,2YR_Place_Strike,2YR_SP_ProfitLoss,DaysSinceWin,RunsSinceWin,1YR_Runs,1YR_Wins,1YR_Places,1YR_Win_Strike,1YR_Place_Strike,1YR_SP_ProfitLoss,2yr_fav_Runs,2yr_fav_Wins,2yr_fav_Places,2yr_fav_Win_Strike,2yr_fav_Place_Strike,2yr_fav_SP_ProfitLoss,2yr_hcap_Runs,2yr_hcap_Wins,2yr_hcap_Places,2yr_hcap_Win_Strike,2yr_hcap_Place_Strike,2yr_hcap_SP_ProfitLoss,
"Allan, David","48","7","12","14.58","25","-9","1266","124","375","9.79","29.62","-378.65","6","21","690","63","196","9.13","28.41","-229.86","161","50","94","31.06","31.06","5.4","984","107","315","10.87","10.87","-213.46",
"Beasley, Connor","37","3","13","8.11","35.14","-19.75","1457","168","501","11.53","34.39","-232.22","1","2","722","79","245","10.94","33.93","-146.37","207","51","122","24.64","24.64","-48.9","1055","123","371","11.66","11.66","-112.1",
"Bishop, Charles","19","3","8","15.79","42.11","-4.4","710","71","196","10","27.61","-192.91","5","7","403","40","119","9.93","29.53","-137.21","70","24","43","34.29","34.29","-11.53","417","35","101","8.39","8.39","-110.6",
"Bradley, Paddy","13","2","4","15.38","30.77","-6.25","304","26","77","8.55","25.33","-97.09","8","6","254","23","63","9.06","24.8","-73.09","22","3","10","13.64","13.64","-11.75","235","25","69","10.64","10.64","-31.59",
"Breslin, Andrew","17","1","3","5.88","17.65","-13.75","264","15","43","5.68","16.29","-122.62","9","15","118","3","15","2.54","12.71","-85.75","12","3","4","25","25","-4.12","233","15","39","6.44","6.44","-91.62",
"Bryan, Joshua","6","0","2","0","33.33","-6","360","36","98","10","27.22","-57.27","38","28","199","20","55","10.05","27.64","-55","22","8","15","36.36","36.36","2.48","218","22","64","10.09","10.09","-29.87",
"Buick, William","47","11","26","23.4","55.32","-7.71","1530","373","714","24.38","46.67","-83.48","3","5","773","171","345","22.12","44.63","-64","554","228","360","41.16","41.16","8.06","813","180","353","22.14","22.14","-28.8",
"Caffrey, Adam","20","2","8","10","40","-7","439","40","114","9.11","25.97","-72.76","3","4","326","31","89","9.51","27.3","-57.84","37","9","22","24.32","24.32","-4.42","354","31","88","8.76","8.76","-40.59",
"Callan, N","31","3","10","9.68","32.26","7.5","962","142","337","14.76","35.03","122.06","4","8","514","81","178","15.76","34.63","71.06","147","46","87","31.29","31.29","-16.42","619","93","220","15.02","15.02","84.39",
"Carroll, G F","31","2","5","6.45","16.13","-16","1026","103","264","10.04","25.73","-290.51","5","15","533","56","133","10.51","24.95","-129.64","108","36","68","33.33","33.33","17.11","538","60","152","11.15","11.15","-100.88",
"Carson, William","18","1","5","5.56","27.78","23","812","42","145","5.17","17.86","-382.47","7","7","470","21","79","4.47","16.81","-260.47","43","15","24","34.88","34.88","2.28","613","38","123","6.2","6.2","-211.32",
"Catton, Luke","8","0","3","0","37.5","-8","251","26","60","10.36","23.9","-18.66","17","10","145","13","32","8.97","22.07","-38.05","16","5","8","31.25","31.25","-2.66","222","25","52","11.26","11.26","-40.66",
"Chalkley, Lewis","2","0","1","0","50","-2","23","1","5","4.35","21.74","-14.5","82","19","23","1","5","4.35","21.74","-14.5","1","0","0","0","0","-1","23","1","5","4.35","4.35","-14.5",
"Cleary, Jack","8","1","1","12.5","12.5","-2.5","208","12","34","5.77","16.35","-79.42","5","5","119","6","19","5.04","15.97","-79.92","9","3","5","33.33","33.33","1.58","150","11","26","7.33","7.33","-26.92",
"Cleary, R P","17","1","4","5.88","23.53","-14.75","809","34","138","4.2","17.06","-416.09","13","10","453","19","85","4.19","18.76","-259.59","28","8","15","28.57","28.57","-1.09","451","22","79","4.88","4.88","-155.75",
"Clutterbuck, Rhys","15","2","3","13.33","20","-4","732","80","197","10.93","26.91","-150.67","11","8","342","29","87","8.48","25.44","-105.07","88","24","47","27.27","27.27","-16.75","519","67","160","12.91","12.91","-45.22",
"Coen, Ben M","45","5","14","11.11","31.11","-16","1125","110","303","9.78","26.93","-429.63","1","1","586","57","146","9.73","24.91","-266.81","126","43","81","34.13","34.13","10.79","587","56","152","9.54","9.54","-235.74",
"Cole, Morgan","8","1","3","12.5","37.5","1","219","19","57","8.68","26.03","-127.49","3","2","117","13","30","11.11","25.64","-55.29","21","6","12","28.57","28.57","-3.57","185","17","50","9.19","9.19","-99.79",
"Colgan, R C","16","3","4","18.75","25","34.5","665","32","93","4.81","13.98","-284.46","3","5","359","21","55","5.85","15.32","-153.96","16","4","9","25","25","-3.79","366","16","57","4.37","4.37","-127",
"Costello, Dougie","8","0","2","0","25","-8","738","72","188","9.76","25.47","-238.09","19","14","362","34","89","9.39","24.59","-85.49","67","20","39","29.85","29.85","-13.34","558","64","151","11.47","11.47","-102.08",
"Croot, Elle-May","6","0","0","0","0","-6","159","12","42","7.55","26.42","-65.25","69","26","105","8","28","7.62","26.67","-37.75","8","1","6","12.5","12.5","-4.25","134","11","34","8.21","8.21","-45.25",
"Crosse, Nathan","20","2","3","10","15","65.5","763","46","136","6.03","17.82","-119.19","7","11","464","24","77","5.17","16.59","-27.37","31","9","20","29.03","29.03","1.31","460","29","90","6.3","6.3","-99.62",
"Crouch, Hector","36","4","8","11.11","22.22","-18.06","822","130","273","15.82","33.21","-61.25","3","7","474","72","149","15.19","31.43","-65.8","151","46","81","30.46","30.46","-31.01","475","79","159","16.63","16.63","40.83",
"Crowley, Jim","26","1","7","3.85","26.92","-23.12","762","156","297","20.47","38.98","88.77","3","3","369","67","136","18.16","36.86","-10.15","175","72","119","41.14","41.14","-2.17","367","59","129","16.08","16.08","-1.24",
"Currie, Nicola","5","1","3","20","60","8","418","28","82","6.7","19.62","-95.93","1","1","166","8","23","4.82","13.86","-9.84","17","6","9","35.29","35.29","2.91","299","24","62","8.03","8.03","-13.43",
"Curtis, B A","42","8","18","19.05","42.86","30","1145","185","427","16.16","37.29","-117.88","3","6","572","83","213","14.51","37.24","-31.15","222","83","143","37.39","37.39","4.61","821","134","296","16.32","16.32","-3.43",
"Davies, Harry","33","2","10","6.06","30.3","-19.75","764","100","253","13.09","33.12","-207.22","10","24","364","37","107","10.16","29.4","-111.31","116","35","65","30.17","30.17","-19.71","602","69","187","11.46","11.46","-193.56",
"Dawes, Rose","7","1","4","14.29","57.14","-3.5","191","24","56","12.57","29.32","-33.62","13","7","139","17","41","12.23","29.5","-29.12","22","5","10","22.73","22.73","-4.12","164","21","51","12.8","12.8","-24.87",
"Dobie, Georgia","9","1","1","11.11","11.11","-7","394","23","76","5.84","19.29","-119.87","8","4","201","9","37","4.48","18.41","-123.25","23","6","10","26.09","26.09","-3.37","321","20","69","6.23","6.23","-158.37",
