Jockey,14Day_Runs,14Day_Wins,14Day_Places,14Day_Win_Strike,14Day_Place_Strike,14Day_SP_ProfitLoss,2YR_Runs,2YR_Wins,2YR_Places,2YR_Win_Strike,2YR_Place_Strike,2YR_SP_ProfitLoss,DaysSinceWin,RunsSinceWin,1YR_Runs,1YR_Wins,1YR_Places,1YR_Win_Strike,1YR_Place_Strike,1YR_SP_ProfitLoss,2yr_fav_Runs,2yr_fav_Wins,2yr_fav_Places,2yr_fav_Win_Strike,2yr_fav_Place_Strike,2yr_fav_SP_ProfitLoss,2yr_hcap_Runs,2yr_hcap_Wins,2yr_hcap_Places,2yr_hcap_Win_Strike,2yr_hcap_Place_Strike,2yr_hcap_SP_ProfitLoss,
"Andrews, Gina","3","1","2","33.33","66.67","0","57","14","24","24.56","42.11","-1.63","2","1","27","5","9","18.52","33.33","-9","13","7","10","53.85","53.85","7.12","29","6","12","20.69","20.69","0.5",
"Armson, Philip","13","1","2","7.69","15.38","-7","480","39","119","8.13","24.79","-129.17","7","8","268","20","58","7.46","21.64","-12.13","43","7","24","16.28","16.28","-20.21","413","37","111","8.96","8.96","-192.5",
"Bannister, Harry A A","6","0","1","0","16.67","-6","510","67","175","13.14","34.31","-77.25","24","19","168","17","54","10.12","32.14","-42.66","92","26","53","28.26","28.26","-23.17","321","47","116","14.64","14.64","4.55",
"Barron, Mr R W","3","0","0","0","0","-3","101","4","25","3.96","24.75","-49","37","13","60","3","16","5","26.67","-34","5","0","3","0","0","-5","14","1","5","7.14","7.14","-6",
"Bird, Sean","1","0","0","0","0","-1","92","1","5","1.09","5.43","-63","398","57","52","0","3","0","5.77","-52","2","0","0","0","0","-2","67","1","3","1.49","1.49","-38",
"Bowen, S D","9","1","1","11.11","11.11","17","276","13","53","4.71","19.2","-101.25","12","6","183","9","34","4.92","18.58","-53.25","15","3","6","20","20","-7","220","9","38","4.09","4.09","-87.25",
"Bromley, Ben","0","0","0","0","0","0","139","24","53","17.27","38.13","-30.25","20","2","80","15","33","18.75","41.25","-4.77","21","6","14","28.57","28.57","-7.13","99","15","35","15.15","15.15","-24.62",
"Buckley, Kieran","17","1","1","5.88","5.88","-9.5","396","36","110","9.09","27.78","-156.9","2","4","299","23","80","7.69","26.76","-141.72","45","15","30","33.33","33.33","3.1","244","25","71","10.25","10.25","-50.24",
"Byrne, C J","0","0","0","0","0","0","8","0","0","0","0","-8","9999","9999","5","0","0","0","0","-5","0","0","0","0","0","0","0","0","0","0","0","0",
"Caffrey, Adam","21","3","4","14.29","19.05","3.33","322","28","76","8.7","23.6","-67.01","9","10","251","26","65","10.36","25.9","-39.01","26","7","13","26.92","26.92","-0.67","264","24","61","9.09","9.09","-32.59",
"Callaghan, Mr K","6","2","2","33.33","33.33","29","205","18","46","8.78","22.44","-59.88","1","1","160","14","34","8.75","21.25","-46.88","17","6","13","35.29","35.29","-3.88","137","9","27","6.57","6.57","-20",
"Callan, N","45","9","18","20","40","5.82","729","106","256","14.54","35.12","109.86","1","3","504","79","185","15.67","36.71","77.57","109","33","64","30.28","30.28","-9.49","478","73","174","15.27","15.27","69.47",
"Cannon, Tom J","2","1","1","50","50","2.33","828","143","288","17.27","34.78","-142.78","1","2","390","60","120","15.38","30.77","-60.71","144","67","95","46.53","46.53","17.89","460","71","133","15.43","15.43","-88.72",
"Carroll, G F","27","5","7","18.52","25.93","15.75","949","92","239","9.69","25.18","-214.13","1","3","472","51","124","10.81","26.27","-63.63","86","28","53","32.56","32.56","19.12","508","59","144","11.61","11.61","-23.55",
"Casey, Ms L M Hoyne","0","0","0","0","0","0","0","0","0","0","0","0","9999","9999","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"Cavanagh, Mr S","0","0","0","0","0","0","56","1","4","1.79","7.14","-44","253","28","41","1","3","2.44","7.32","-29","1","0","0","0","0","-1","14","1","3","7.14","7.14","-2",
"Chadwick, Alex","3","1","1","33.33","33.33","5.5","33","3","7","9.09","21.21","-13","12","2","14","1","4","7.14","28.57","-5.5","2","1","1","50","50","0.5","18","2","6","11.11","11.11","-0.5",
"Cleary, Mr S","1","0","0","0","0","-1","5","0","0","0","0","-5","9999","9999","4","0","0","0","0","-4","0","0","0","0","0","0","0","0","0","0","0","0",
"Cleary, R P","28","1","6","3.57","21.43","-20","781","27","119","3.46","15.24","-448.25","13","23","378","15","62","3.97","16.4","-182.25","19","3","7","15.79","15.79","-8.75","450","21","77","4.67","4.67","-172.5",
"Cobden, Harry","31","9","13","29.03","41.94","-3.01","932","229","409","24.57","43.88","-88.8","1","6","491","127","230","25.87","46.84","-39.31","285","133","178","46.67","46.67","5.65","517","97","193","18.76","18.76","-64.46",
