Jockey,14Day_Runs,14Day_Wins,14Day_Places,14Day_Win_Strike,14Day_Place_Strike,14Day_SP_ProfitLoss,2YR_Runs,2YR_Wins,2YR_Places,2YR_Win_Strike,2YR_Place_Strike,2YR_SP_ProfitLoss,DaysSinceWin,RunsSinceWin,1YR_Runs,1YR_Wins,1YR_Places,1YR_Win_Strike,1YR_Place_Strike,1YR_SP_ProfitLoss,2yr_fav_Runs,2yr_fav_Wins,2yr_fav_Places,2yr_fav_Win_Strike,2yr_fav_Place_Strike,2yr_fav_SP_ProfitLoss,2yr_hcap_Runs,2yr_hcap_Wins,2yr_hcap_Places,2yr_hcap_Win_Strike,2yr_hcap_Place_Strike,2yr_hcap_SP_ProfitLoss,
"Bass, George","5","0","1","0","20","-5","387","37","107","9.56","27.65","-121.87","23","6","149","15","51","10.07","34.23","-68.38","22","8","11","36.36","36.36","2.64","294","34","90","11.56","11.56","-44.37",
"Bradley, Paddy","20","1","5","5","25","-14.5","397","33","103","8.31","25.94","-128.21","3","5","300","26","76","8.67","25.33","-91.04","26","4","12","15.38","15.38","-12.87","310","32","93","10.32","10.32","-44.71",
"Brookes, Aiden","8","0","1","0","12.5","-8","380","36","85","9.47","22.37","56.21","29","14","215","13","42","6.05","19.53","-4.25","26","9","18","34.62","34.62","3.46","332","35","78","10.54","10.54","98.21",
"Burns, Harry","9","0","0","0","0","-9","379","39","101","10.29","26.65","-162.25","146","54","183","11","42","6.01","22.95","-124.76","31","8","15","25.81","25.81","-8.83","292","29","80","9.93","9.93","-112.74",
"Carson, William","18","1","3","5.56","16.67","-16.09","837","51","168","6.09","20.07","-328.3","13","17","456","28","93","6.14","20.39","-256.8","50","19","31","38","38","6.95","649","47","148","7.24","7.24","-168.15",
"Carver, William","7","0","1","0","14.29","-7","292","26","70","8.9","23.97","-94.96","18","11","122","11","27","9.02","22.13","-41","28","4","12","14.29","14.29","-15.79","215","20","52","9.3","9.3","-64.46",
"Coakley, Ross","11","2","5","18.18","45.45","1.5","793","100","266","12.61","33.54","-187.91","1","1","375","44","120","11.73","32","-103.58","109","35","63","32.11","32.11","-13.87","469","61","153","13.01","13.01","-93.63",
"Cole, Morgan","5","0","1","0","20","-5","262","22","66","8.4","25.19","-146.66","45","23","174","18","46","10.34","26.44","-82.66","19","5","8","26.32","26.32","-4.74","223","21","61","9.42","9.42","-112.16",
"Croot, Elle-May","7","0","0","0","0","-7","173","12","40","6.94","23.12","-78.25","28","11","108","9","26","8.33","24.07","-33.75","7","1","6","14.29","14.29","-3.25","145","11","32","7.59","7.59","-55.25",
"Crouch, Hector","8","2","4","25","50","-0.5","897","133","296","14.83","33","-144.44","4","3","529","83","179","15.69","33.84","-72.59","167","48","90","28.74","28.74","-39.02","519","80","172","15.41","15.41","-14.67",
"Davies, Harry","23","3","8","13.04","34.78","-2.75","938","119","312","12.69","33.26","-218.39","3","3","486","54","152","11.11","31.28","-91.23","133","39","77","29.32","29.32","-20.63","703","83","221","11.81","11.81","-168.23",
"Dennis, Phil","17","1","6","5.88","35.29","-11.5","774","65","199","8.4","25.71","-33.98","3","5","352","30","93","8.52","26.42","-66.24","60","17","34","28.33","28.33","-7.27","570","53","157","9.3","9.3","28.52",
"Dobie, Georgia","7","0","0","0","0","-7","433","25","79","5.77","18.24","-188.87","29","14","232","13","45","5.6","19.4","-96.75","25","7","12","28","28","-1.87","352","23","73","6.53","6.53","-138.37",
"Downing, George","0","0","0","0","0","0","347","31","93","8.93","26.8","-93.86","85","5","104","14","32","13.46","30.77","11.38","27","8","16","29.63","29.63","-2.62","224","24","61","10.71","10.71","-43.49",
"Eaves, Tom","37","4","12","10.81","32.43","6.83","1193","83","283","6.96","23.72","-384.08","1","2","676","53","169","7.84","25","-173.17","61","17","43","27.87","27.87","-13.25","861","60","212","6.97","6.97","-275.67",
"Edmunds, Lewis","17","2","8","11.76","47.06","-10","856","89","241","10.4","28.15","-151.3","13","13","445","50","128","11.24","28.76","-32.22","93","25","52","26.88","26.88","-16.46","647","73","200","11.28","11.28","-64.45",
"Egan, John","6","0","0","0","0","-6","497","42","122","8.45","24.55","-176.49","28","12","211","18","57","8.53","27.01","-89.06","29","11","21","37.93","37.93","2.18","371","35","103","9.43","9.43","-132.4",
"Farragher, Adam J","17","1","2","5.88","11.76","-7.5","573","63","151","10.99","26.35","-135.03","4","5","412","44","101","10.68","24.51","-80","67","27","44","40.3","40.3","8.72","418","49","113","11.72","11.72","-95.6",
"Fisher, Taylor","4","0","1","0","25","-4","500","62","161","12.4","32.2","-129.23","27","7","290","36","95","12.41","32.76","-98.73","57","21","34","36.84","36.84","10.73","431","52","140","12.06","12.06","-135.24",
