Jockey,14Day_Runs,14Day_Wins,14Day_Places,14Day_Win_Strike,14Day_Place_Strike,14Day_SP_ProfitLoss,2YR_Runs,2YR_Wins,2YR_Places,2YR_Win_Strike,2YR_Place_Strike,2YR_SP_ProfitLoss,DaysSinceWin,RunsSinceWin,1YR_Runs,1YR_Wins,1YR_Places,1YR_Win_Strike,1YR_Place_Strike,1YR_SP_ProfitLoss,2yr_fav_Runs,2yr_fav_Wins,2yr_fav_Places,2yr_fav_Win_Strike,2yr_fav_Place_Strike,2yr_fav_SP_ProfitLoss,2yr_hcap_Runs,2yr_hcap_Wins,2yr_hcap_Places,2yr_hcap_Win_Strike,2yr_hcap_Place_Strike,2yr_hcap_SP_ProfitLoss,
"Bass, David","8","0","3","0","37.5","-8","468","58","138","12.39","29.49","-111.98","51","25","239","22","61","9.21","25.52","-101.04","71","18","36","25.35","25.35","-28.28","260","33","73","12.69","12.69","-19.5",
"Bennett, Charlie","7","0","2","0","28.57","-7","426","15","79","3.52","18.54","-289.5","257","52","121","4","22","3.31","18.18","-63","15","3","6","20","20","-3.5","306","12","65","3.92","3.92","-186",
"Bennett, Miss N","3","0","0","0","0","-3","45","6","11","13.33","24.44","31.5","20","5","23","1","4","4.35","17.39","0","2","0","0","0","0","-2","36","6","10","16.67","16.67","40.5",
"Best, J A","15","2","7","13.33","46.67","30.5","695","36","132","5.18","18.99","-290.28","7","8","381","25","85","6.56","22.31","-100.41","27","9","14","33.33","33.33","2.56","465","34","119","7.31","7.31","-82.28",
"Bishop, Charles","25","1","4","4","16","-22.37","839","91","237","10.85","28.25","-215.69","5","6","452","47","120","10.4","26.55","-109.44","83","32","53","38.55","38.55","1.82","507","53","133","10.45","10.45","-96.22",
"Blackmore, Rachael","1","0","0","0","0","-1","899","125","325","13.9","36.15","-280.55","35","13","439","59","156","13.44","35.54","-167.7","170","53","104","31.18","31.18","-35.1","375","33","106","8.8","8.8","-134.84",
"Bowen, S D","45","7","14","15.56","31.11","15.5","514","44","136","8.56","26.46","-103.79","2","8","324","31","95","9.57","29.32","-60.29","47","12","28","25.53","25.53","-6.79","435","36","119","8.28","8.28","-65.04",
"Bowen, Sean P","27","5","12","18.52","44.44","0.23","1409","273","538","19.38","38.18","122.47","1","1","709","140","277","19.75","39.07","31.96","351","145","210","41.31","41.31","0.03","914","158","323","17.29","17.29","-60.75",
"Broughton, Mr T P","3","0","2","0","66.67","-3","87","16","35","18.39","40.23","24.58","76","16","56","9","23","16.07","41.07","0.62","14","6","9","42.86","42.86","-0.42","51","13","23","25.49","25.49","13.58",
"Bryan, Joshua","21","1","9","4.76","42.86","-15.5","408","38","119","9.31","29.17","-164.17","13","19","215","17","63","7.91","29.3","-104.17","23","9","16","39.13","39.13","5.83","264","23","80","8.71","8.71","-118.42",
"Buick, William","66","13","25","19.7","37.88","-28.49","1401","336","616","23.98","43.97","-116.52","3","9","673","161","284","23.92","42.2","-54.41","507","205","308","40.43","40.43","-11.64","711","156","281","21.94","21.94","6.67",
"Burke, Jonathan","8","0","1","0","12.5","-8","724","97","259","13.4","35.77","-225.58","17","9","378","50","138","13.23","36.51","-112.9","113","48","80","42.48","42.48","11.25","422","48","133","11.37","11.37","-145.78",
"Burns, Harry","6","0","2","0","33.33","-6","321","30","85","9.35","26.48","-154.52","61","26","123","4","23","3.25","18.7","-102.84","21","6","12","28.57","28.57","-2.6","241","21","68","8.71","8.71","-108.01",
"Byrnes, Mr P","0","0","0","0","0","0","390","42","93","10.77","23.85","-159.8","16","6","207","21","45","10.14","21.74","-80.6","48","22","33","45.83","45.83","16.95","211","24","49","11.37","11.37","-66.17",
"Callaghan, Mr K","0","0","0","0","0","0","241","27","58","11.2","24.07","-26.79","17","4","88","10","23","11.36","26.14","-1.83","24","12","19","50","50","3.46","172","15","37","8.72","8.72","14.75",
"Cannon, Tom J","4","1","1","25","25","1","774","110","236","14.21","30.49","-181.63","14","4","380","49","115","12.89","30.26","-140.17","99","44","57","44.44","44.44","12.87","451","57","128","12.64","12.64","-114.25",
"Carmichael, Oliver","0","0","0","0","0","0","8","0","0","0","0","-8","9999","9999","8","0","0","0","0","-8","0","0","0","0","0","0","8","0","0","0","0","-8",
"Carroll, G F","33","3","9","9.09","27.27","-11.5","1029","98","260","9.52","25.27","-286.63","2","3","546","42","138","7.69","25.27","-231.01","95","29","59","30.53","30.53","4.33","524","53","144","10.11","10.11","-109.8",
"Carson, William","17","1","4","5.88","23.53","-9","841","52","171","6.18","20.33","-416.62","10","10","453","32","104","7.06","22.96","-192.7","57","19","39","33.33","33.33","-0.62","667","47","153","7.05","7.05","-278.47",
"Cleary, R P","18","0","2","0","11.11","-18","786","40","143","5.09","18.19","-300.96","15","20","388","23","73","5.93","18.81","-83.46","37","9","19","24.32","24.32","-6.59","408","24","78","5.88","5.88","-45.75",
"Clutterbuck, Rhys","26","3","7","11.54","26.92","-10.5","748","68","183","9.09","24.47","-238.21","1","1","378","37","90","9.79","23.81","-98.13","72","20","42","27.78","27.78","-14.71","527","58","149","11.01","11.01","-90.44",
"Cobden, Harry","12","2","6","16.67","50","-8.92","1223","288","549","23.55","44.89","-144.06","6","5","707","156","309","22.07","43.71","-108.1","397","169","256","42.57","42.57","1.39","714","130","260","18.21","18.21","-106.18",
"Coen, Ben M","30","4","6","13.33","20","-1","1135","106","290","9.34","25.55","-444.25","4","8","584","49","143","8.39","24.49","-233.05","113","35","69","30.97","30.97","-1.66","583","55","142","9.43","9.43","-236.67",
"Colgan, R C","15","0","4","0","26.67","-15","669","35","104","5.23","15.55","-69.71","17","18","327","19","54","5.81","16.51","115.63","19","6","9","31.58","31.58","-0.04","354","17","61","4.8","4.8","-119",
"Cosgrave, Pat","26","5","7","19.23","26.92","-1.92","420","56","137","13.33","32.62","-71.26","3","1","121","19","39","15.7","32.23","-8.43","47","25","36","53.19","53.19","20.5","307","41","106","13.36","13.36","-79.87",
"Coughlan, Laura","9","0","2","0","22.22","-9","219","18","48","8.22","21.92","-28.54","43","20","110","7","19","6.36","17.27","-37","16","5","9","31.25","31.25","-2.04","188","16","42","8.51","8.51","-19.04",
"Cox, William","16","0","2","0","12.5","-16","442","22","72","4.98","16.29","-152.29","31","38","249","7","34","2.81","13.65","-69","11","3","5","27.27","27.27","-2.12","310","18","58","5.81","5.81","-58.29",
"Crosse, Nathan","23","1","7","4.35","30.43","-16.5","786","37","133","4.71","16.92","-125.34","10","14","355","18","68","5.07","19.15","9.03","27","5","15","18.52","18.52","-8.17","452","23","83","5.09","5.09","-21",
"Davies, James","6","1","2","16.67","33.33","9","512","37","99","7.23","19.34","-59.54","4","3","243","15","44","6.17","18.11","-38.67","22","6","15","27.27","27.27","-0.5","305","26","68","8.52","8.52","56.63",
