Jockey,1Day_Runs,1Day_Wins,1Day_Places,1Day_Win_Strike,1Day_Place_Strike,1Day_SP_ProfitLoss,3Day_Runs,3Day_Wins,3Day_Places,3Day_Win_Strike,3Day_Place_Strike,3Day_SP_ProfitLoss,7Day_Runs,7Day_Wins,7Day_Places,7Day_Win_Strike,7Day_Place_Strike,7Day_SP_ProfitLoss,14Day_Runs,14Day_Wins,14Day_Places,14Day_Win_Strike,14Day_Place_Strike,14Day_SP_ProfitLoss,2YR_Runs,2YR_Wins,2YR_Places,2YR_Win_Strike,2YR_Place_Strike,2YR_SP_ProfitLoss,DaysSinceWin,RunsSinceWin,1YR_Runs,1YR_Wins,1YR_Places,1YR_Win_Strike,1YR_Place_Strike,1YR_SP_ProfitLoss,2yr_fav_Runs,2yr_fav_Wins,2yr_fav_Places,2yr_fav_Win_Strike,2yr_fav_Place_Strike,2yr_fav_SP_ProfitLoss,2yr_hcap_Runs,2yr_hcap_Wins,2yr_hcap_Places,2yr_hcap_Win_Strike,2yr_hcap_Place_Strike,2yr_hcap_SP_ProfitLoss,
"Carroll, G F","5","0","1","0","20","-5","5","0","1","0","20","-5","11","1","3","9.09","27.27","15","22","3","7","13.64","31.82","17.25","1021","96","265","9.4","25.95","-228.13","5","7","483","37","125","7.66","25.88","-102.32","93","26","56","27.96","27.96","-8.17","517","47","143","9.09","9.09","-151.18",
"Carver, William","2","0","0","0","0","-2","2","0","0","0","0","-2","8","1","1","12.5","12.5","-2.5","14","3","5","21.43","35.71","8.25","284","24","63","8.45","22.18","-108","4","3","160","14","36","8.75","22.5","-60","20","2","8","10","10","-12","192","16","41","8.33","8.33","-70.75",
"Cleary, R P","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","-5","13","0","1","0","7.69","-13","805","38","148","4.72","18.39","-339.63","19","18","346","17","61","4.91","17.63","-105.54","40","9","21","22.5","22.5","-9.59","410","21","78","5.12","5.12","-71.75",
"Coakley, Ross","1","0","0","0","0","-1","7","0","2","0","28.57","-7","9","0","2","0","22.22","-9","18","1","5","5.56","27.78","-15.5","724","86","225","11.88","31.08","-172.98","10","12","365","40","107","10.96","29.32","-71.24","81","27","47","33.33","33.33","-6.28","426","53","135","12.44","12.44","-81.33",
"Cole, Morgan","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","-1","3","0","0","0","0","-3","295","23","72","7.8","24.41","-177.66","33","16","185","11","45","5.95","24.32","-120.37","21","6","8","28.57","28.57","-4.24","246","22","69","8.94","8.94","-133.16",
"Colgan, R C","1","0","0","0","0","-1","1","0","0","0","0","-1","3","0","0","0","0","-3","16","1","1","6.25","6.25","-3","667","33","103","4.95","15.44","-85.71","13","14","304","14","49","4.61","16.12","88.75","19","6","9","31.58","31.58","-0.04","356","16","62","4.49","4.49","-136",
"Cooper, Bryan J","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","141","15","39","10.64","27.66","-70.83","559","3","0","0","0","0","0","0","25","8","17","32","32","-5.66","45","3","11","6.67","6.67","-11.5",
"Cosgrave, Pat","2","0","0","0","0","-2","5","0","1","0","20","-5","8","1","3","12.5","37.5","1.5","23","1","5","4.35","21.74","-13.5","435","52","130","11.95","29.89","-125.19","6","7","217","25","58","11.52","26.73","-41.47","53","26","37","49.06","49.06","19.9","317","38","100","11.99","11.99","-95.93",
"Coughlan, Laura","0","0","0","0","0","0","1","0","0","0","0","-1","3","0","1","0","33.33","-3","10","0","2","0","20","-10","214","17","46","7.94","21.5","-22.17","50","23","104","6","18","5.77","17.31","-29.5","15","4","8","26.67","26.67","-3.67","174","14","37","8.05","8.05","-13.17",
"Cox, William","1","0","0","0","0","-1","2","0","0","0","0","-2","7","0","0","0","0","-7","13","1","1","7.69","7.69","28","430","14","53","3.26","12.33","-168.5","11","11","248","9","31","3.63","12.5","-19.5","7","0","2","0","0","-7","288","10","41","3.47","3.47","-64.5",
"Croot, Elle-May","1","0","0","0","0","-1","1","0","0","0","0","-1","1","0","0","0","0","-1","4","0","1","0","25","-4","207","17","48","8.21","23.19","-60.19","26","6","101","8","18","7.92","17.82","-25.44","10","3","8","30","30","-0.02","169","15","42","8.88","8.88","-50.19",
"Crosse, Nathan","2","1","1","50","50","9","2","1","1","50","50","9","8","1","1","12.5","12.5","3","23","2","5","8.7","21.74","39","813","38","139","4.67","17.1","-103.59","1","1","343","15","62","4.37","18.08","10.78","27","5","15","18.52","18.52","-8.17","447","23","85","5.15","5.15","-12.5",
"Crouch, Hector","4","0","0","0","0","-4","9","2","2","22.22","22.22","-3.2","9","2","2","22.22","22.22","-3.2","13","2","2","15.38","15.38","-7.2","964","148","329","15.35","34.13","-111.5","2","8","495","73","177","14.75","35.76","-86.76","173","55","101","31.79","31.79","-20.16","540","85","187","15.74","15.74","-9",
"Crowley, Jim","4","1","2","25","50","0","11","3","5","27.27","45.45","9.5","14","3","5","21.43","35.71","6.5","30","4","9","13.33","30","-3.5","772","127","264","16.45","34.2","-80.47","1","4","404","57","124","14.11","30.69","-91.27","157","60","99","38.22","38.22","-4.29","408","50","129","12.25","12.25","-63.16",
"Culloty, J","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7017","17","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"Currie, Nicola","3","0","0","0","0","-3","4","0","0","0","0","-4","4","0","0","0","0","-4","10","0","1","0","10","-10","278","13","38","4.68","13.67","-71.84","26","20","102","5","14","4.9","13.73","-45","4","1","2","25","25","-1","191","11","31","5.76","5.76","0.16",
"Davies, Harry","3","0","0","0","0","-3","6","1","1","16.67","16.67","-1","9","1","2","11.11","22.22","-4","25","4","5","16","20","10","908","98","282","10.79","31.06","-186.67","3","4","547","60","176","10.97","32.18","-83.86","105","30","61","28.57","28.57","-16.63","599","54","170","9.02","9.02","-207.54",
"Davis, Sean","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","-1","89","1","6","1.12","6.74","-84","335","72","72","1","4","1.39","5.56","-67","6","0","2","0","0","-6","62","1","5","1.61","1.61","-57",
"Dawes, Rose","2","1","1","50","50","1.25","2","1","1","50","50","1.25","3","1","2","33.33","66.67","0.25","3","1","2","33.33","66.67","0.25","198","23","55","11.62","27.78","-55.19","1","2","59","5","15","8.47","25.42","-43.07","20","5","10","25","25","-5.02","170","20","50","11.76","11.76","-45.44",
"Dawson, R","5","0","0","0","0","-5","6","0","0","0","0","-6","8","1","1","12.5","12.5","33","27","4","7","14.81","25.93","86.63","560","60","166","10.71","29.64","-3.93","6","8","209","18","55","8.61","26.32","-7.81","81","19","44","23.46","23.46","-25.93","371","40","110","10.78","10.78","-9.47",
"Dobie, Georgia","1","0","0","0","0","-1","3","0","0","0","0","-3","6","0","1","0","16.67","-6","13","0","2","0","15.38","-13","447","23","83","5.15","18.57","-233.75","18","17","244","15","44","6.15","18.03","-106.5","18","3","8","16.67","16.67","-8.75","343","18","70","5.25","5.25","-173.25",
"Doughty, Jack","7","0","3","0","42.86","-7","8","0","3","0","37.5","-8","11","1","4","9.09","36.36","-8.25","26","4","8","15.38","30.77","-0.42","280","38","88","13.57","31.43","-40.56","4","9","280","38","88","13.57","31.43","-40.56","44","15","31","34.09","34.09","-0.06","240","34","74","14.17","14.17","-22.06",
"Doyle, Hollie","4","0","1","0","25","-4","12","1","4","8.33","33.33","-9.9","28","4","10","14.29","35.71","3.43","58","8","19","13.79","32.76","0.06","1760","238","561","13.52","31.88","-433.49","3","12","1008","127","338","12.6","33.53","-326.46","280","93","160","33.21","33.21","-28.17","1216","161","370","13.24","13.24","-273.26",
"Eaves, Tom","2","0","0","0","0","-2","4","0","0","0","0","-4","15","0","4","0","26.67","-15","30","1","7","3.33","23.33","-17","1346","107","329","7.95","24.44","-365.86","10","20","705","57","174","8.09","24.68","-154.99","75","23","47","30.67","30.67","-11.45","962","72","242","7.48","7.48","-320.79",
"Edmunds, Jason","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","-1","6390","13","1","0","0","0","0","-1","0","0","0","0","0","0","0","0","0","0","0","0",
"Egan, David","3","0","0","0","0","-3","12","2","2","16.67","16.67","1","21","3","5","14.29","23.81","-3","47","7","18","14.89","38.3","-14","1578","188","507","11.91","32.13","-355.48","2","4","772","98","246","12.69","31.87","-73.13","169","57","108","33.73","33.73","-3.22","950","108","284","11.37","11.37","-136.47",
"Elliott, Rhys","3","0","2","0","66.67","-3","7","0","2","0","28.57","-7","11","0","2","0","18.18","-11","22","0","3","0","13.64","-22","130","11","37","8.46","28.46","-42.42","29","42","128","11","37","8.59","28.91","-40.42","12","3","5","25","25","-0.92","119","10","33","8.4","8.4","-36.42",
"England, David","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","36","2","4","5.56","11.11","-8","629","24","10","0","0","0","0","-10","1","0","0","0","0","-1","14","1","3","7.14","7.14","-9",
"Enright, M A","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","192","14","41","7.29","21.35","-114.14","491","23","1","0","0","0","0","-1","16","7","11","43.75","43.75","5.11","105","10","25","9.52","9.52","-46.24",
"Fallon, Cieren","2","1","1","50","50","32","4","1","2","25","50","30","4","1","2","25","50","30","22","3","7","13.64","31.82","40.1","878","114","268","12.98","30.52","-175.85","1","2","386","59","120","15.28","31.09","-33.34","112","37","60","33.04","33.04","-14.48","540","64","155","11.85","11.85","-151.01",
"Fanning, Joe","5","0","2","0","40","-5","10","0","2","0","20","-10","18","0","2","0","11.11","-18","32","2","5","6.25","15.63","-21.17","996","147","336","14.76","33.73","-71.71","12","30","569","80","191","14.06","33.57","-55.22","145","51","91","35.17","35.17","-1.7","779","111","257","14.25","14.25","-78.62",
"Farragher, Adam J","4","0","0","0","0","-4","5","0","1","0","20","-5","11","1","3","9.09","27.27","-7.25","17","1","3","5.88","17.65","-13.25","848","89","209","10.5","24.65","-231.8","5","7","484","45","109","9.3","22.52","-123.15","86","33","57","38.37","38.37","9.62","590","68","156","11.53","11.53","-134.25",
"Feilden, Sam","1","0","0","0","0","-1","2","0","0","0","0","-2","2","0","0","0","0","-2","4","0","0","0","0","-4","149","11","40","7.38","26.85","-61.75","24","9","78","4","15","5.13","19.23","-47.75","8","2","6","25","25","-2.25","130","10","36","7.69","7.69","-55.75",
"Fisher, Taylor","4","0","1","0","25","-4","4","0","1","0","25","-4","5","0","1","0","20","-5","13","0","3","0","23.08","-13","505","58","161","11.49","31.88","-192.44","15","14","166","16","50","9.64","30.12","-72.21","56","20","34","35.71","35.71","9.32","426","46","136","10.8","10.8","-173.16",
"Foley, Shane","7","1","3","14.29","42.86","-3.5","7","1","3","14.29","42.86","-3.5","7","1","3","14.29","42.86","-3.5","28","4","10","14.29","35.71","-10.5","1229","137","385","11.15","31.33","-210.14","1","6","657","78","202","11.87","30.75","-92.89","158","32","88","20.25","20.25","-67.71","585","55","172","9.4","9.4","-144.27",
"Fraser, Kaiya","1","0","1","0","100","-1","3","2","3","66.67","100","7.5","7","3","4","42.86","57.14","6.75","18","5","7","27.78","38.89","14.75","273","37","96","13.55","35.16","-50.78","3","2","144","17","49","11.81","34.03","-41.17","52","15","29","28.85","28.85","-8.36","239","35","88","14.64","14.64","-39.78",
"Garritty, Billy","1","0","1","0","100","-1","9","0","3","0","33.33","-9","14","0","3","0","21.43","-14","24","1","6","4.17","25","-22","892","101","265","11.32","29.71","26.15","14","24","452","50","128","11.06","28.32","28.91","88","27","51","30.68","30.68","-11.38","658","73","192","11.09","11.09","-142.6",
"Ghiani, Marco","2","0","0","0","0","-2","8","0","3","0","37.5","-8","13","1","5","7.69","38.46","-10.5","29","2","9","6.9","31.03","-21.5","792","98","257","12.37","32.45","-102.15","7","12","543","67","173","12.34","31.86","-204.7","121","42","72","34.71","34.71","2.12","548","75","189","13.69","13.69","-116.28",
"Gibson, Anna","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100","6","15","6","15","-32.62","100","20","67","2","6","2.99","8.96","-35","6","1","2","16.67","16.67","-3.62","98","6","14","6.12","6.12","-30.62",
"Gray, S A","2","1","1","50","50","0.38","5","1","1","20","20","-2.62","13","1","4","7.69","30.77","-10.62","26","2","6","7.69","23.08","-20.37","730","65","184","8.9","25.21","-116.44","1","2","344","35","91","10.17","26.45","-60.02","47","16","31","34.04","34.04","-0.47","504","39","119","7.74","7.74","-81.84",
"Greatrex, Edward","3","2","3","66.67","100","9.5","8","2","3","25","37.5","4.5","8","2","3","25","37.5","4.5","12","2","4","16.67","33.33","0.5","137","25","49","18.25","35.77","173.33","1","1","137","25","49","18.25","35.77","173.33","18","6","10","33.33","33.33","-0.17","82","18","34","21.95","21.95","164.83",
"Gunn, Molly","1","0","1","0","100","-1","1","0","1","0","100","-1","1","0","1","0","100","-1","4","0","2","0","50","-4","164","13","32","7.93","19.51","-2.02","16","5","112","10","24","8.93","21.43","3.98","4","1","1","25","25","-2.27","129","8","24","6.2","6.2","-7.27",
"Hardie, Cameron","3","0","0","0","0","-3","8","2","3","25","37.5","22","20","3","4","15","20","13.25","32","3","5","9.38","15.63","1.25","1609","61","267","3.79","16.59","-893.63","2","4","790","28","117","3.54","14.81","-375.42","46","6","22","13.04","13.04","-30.71","1280","49","222","3.83","3.83","-782.62",
"Harding, Brian","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2559","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"Hart, Jason","3","0","1","0","33.33","-3","11","1","3","9.09","27.27","-7.75","24","2","5","8.33","20.83","-5.75","45","4","10","8.89","22.22","-21.24","1911","217","625","11.36","32.71","-482.57","2","9","975","98","300","10.05","30.77","-311.32","289","82","168","28.37","28.37","-43.64","1407","155","456","11.02","11.02","-338.34",
"Hassett, M W","2","1","1","50","50","8","2","1","1","50","50","8","2","1","1","50","50","8","16","2","4","12.5","25","1.5","419","46","127","10.98","30.31","-47.54","1","2","323","40","101","12.38","31.27","9.21","49","12","28","24.49","24.49","-2.87","347","43","111","12.39","12.39","8.71",
"Havlin, Robert","1","0","0","0","0","-1","4","2","2","50","50","5.75","8","3","4","37.5","50","4.5","17","6","8","35.29","47.06","6.13","1202","188","452","15.64","37.6","-240.91","2","2","603","85","217","14.1","35.99","-135.96","192","78","128","40.63","40.63","-0.39","705","108","261","15.32","15.32","-102.99",
"Hayes, C D","5","0","3","0","60","-5","5","0","3","0","60","-5","14","0","5","0","35.71","-14","34","1","9","2.94","26.47","-21","1344","104","379","7.74","28.2","-702.64","13","32","635","48","169","7.56","26.61","-308.13","137","34","80","24.82","24.82","-47.42","728","50","191","6.87","6.87","-353.18",
"Heard, Tyler","2","0","0","0","0","-2","3","0","0","0","0","-3","4","0","0","0","0","-4","12","1","1","8.33","8.33","1","318","25","80","7.86","25.16","-83.78","10","8","228","21","65","9.21","28.51","-21.78","20","7","12","35","35","2.14","236","17","54","7.2","7.2","-93.66",
"Heffernan, J A","3","0","0","0","0","-3","3","0","0","0","0","-3","14","0","1","0","7.14","-14","33","2","6","6.06","18.18","-24.5","1078","108","290","10.02","26.9","-223.75","8","16","502","44","131","8.76","26.1","-119.89","104","41","78","39.42","39.42","6.89","516","27","108","5.23","5.23","-213.16",
"Hitchcott, Sam","0","0","0","0","0","0","2","0","0","0","0","-2","4","0","1","0","25","-4","10","1","3","10","30","13","167","7","33","4.19","19.76","-106.37","10","9","77","3","12","3.9","15.58","-41.37","5","1","3","20","20","-2.37","98","3","18","3.06","3.06","-60",
"Hornby, Rob","5","1","1","20","20","1.5","12","3","4","25","33.33","9.5","18","5","7","27.78","38.89","21.25","33","7","12","21.21","36.36","14.5","1306","128","346","9.8","26.49","-301.59","1","3","643","61","163","9.49","25.35","-185.04","136","32","77","23.53","23.53","-51.46","795","81","213","10.19","10.19","-107.31",
"Howarth, Christian","0","0","0","0","0","0","1","0","1","0","100","-1","2","0","1","0","50","-2","10","0","2","0","20","-10","479","29","100","6.05","20.88","-144.34","22","15","258","12","45","4.65","17.44","-180.92","25","5","10","20","20","-11.67","394","24","87","6.09","6.09","-99.17",
"Hutchinson, Callum","2","0","1","0","50","-2","5","0","1","0","20","-5","8","0","1","0","12.5","-8","18","3","4","16.67","22.22","1","538","52","130","9.67","24.16","-132.35","10","11","325","28","78","8.62","24","-96.47","34","9","17","26.47","26.47","-1.19","431","46","110","10.67","10.67","-95.18",
"Jamin, Pierre-Louis","2","1","1","50","50","-0.2","6","1","1","16.67","16.67","-4.2","8","1","1","12.5","12.5","-6.2","13","1","2","7.69","15.38","-11.2","408","50","124","12.25","30.39","-93.35","1","2","214","26","60","12.15","28.04","-33.24","43","16","31","37.21","37.21","-0.68","250","25","78","10","10","-65.46",
"Jary, Alex","1","0","1","0","100","-1","2","0","1","0","50","-2","4","0","2","0","50","-4","11","1","4","9.09","36.36","-6.67","364","27","84","7.42","23.08","-152.64","10","5","217","17","47","7.83","21.66","-77.22","20","4","10","20","20","-8.05","314","24","75","7.64","7.64","-118.17",
"Johnson, Richard","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","-1","1272","19","1","0","0","0","0","-1","0","0","0","0","0","0","0","0","0","0","0","0",
"Jones, Ethan","2","0","0","0","0","-2","3","0","0","0","0","-3","4","0","0","0","0","-4","10","0","0","0","0","-10","222","22","67","9.91","30.18","-100.85","28","21","204","21","61","10.29","29.9","-91.35","21","8","15","38.1","38.1","0.49","194","19","60","9.79","9.79","-84.05",
"Joyce, Wesley","3","0","0","0","0","-3","3","0","0","0","0","-3","8","0","1","0","12.5","-8","21","2","3","9.52","14.29","-8","400","35","94","8.75","23.5","-109.04","9","12","360","30","81","8.33","22.5","-102.29","28","9","17","32.14","32.14","3.46","302","31","79","10.26","10.26","-81.54",
"Kavanagh, Ryan","2","0","0","0","0","-2","2","0","0","0","0","-2","3","0","0","0","0","-3","5","0","2","0","40","-5","78","5","18","6.41","23.08","-47.73","23","10","59","4","15","6.78","25.42","-34.23","3","1","2","33.33","33.33","-1.56","69","5","17","7.25","7.25","-38.73",
"Keane, C T","7","1","2","14.29","28.57","-4.8","8","1","3","12.5","37.5","-5.8","17","2","9","11.76","52.94","-10.3","40","3","13","7.5","32.5","-29.8","1615","226","581","13.99","35.98","-355.01","1","7","800","120","296","15","37","-157.97","339","99","193","29.2","29.2","-59.13","824","101","270","12.26","12.26","-144.98",
"Keeley, Aidan","3","0","2","0","66.67","-3","4","0","2","0","50","-4","4","0","2","0","50","-4","8","0","3","0","37.5","-8","643","69","187","10.73","29.08","-124.96","16","12","297","39","96","13.13","32.32","-63.25","46","19","30","41.3","41.3","4.88","539","59","165","10.95","10.95","-126.9",
"Keenan, Darragh","3","0","0","0","0","-3","6","0","1","0","16.67","-6","8","0","1","0","12.5","-8","25","2","6","8","24","-18.75","910","67","185","7.36","20.33","-244.61","12","19","415","32","92","7.71","22.17","-176.61","48","17","26","35.42","35.42","0.43","604","49","141","8.11","8.11","-112.7",
"Keniry, L P","2","0","0","0","0","-2","3","0","0","0","0","-3","6","1","1","16.67","16.67","-1.67","19","2","7","10.53","36.84","-6.67","569","39","108","6.85","18.98","-152.33","5","5","344","24","66","6.98","19.19","-159.93","18","6","8","33.33","33.33","-5.24","391","27","83","6.91","6.91","-123.34",
"Kennedy, K G","2","0","0","0","0","-2","2","0","0","0","0","-2","7","0","0","0","0","-7","23","0","3","0","13.04","-23","224","26","64","11.61","28.57","-20.86","15","24","224","26","64","11.61","28.57","-20.86","32","10","17","31.25","31.25","3.31","201","24","56","11.94","11.94","-3.76",
"Kingscote, Richard","1","0","0","0","0","-1","5","1","1","20","20","6","6","1","2","16.67","33.33","5","18","1","3","5.56","16.67","-7","1219","132","414","10.83","33.96","-467.96","3","4","588","56","187","9.52","31.8","-242.89","195","55","116","28.21","28.21","-51.49","735","78","241","10.61","10.61","-264.61",
"Kirrane, Sean","3","0","0","0","0","-3","5","0","1","0","20","-5","8","0","1","0","12.5","-8","15","1","3","6.67","20","-7.5","590","62","167","10.51","28.31","-51.76","12","9","303","31","85","10.23","28.05","-14.12","44","11","24","25","25","-5.01","488","58","152","11.89","11.89","11.04",
"Larson, Frederick","2","1","1","50","50","-0.6","3","1","2","33.33","66.67","-1.6","7","1","3","14.29","42.86","-5.6","15","2","4","13.33","26.67","-6.6","451","42","130","9.31","28.82","-164.72","1","2","159","12","43","7.55","27.04","-75.01","54","10","31","18.52","18.52","-33.18","364","33","107","9.07","9.07","-122.77",
"Leavy, Mr Joe","2","0","1","0","50","-2","8","0","4","0","50","-8","12","1","6","8.33","50","-8.5","32","6","16","18.75","50","16.63","454","54","161","11.89","35.46","0.38","5","11","367","48","136","13.08","37.06","-11.62","40","13","24","32.5","32.5","1.09","392","44","142","11.22","11.22","-8.41",
"Lee, Clifford","3","0","0","0","0","-3","7","0","1","0","14.29","-7","13","1","3","7.69","23.08","-3.5","24","3","6","12.5","25","0","1333","174","442","13.05","33.16","-340.54","6","8","676","91","225","13.46","33.28","-168.05","196","65","114","33.16","33.16","-18.82","818","101","236","12.35","12.35","-139.62",
"Lee, W J","6","0","0","0","0","-6","6","0","0","0","0","-6","19","4","7","21.05","36.84","-5.15","41","9","17","21.95","41.46","-8.1","1301","181","466","13.91","35.82","-272.54","4","7","591","100","217","16.92","36.72","-4.24","249","85","157","34.14","34.14","2.66","613","64","203","10.44","10.44","-194.04",
"Lopez, M","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9999","9999","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"Lordan, W M","3","0","1","0","33.33","-3","3","0","1","0","33.33","-3","10","1","3","10","30","-8.09","23","2","8","8.7","34.78","-18.71","592","66","187","11.15","31.59","-209.05","5","10","272","34","85","12.5","31.25","-127.35","86","30","59","34.88","34.88","-8.84","246","17","63","6.91","6.91","-104.99",
"Loughnane, Mr Billy","2","0","1","0","50","-2","14","1","5","7.14","35.71","-8.5","26","1","9","3.85","34.62","-20.5","57","4","22","7.02","38.6","-37.92","1826","253","626","13.86","34.28","-238.82","2","4","1192","154","404","12.92","33.89","-123.38","300","95","169","31.67","31.67","-25.85","1382","192","476","13.89","13.89","-172.66",
"Mangan, Gina","5","1","1","20","20","-2","8","3","3","37.5","37.5","6.33","9","3","3","33.33","33.33","5.33","22","3","4","13.64","18.18","-7.67","544","58","143","10.66","26.29","-89.94","1","3","323","38","92","11.76","28.48","-38.78","52","18","34","34.62","34.62","10.06","421","50","124","11.88","11.88","-27.94",
"Marquand, Tom","7","2","2","28.57","28.57","-2","22","5","7","22.73","31.82","-5.4","32","6","13","18.75","40.63","-12.15","61","16","26","26.23","42.62","26.1","1616","251","574","15.53","35.52","-168.03","1","5","804","125","297","15.55","36.94","-60.41","307","107","181","34.85","34.85","-22.89","946","131","320","13.85","13.85","-121.48",
"Marsh, Finley","2","2","2","100","100","13.33","5","2","2","40","40","10.33","10","3","4","30","40","12.33","25","4","10","16","40","1.66","776","100","242","12.89","31.19","40.67","1","1","516","69","168","13.37","32.56","52.59","91","28","55","30.77","30.77","-8.31","579","80","194","13.82","13.82","-44.59",
"Marshall, Tom Kiely","1","0","0","0","0","-1","5","1","1","20","20","-1","5","1","1","20","20","-1","9","1","4","11.11","44.44","-5","166","9","36","5.42","21.69","-11.17","3","5","97","7","26","7.22","26.8","-40.17","7","2","5","28.57","28.57","1","156","9","34","5.77","5.77","-1.17",
