Jockey,14Day_Runs,14Day_Wins,14Day_Places,14Day_Win_Strike,14Day_Place_Strike,14Day_SP_ProfitLoss,2YR_Runs,2YR_Wins,2YR_Places,2YR_Win_Strike,2YR_Place_Strike,2YR_SP_ProfitLoss,DaysSinceWin,RunsSinceWin,1YR_Runs,1YR_Wins,1YR_Places,1YR_Win_Strike,1YR_Place_Strike,1YR_SP_ProfitLoss,2yr_fav_Runs,2yr_fav_Wins,2yr_fav_Places,2yr_fav_Win_Strike,2yr_fav_Place_Strike,2yr_fav_SP_ProfitLoss,2yr_hcap_Runs,2yr_hcap_Wins,2yr_hcap_Places,2yr_hcap_Win_Strike,2yr_hcap_Place_Strike,2yr_hcap_SP_ProfitLoss,
"Anderson, Joe","2","1","1","50","50","6.5","135","12","35","8.89","25.93","-68.25","9","1","55","5","15","9.09","27.27","-29.62","11","3","7","27.27","27.27","-3.5","113","12","32","10.62","10.62","-46.25",
"Andrews, Bridget","10","1","3","10","30","24","242","28","60","11.57","24.79","-70.75","5","7","106","11","26","10.38","24.53","-17.91","30","13","19","43.33","43.33","2","133","10","27","7.52","7.52","-18.3",
"Atkins, Mr Harry","3","0","0","0","0","-3","12","1","3","8.33","25","-1","155","9","10","1","3","10","30","1","1","0","0","0","0","-1","9","1","1","11.11","11.11","2",
"Bass, David","17","1","1","5.88","5.88","-8.5","498","62","158","12.45","31.73","-138.34","4","7","218","27","65","12.39","29.82","-57.76","80","19","48","23.75","23.75","-33.15","277","31","83","11.19","11.19","-70.04",
"Bellamy, Tom","21","2","3","9.52","14.29","-5.25","845","96","268","11.36","31.72","-238.13","4","13","419","45","132","10.74","31.5","-121.7","89","35","53","39.33","39.33","5.16","511","60","164","11.74","11.74","-142.06",
"Boinville, Nico","17","2","7","11.76","41.18","-14.5","632","137","242","21.68","38.29","-75.51","8","13","258","58","99","22.48","38.37","-41.66","206","86","125","41.75","41.75","-13.34","303","54","99","17.82","17.82","30.4",
"Bowen, Sean P","37","7","13","18.92","35.14","-0.5","1123","217","422","19.32","37.58","62.69","1","1","626","133","250","21.25","39.94","219.15","268","112","172","41.79","41.79","-2.48","737","131","260","17.77","17.77","-34.3",
"Brace, Connor","3","1","2","33.33","66.67","5.5","332","46","94","13.86","28.31","33.74","11","3","171","24","45","14.04","26.32","-43.09","35","15","21","42.86","42.86","11.11","195","31","59","15.9","15.9","43.77",
"Brogan, Kevin","16","1","3","6.25","18.75","-13","535","74","181","13.83","33.83","-67.01","5","12","268","32","81","11.94","30.22","-23.42","95","32","63","33.68","33.68","-13.75","428","62","152","14.49","14.49","-84.51",
"Brooke, Henry","19","2","5","10.53","26.32","-13","675","80","204","11.85","30.22","-248.69","2","2","297","48","104","16.16","35.02","-75.12","83","31","52","37.35","37.35","7.7","433","62","147","14.32","14.32","-143.29",
"Buckley, Tom","9","2","4","22.22","44.44","-2.62","291","32","96","11","32.99","-117.49","9","6","160","19","56","11.88","35","-72.22","42","16","29","38.1","38.1","1.66","215","24","77","11.16","11.16","-65.89",
"Burke, Jonathan","26","1","8","3.85","30.77","-19","891","126","297","14.14","33.33","-184.25","3","5","411","55","143","13.38","34.79","-114.5","116","48","75","41.38","41.38","12.7","544","76","176","13.97","13.97","-109.75",
"Cannon, Tom J","15","2","4","13.33","26.67","-7.12","841","146","296","17.36","35.2","-138.4","9","12","406","76","146","18.72","35.96","-26.99","150","68","99","45.33","45.33","15.27","461","71","138","15.4","15.4","-90.14",
"Collier, Ellis","3","0","0","0","0","-3","92","9","14","9.78","15.22","-18.95","111","23","66","3","5","4.55","7.58","-37","8","4","5","50","50","4.55","78","8","12","10.26","10.26","-17.95",
"Coltherd, Sam W","12","0","2","0","16.67","-12","362","28","90","7.73","24.86","-189.88","31","22","132","7","22","5.3","16.67","-85.42","32","10","18","31.25","31.25","0.54","258","26","74","10.08","10.08","-94.63",
"Davies, James","16","2","6","12.5","37.5","-2.5","527","43","99","8.16","18.79","-83.67","1","3","268","22","55","8.21","20.52","-35.5","21","6","13","28.57","28.57","-3.75","334","32","70","9.58","9.58","1.83",
"Deutsch, Charlie","22","2","4","9.09","18.18","-17.15","564","77","185","13.65","32.8","-174.85","3","3","251","27","70","10.76","27.89","-99.32","120","36","63","30","30","-24.6","404","57","129","14.11","14.11","-100.7",
"Dingle, Rex","21","2","10","9.52","47.62","-1.5","454","68","146","14.98","32.16","50.41","4","9","224","36","73","16.07","32.59","-15.12","71","30","43","42.25","42.25","3.62","249","41","83","16.47","16.47","126.09",
