Jockey,14Day_Runs,14Day_Wins,14Day_Places,14Day_Win_Strike,14Day_Place_Strike,14Day_SP_ProfitLoss,2YR_Runs,2YR_Wins,2YR_Places,2YR_Win_Strike,2YR_Place_Strike,2YR_SP_ProfitLoss,DaysSinceWin,RunsSinceWin,1YR_Runs,1YR_Wins,1YR_Places,1YR_Win_Strike,1YR_Place_Strike,1YR_SP_ProfitLoss,2yr_fav_Runs,2yr_fav_Wins,2yr_fav_Places,2yr_fav_Win_Strike,2yr_fav_Place_Strike,2yr_fav_SP_ProfitLoss,2yr_hcap_Runs,2yr_hcap_Wins,2yr_hcap_Places,2yr_hcap_Win_Strike,2yr_hcap_Place_Strike,2yr_hcap_SP_ProfitLoss,
"Allan, David","37","3","10","8.11","27.03","-19.87","1199","146","378","12.18","31.53","-132.06","7","18","596","67","189","11.24","31.71","-204.99","186","63","114","33.87","33.87","6.76","894","129","303","14.43","14.43","-93.25",
"Anderson, Joe","0","0","0","0","0","0","131","12","36","9.16","27.48","-52","138","10","89","10","26","11.24","29.21","-34","10","3","6","30","30","-2.5","109","12","34","11.01","11.01","-30",
"Armson, Philip","8","0","0","0","0","-8","393","37","105","9.41","26.72","-84.92","17","12","276","28","88","10.14","31.88","-136.25","38","8","23","21.05","21.05","-10.88","352","36","101","10.23","10.23","-55.92",
"Bass, David","2","0","0","0","0","-2","587","96","200","16.35","34.07","-51.49","38","4","252","32","86","12.7","34.13","-64.31","110","40","68","36.36","36.36","-4.32","320","42","96","13.13","13.13","-85.27",
"Bastyan, Mitchell S","3","0","0","0","0","-3","413","49","132","11.86","31.96","-90.61","41","7","208","31","79","14.9","37.98","-39.8","51","17","36","33.33","33.33","-7.69","280","32","98","11.43","11.43","-50.89",
"Beasley, Connor","48","5","14","10.42","29.17","-12.5","1163","149","406","12.81","34.91","-93.27","1","4","724","89","246","12.29","33.98","-59.85","183","50","107","27.32","27.32","-14.67","828","118","313","14.25","14.25","35.67",
"Bellamy, Tom","8","2","3","25","37.5","-0.62","795","98","246","12.33","30.94","-197.2","4","3","408","54","142","13.24","34.8","-139.05","82","36","52","43.9","43.9","15.64","457","58","141","12.69","12.69","-71.89",
"Bowen, Sean P","16","3","6","18.75","37.5","-8.05","1059","210","403","19.83","38.05","-60.01","4","3","547","114","221","20.84","40.4","-31.02","242","111","163","45.87","45.87","37.44","708","136","260","19.21","19.21","1.41",
"Brogan, Kevin","9","1","1","11.11","11.11","-6.5","512","84","192","16.41","37.5","-50.75","8","4","296","52","108","17.57","36.49","-37.63","112","39","70","34.82","34.82","-9.99","423","73","163","17.26","17.26","-15.25",
"Brooke, Henry","10","4","7","40","70","16.5","629","62","176","9.86","27.98","-218.22","3","4","271","27","82","9.96","30.26","-96.26","58","19","35","32.76","32.76","0.99","396","46","118","11.62","11.62","-102.84",
"Burke, Jonathan","4","1","2","25","50","0","866","113","273","13.05","31.52","-195.71","12","3","445","63","139","14.16","31.24","-68.93","105","46","63","43.81","43.81","31.33","539","71","176","13.17","13.17","-103.11",
"Burns, Harry","10","5","8","50","80","17.75","287","35","75","12.2","26.13","-81.7","3","3","188","25","48","13.3","25.53","-44.45","36","8","18","22.22","22.22","-13.95","235","30","63","12.77","12.77","-49.95",
