Jockey,14Day_Runs,14Day_Wins,14Day_Places,14Day_Win_Strike,14Day_Place_Strike,14Day_SP_ProfitLoss,2YR_Runs,2YR_Wins,2YR_Places,2YR_Win_Strike,2YR_Place_Strike,2YR_SP_ProfitLoss,DaysSinceWin,RunsSinceWin,1YR_Runs,1YR_Wins,1YR_Places,1YR_Win_Strike,1YR_Place_Strike,1YR_SP_ProfitLoss,2yr_fav_Runs,2yr_fav_Wins,2yr_fav_Places,2yr_fav_Win_Strike,2yr_fav_Place_Strike,2yr_fav_SP_ProfitLoss,2yr_hcap_Runs,2yr_hcap_Wins,2yr_hcap_Places,2yr_hcap_Win_Strike,2yr_hcap_Place_Strike,2yr_hcap_SP_ProfitLoss,
"Allan, David","51","8","19","15.69","37.25","4.33","1262","154","407","12.2","32.25","-162.08","2","6","599","78","197","13.02","32.89","-159.59","184","62","111","33.7","33.7","5.04","941","132","323","14.03","14.03","-111.25",
"Armson, Philip","16","7","12","43.75","75","22.83","321","31","82","9.66","25.55","-40.21","3","1","215","22","66","10.23","30.7","-102.54","21","5","13","23.81","23.81","-3.84","285","30","79","10.53","10.53","-16.21",
"Atzeni, Andrea","31","9","16","29.03","51.61","11.62","1020","148","381","14.51","37.35","-217.56","1","2","410","64","160","15.61","39.02","-79.03","190","59","121","31.05","31.05","-38.21","529","81","197","15.31","15.31","-86.18",
"Bastyan, Mitchell S","1","1","1","100","100","6.5","397","46","124","11.59","31.23","-82.62","4","1","212","30","77","14.15","36.32","-44.37","45","15","33","33.33","33.33","-6.45","272","30","93","11.03","11.03","-48.52",
"Beasley, Connor","51","9","24","17.65","47.06","26","1066","139","379","13.04","35.55","-74.08","1","3","708","101","250","14.27","35.31","48.75","166","47","99","28.31","28.31","-4.73","756","110","290","14.55","14.55","33.06",
"Beech, Aled J","7","0","0","0","0","-7","231","15","38","6.49","16.45","-124.29","43","20","179","11","29","6.15","16.2","-102.29","10","4","7","40","40","2.38","169","13","33","7.69","7.69","-78.79",
"Bellamy, Tom","8","1","2","12.5","25","-2","784","95","243","12.12","30.99","-192.59","10","4","401","51","134","12.72","33.42","-124.69","82","33","53","40.24","40.24","12.75","449","59","143","13.14","13.14","-63.39",
"Bishop, Charles","19","1","2","5.26","10.53","-16.5","877","67","186","7.64","21.21","-341.65","7","10","299","19","65","6.35","21.74","-88.12","54","18","33","33.33","33.33","-0.01","528","36","108","6.82","6.82","-206.29",
"Brassil, C","16","2","7","12.5","43.75","2","61","4","13","6.56","21.31","-20","1","1","31","3","12","9.68","38.71","-3","3","0","2","0","0","-3","30","3","9","10","10","-1",
"Brett, Tommy N","3","0","0","0","0","-3","212","8","40","3.77","18.87","-74.17","61","21","97","4","19","4.12","19.59","0.33","6","0","1","0","0","-6","126","3","24","2.38","2.38","-104.17",
"Brogan, Kevin","10","2","4","20","40","-2.25","475","81","185","17.05","38.95","-25","4","1","287","54","117","18.82","40.77","-16","104","37","66","35.58","35.58","-7.74","390","70","156","17.95","17.95","6.5",
"Brookes, Aiden","7","1","1","14.29","14.29","2","139","11","34","7.91","24.46","-33","7","2","103","10","27","9.71","26.21","-5.5","10","1","5","10","10","-6.5","119","11","32","9.24","9.24","-13",
"Buick, William","58","16","36","27.59","62.07","2.3","1691","369","752","21.82","44.47","-42.33","2","2","832","192","376","23.08","45.19","35.56","538","208","356","38.66","38.66","1.27","936","169","357","18.06","18.06","-117.9",
