Jockey,1Day_Runs,1Day_Wins,1Day_Places,1Day_Win_Strike,1Day_Place_Strike,1Day_SP_ProfitLoss,3Day_Runs,3Day_Wins,3Day_Places,3Day_Win_Strike,3Day_Place_Strike,3Day_SP_ProfitLoss,7Day_Runs,7Day_Wins,7Day_Places,7Day_Win_Strike,7Day_Place_Strike,7Day_SP_ProfitLoss,14Day_Runs,14Day_Wins,14Day_Places,14Day_Win_Strike,14Day_Place_Strike,14Day_SP_ProfitLoss,2YR_Runs,2YR_Wins,2YR_Places,2YR_Win_Strike,2YR_Place_Strike,2YR_SP_ProfitLoss,DaysSinceWin,RunsSinceWin,1YR_Runs,1YR_Wins,1YR_Places,1YR_Win_Strike,1YR_Place_Strike,1YR_SP_ProfitLoss,2yr_fav_Runs,2yr_fav_Wins,2yr_fav_Places,2yr_fav_Win_Strike,2yr_fav_Place_Strike,2yr_fav_SP_ProfitLoss,2yr_hcap_Runs,2yr_hcap_Wins,2yr_hcap_Places,2yr_hcap_Win_Strike,2yr_hcap_Place_Strike,2yr_hcap_SP_ProfitLoss,
"Egan, David","5","0","2","0","40","-5","15","0","5","0","33.33","-15","26","4","13","15.38","50","-11","48","7","21","14.58","43.75","-16","1574","187","506","11.88","32.15","-356.98","4","18","762","96","243","12.6","31.89","-77.13","168","56","107","33.33","33.33","-7.22","944","107","283","11.33","11.33","-133.47",
"Fanning, Joe","5","0","0","0","0","-5","8","0","1","0","12.5","-8","14","2","3","14.29","21.43","-3.17","43","4","14","9.3","32.56","-23.42","978","147","334","15.03","34.15","-53.71","5","12","564","81","192","14.36","34.04","-48.12","145","51","91","35.17","35.17","-1.7","764","111","255","14.53","14.53","-63.62",
"Farragher, Adam J","1","0","0","0","0","-1","1","0","0","0","0","-1","6","0","0","0","0","-6","17","1","3","5.88","17.65","-11","841","88","208","10.46","24.73","-228.55","12","14","482","45","110","9.34","22.82","-121.4","84","32","56","38.1","38.1","7.87","584","67","155","11.47","11.47","-132",
"Featherstone, Mr William","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","-1","45","5","14","11.11","31.11","-4.15","50","3","28","2","9","7.14","32.14","-8","5","1","3","20","20","-2.9","41","5","14","12.2","12.2","-0.15",
"Fentiman, Duran","4","1","3","25","75","5","8","1","3","12.5","37.5","1","12","1","4","8.33","33.33","-3","29","3","9","10.34","31.03","-5.5","630","31","116","4.92","18.41","-247.06","1","2","304","24","69","7.89","22.7","-13.59","24","3","11","12.5","12.5","-17.22","514","29","102","5.64","5.64","-138.59",
"Frost, Miss Lauren","0","0","0","0","0","0","1","0","0","0","0","-1","1","0","0","0","0","-1","3","0","0","0","0","-3","14","1","2","7.14","14.29","-10.5","122","11","14","1","2","7.14","14.29","-10.5","1","1","1","100","100","2.5","14","1","2","7.14","7.14","-10.5",
"Gale, Miss Elizabeth","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","-2","106","9","36","8.49","33.96","-70.65","49","6","70","6","23","8.57","32.86","-46.4","10","4","8","40","40","1.85","97","9","35","9.28","9.28","-61.65",
"Garritty, Billy","2","0","2","0","100","-2","5","0","2","0","40","-5","10","1","3","10","30","-8","19","2","6","10.53","31.58","-8","885","101","264","11.41","29.83","33.15","7","10","444","51","128","11.49","28.83","40.66","87","27","51","31.03","31.03","-10.38","651","73","190","11.21","11.21","-135.6",
"Garritty, Jack","2","0","1","0","50","-2","4","0","1","0","25","-4","7","0","1","0","14.29","-7","11","1","3","9.09","27.27","12","438","40","135","9.13","30.82","-150.74","10","10","212","16","64","7.55","30.19","-83.62","49","12","30","24.49","24.49","-8.24","311","33","102","10.61","10.61","-59.12",
"Germany, Stephanie","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","-1","13","3","4","23.08","30.77","1.5","26","3","11","3","4","27.27","36.36","3.5","3","2","2","66.67","66.67","5.5","13","3","4","23.08","23.08","1.5",
"Ghiani, Marco","0","0","0","0","0","0","4","0","2","0","50","-4","16","1","4","6.25","25","-11","25","2","7","8","28","-14","779","97","252","12.45","32.35","-91.65","6","14","540","66","169","12.22","31.3","-204.2","119","41","71","34.45","34.45","1.62","539","75","186","13.91","13.91","-107.28",
"Gingell, Mr Frederick","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","4","4","100","100","4.61","270","46","108","17.04","40","-36.56","8","1","189","34","68","17.99","35.98","-10.79","61","20","34","32.79","32.79","-12.81","231","35","89","15.15","15.15","-43.17",
"Goldstein, Marc","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","-1","3","0","1","0","33.33","-3","189","18","55","9.52","29.1","36.83","142","38","118","7","34","5.93","28.81","-63","9","3","5","33.33","33.33","1","110","14","41","12.73","12.73","93.75",
"Gray, S A","6","0","0","0","0","-6","7","0","0","0","0","-7","13","1","2","7.69","15.38","-9.75","21","1","3","4.76","14.29","-17.75","722","64","180","8.86","24.93","-110.82","4","9","338","34","88","10.06","26.04","-56.4","46","15","30","32.61","32.61","-1.85","499","39","117","7.82","7.82","-76.84",
"Hammond, Charlie","3","0","0","0","0","-3","4","0","0","0","0","-4","4","0","0","0","0","-4","8","0","1","0","12.5","-8","571","71","164","12.43","28.72","-140.71","17","9","279","38","87","13.62","31.18","-83.42","48","19","32","39.58","39.58","4.5","407","49","119","12.04","12.04","-84.81",
"Hardie, Cameron","4","0","0","0","0","-4","5","0","0","0","0","-5","12","0","1","0","8.33","-12","32","0","2","0","6.25","-32","1599","58","264","3.63","16.51","-916.88","24","58","786","25","114","3.18","14.5","-404.67","46","6","22","13.04","13.04","-30.71","1273","46","219","3.61","3.61","-808.87",
"Hart, Jason","6","1","1","16.67","16.67","-3.37","13","1","3","7.69","23.08","-10.37","21","2","5","9.52","23.81","-15.49","56","4","20","7.14","35.71","-40.99","1903","219","627","11.51","32.95","-467.07","1","3","974","99","304","10.16","31.21","-311.5","289","83","169","28.72","28.72","-41.14","1399","155","456","11.08","11.08","-328.59",
"Haynes, Joey","5","0","2","0","40","-5","9","0","4","0","44.44","-9","10","0","4","0","40","-10","17","0","5","0","29.41","-17","548","37","112","6.75","20.44","-236.4","23","30","280","19","61","6.79","21.79","-83.49","26","8","16","30.77","30.77","-1.48","391","33","94","8.44","8.44","-101.73",
"Hogan, D E","5","1","1","20","20","4","5","1","1","20","20","4","11","2","2","18.18","18.18","6","21","3","4","14.29","19.05","11","818","82","241","10.02","29.46","0.24","1","2","459","49","134","10.68","29.19","-20.06","64","19","38","29.69","29.69","-3.83","576","65","182","11.28","11.28","8.3",
"Jary, Alex","0","0","0","0","0","0","2","1","2","50","100","2.33","7","1","2","14.29","28.57","-2.67","12","2","5","16.67","41.67","-5.47","362","27","83","7.46","22.93","-150.64","3","1","217","17","45","7.83","20.74","-77.22","20","4","10","20","20","-8.05","311","24","74","7.72","7.72","-115.17",
"Johns, Alan","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","100","-1","335","30","84","8.96","25.07","-86.71","148","30","155","9","36","5.81","23.23","-90","26","7","10","26.92","26.92","-2.42","241","27","70","11.2","11.2","-23.21",
"Keighley, Miss A M","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","35","5","18","14.29","51.43","-5.25","72","3","18","2","12","11.11","66.67","-4.5","9","2","4","22.22","22.22","-5.25","35","5","18","14.29","14.29","-5.25",
"Keighley, Mr Freddie","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","11","0","2","0","18.18","-11","9999","9999","11","0","2","0","18.18","-11","1","0","1","0","0","-1","9","0","2","0","0","-9",
"Kendrick, Max J P","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","124","3","12","2.42","9.68","-85","526","51","35","0","2","0","5.71","-35","1","0","0","0","0","-1","75","3","10","4","4","-36",
"Kimber, Harry","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","-1","375","50","106","13.33","28.27","-81.31","150","41","179","22","44","12.29","24.58","-52.09","45","22","28","48.89","48.89","26.99","290","48","99","16.55","16.55","-1.64",
"Lander, Mr Jack","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","17","2","6","11.76","35.29","-3","408","8","5","0","2","0","40","-5","4","0","2","0","0","-4","16","2","5","12.5","12.5","-2",
"Lee, Clifford","3","1","1","33.33","33.33","4","3","1","1","33.33","33.33","4","11","2","3","18.18","27.27","3.5","20","3","5","15","25","1","1330","175","444","13.16","33.38","-335.04","1","1","676","91","225","13.46","33.28","-175.45","197","66","116","33.5","33.5","-15.32","815","101","238","12.39","12.39","-141.62",
"Maggs, Mr Charlie","0","0","0","0","0","0","1","0","0","0","0","-1","1","0","0","0","0","-1","1","0","0","0","0","-1","89","9","25","10.11","28.09","-15.25","18","5","69","7","17","10.14","24.64","-6.75","10","0","3","0","0","-10","82","9","22","10.98","10.98","-8.25",
"Marquand, Tom","6","3","3","50","50","9","13","6","6","46.15","46.15","35","29","10","13","34.48","44.83","38.25","50","14","24","28","48","35.25","1606","247","568","15.38","35.37","-149.38","1","1","803","125","294","15.57","36.61","-49.26","299","104","175","34.78","34.78","-21.11","944","131","316","13.88","13.88","-101.73",
"Mason, Joanna","1","0","0","0","0","-1","4","0","0","0","0","-4","11","1","3","9.09","27.27","-1","33","3","9","9.09","27.27","-6","979","109","306","11.13","31.26","-150.62","5","10","597","74","197","12.4","33","-14.86","104","22","54","21.15","21.15","-33.53","826","95","272","11.5","11.5","-119.94",
"McDonald, P J","5","1","2","20","40","-3","10","1","4","10","40","-8","16","2","7","12.5","43.75","-10.87","36","7","15","19.44","41.67","33.51","949","115","326","12.12","34.35","-121.81","1","4","411","55","153","13.38","37.23","67.54","117","38","69","32.48","32.48","-15.6","632","73","198","11.55","11.55","-61.22",
"McLernon, R P","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","0","1","0","16.67","-6","594","64","140","10.77","23.57","-214.28","15","10","350","41","82","11.71","23.43","-135.19","60","28","43","46.67","46.67","13.46","418","50","105","11.96","11.96","-112.55",
"McManoman, Faye","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","-3","459","29","92","6.32","20.04","-155.37","38","27","195","11","38","5.64","19.49","-114.87","18","3","9","16.67","16.67","-8","363","26","82","7.16","7.16","-72.17",
"Millman, Mr P","0","0","0","0","0","0","1","0","1","0","100","-1","1","0","1","0","100","-1","3","1","2","33.33","66.67","1.5","40","9","13","22.5","32.5","37","9","2","23","6","8","26.09","34.78","40","5","2","3","40","40","2","40","9","13","22.5","22.5","37",
"Morgan, Mr Beau","1","0","0","0","0","-1","1","0","0","0","0","-1","2","1","1","50","50","2.5","3","1","2","33.33","66.67","1.5","180","24","64","13.33","35.56","-85.06","7","2","100","7","31","7","31","-74.87","32","14","25","43.75","43.75","4.19","142","16","48","11.27","11.27","-70.2",
"Mullen, Andrew","3","0","0","0","0","-3","4","0","0","0","0","-4","12","0","3","0","25","-12","30","0","5","0","16.67","-30","1133","98","283","8.65","24.98","-344.83","16","33","573","45","131","7.85","22.86","-170.81","84","22","52","26.19","26.19","-21.07","889","81","225","9.11","9.11","-218.28",
"Murphy, Oisin","8","1","2","12.5","25","-4.75","13","1","4","7.69","30.77","-9.75","28","3","11","10.71","39.29","-20.88","70","16","35","22.86","50","-13.16","1840","351","828","19.08","45","-225.43","1","5","1100","224","536","20.36","48.73","-102.36","537","179","341","33.33","33.33","-40.31","1115","188","447","16.86","16.86","-236.41",
"Nicholls, Mia","1","0","1","0","100","-1","3","0","1","0","33.33","-3","4","0","1","0","25","-4","7","0","1","0","14.29","-7","279","27","66","9.68","23.66","-54.52","38","22","169","12","35","7.1","20.71","-49.97","21","6","9","28.57","28.57","-5.73","259","26","65","10.04","10.04","-55.52",
"ONeill, Jonjo (Jr)","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","100","-1","6","0","2","0","33.33","-6","821","117","274","14.25","33.37","-310.17","18","8","402","53","130","13.18","32.34","-152.15","155","58","95","37.42","37.42","-25.83","469","58","128","12.37","12.37","-162.13",
"Orr, Oisin","6","0","1","0","16.67","-6","12","0","4","0","33.33","-12","19","1","7","5.26","36.84","-10.5","44","4","13","9.09","29.55","-20.87","1124","136","374","12.1","33.27","-343.68","5","16","618","73","186","11.81","30.1","-200.54","149","47","81","31.54","31.54","-3.48","783","85","239","10.86","10.86","-254.26",
"Parker, Miss C","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","1","1","33.33","33.33","3.5","5","1","1","20","20","1.5","13","3","5","1","1","20","20","1.5","0","0","0","0","0","0","5","1","1","20","20","1.5",
"Peate, Jonny","1","0","0","0","0","-1","3","1","1","33.33","33.33","8","3","1","1","33.33","33.33","8","11","3","4","27.27","36.36","7.58","697","62","179","8.9","25.68","-230.04","2","2","361","32","99","8.86","27.42","-90.37","59","18","37","30.51","30.51","-3.61","585","58","157","9.91","9.91","-139.54",
"Pinchin, Miss L M","1","0","0","0","0","-1","2","0","0","0","0","-2","3","0","0","0","0","-3","4","0","0","0","0","-4","395","41","103","10.38","26.08","-156.69","86","27","232","19","54","8.19","23.28","-115.26","39","12","17","30.77","30.77","-3.43","293","32","80","10.92","10.92","-91.73",
"Powell, Brendan","0","0","0","0","0","0","1","0","0","0","0","-1","2","0","0","0","0","-2","9","1","2","11.11","22.22","-4.5","884","73","245","8.26","27.71","-448.14","8","3","422","33","108","7.82","25.59","-234.63","73","25","44","34.25","34.25","2.4","587","60","179","10.22","10.22","-218.48",
"Pyle, William","1","0","0","0","0","-1","2","0","0","0","0","-2","4","0","0","0","0","-4","11","2","2","18.18","18.18","29","440","41","122","9.32","27.73","-143.25","8","5","252","26","69","10.32","27.38","-41.66","47","11","32","23.4","23.4","-5.58","361","35","100","9.7","9.7","-94.25",
"Quinn, Caoilin","1","0","0","0","0","-1","1","0","0","0","0","-1","2","0","1","0","50","-2","2","0","1","0","50","-2","423","56","151","13.24","35.7","-101.3","56","7","200","32","80","16","40","3.33","63","18","38","28.57","28.57","-13.42","333","44","127","13.21","13.21","-49.97",
"Reddington, Mr J","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","1","0","50","-2","57","3","10","5.26","17.54","-14.67","31","3","13","1","2","7.69","15.38","16","0","0","0","0","0","0","7","0","1","0","0","-7",
"Robinson, Ben","1","0","0","0","0","-1","3","0","0","0","0","-3","7","0","1","0","14.29","-7","22","5","7","22.73","31.82","5.25","652","59","180","9.05","27.61","-163.42","9","10","355","31","97","8.73","27.32","-113.83","43","15","27","34.88","34.88","4.96","493","50","150","10.14","10.14","-77.18",
"Rodriguez, Callum","5","1","1","20","20","0","13","3","4","23.08","30.77","0.75","15","3","4","20","26.67","-1.25","26","6","11","23.08","42.31","-4.64","730","128","298","17.53","40.82","-90.16","1","4","395","75","176","18.99","44.56","-50.99","166","61","98","36.75","36.75","-1.16","507","88","212","17.36","17.36","-25.9",
"Ryan, Rossa","8","1","3","12.5","37.5","-3","16","4","8","25","50","-2.38","30","8","12","26.67","40","3.37","60","9","19","15","31.67","-22.13","2227","388","888","17.42","39.87","94.48","1","2","1250","222","498","17.76","39.84","-63.22","486","174","320","35.8","35.8","11.33","1482","254","574","17.14","17.14","-53.54",
"Sangster, Mr Ned","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","16","1","3","6.25","18.75","-12.75","46","6","15","1","3","6.67","20","-11.75","5","1","2","20","20","-1.75","16","1","3","6.25","6.25","-12.75",
"Scholfield, Nick","1","0","0","0","0","-1","3","0","0","0","0","-3","3","0","0","0","0","-3","5","0","0","0","0","-5","552","47","142","8.51","25.72","-192.58","44","21","363","23","86","6.34","23.69","-192.64","48","14","29","29.17","29.17","-6.49","336","36","91","10.71","10.71","-36.48",
"Scott, Rowan","5","0","2","0","40","-5","8","1","4","12.5","50","5","20","1","6","5","30","-7","36","4","12","11.11","33.33","-6.25","909","74","262","8.14","28.82","-372.97","2","6","497","42","145","8.45","29.18","-184.75","59","13","33","22.03","22.03","-15.51","675","61","205","9.04","9.04","-216.59",
"Sexton, Ryan","3","1","1","33.33","33.33","5.5","5","1","2","20","40","3.5","8","1","2","12.5","25","0.5","16","1","3","6.25","18.75","-7.5","769","72","204","9.36","26.53","-170.55","1","1","406","35","102","8.62","25.12","-55.24","66","15","36","22.73","22.73","-18.42","641","64","176","9.98","9.98","-95.35",
"Shepherd, Callum","4","0","0","0","0","-4","6","0","0","0","0","-6","16","3","4","18.75","25","-3.5","41","5","9","12.2","21.95","-24.31","1432","167","450","11.66","31.42","-229.17","5","11","890","106","278","11.91","31.24","-153.6","165","57","97","34.55","34.55","1.05","969","121","321","12.49","12.49","-161.71",
"Sheppard, Stan","0","0","0","0","0","0","1","0","0","0","0","-1","1","0","0","0","0","-1","2","0","0","0","0","-2","414","68","160","16.43","38.65","124.69","74","16","216","36","89","16.67","41.2","152.01","87","32","58","36.78","36.78","-2.47","276","51","125","18.48","18.48","-28.48",
"Shoemark, Kieran","7","0","2","0","28.57","-7","14","0","3","0","21.43","-14","24","1","6","4.17","25","-14","42","8","14","19.05","33.33","-4.87","1109","142","361","12.8","32.55","-174.52","4","15","696","95","243","13.65","34.91","-40.16","140","49","79","35","35","-4.77","645","80","204","12.4","12.4","4.75",
"Smith, Becky","0","0","0","0","0","0","1","0","1","0","100","-1","1","0","1","0","100","-1","2","0","1","0","50","-2","94","5","21","5.32","22.34","-65.75","31","5","26","3","9","11.54","34.62","-9.25","12","2","7","16.67","16.67","-5.25","83","5","19","6.02","6.02","-54.75",
"Stones, Lewis","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","245","29","70","11.84","28.57","-48.04","49","3","111","10","28","9.01","25.23","-51.62","26","9","17","34.62","34.62","2.63","194","22","54","11.34","11.34","-21.92",
"Sullivan, James P","4","2","2","50","50","9.5","8","2","3","25","37.5","5.5","14","2","4","14.29","28.57","-0.5","24","2","7","8.33","29.17","-10.5","900","73","226","8.11","25.11","-299.92","1","3","478","36","106","7.53","22.18","-212.42","54","15","27","27.78","27.78","-0.25","762","63","195","8.27","8.27","-263.04",
"Swift, Mr Dale","1","0","0","0","0","-1","1","0","0","0","0","-1","4","0","0","0","0","-4","11","4","5","36.36","45.45","17.83","467","43","111","9.21","23.77","-92.85","8","5","211","21","49","9.95","23.22","-25.96","26","9","13","34.62","34.62","2.69","384","38","95","9.9","9.9","-35.81",
"Tidball, Jay","1","0","0","0","0","-1","1","0","0","0","0","-1","1","0","0","0","0","-1","1","0","0","0","0","-1","145","14","34","9.66","23.45","-39.98","277","34","45","1","6","2.22","13.33","-41","11","3","5","27.27","27.27","-5.31","101","11","26","10.89","10.89","-28.23",
"Tregoning, Miss Alice","0","0","0","0","0","0","1","0","1","0","100","-1","1","0","1","0","100","-1","2","0","1","0","50","-2","9","1","3","11.11","33.33","-5.75","419","9","6","0","2","0","33.33","-6","1","1","1","100","100","2.25","9","1","3","11.11","11.11","-5.75",
"Tudhope, Daniel","7","2","4","28.57","57.14","3.5","17","4","6","23.53","35.29","0.5","22","5","8","22.73","36.36","0","40","9","18","22.5","45","-4.25","1263","196","470","15.52","37.21","-255.95","1","3","669","113","267","16.89","39.91","-105.23","272","93","166","34.19","34.19","1.05","795","102","279","12.83","12.83","-217.67",
"Tudor, Jack","1","0","0","0","0","-1","1","0","0","0","0","-1","5","0","0","0","0","-5","11","0","1","0","9.09","-11","684","82","181","11.99","26.46","-137.25","17","12","405","52","112","12.84","27.65","-98.62","78","31","46","39.74","39.74","10.96","483","63","128","13.04","13.04","-89.58",
"Twiston-Davies, Sam","1","1","1","100","100","1.88","5","3","4","60","80","6.5","7","3","4","42.86","57.14","4.5","15","5","10","33.33","66.67","1.92","1271","184","465","14.48","36.59","-189.3","1","1","621","98","244","15.78","39.29","-93.49","233","74","135","31.76","31.76","-34.26","803","117","281","14.57","14.57","8.39",
"Walker, Mr S","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","1","2","33.33","66.67","-0.75","61","11","24","18.03","39.34","-12.92","13","3","33","5","13","15.15","39.39","-4.75","17","5","10","29.41","29.41","-3.92","61","11","24","18.03","18.03","-12.92",
"Wedge, Adam","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","-3","8","1","2","12.5","25","-3.5","757","70","175","9.25","23.12","-236.94","12","7","301","26","72","8.64","23.92","-66.18","57","18","33","31.58","31.58","1.27","528","50","124","9.47","9.47","-162.02",
"Whelan, Trevor","4","0","1","0","25","-4","8","0","2","0","25","-8","14","0","2","0","14.29","-14","25","1","5","4","20","-10","889","74","208","8.32","23.4","-241.95","8","15","454","44","110","9.69","24.23","-130.51","51","22","35","43.14","43.14","8.59","570","54","142","9.47","9.47","-148.45",
