Jockey,14Day_Runs,14Day_Wins,14Day_Places,14Day_Win_Strike,14Day_Place_Strike,14Day_SP_ProfitLoss,2YR_Runs,2YR_Wins,2YR_Places,2YR_Win_Strike,2YR_Place_Strike,2YR_SP_ProfitLoss,DaysSinceWin,RunsSinceWin,1YR_Runs,1YR_Wins,1YR_Places,1YR_Win_Strike,1YR_Place_Strike,1YR_SP_ProfitLoss,2yr_fav_Runs,2yr_fav_Wins,2yr_fav_Places,2yr_fav_Win_Strike,2yr_fav_Place_Strike,2yr_fav_SP_ProfitLoss,2yr_hcap_Runs,2yr_hcap_Wins,2yr_hcap_Places,2yr_hcap_Win_Strike,2yr_hcap_Place_Strike,2yr_hcap_SP_ProfitLoss,
"Allen, Mr D","2","0","1","0","50","-2","72","7","22","9.72","30.56","-8.37","212","11","30","4","10","13.33","33.33","15.13","6","2","4","33.33","33.33","-0.12","8","0","2","0","0","-8",
"Anderson, Joe","3","0","2","0","66.67","-3","136","11","37","8.09","27.21","-69","210","19","86","9","26","10.47","30.23","-32.62","11","3","7","27.27","27.27","-3.5","114","11","35","9.65","9.65","-47",
"Andrews, Gina","0","0","0","0","0","0","52","16","27","30.77","51.92","8.78","172","6","26","8","13","30.77","50","1.37","15","7","11","46.67","46.67","2.03","23","6","10","26.09","26.09","7.5",
"Andrews, Mr J","0","0","0","0","0","0","0","0","0","0","0","0","9999","9999","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"Armson, Philip","17","1","1","5.88","5.88","-12.67","432","37","109","8.56","25.23","-196.09","5","8","313","31","93","9.9","29.71","-155.42","43","8","24","18.6","18.6","-15.88","384","36","105","9.38","9.38","-152.42",
"Baker, Mr Z","1","0","0","0","0","-1","61","9","14","14.75","22.95","20.78","174","4","27","4","6","14.81","22.22","15.48","10","2","4","20","20","-6.1","39","5","9","12.82","12.82","21.88",
"Bass, David","15","4","4","26.67","26.67","5.3","544","81","178","14.89","32.72","-72.94","2","4","226","35","82","15.49","36.28","-26.76","97","28","53","28.87","28.87","-23.74","298","37","89","12.42","12.42","-90.63",
"Bastyan, Mitchell S","9","0","3","0","33.33","-9","407","49","131","12.04","32.19","-103.51","31","13","172","21","59","12.21","34.3","-71.64","53","17","35","32.08","32.08","-9.84","267","31","92","11.61","11.61","-59.64",
"Beasley, Connor","23","5","8","21.74","34.78","15.51","1262","160","428","12.68","33.91","-130.31","3","5","761","96","264","12.61","34.69","-49.26","193","55","108","28.5","28.5","-10.54","897","123","321","13.71","13.71","-6.62",
"Bellamy, Tom","32","4","9","12.5","28.13","-8.5","801","100","259","12.48","32.33","-190.39","1","3","419","54","150","12.89","35.8","-134.79","87","38","55","43.68","43.68","13.4","467","59","152","12.63","12.63","-90.23",
"Best, J A","22","0","3","0","13.64","-22","788","48","158","6.09","20.05","-361.32","28","40","347","24","69","6.92","19.88","-174.81","38","14","20","36.84","36.84","4.77","473","36","114","7.61","7.61","-157.47",
"Beswick, Harrison","1","0","0","0","0","-1","82","6","17","7.32","20.73","37.33","251","5","26","2","2","7.69","7.69","-12.5","3","1","2","33.33","33.33","1.33","45","5","12","11.11","11.11","59.33",
"Bewley, Callum","8","1","1","12.5","12.5","-6.17","548","33","106","6.02","19.34","-252.99","6","3","293","16","50","5.46","17.06","-160.37","35","9","18","25.71","25.71","-8.45","314","24","76","7.64","7.64","-144.62",
"Birkett, Mr R","0","0","0","0","0","0","39","7","17","17.95","43.59","3.5","24","2","24","6","11","25","45.83","12","4","1","2","25","25","0","39","7","17","17.95","17.95","3.5",
"Blackmore, Rachael","24","6","11","25","45.83","19.38","919","149","356","16.21","38.74","-286.65","2","2","462","65","161","14.07","34.85","-137.98","217","77","133","35.48","35.48","-44.59","352","28","107","7.95","7.95","-112.21",
"Bowen, James C","17","0","2","0","11.76","-17","727","116","252","15.96","34.66","-0.86","15","19","329","54","114","16.41","34.65","5.57","116","42","76","36.21","36.21","-0.62","452","76","160","16.81","16.81","97.56",
"Bowen, Miss S L","1","0","1","0","100","-1","73","2","16","2.74","21.92","-46.5","276","21","27","1","9","3.7","33.33","-17.5","7","0","2","0","0","-7","70","2","16","2.86","2.86","-43.5",
"Bowen, Sean P","36","3","11","8.33","30.56","-28.33","1072","210","404","19.59","37.69","-161.85","3","10","559","116","223","20.75","39.89","-67.73","261","115","169","44.06","44.06","17.51","704","128","249","18.18","18.18","-93.67",
"Brace, Connor","15","0","3","0","20","-15","369","41","102","11.11","27.64","-29.96","27","23","186","23","51","12.37","27.42","-33.11","35","14","20","40","40","5.91","206","27","59","13.11","13.11","7.77",
"Brace, Mr J","5","1","1","20","20","16","29","4","8","13.79","27.59","25","9","5","29","4","8","13.79","27.59","25","3","0","1","0","0","-3","27","4","8","14.81","14.81","27",
"Brennan, Nathan","1","0","0","0","0","-1","111","14","31","12.61","27.93","-13.55","109","9","42","6","15","14.29","35.71","-10.21","16","4","11","25","25","-6.71","83","12","22","14.46","14.46","1.12",
"Brogan, Kevin","12","0","6","0","50","-12","539","80","196","14.84","36.36","-26","19","14","289","44","100","15.22","34.6","29.41","109","37","69","33.94","33.94","-13.24","440","69","167","15.68","15.68","-58.5",
"Brooks, Chelsea","1","0","0","0","0","-1","17","3","3","17.65","17.65","29.5","88","5","12","2","2","16.67","16.67","25.5","0","0","0","0","0","0","17","3","3","17.65","17.65","29.5",
"Brotherton, Miss S","2","1","1","50","50","1","75","9","26","12","34.67","-41.39","3","1","41","3","14","7.32","34.15","-30.12","20","7","13","35","35","1.11","75","9","26","12","12","-41.39",
"Buckley, Tom","9","1","4","11.11","44.44","-2","263","28","83","10.65","31.56","-94.36","7","6","145","14","47","9.66","32.41","-61.62","40","15","29","37.5","37.5","3.29","201","20","68","9.95","9.95","-66.26",
"Burke, Jonathan","28","4","12","14.29","42.86","4.25","815","108","263","13.25","32.27","-150.91","3","7","429","65","145","15.15","33.8","-24.9","99","39","60","39.39","39.39","8.46","515","66","166","12.82","12.82","-97.61",
"Burton, Danny","1","0","0","0","0","-1","104","6","26","5.77","25","-27.64","251","34","59","3","16","5.08","27.12","-22.5","4","1","1","25","25","-2.47","72","3","16","4.17","4.17","-18.5",
"Cannon, Tom J","27","5","8","18.52","29.63","-0.15","817","144","304","17.63","37.21","-136.14","1","1","417","86","163","20.62","39.09","-66.5","148","73","105","49.32","49.32","22.06","442","66","132","14.93","14.93","-62.95",
"Carver, Bryan","20","2","4","10","20","-8.17","307","39","101","12.7","32.9","-72.98","2","5","94","11","28","11.7","29.79","-5.92","42","18","30","42.86","42.86","13.94","213","29","74","13.62","13.62","-30.53",
"Coakley, Ross","12","0","1","0","8.33","-12","594","69","193","11.62","32.49","-158.98","28","29","389","53","136","13.62","34.96","-55.21","73","27","46","36.99","36.99","2.53","374","47","123","12.57","12.57","-96.01",
