Jockey,14Day_Runs,14Day_Wins,14Day_Places,14Day_Win_Strike,14Day_Place_Strike,14Day_SP_ProfitLoss,2YR_Runs,2YR_Wins,2YR_Places,2YR_Win_Strike,2YR_Place_Strike,2YR_SP_ProfitLoss,DaysSinceWin,RunsSinceWin,1YR_Runs,1YR_Wins,1YR_Places,1YR_Win_Strike,1YR_Place_Strike,1YR_SP_ProfitLoss,2yr_fav_Runs,2yr_fav_Wins,2yr_fav_Places,2yr_fav_Win_Strike,2yr_fav_Place_Strike,2yr_fav_SP_ProfitLoss,2yr_hcap_Runs,2yr_hcap_Wins,2yr_hcap_Places,2yr_hcap_Win_Strike,2yr_hcap_Place_Strike,2yr_hcap_SP_ProfitLoss,
"Allan, David","29","3","10","10.34","34.48","-10.3","1267","135","394","10.66","31.1","-302.33","5","6","675","66","202","9.78","29.93","-149.04","173","56","102","32.37","32.37","5.89","965","117","321","12.12","12.12","-118.77",
"Anderson, Joe","1","1","1","100","100","7.5","161","22","56","13.66","34.78","-32.42","3","1","72","12","30","16.67","41.67","1.58","17","5","12","29.41","29.41","-2.5","133","18","49","13.53","13.53","-31.17",
"Atzeni, Andrea","30","5","12","16.67","40","-8.24","857","142","326","16.57","38.04","-70.92","1","2","454","62","162","13.66","35.68","-63.36","170","57","100","33.53","33.53","-14.62","475","75","164","15.79","15.79","-31.42",
"Bass, George","8","1","3","12.5","37.5","-4.25","378","35","98","9.26","25.93","-60.9","7","5","193","16","54","8.29","27.98","-81.41","24","9","13","37.5","37.5","3.27","288","31","83","10.76","10.76","-37.4",
"Beasley, Connor","33","5","8","15.15","24.24","-4","1434","167","484","11.65","33.75","-195.04","3","3","729","78","243","10.7","33.33","-156.01","196","50","113","25.51","25.51","-38.68","1032","122","356","11.82","11.82","-101.68",
"Bellamy, Tom","10","3","5","30","50","12.5","864","99","271","11.46","31.37","-286.59","3","2","462","48","133","10.39","28.79","-144.87","85","35","51","41.18","41.18","3.96","531","62","169","11.68","11.68","-185.4",
"Bennett, Charlie","8","0","0","0","0","-8","594","18","97","3.03","16.33","-439.62","104","86","287","10","53","3.48","18.47","-218","21","3","10","14.29","14.29","-9.5","426","16","82","3.76","3.76","-281.62",
"Bennett, Miss N","0","0","0","0","0","0","42","7","14","16.67","33.33","45","133","15","24","5","7","20.83","29.17","29.5","5","1","3","20","20","-0.5","36","7","13","19.44","19.44","51",
"Bewley, Jonathon","3","0","0","0","0","-3","154","18","46","11.69","29.87","-62.21","35","7","85","12","23","14.12","27.06","-22.21","18","7","9","38.89","38.89","5.29","122","17","41","13.93","13.93","-34.71",
"Bishop, Charles","26","0","9","0","34.62","-26","694","63","186","9.08","26.8","-213.49","23","42","405","42","122","10.37","30.12","-145.25","66","21","39","31.82","31.82","-11.61","403","30","97","7.44","7.44","-122.45",
"Blackmore, Rachael","19","2","4","10.53","21.05","-8","802","120","299","14.96","37.28","-229.02","14","16","452","66","166","14.6","36.73","-122.73","185","62","117","33.51","33.51","-40.31","311","23","88","7.4","7.4","-110.21",
"Bowen, S D","15","2","4","13.33","26.67","-4.12","326","21","73","6.44","22.39","-88.12","9","11","204","16","47","7.84","23.04","-40.12","19","4","9","21.05","21.05","-8.12","265","17","57","6.42","6.42","-69.12",
