Jockey,1Day_Runs,1Day_Wins,1Day_Places,1Day_Win_Strike,1Day_Place_Strike,1Day_SP_ProfitLoss,3Day_Runs,3Day_Wins,3Day_Places,3Day_Win_Strike,3Day_Place_Strike,3Day_SP_ProfitLoss,7Day_Runs,7Day_Wins,7Day_Places,7Day_Win_Strike,7Day_Place_Strike,7Day_SP_ProfitLoss,14Day_Runs,14Day_Wins,14Day_Places,14Day_Win_Strike,14Day_Place_Strike,14Day_SP_ProfitLoss,2YR_Runs,2YR_Wins,2YR_Places,2YR_Win_Strike,2YR_Place_Strike,2YR_SP_ProfitLoss,DaysSinceWin,RunsSinceWin,1YR_Runs,1YR_Wins,1YR_Places,1YR_Win_Strike,1YR_Place_Strike,1YR_SP_ProfitLoss,2yr_fav_Runs,2yr_fav_Wins,2yr_fav_Places,2yr_fav_Win_Strike,2yr_fav_Place_Strike,2yr_fav_SP_ProfitLoss,2yr_hcap_Runs,2yr_hcap_Wins,2yr_hcap_Places,2yr_hcap_Win_Strike,2yr_hcap_Place_Strike,2yr_hcap_SP_ProfitLoss,
"Clutterbuck, Rhys","0","0","0","0","0","0","4","0","0","0","0","-4","10","2","2","20","20","1","17","3","3","17.65","17.65","-4.75","756","68","179","8.99","23.68","-231.99","4","5","411","38","91","9.25","22.14","-142.92","55","19","37","34.55","34.55","-0.49","529","55","140","10.4","10.4","-91.72",
"Coen, S","0","0","0","0","0","0","3","1","1","33.33","33.33","4","4","1","1","25","25","3","6","1","1","16.67","16.67","1","11","1","2","9.09","18.18","-4","2","2","11","1","2","9.09","18.18","-4","0","0","0","0","0","0","11","1","2","9.09","9.09","-4",
"Cole, Morgan","0","0","0","0","0","0","0","0","0","0","0","0","2","0","1","0","50","-2","4","0","1","0","25","-4","297","23","73","7.74","24.58","-179.66","41","19","181","10","43","5.52","23.76","-125.37","21","6","8","28.57","28.57","-4.24","248","22","70","8.87","8.87","-135.16",
"Cosgrave, Pat","0","0","0","0","0","0","3","0","0","0","0","-3","8","1","2","12.5","25","-4.25","18","3","6","16.67","33.33","7.25","427","52","127","12.18","29.74","-116.27","5","5","227","27","61","11.89","26.87","-35.72","52","26","36","50","50","22.82","315","39","98","12.38","12.38","-80.01",
"Costello, Dougie","0","0","0","0","0","0","6","0","0","0","0","-6","16","2","2","12.5","12.5","-5.5","23","2","3","8.7","13.04","-12.5","714","63","168","8.82","23.53","-244.64","4","9","347","28","77","8.07","22.19","-158.15","54","16","35","29.63","29.63","-10.55","543","51","131","9.39","9.39","-137.45",
"Coughlan, Laura","0","0","0","0","0","0","1","0","0","0","0","-1","3","0","0","0","0","-3","8","0","1","0","12.5","-8","212","17","45","8.02","21.23","-20.17","58","28","108","6","18","5.56","16.67","-33.5","15","4","8","26.67","26.67","-3.67","170","14","36","8.24","8.24","-9.17",
"Cox, William","0","0","0","0","0","0","3","0","0","0","0","-3","7","1","1","14.29","14.29","12","18","1","1","5.56","5.56","1","441","15","54","3.4","12.24","-160.5","6","6","256","10","31","3.91","12.11","-8.5","7","0","2","0","0","-7","294","10","41","3.4","3.4","-70.5",
"Croot, Elle-May","0","0","0","0","0","0","2","0","0","0","0","-2","3","0","0","0","0","-3","5","0","0","0","0","-5","208","16","46","7.69","22.12","-65.19","34","10","103","8","18","7.77","17.48","-27.44","10","3","8","30","30","-0.02","170","14","40","8.24","8.24","-55.19",
"Crosse, Nathan","0","0","0","0","0","0","9","0","4","0","44.44","-9","21","1","7","4.76","33.33","-17.75","31","2","9","6.45","29.03","-16.75","820","39","146","4.76","17.8","-107.34","6","16","352","15","69","4.26","19.6","-75.97","29","6","17","20.69","20.69","-6.92","449","24","90","5.35","5.35","-11.25",
"Crowley, Jim","0","0","0","0","0","0","7","2","4","28.57","57.14","20","15","2","6","13.33","40","12","29","5","11","17.24","37.93","18.5","773","125","263","16.17","34.02","-77.3","3","5","401","58","126","14.46","31.42","-64.15","157","60","100","38.22","38.22","-4.29","408","49","127","12.01","12.01","-55.16",
"Currie, Nicola","0","0","0","0","0","0","2","0","1","0","50","-2","3","0","1","0","33.33","-3","9","0","2","0","22.22","-9","273","12","38","4.4","13.92","-72.84","34","25","103","5","14","4.85","13.59","-46","4","1","2","25","25","-1","184","10","30","5.43","5.43","1.16",
"Da Silva, Raul","0","0","0","0","0","0","2","0","0","0","0","-2","5","0","0","0","0","-5","7","0","0","0","0","-7","117","7","23","5.98","19.66","-43.22","188","48","73","5","14","6.85","19.18","-44.55","6","1","3","16.67","16.67","-4.38","70","2","10","2.86","2.86","-24.67",
"Dace, Jack","0","0","0","0","0","0","2","0","0","0","0","-2","3","0","1","0","33.33","-3","5","0","1","0","20","-5","23","2","4","8.7","17.39","9.5","18","6","23","2","4","8.7","17.39","9.5","1","0","0","0","0","-1","23","2","4","8.7","8.7","9.5",
"Davies, Harry","0","0","0","0","0","0","3","0","2","0","66.67","-3","14","1","4","7.14","28.57","-9","25","3","7","12","28","-2","914","98","283","10.72","30.96","-183.92","4","5","542","61","174","11.25","32.1","-64.61","104","29","61","27.88","27.88","-19.38","598","54","169","9.03","9.03","-197.79",
"Davis, Sean","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","89","1","6","1.12","6.74","-84","343","72","72","1","4","1.39","5.56","-67","6","0","2","0","0","-6","62","1","5","1.61","1.61","-57",
"Dawson, R","0","0","0","0","0","0","6","0","1","0","16.67","-6","12","0","2","0","16.67","-12","23","1","4","4.35","17.39","18","556","59","162","10.61","29.14","-1.37","14","23","224","18","58","8.04","25.89","-22.81","77","18","41","23.38","23.38","-23.37","371","40","109","10.78","10.78","-9.47",
"Dobie, Georgia","0","0","0","0","0","0","1","0","0","0","0","-1","4","2","2","50","50","13","12","2","5","16.67","41.67","5","449","25","84","5.57","18.71","-218.75","4","2","245","16","47","6.53","19.18","-92.5","18","3","8","16.67","16.67","-8.75","344","20","71","5.81","5.81","-157.25",
"Donaghue-Leahy, R","0","0","0","0","0","0","1","0","1","0","100","-1","1","0","1","0","100","-1","4","0","2","0","50","-4","68","6","17","8.82","25","-26","17","5","46","6","15","13.04","32.61","-4","5","1","1","20","20","-0.5","51","6","15","11.76","11.76","-9",
"Doyle, Hollie","0","0","0","0","0","0","7","0","1","0","14.29","-7","26","3","13","11.54","50","-10.12","56","8","24","14.29","42.86","-5.69","1761","240","570","13.63","32.37","-424.44","4","10","1008","126","341","12.5","33.83","-333.83","280","95","163","33.93","33.93","-22.29","1221","161","375","13.19","13.19","-279.21",
"Dunne, R T","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","-2","6","0","2","0","33.33","-6","521","35","124","6.72","23.8","-240.42","27","11","266","16","65","6.02","24.44","-155.05","38","8","20","21.05","21.05","-10.33","341","26","89","7.62","7.62","-168.08",
"Eaves, Tom","3","1","1","33.33","33.33","5","10","1","3","10","30","-2","22","2","5","9.09","22.73","-11.75","34","2","8","5.88","23.53","-23.75","1350","108","326","8","24.15","-365.11","1","1","698","59","173","8.45","24.79","-137.74","76","24","47","31.58","31.58","-10.2","960","72","238","7.5","7.5","-316.29",
"Edmunds, Lewis","0","0","0","0","0","0","4","0","0","0","0","-4","12","0","1","0","8.33","-12","24","0","4","0","16.67","-24","945","106","281","11.22","29.74","-163.43","16","26","521","58","168","11.13","32.25","-164.41","105","35","63","33.33","33.33","8.99","731","96","240","13.13","13.13","-13.67",
"Egan, David","0","0","0","0","0","0","9","0","0","0","0","-9","20","0","1","0","5","-20","41","2","6","4.88","14.63","-28","1570","180","494","11.46","31.46","-378.44","10","27","767","94","241","12.26","31.42","-105.63","167","53","106","31.74","31.74","-12.93","948","107","282","11.29","11.29","-138.97",
"Elliott, Andrew","0","0","0","0","0","0","1","0","0","0","0","-1","3","0","1","0","33.33","-3","5","0","3","0","60","-5","74","3","18","4.05","24.32","-46.12","430","45","33","0","9","0","27.27","-33","4","0","2","0","0","-4","58","1","13","1.72","1.72","-41",
"Elliott, Rhys","4","0","3","0","75","-4","9","0","3","0","33.33","-9","15","2","6","13.33","40","-7.5","27","2","9","7.41","33.33","-19.5","146","13","44","8.9","30.14","-50.92","6","11","143","13","44","9.09","30.77","-47.92","17","5","8","29.41","29.41","1.58","133","12","38","9.02","9.02","-42.92",
"England, Jonathan","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","-2","2","0","0","0","0","-2","306","47","113","15.36","36.93","-49.97","26","4","170","24","53","14.12","31.18","-28.58","66","20","42","30.3","30.3","-10.26","236","42","103","17.8","17.8","-21.42",
"Fallon, Cieren","0","0","0","0","0","0","9","0","1","0","11.11","-9","12","2","3","16.67","25","11.5","19","3","6","15.79","31.58","38.5","871","114","265","13.09","30.42","-159.35","4","10","378","60","119","15.87","31.48","-7.34","111","37","59","33.33","33.33","-13.48","534","62","151","11.61","11.61","-159.01",
"Fanning, Joe","2","1","1","50","50","1","11","1","2","9.09","18.18","-8","25","3","7","12","28","-16.87","47","4","11","8.51","23.4","-32.37","1025","151","345","14.73","33.66","-86.08","1","2","570","77","188","13.51","32.98","-91.72","148","53","94","35.81","35.81","0.43","798","114","264","14.29","14.29","-85.99",
"Farragher, Adam J","0","0","0","0","0","0","6","2","2","33.33","33.33","2","12","2","2","16.67","16.67","-4","23","3","5","13.04","21.74","-11.25","850","90","208","10.59","24.47","-228.8","2","3","482","44","106","9.13","21.99","-171.65","85","32","56","37.65","37.65","7.62","590","68","154","11.53","11.53","-132.25",
"Fentiman, Duran","2","0","0","0","0","-2","5","0","1","0","20","-5","11","0","2","0","18.18","-11","21","0","5","0","23.81","-21","624","31","119","4.97","19.07","-241.06","16","25","309","23","70","7.44","22.65","-27.09","23","3","11","13.04","13.04","-16.22","509","29","105","5.7","5.7","-133.59",
"Fisher, Taylor","0","0","0","0","0","0","2","1","1","50","50","5.5","5","1","1","20","20","2.5","15","2","3","13.33","20","-1","509","59","161","11.59","31.63","-186.94","3","2","162","16","47","9.88","29.01","-64.04","56","19","33","33.93","33.93","4.82","428","47","136","10.98","10.98","-165.66",
"Foley, Shane","0","0","0","0","0","0","11","0","1","0","9.09","-11","20","0","4","0","20","-20","31","2","9","6.45","29.03","-14.5","1222","135","383","11.05","31.34","-209.64","8","23","661","79","202","11.95","30.56","-83.89","161","32","89","19.88","19.88","-70.71","576","54","170","9.38","9.38","-139.27",
"Fraser, Kaiya","2","1","1","50","50","3","11","3","5","27.27","45.45","19","15","4","7","26.67","46.67","18.25","23","7","11","30.43","47.83","24","288","40","102","13.89","35.42","-44.53","1","2","156","21","56","13.46","35.9","-19.92","55","17","31","30.91","30.91","-4.11","252","37","92","14.68","14.68","-52.53",
"Gainford, Mr J C","5","1","1","20","20","-1.5","6","1","1","16.67","16.67","-2.5","10","1","2","10","20","-6.5","15","1","4","6.67","26.67","-11.5","525","47","129","8.95","24.57","-139.05","1","4","265","20","63","7.55","23.77","-94.05","34","12","20","35.29","35.29","0.74","229","16","49","6.99","6.99","-23.75",
"Garcia, Mr Sam","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","1","0","50","-2","5","0","1","0","20","-5","9999","9999","4","0","1","0","25","-4","0","0","0","0","0","0","4","0","1","0","0","-4",
"Garritty, Billy","0","0","0","0","0","0","6","0","0","0","0","-6","19","0","0","0","0","-19","33","0","3","0","9.09","-33","898","100","264","11.14","29.4","16.65","22","45","459","49","126","10.68","27.45","14.41","89","26","50","29.21","29.21","-15.88","660","72","191","10.91","10.91","-148.1",
"Geerdharry, C","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100","3","18","3","18","-56","534","63","30","0","3","0","10","-30","4","0","1","0","0","-4","87","3","15","3.45","3.45","-43",
"Ghiani, Marco","0","0","0","0","0","0","13","1","6","7.69","46.15","8","27","1","8","3.7","29.63","-6","40","2","12","5","30","-10","821","100","266","12.18","32.4","-101.15","2","2","558","66","178","11.83","31.9","-200.7","125","42","75","33.6","33.6","-1.88","570","76","196","13.33","13.33","-117.28",
"Gordon, Josephine","0","0","0","0","0","0","3","0","1","0","33.33","-3","6","1","2","16.67","33.33","1.5","12","2","3","16.67","25","1.5","525","42","119","8","22.67","-142.13","7","6","269","23","63","8.55","23.42","-37.26","30","8","16","26.67","26.67","4.29","433","38","105","8.78","8.78","-73.38",
"Gray, S A","2","0","0","0","0","-2","6","0","0","0","0","-6","11","0","1","0","9.09","-11","23","2","6","8.7","26.09","-11.62","731","66","185","9.03","25.31","-108.44","8","12","343","36","92","10.5","26.82","-50.02","46","16","31","34.78","34.78","0.53","501","40","120","7.98","7.98","-69.84",
"Greatrex, Edward","0","0","0","0","0","0","11","2","5","18.18","45.45","1.33","16","2","7","12.5","43.75","-3.67","26","5","12","19.23","46.15","1.03","155","28","58","18.06","37.42","169.86","2","1","155","28","58","18.06","37.42","169.86","22","7","14","31.82","31.82","-1.97","95","21","42","22.11","22.11","166.36",
"Gunn, Molly","0","0","0","0","0","0","1","0","0","0","0","-1","1","0","0","0","0","-1","3","0","1","0","33.33","-3","166","13","32","7.83","19.28","-4.02","24","7","111","10","24","9.01","21.62","4.98","4","1","1","25","25","-2.27","131","8","24","6.11","6.11","-9.27",
"Hamilton, Jamie","0","0","0","0","0","0","0","0","0","0","0","0","3","1","1","33.33","33.33","4","6","1","2","16.67","33.33","1","597","57","164","9.55","27.47","-164.23","5","2","305","24","74","7.87","24.26","-67.3","63","18","37","28.57","28.57","-18.47","386","36","109","9.33","9.33","-142.01",
"Hanlon, Mr P","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","180","11","43","6.11","23.89","-74.95","22","12","153","10","40","6.54","26.14","-49.62","11","2","5","18.18","18.18","-6.95","88","6","20","6.82","6.82","-22.5",
"Hardie, Cameron","0","0","0","0","0","0","3","0","0","0","0","-3","10","0","1","0","10","-10","31","3","5","9.68","16.13","2.25","1603","61","266","3.81","16.59","-887.63","10","17","785","28","117","3.57","14.9","-370.42","44","6","22","13.64","13.64","-28.71","1275","49","221","3.84","3.84","-777.62",
"Harnett, P A","0","0","0","0","0","0","1","0","0","0","0","-1","3","0","1","0","33.33","-3","7","0","3","0","42.86","-7","240","14","54","5.83","22.5","62.83","206","76","120","2","31","1.67","25.83","-108.5","13","2","7","15.38","15.38","-5","165","11","40","6.67","6.67","-95.17",
"Harris, Bradley","2","0","0","0","0","-2","2","0","0","0","0","-2","3","0","1","0","33.33","-3","6","0","2","0","33.33","-6","262","39","97","14.89","37.02","8.41","129","39","144","17","55","11.81","38.19","24.39","47","16","28","34.04","34.04","-6.09","191","26","65","13.61","13.61","14.25",
"Hassett, M W","0","0","0","0","0","0","9","2","4","22.22","44.44","-2.56","11","2","4","18.18","36.36","-4.56","14","3","5","21.43","35.71","2.44","431","48","131","11.14","30.39","-53.1","2","5","329","41","102","12.46","31","0.15","50","13","29","26","26","-2.43","355","44","113","12.39","12.39","5.71",
"Havlin, Robert","0","0","0","0","0","0","7","0","0","0","0","-7","15","0","1","0","6.67","-15","23","3","5","13.04","21.74","-10.5","1200","184","448","15.33","37.33","-254.04","10","17","600","83","211","13.83","35.17","-138.13","190","77","127","40.53","40.53","-1.14","708","108","261","15.25","15.25","-105.99",
"Hayes, C D","0","0","0","0","0","0","9","0","1","0","11.11","-9","19","1","4","5.26","21.05","82","36","1","9","2.78","25","65","1341","104","378","7.76","28.19","-600.37","4","15","637","47","169","7.38","26.53","-225.63","134","33","78","24.63","24.63","-46.15","722","50","190","6.93","6.93","-347.18",
"Haynes, Joey","0","0","0","0","0","0","2","0","0","0","0","-2","5","0","1","0","20","-5","14","1","3","7.14","21.43","-4","542","37","111","6.83","20.48","-223.53","13","11","285","20","64","7.02","22.46","-78.49","24","7","14","29.17","29.17","-2.61","391","33","93","8.44","8.44","-94.86",
"Heard, Tyler","0","0","0","0","0","0","5","1","1","20","20","21","9","2","2","22.22","22.22","27","17","3","4","17.65","23.53","32","327","28","83","8.56","25.38","-43.78","2","1","241","24","69","9.96","28.63","14.22","20","7","12","35","35","2.14","244","20","57","8.2","8.2","-52.66",
"Hogan, D E","0","0","0","0","0","0","2","0","2","0","100","-2","6","1","4","16.67","66.67","2.5","14","1","7","7.14","50","-5.5","811","80","242","9.86","29.84","-82.76","6","5","446","47","134","10.54","30.04","-22.94","64","19","38","29.69","29.69","-3.83","573","65","184","11.34","11.34","10.8",
"Hogan, Mr J","2","0","1","0","50","-2","2","0","1","0","50","-2","4","0","2","0","50","-4","4","0","2","0","50","-4","318","45","93","14.15","29.25","-67.98","16","6","140","19","39","13.57","27.86","2.8","60","21","35","35","35","-6.24","234","31","63","13.25","13.25","-30.41",
"Horgan, C","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","-1","3","0","0","0","0","-3","321","14","43","4.36","13.4","-105.92","16","4","160","8","20","5","12.5","4.33","12","2","7","16.67","16.67","-4.75","238","12","35","5.04","5.04","-92.67",
"Horgan, H J","0","0","0","0","0","0","4","0","0","0","0","-4","4","0","0","0","0","-4","5","0","0","0","0","-5","216","28","58","12.96","26.85","146.91","25","10","110","16","35","14.55","31.82","137.86","26","11","17","42.31","42.31","7.41","146","13","38","8.9","8.9","129",
"Hornby, Rob","0","0","0","0","0","0","9","0","1","0","11.11","-9","18","0","2","0","11.11","-18","41","6","11","14.63","26.83","-0.31","1307","128","349","9.79","26.7","-307.15","8","22","646","62","162","9.6","25.08","-186.6","136","33","78","24.26","24.26","-50.02","803","80","214","9.96","9.96","-121.31",
"Hughes, Brian","0","0","0","0","0","0","1","0","0","0","0","-1","7","1","2","14.29","28.57","2","11","2","5","18.18","45.45","1","1531","233","555","15.22","36.25","-351.22","5","3","681","92","228","13.51","33.48","-148.52","296","94","164","31.76","31.76","-76.38","1035","142","345","13.72","13.72","-281.43",
"Hutchinson, Callum","0","0","0","0","0","0","3","0","2","0","66.67","-3","6","0","2","0","33.33","-6","17","0","3","0","17.65","-17","539","52","130","9.65","24.12","-133.35","18","20","327","28","79","8.56","24.16","-98.47","33","9","16","27.27","27.27","-0.19","431","46","110","10.67","10.67","-95.18",
"Jary, Alex","0","0","0","0","0","0","0","0","0","0","0","0","4","0","1","0","25","-4","10","0","4","0","40","-10","367","27","86","7.36","23.43","-155.64","18","11","215","17","47","7.91","21.86","-75.22","21","4","11","19.05","19.05","-9.05","317","24","77","7.57","7.57","-121.17",
"Jones, Ethan","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","-3","9","0","2","0","22.22","-9","226","22","69","9.73","30.53","-104.85","36","26","209","21","63","10.05","30.14","-96.35","21","8","15","38.1","38.1","0.49","197","19","62","9.64","9.64","-87.05",
"Joyce, Wesley","0","0","0","0","0","0","6","0","0","0","0","-6","10","0","0","0","0","-10","20","0","2","0","10","-20","412","35","95","8.5","23.06","-121.04","17","24","363","30","80","8.26","22.04","-105.29","29","9","17","31.03","31.03","2.46","309","31","80","10.03","10.03","-88.54",
"Keane, C T","0","0","0","0","0","0","13","2","9","15.38","69.23","-6.57","29","4","15","13.79","51.72","-9.37","52","8","26","15.38","50","-2.67","1617","231","588","14.29","36.36","-318.88","2","1","812","121","303","14.9","37.32","-162.53","344","101","198","29.36","29.36","-59.83","816","104","271","12.75","12.75","-102.98",
"Keeley, Aidan","0","0","0","0","0","0","2","0","0","0","0","-2","5","1","2","20","40","4.5","10","1","4","10","40","-0.5","643","70","189","10.89","29.39","-115.46","4","3","294","40","96","13.61","32.65","-50.75","46","19","30","41.3","41.3","4.88","539","60","167","11.13","11.13","-117.4",
"Keenan, Darragh","0","0","0","0","0","0","3","0","1","0","33.33","-3","10","1","4","10","40","-3","20","1","5","5","25","-13","922","68","189","7.38","20.5","-249.61","5","6","415","33","93","7.95","22.41","-169.61","49","17","27","34.69","34.69","-0.57","612","50","144","8.17","8.17","-113.7",
