Jockey,7Day_Runs,7Day_Wins,7Day_Places,7Day_Win_Strike,7Day_Place_Strike,7Day_SP_ProfitLoss,14Day_Runs,14Day_Wins,14Day_Places,14Day_Win_Strike,14Day_Place_Strike,14Day_SP_ProfitLoss,2YR_Runs,2YR_Wins,2YR_Places,2YR_Win_Strike,2YR_Place_Strike,2YR_SP_ProfitLoss,DaysSinceWin,RunsSinceWin,1YR_Runs,1YR_Wins,1YR_Places,1YR_Win_Strike,1YR_Place_Strike,1YR_SP_ProfitLoss,2yr_fav_Runs,2yr_fav_Wins,2yr_fav_Places,2yr_fav_Win_Strike,2yr_fav_Place_Strike,2yr_fav_SP_ProfitLoss,2yr_hcap_Runs,2yr_hcap_Wins,2yr_hcap_Places,2yr_hcap_Win_Strike,2yr_hcap_Place_Strike,2yr_hcap_SP_ProfitLoss,
"Kimber, Harry","0","0","0","0","0","0","2","0","1","0","50","-2","378","50","107","13.23","28.31","-84.31","142","40","180","22","44","12.22","24.44","-53.09","48","22","29","45.83","45.83","23.99","293","48","100","16.38","16.38","-4.64",
"Kingscote, Richard","16","0","4","0","25","-16","37","0","13","0","35.14","-37","1239","138","422","11.14","34.06","-449.38","19","50","612","59","200","9.64","32.68","-260.83","201","59","121","29.35","29.35","-46.41","744","82","245","11.02","11.02","-249.36",
"Kirrane, Sean","15","1","7","6.67","46.67","-5","24","1","8","4.17","33.33","-14","587","62","165","10.56","28.11","-29.26","6","11","310","31","86","10","27.74","-13.62","43","10","21","23.26","23.26","-7.51","487","58","150","11.91","11.91","31.54",
"Langley, Miss Taryn","0","0","0","0","0","0","3","0","3","0","100","-3","36","2","12","5.56","33.33","-26.25","443","33","27","0","9","0","33.33","-27","1","1","1","100","100","1.75","34","2","11","5.88","5.88","-24.25",
"Leavy, Mr Joe","16","2","6","12.5","37.5","-7.87","35","6","15","17.14","42.86","8.63","416","46","142","11.06","34.13","-15.08","3","7","336","41","118","12.2","35.12","-30.08","36","10","21","27.78","27.78","-3.24","359","37","125","10.31","10.31","-27.54",
"Lee, Clifford","9","2","3","22.22","33.33","0.5","30","4","10","13.33","33.33","-9.5","1327","174","444","13.11","33.46","-345.44","7","8","685","88","227","12.85","33.14","-205.45","197","67","117","34.01","34.01","-13.22","814","99","237","12.16","12.16","-156.12",
"Lee, W J","14","4","7","28.57","50","9","32","9","15","28.13","46.88","13.76","1307","177","466","13.54","35.65","-283.71","2","2","591","98","217","16.58","36.72","-2.88","253","82","155","32.41","32.41","-11.51","616","64","202","10.39","10.39","-197.04",
"Levey, S M","11","1","4","9.09","36.36","-5","26","3","9","11.54","34.62","-10.47","943","96","296","10.18","31.39","-157.01","4","7","438","41","132","9.36","30.14","-67.39","85","20","47","23.53","23.53","-24.96","508","49","169","9.65","9.65","-111.01",
"Lordan, W M","14","0","4","0","28.57","-14","26","1","7","3.85","26.92","-21","603","66","184","10.95","30.51","-211.59","14","26","245","32","76","13.06","31.02","-104.64","80","30","57","37.5","37.5","-1.5","253","17","64","6.72","6.72","-111.99",
"Loughnane, Mr Billy","34","3","9","8.82","26.47","-7.5","63","10","19","15.87","30.16","38.5","1765","249","604","14.11","34.22","-196.9","2","6","1190","157","398","13.19","33.45","-106.53","287","94","162","32.75","32.75","-16.1","1341","188","461","14.02","14.02","-150.74",
"MacRedmond, Cian","5","0","0","0","0","-5","11","0","0","0","0","-11","515","23","86","4.47","16.7","-315.27","17","14","243","11","35","4.53","14.4","-140.5","25","5","14","20","20","-10.52","424","17","73","4.01","4.01","-253.25",
"Marquand, Tom","19","5","11","26.32","57.89","3.5","46","8","17","17.39","36.96","-3.5","1602","240","564","14.98","35.21","-189.13","1","2","808","122","295","15.1","36.51","-97.21","297","101","173","34.01","34.01","-30.86","940","127","315","13.51","13.51","-122.98",
"Marsh, Finley","16","1","5","6.25","31.25","-11.5","32","6","16","18.75","50","-1.31","759","96","235","12.65","30.96","31.01","5","7","508","67","163","13.19","32.09","43.26","86","28","51","32.56","32.56","-3.31","563","77","188","13.68","13.68","-48.25",
"Marshall, Tom Kiely","5","0","2","0","40","-5","7","0","2","0","28.57","-7","158","8","32","5.06","20.25","-4.17","21","14","92","5","21","5.43","22.83","-43.17","4","0","2","0","0","-4","148","8","30","5.41","5.41","5.83",
"Mason, Joanna","23","2","6","8.7","26.09","-6","36","2","8","5.56","22.22","-19","973","108","303","11.1","31.14","-154.62","3","7","595","74","195","12.44","32.77","-17.36","104","22","55","21.15","21.15","-33.53","824","94","270","11.41","11.41","-127.94",
"May, Miss Lillie","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","-1","9999","9999","1","0","0","0","0","-1","0","0","0","0","0","0","1","0","0","0","0","-1",
"McAteer, L T","5","1","2","20","40","-1.75","10","1","3","10","30","-6.75","611","46","126","7.53","20.62","-225.57","2","1","303","23","62","7.59","20.46","-121.85","43","12","19","27.91","27.91","-4.4","333","29","63","8.71","8.71","-40.05",
"McCullagh, N G","5","1","3","20","60","10","10","1","3","10","30","5","342","12","50","3.51","14.62","-202.5","2","1","163","6","25","3.68","15.34","-91.5","7","0","2","0","0","-7","183","11","37","6.01","6.01","-49",
"McDonald, P J","19","4","8","21.05","42.11","42.75","30","4","10","13.33","33.33","31.75","952","114","323","11.97","33.93","-123.57","1","2","407","54","149","13.27","36.61","72.48","117","36","68","30.77","30.77","-20.23","636","74","198","11.64","11.64","-58.85",
"McDonogh, D P","7","0","1","0","14.29","-7","18","2","7","11.11","38.89","6","926","76","247","8.21","26.67","-380.1","9","10","433","35","106","8.08","24.48","-198.27","78","19","46","24.36","24.36","-25.68","437","29","102","6.64","6.64","-204.92",
"McGettigan, P","0","0","0","0","0","0","2","0","0","0","0","-2","3","0","1","0","33.33","-3","9999","9999","3","0","1","0","33.33","-3","0","0","0","0","0","0","3","0","1","0","0","-3",
"McSweeney, O","11","1","1","9.09","9.09","-7.25","19","4","6","21.05","31.58","28.75","350","34","89","9.71","25.43","-59.13","2","3","209","22","55","10.53","26.32","-7.62","25","7","15","28","28","4.16","249","24","70","9.64","9.64","-51.09",
"Mitchell, Guy","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","-4","1462","18","2","0","0","0","0","-2","0","0","0","0","0","0","4","0","0","0","0","-4",
"Mitchell, Jack","16","2","5","12.5","31.25","-6.64","24","3","8","12.5","33.33","-10.64","1229","190","484","15.46","39.38","-309.31","2","6","658","101","262","15.35","39.82","-157.15","288","92","177","31.94","31.94","-60.38","795","121","307","15.22","15.22","-108.23",
"Moldoveanu, Sorin","1","0","0","0","0","-1","1","0","0","0","0","-1","27","2","3","7.41","11.11","-5.5","124","9","19","2","3","10.53","15.79","2.5","0","0","0","0","0","0","15","1","2","6.67","6.67","-8.5",
"Moore, Ryan","6","5","5","83.33","83.33","10.39","23","13","15","56.52","65.22","20.21","886","224","444","25.28","50.11","-164.89","1","1","403","107","207","26.55","51.36","-69.73","376","149","250","39.63","39.63","-46.39","263","42","97","15.97","15.97","-82.53",
"Mulligan, R M","2","0","1","0","50","-2","4","0","2","0","50","-4","130","6","26","4.62","20","-74","49","20","103","6","26","5.83","25.24","-47","5","1","4","20","20","-0.5","112","6","24","5.36","5.36","-56",
"Mulrennan, Paul","31","7","12","22.58","38.71","2.04","48","8","17","16.67","35.42","-13.39","1551","191","492","12.31","31.72","-299.9","1","2","730","94","234","12.88","32.05","-177.32","263","79","159","30.04","30.04","-20.96","1213","154","392","12.7","12.7","-203.31",
"Murphy, Oisin","43","12","23","27.91","53.49","2.26","76","16","37","21.05","48.68","-0.74","1806","345","813","19.1","45.02","-210.51","1","1","1104","228","537","20.65","48.64","-76.02","524","174","334","33.21","33.21","-38.89","1097","186","441","16.96","16.96","-229.16",
"Murtagh, Connor","10","0","1","0","10","-10","16","1","5","6.25","31.25","-6","302","18","63","5.96","20.86","-135.54","10","11","139","13","40","9.35","28.78","-14.54","10","2","6","20","20","-1.62","201","15","53","7.46","7.46","-52.79",
"Muscutt, D","19","3","10","15.79","52.63","4.83","45","9","19","20","42.22","10.2","1717","214","581","12.46","33.84","-509.6","2","7","806","91","256","11.29","31.76","-266.08","295","92","182","31.19","31.19","-27.18","1154","152","419","13.17","13.17","-273.91",
"Nicholls, Mia","4","0","1","0","25","-4","8","0","1","0","12.5","-8","274","27","65","9.85","23.72","-49.52","30","17","170","13","36","7.65","21.18","-42.97","21","6","9","28.57","28.57","-5.73","254","26","64","10.24","10.24","-50.52",
"Nolan, D","20","1","7","5","35","-17.25","35","4","14","11.43","40","-17","788","95","253","12.06","32.11","-144.16","4","9","537","67","170","12.48","31.66","-102.92","96","23","50","23.96","23.96","-20.45","625","79","205","12.64","12.64","-71.78",
"Nolan, Michael G","4","1","3","25","75","-1.25","6","1","3","16.67","50","-3.25","551","57","148","10.34","26.86","-225.34","5","2","305","33","86","10.82","28.2","-116.28","56","19","36","33.93","33.93","-1.1","366","42","101","11.48","11.48","-114.98",
"Noonan, David G","5","0","1","0","20","-5","11","0","1","0","9.09","-11","764","61","156","7.98","20.42","-135.46","34","13","411","33","82","8.03","19.95","-57.03","44","15","29","34.09","34.09","-3.22","505","36","100","7.13","7.13","-123.93",
"Norton, Francis","0","0","0","0","0","0","6","0","0","0","0","-6","658","77","202","11.7","30.7","-101.57","43","26","259","28","79","10.81","30.5","-18.84","72","18","37","25","25","-22.22","488","58","157","11.89","11.89","-86.39",
"Obrien, Miss Fern","1","0","0","0","0","-1","3","1","2","33.33","66.67","-1.27","69","8","27","11.59","39.13","-34.82","14","3","30","5","13","16.67","43.33","-8.69","8","3","4","37.5","37.5","-0.15","56","5","21","8.93","8.93","-27.92",
"ONeill, K T","16","1","4","6.25","25","-13.62","33","2","11","6.06","33.33","-26.29","1522","138","398","9.07","26.15","-310.16","7","15","772","74","214","9.59","27.72","-237.52","117","37","72","31.62","31.62","-16.4","1117","93","283","8.33","8.33","-280.92",
"Orr, Oisin","25","3","5","12","20","-10.37","45","6","8","13.33","17.78","-16.46","1115","135","374","12.11","33.54","-343.18","1","3","598","73","180","12.21","30.1","-181.54","148","47","82","31.76","31.76","-2.48","773","84","238","10.87","10.87","-252.76",
"Osborne, Saffie","21","4","6","19.05","28.57","15.5","37","6","12","16.22","32.43","11.75","1232","163","390","13.23","31.66","-29.47","2","6","624","94","209","15.06","33.49","-6.51","131","49","79","37.4","37.4","19.99","872","125","293","14.33","14.33","131.95",
"OSullivan, Darragh","2","0","0","0","0","-2","6","1","1","16.67","16.67","7","36","2","6","5.56","16.67","-18.67","9","5","36","2","6","5.56","16.67","-18.67","1","0","1","0","0","-1","28","1","4","3.57","3.57","-15",
"Peate, Jonny","7","1","2","14.29","28.57","-2.67","12","1","3","8.33","25","-7.67","703","60","181","8.53","25.75","-250.29","1","2","366","31","98","8.47","26.78","-101.62","58","17","36","29.31","29.31","-5.86","591","57","159","9.64","9.64","-148.79",
"Planas, Connor","6","0","0","0","0","-6","13","0","2","0","15.38","-13","466","47","140","10.09","30.04","-144.43","51","36","194","10","52","5.15","26.8","-110.5","61","17","36","27.87","27.87","-6.01","385","40","120","10.39","10.39","-112.06",
"Poste, Ben J","2","0","1","0","50","-2","4","0","1","0","25","-4","508","17","102","3.35","20.08","-367.55","97","38","239","4","55","1.67","23.01","-220.92","16","4","10","25","25","-4.87","312","14","75","4.49","4.49","-217.88",
"Powell, Brendan","6","0","1","0","16.67","-6","12","0","3","0","25","-12","886","74","246","8.35","27.77","-442.14","80","48","420","33","108","7.86","25.71","-231.63","73","25","44","34.25","34.25","2.4","588","61","180","10.37","10.37","-211.48",
"Powell, J A","9","0","1","0","11.11","-9","18","1","3","5.56","16.67","-6","617","45","144","7.29","23.34","-241.51","9","12","278","19","54","6.83","19.42","-121.84","50","10","28","20","20","-2.84","486","42","125","8.64","8.64","-134.51",
"Price, Charlie","2","1","1","50","50","3.5","3","1","2","33.33","66.67","2.5","184","15","43","8.15","23.37","31.63","1","1","60","7","15","11.67","25","-14.75","13","1","5","7.69","7.69","-10","114","10","27","8.77","8.77","4.88",
"Probert, David","22","4","8","18.18","36.36","-2.02","43","7","15","16.28","34.88","1.48","1923","224","569","11.65","29.59","-200.47","1","1","949","114","300","12.01","31.61","30.86","207","58","121","28.02","28.02","-59.33","1304","156","392","11.96","11.96","-23.78",
"Pyle, William","10","1","2","10","20","11","12","1","2","8.33","16.67","9","441","40","123","9.07","27.89","-163.25","5","6","254","26","70","10.24","27.56","-58.16","49","11","33","22.45","22.45","-7.58","362","34","101","9.39","9.39","-114.25",
"Queally, T P","7","2","3","28.57","42.86","15.5","12","3","4","25","33.33","15.5","506","61","139","12.06","27.47","-65.47","1","1","232","26","53","11.21","22.84","-81.58","60","24","41","40","40","13.53","382","50","108","13.09","13.09","-55.09",
"Rawlinson, Ali","12","1","1","8.33","8.33","-9","19","1","3","5.26","15.79","-16","699","73","195","10.44","27.9","-93.56","4","7","389","37","120","9.51","30.85","-87.79","53","16","30","30.19","30.19","-6.31","567","61","167","10.76","10.76","-48.56",
"Reed, Harry","2","0","0","0","0","-2","8","0","2","0","25","-8","418","28","94","6.7","22.49","-224.57","54","18","202","14","50","6.93","24.75","-107.07","23","7","12","30.43","30.43","-2.36","267","21","62","7.87","7.87","-93.46",
"Ring, C V","2","0","0","0","0","-2","3","0","0","0","0","-3","340","11","44","3.24","12.94","-220.57","117","38","175","6","23","3.43","13.14","-124","6","2","3","33.33","33.33","-0.9","214","10","36","4.67","4.67","-135.57",
"Robinson, Ben","14","5","6","35.71","42.86","13.25","23","7","9","30.43","39.13","21.25","650","60","182","9.23","28","-157.92","1","1","355","34","99","9.58","27.89","-95.5","43","16","28","37.21","37.21","8.46","493","51","152","10.34","10.34","-73.68",
"Roche, L F","6","0","0","0","0","-6","16","3","4","18.75","25","16.5","659","40","124","6.07","18.82","-55.16","8","7","311","18","52","5.79","16.72","-3.12","31","7","13","22.58","22.58","-3.66","382","26","79","6.81","6.81","107.33",
"Rodriguez, Callum","10","2","4","20","40","-3.59","24","6","14","25","58.33","-2.51","722","126","294","17.45","40.72","-91.98","1","2","387","73","172","18.86","44.44","-50.69","167","61","99","36.53","36.53","-1.98","501","86","209","17.17","17.17","-31.27",
"Rooke, George","12","1","2","8.33","16.67","-2.5","23","3","7","13.04","30.43","-5.59","701","53","172","7.56","24.54","-208.17","1","3","366","29","94","7.92","25.68","-126.95","53","11","36","20.75","20.75","-24.57","488","34","127","6.97","6.97","-154.63",
"Russell, Harry","8","1","1","12.5","12.5","-0.5","12","1","2","8.33","16.67","-4.5","488","38","97","7.79","19.88","-133.31","2","1","272","20","45","7.35","16.54","-89.29","24","7","9","29.17","29.17","-1.64","364","29","80","7.97","7.97","-99.14",
"Rutledge, Siobhan","3","0","0","0","0","-3","9","0","1","0","11.11","-9","660","34","110","5.15","16.67","-249.42","23","19","335","13","41","3.88","12.24","-134","27","5","12","18.52","18.52","-5.17","535","29","93","5.42","5.42","-188.92",
"Ryan, Gavin","8","0","3","0","37.5","-8","15","0","3","0","20","-15","723","60","162","8.3","22.41","-217.12","21","24","346","32","82","9.25","23.7","-126.11","60","15","33","25","25","-16.7","346","29","67","8.38","8.38","-13.04",
"Ryan, J J G","17","1","3","5.88","17.65","-9.5","36","2","8","5.56","22.22","-22.5","855","57","204","6.67","23.86","-291.41","7","12","524","37","124","7.06","23.66","-138.79","42","5","22","11.9","11.9","-22.24","649","48","172","7.4","7.4","-164.16",
"Ryan, Rossa","31","2","7","6.45","22.58","-13.5","54","5","15","9.26","27.78","-6","2214","383","883","17.3","39.88","80.81","3","12","1246","219","496","17.58","39.81","-77.68","485","173","320","35.67","35.67","8.16","1472","248","568","16.85","16.85","-69.91",
"Sayette, B D L","8","1","2","12.5","25","-5.12","19","3","4","15.79","21.05","5.38","823","96","255","11.66","30.98","-207.84","7","7","403","36","110","8.93","27.3","-149.73","102","35","62","34.31","34.31","-15.46","549","61","165","11.11","11.11","-123.27",
"Scholfield, Nick","2","0","0","0","0","-2","14","0","2","0","14.29","-14","549","47","142","8.56","25.87","-189.58","36","17","365","23","87","6.3","23.84","-194.64","48","14","29","29.17","29.17","-6.49","333","36","91","10.81","10.81","-33.48",
"Scott, Rowan","19","3","7","15.79","36.84","-2.25","30","3","9","10","30","-13.25","900","74","259","8.22","28.78","-371.97","1","2","485","41","143","8.45","29.48","-185.75","57","13","32","22.81","22.81","-13.51","665","60","201","9.02","9.02","-219.59",
"Sexton, Ryan","11","0","1","0","9.09","-11","16","0","2","0","12.5","-16","777","72","204","9.27","26.25","-182.55","17","20","406","34","101","8.37","24.88","-63.74","68","16","37","23.53","23.53","-15.92","651","64","177","9.83","9.83","-109.35",
"Shaw, Harrison","6","1","2","16.67","33.33","3.5","13","1","2","7.69","15.38","-3.5","453","29","104","6.4","22.96","-193.87","4","3","170","9","39","5.29","22.94","-46.75","33","7","18","21.21","21.21","-8","333","22","83","6.61","6.61","-119.25",
"Sheehy, M P","7","0","0","0","0","-7","13","1","1","7.69","7.69","-9.75","451","27","87","5.99","19.29","-137.16","14","12","188","8","30","4.26","15.96","-72.68","29","9","19","31.03","31.03","-10.24","199","7","34","3.52","3.52","-87.67",
"Shepard, Miss Sienna","0","0","0","0","0","0","0","0","0","0","0","0","8","1","1","12.5","12.5","26","327","4","5","1","1","20","20","29","0","0","0","0","0","0","8","1","1","12.5","12.5","26",
"Shepherd, Callum","25","2","7","8","28","-20.81","50","5","16","10","32","-32.4","1428","165","451","11.55","31.58","-220.67","2","10","889","105","282","11.81","31.72","-156.77","162","55","94","33.95","33.95","0.05","963","120","321","12.46","12.46","-149.01",
"Sheridan, J M","10","0","2","0","20","-10","19","1","5","5.26","26.32","-4","757","41","179","5.42","23.65","-409.92","10","15","387","20","91","5.17","23.51","-249.75","36","10","22","27.78","27.78","-0.92","491","32","116","6.52","6.52","-192.75",
"Shoemark, Kieran","19","8","9","42.11","47.37","12.26","28","9","12","32.14","42.86","6.51","1096","142","360","12.96","32.85","-160.27","1","2","693","94","238","13.56","34.34","-44.41","138","48","78","34.78","34.78","-5.02","635","80","203","12.6","12.6","11.75",
"Skelton, Harry","6","1","2","16.67","33.33","-3.8","11","3","5","27.27","45.45","-2.17","952","200","439","21.01","46.11","-136.83","4","6","560","118","261","21.07","46.61","-76.64","303","113","201","37.29","37.29","-14.14","525","104","226","19.81","19.81","-32.38",
"Slattery, A J","6","1","1","16.67","16.67","45","14","2","3","14.29","21.43","43","602","50","133","8.31","22.09","-2.52","6","1","256","20","61","7.81","23.83","2.75","29","12","16","41.38","41.38","10.98","342","31","82","9.06","9.06","-4.15",
"Sousa, Silvestre De","15","0","8","0","53.33","-15","40","2","14","5","35","-34.65","473","62","177","13.11","37.42","-23.15","11","29","473","62","177","13.11","37.42","-23.15","82","26","53","31.71","31.71","-11.14","330","38","116","11.52","11.52","-43.46",
"Stammers, Oliver","3","0","1","0","33.33","-3","7","0","2","0","28.57","-7","377","40","125","10.61","33.16","-90.27","295","36","85","8","30","9.41","35.29","-28.42","35","10","23","28.57","28.57","-5.84","324","36","110","11.11","11.11","-68.6",
"Stott, Kevin","15","0","3","0","20","-15","27","1","9","3.7","33.33","-17","1328","191","489","14.38","36.82","-309.93","8","17","424","43","132","10.14","31.13","-184.41","262","91","179","34.73","34.73","-22.25","840","117","290","13.93","13.93","-176.02",
"Sullivan, James P","10","0","1","0","10","-10","23","0","1","0","4.35","-23","895","72","224","8.04","25.03","-301.92","17","28","470","34","101","7.23","21.49","-217.92","52","14","25","26.92","26.92","-3.25","757","62","193","8.19","8.19","-265.04",
"Swift, Mr Dale","6","3","4","50","66.67","15.33","8","3","5","37.5","62.5","13.33","465","43","111","9.25","23.87","-75.35","3","3","210","20","48","9.52","22.86","-32.46","26","9","13","34.62","34.62","2.69","382","38","95","9.95","9.95","-18.31",
"Tabti, M","3","0","1","0","33.33","-3","5","0","2","0","40","-5","153","14","51","9.15","33.33","-39.67","21","12","65","6","21","9.23","32.31","-17","19","7","11","36.84","36.84","2.5","128","11","43","8.59","8.59","-37.42",
"Tindall, Ethan","0","0","0","0","0","0","1","0","0","0","0","-1","39","1","3","2.56","7.69","-31","87","14","28","1","3","3.57","10.71","-20","0","0","0","0","0","0","33","1","3","3.03","3.03","-25",
"Tudhope, Daniel","19","3","9","15.79","47.37","-8.75","35","6","14","17.14","40","-9.75","1262","195","469","15.45","37.16","-219.88","1","1","660","108","265","16.36","40.15","-119.82","272","93","166","34.19","34.19","-0.88","798","102","280","12.78","12.78","-217.17",
"Tudor, Jack","4","0","1","0","25","-4","15","3","5","20","33.33","7.5","680","82","181","12.06","26.62","-133.25","9","5","403","53","114","13.15","28.29","-84.62","79","31","46","39.24","39.24","9.96","480","63","128","13.13","13.13","-86.58",
"Turner, Hayley","8","2","4","25","50","7","17","2","4","11.76","23.53","-2","772","74","207","9.59","26.81","-179.4","1","2","389","41","106","10.54","27.25","-15.06","65","23","43","35.38","35.38","6.39","526","51","143","9.7","9.7","-103.66",
"Twiston-Davies, Sam","7","2","5","28.57","71.43","-1.58","12","3","7","25","58.33","1.92","1265","182","461","14.39","36.44","-193.63","1","1","620","96","242","15.48","39.03","-101.36","233","74","135","31.76","31.76","-34.71","795","114","276","14.34","14.34","4.89",
"Walker, Mr S","2","1","2","50","100","0.25","3","1","2","33.33","66.67","-0.75","61","11","24","18.03","39.34","-12.92","5","2","33","6","14","18.18","42.42","-2.92","16","5","10","31.25","31.25","-2.92","61","11","24","18.03","18.03","-12.92",
"Watson, Jason","16","0","3","0","18.75","-16","31","2","8","6.45","25.81","-24.89","957","90","268","9.4","28","-314","8","19","348","41","109","11.78","31.32","-73.56","99","31","63","31.31","31.31","-5.28","701","66","197","9.42","9.42","-175.92",
"Wedge, Adam","3","1","2","33.33","66.67","1.5","11","2","5","18.18","45.45","-3","752","70","175","9.31","23.27","-231.94","4","2","304","27","73","8.88","24.01","-59.18","57","18","33","31.58","31.58","1.27","524","50","124","9.54","9.54","-158.02",
"Whearty, R","8","1","3","12.5","37.5","-5.62","10","2","5","20","50","-3.87","670","51","163","7.61","24.33","-114.03","2","4","413","34","108","8.23","26.15","-49.78","43","12","25","27.91","27.91","2.22","509","42","137","8.25","8.25","-139.16",
"Wheatley, Zak","5","0","1","0","20","-5","10","0","1","0","10","-10","361","29","81","8.03","22.44","-130.17","17","15","187","13","40","6.95","21.39","-84","27","4","8","14.81","14.81","-10.92","297","27","72","9.09","9.09","-73.67",
"Whelan, R P","10","2","2","20","20","1","25","3","7","12","28","-6","1059","124","312","11.71","29.46","-145.4","7","8","522","62","150","11.88","28.74","-113.57","112","39","70","34.82","34.82","15.57","537","77","187","14.34","14.34","38.68",
"Whelan, Trevor","10","0","2","0","20","-10","22","2","7","9.09","31.82","-7","881","74","206","8.4","23.38","-243.95","9","12","456","44","111","9.65","24.34","-143.51","48","22","35","45.83","45.83","11.59","565","53","139","9.38","9.38","-158.45",
"Wilkie, Brandon","9","1","3","11.11","33.33","6","20","3","5","15","25","7.5","396","44","110","11.11","27.78","-86","7","9","309","36","91","11.65","29.45","-51.71","39","12","21","30.77","30.77","-7.16","354","39","97","11.02","11.02","-72.58",
"Williams, Eleanor","0","0","0","0","0","0","0","0","0","0","0","0","36","0","3","0","8.33","-36","1039","61","19","0","2","0","10.53","-19","0","0","0","0","0","0","29","0","2","0","0","-29",
"Williams, Lorcan","0","0","0","0","0","0","1","0","0","0","0","-1","318","48","110","15.09","34.59","-106.1","87","10","155","28","61","18.06","39.35","-30.94","51","20","32","39.22","39.22","-7.03","175","27","64","15.43","15.43","-33.52",
"Winn, Mark","17","4","5","23.53","29.41","45.08","29","4","6","13.79","20.69","33.08","701","80","217","11.41","30.96","-112.52","4","12","377","37","105","9.81","27.85","-67.68","89","31","56","34.83","34.83","10.4","628","75","199","11.94","11.94","-112.65",
"Wood, George","6","0","4","0","66.67","-6","11","0","5","0","45.45","-11","424","30","103","7.08","24.29","-130.46","32","25","228","14","59","6.14","25.88","-90.3","30","8","16","26.67","26.67","-1.46","281","24","76","8.54","8.54","-29.71",
"Woods, Sorcha","2","0","0","0","0","-2","3","0","0","0","0","-3","105","8","23","7.62","21.9","-1.67","112","37","68","4","14","5.88","20.59","3.83","6","2","6","33.33","33.33","3.33","95","8","23","8.42","8.42","8.33",
"Wright, Liam","2","0","1","0","50","-2","7","0","2","0","28.57","-7","284","22","65","7.75","22.89","-29.19","36","23","177","15","41","8.47","23.16","19.06","26","6","13","23.08","23.08","-9.69","248","20","56","8.06","8.06","-15.19",
"Young, Archie","3","0","1","0","33.33","-3","6","0","3","0","50","-6","176","20","49","11.36","27.84","-40.86","49","19","137","16","39","11.68","28.47","-28.69","20","5","11","25","25","-5.86","165","20","47","12.12","12.12","-29.86",
 
