Jockey,14Day_Runs,14Day_Wins,14Day_Places,14Day_Win_Strike,14Day_Place_Strike,14Day_SP_ProfitLoss,2YR_Runs,2YR_Wins,2YR_Places,2YR_Win_Strike,2YR_Place_Strike,2YR_SP_ProfitLoss,DaysSinceWin,RunsSinceWin,1YR_Runs,1YR_Wins,1YR_Places,1YR_Win_Strike,1YR_Place_Strike,1YR_SP_ProfitLoss,2yr_fav_Runs,2yr_fav_Wins,2yr_fav_Places,2yr_fav_Win_Strike,2yr_fav_Place_Strike,2yr_fav_SP_ProfitLoss,2yr_hcap_Runs,2yr_hcap_Wins,2yr_hcap_Places,2yr_hcap_Win_Strike,2yr_hcap_Place_Strike,2yr_hcap_SP_ProfitLoss,
"Agar, Mr Josh","1","0","1","0","100","-1","13","1","3","7.69","23.08","-5","417","8","6","0","2","0","33.33","-6","2","0","1","0","0","-2","13","1","3","7.69","7.69","-5",
"Allan, David","45","1","10","2.22","22.22","-38.5","1282","132","393","10.3","30.66","-365.6","7","16","682","62","200","9.09","29.33","-179.23","174","57","105","32.76","32.76","8.7","984","114","325","11.59","11.59","-185.46",
"Bannister, Harry A A","3","0","1","0","33.33","-3","506","63","171","12.45","33.79","-109.13","31","6","177","17","57","9.6","32.2","-53.8","91","25","51","27.47","27.47","-27.72","326","43","114","13.19","13.19","-36.33",
"Barry, Mr J C","2","0","1","0","50","-2","160","8","30","5","18.75","-34.17","116","23","71","3","15","4.23","21.13","-37","3","1","1","33.33","33.33","1.33","32","1","2","3.13","3.13","-27.67",
"Bass, George","10","0","4","0","40","-10","378","34","100","8.99","26.46","-67.4","31","23","183","14","51","7.65","27.87","-87.04","24","9","13","37.5","37.5","3.27","286","30","85","10.49","10.49","-41.9",
"Beasley, Connor","45","6","15","13.33","33.33","-7.38","1450","171","491","11.79","33.86","-195.3","1","2","737","82","247","11.13","33.51","-133.7","206","51","119","24.76","24.76","-49.65","1042","125","361","12","12","-75.35",
"Bennett, Charlie","8","0","1","0","12.5","-8","575","17","93","2.96","16.17","-426.12","128","101","273","9","50","3.3","18.32","-208.5","21","3","10","14.29","14.29","-9.5","413","15","78","3.63","3.63","-274.12",
"Best, J A","8","0","1","0","12.5","-8","696","37","125","5.32","17.96","-358.06","25","12","332","12","54","3.61","16.27","-196.87","35","11","15","31.43","31.43","2.03","436","32","103","7.34","7.34","-130.71",
"Bewley, Jonathon","4","0","1","0","25","-4","157","18","47","11.46","29.94","-65.21","59","12","87","11","23","12.64","26.44","-28.21","16","7","8","43.75","43.75","7.29","124","17","42","13.71","13.71","-36.71",
"Bishop, Charles","20","2","5","10","25","-12.38","696","68","189","9.77","27.16","-185.51","7","6","406","39","117","9.61","28.82","-164.5","67","22","40","32.84","32.84","-13.13","410","32","96","7.8","7.8","-105.2",
"Blackmore, Rachael","18","2","8","11.11","44.44","-8","833","122","312","14.65","37.45","-250.02","8","9","438","61","165","13.93","37.67","-128.49","193","63","122","32.64","32.64","-46.31","329","24","92","7.29","7.29","-120.21",
"Bowen, Sean P","22","5","9","22.73","40.91","-5.62","1271","263","493","20.69","38.79","121.01","2","3","722","148","273","20.5","37.81","151.31","311","137","200","44.05","44.05","16.56","821","152","298","18.51","18.51","6.56",
"Bradley, Paddy","17","0","2","0","11.76","-17","280","22","70","7.86","25","-95.84","24","26","245","21","61","8.57","24.9","-67.34","19","1","7","5.26","5.26","-15.5","214","21","62","9.81","9.81","-33.34",
"Brassil, C","5","0","1","0","20","-5","159","9","38","5.66","23.9","-82.2","71","21","97","5","19","5.15","19.59","-47.4","9","3","5","33.33","33.33","-1.7","93","3","19","3.23","3.23","-73.5",
"Brogan, Kevin","0","0","0","0","0","0","515","70","165","13.59","32.04","-98.99","96","14","220","16","55","7.27","25","-70.74","81","32","57","39.51","39.51","1.52","402","60","137","14.93","14.93","-97.49",
"Brookes, Aiden","11","0","0","0","0","-11","341","34","74","9.97","21.7","-13.79","16","14","208","14","38","6.73","18.27","-39.92","23","9","14","39.13","39.13","6.46","296","33","68","11.15","11.15","25.21",
"Brouder, Gavin","17","1","8","5.88","47.06","-11","310","18","60","5.81","19.35","-30.92","2","3","170","9","36","5.29","21.18","-65.12","12","2","5","16.67","16.67","-5.3","197","13","40","6.6","6.6","-13.3",
"Broughton, Mr T P","1","1","1","100","100","2","50","14","26","28","52","36.79","4","1","35","11","17","31.43","48.57","36.08","11","7","9","63.64","63.64","6.29","31","11","16","35.48","35.48","14.46",
"Brown, Pippa","2","0","0","0","0","-2","26","2","8","7.69","30.77","-7.5","40","4","16","1","5","6.25","31.25","-7.5","1","0","0","0","0","-1","20","2","7","10","10","-1.5",
"Bryan, Joshua","15","1","4","6.67","26.67","-11.75","358","36","97","10.06","27.09","-55.27","9","10","198","20","52","10.1","26.26","-54","23","8","16","34.78","34.78","1.48","220","22","64","10","10","-31.87",
"Buckley, Kieran","8","0","4","0","50","-8","438","37","120","8.45","27.4","-185.9","49","24","291","19","67","6.53","23.02","-157.6","49","14","30","28.57","28.57","-4.9","274","25","78","9.12","9.12","-79.24",
