Jockey,14Day_Runs,14Day_Wins,14Day_Places,14Day_Win_Strike,14Day_Place_Strike,14Day_SP_ProfitLoss,2YR_Runs,2YR_Wins,2YR_Places,2YR_Win_Strike,2YR_Place_Strike,2YR_SP_ProfitLoss,DaysSinceWin,RunsSinceWin,1YR_Runs,1YR_Wins,1YR_Places,1YR_Win_Strike,1YR_Place_Strike,1YR_SP_ProfitLoss,2yr_fav_Runs,2yr_fav_Wins,2yr_fav_Places,2yr_fav_Win_Strike,2yr_fav_Place_Strike,2yr_fav_SP_ProfitLoss,2yr_hcap_Runs,2yr_hcap_Wins,2yr_hcap_Places,2yr_hcap_Win_Strike,2yr_hcap_Place_Strike,2yr_hcap_SP_ProfitLoss,
"Anderson, Mr A","9","0","1","0","11.11","-9","255","10","38","3.92","14.9","-182.5","22","10","98","6","13","6.12","13.27","-52.5","5","2","3","40","40","1","187","8","30","4.28","4.28","-127",
"Andrews, Bridget","13","1","4","7.69","30.77","-11.17","246","30","62","12.2","25.2","-103.65","4","2","110","12","26","10.91","23.64","-49.06","33","15","20","45.45","45.45","3.1","130","9","25","6.92","6.92","-52.05",
"Armson, Philip","11","1","2","9.09","18.18","-3","465","37","113","7.96","24.3","-110.59","7","9","296","30","88","10.14","29.73","-21.42","44","8","25","18.18","18.18","-16.88","403","35","107","8.68","8.68","-178.92",
"Austin, Edward","6","0","0","0","0","-6","113","11","24","9.73","21.24","-21","32","10","78","9","16","11.54","20.51","0","10","4","8","40","40","3","80","7","18","8.75","8.75","-23.5",
"Bannister, Harry A A","8","0","2","0","25","-8","498","65","161","13.05","32.33","-80","124","14","178","28","63","15.73","35.39","-24.61","81","25","47","30.86","30.86","-14.92","305","47","108","15.41","15.41","12.55",
"Bass, David","10","0","1","0","10","-10","518","72","168","13.9","32.43","-139.03","25","18","226","32","76","14.16","33.63","-44","91","25","55","27.47","27.47","-25.97","291","33","87","11.34","11.34","-98.56",
"Bass, George","2","0","0","0","0","-2","419","34","99","8.11","23.63","-106.69","110","35","230","21","51","9.13","22.17","-50.49","22","8","12","36.36","36.36","-0.19","311","29","80","9.32","9.32","-68.19",
"Bastyan, Mitchell S","4","0","2","0","50","-4","385","48","125","12.47","32.47","-105.63","40","16","142","18","49","12.68","34.51","-69.01","52","18","34","34.62","34.62","-7.96","248","29","84","11.69","11.69","-68.76",
"Bellamy, Tom","18","2","7","11.11","38.89","-8.75","820","96","260","11.71","31.71","-262.62","5","4","404","45","134","11.14","33.17","-141.19","83","34","49","40.96","40.96","7.92","486","59","157","12.14","12.14","-131.46",
"Bennett, Charlie","6","0","1","0","16.67","-6","678","27","120","3.98","17.7","-413.29","57","31","313","12","53","3.83","16.93","-225.12","26","4","12","15.38","15.38","-12","488","26","107","5.33","5.33","-225.79",
"Blackmore, Rachael","21","2","9","9.52","42.86","21.29","885","134","338","15.14","38.19","-281.73","5","1","462","62","162","13.42","35.06","-133.72","209","67","128","32.06","32.06","-55.29","345","24","104","6.96","6.96","-137.09",
"Boinville, Nico","13","2","6","15.38","46.15","-3.28","661","142","258","21.48","39.03","-64.73","7","6","259","52","91","20.08","35.14","-38.58","214","89","129","41.59","41.59","-10.64","308","51","99","16.56","16.56","14.15",
"Bowen, James C","25","1","7","4","28","-19.5","753","118","264","15.67","35.06","-47.15","4","9","334","47","110","14.07","32.93","-50.23","131","47","85","35.88","35.88","2.34","469","80","164","17.06","17.06","71.02",
"Bradley, Paddy","4","0","0","0","0","-4","101","7","27","6.93","26.73","-41.17","21","7","101","7","27","6.93","26.73","-41.17","6","0","2","0","0","-6","74","7","23","9.46","9.46","-14.17",
