time,track,horse,race_name,class,race_restrictions,major,racetype,distance,prize,going,runners,category,topor,direction,stall,trainer,horse_age,pounds,jockey_name,jockeys_claim,fav,OfficialRating,Odds,racecardno,last1,last2,last3,speedandtodayrating,jockeytrainerstallionrating,total,LastRun,jockey14runs,jockey14wins,jockey14strike,jockey30runs,jockey30wins,jockey30strike,jockey1yrruns,jockey1yrwins,jockey1yrstrike,jockeyruns,jockeywins,jockeystrike,jocktrainruns,jocktrainwins,jocktrainstrike,jockcsrruns,jockcsrwins,jockcsrstrike,trainer14runs,trainer14wins,trainer14strike,trainer30runs,trainer30wins,trainer30strike,trainer1yrruns,trainer1yrwins,trainer1yrstrike,trainerruns,trainerwins,trainerstrike,traincsrruns,traincsrwins,traincsrstrike,form,horsecountry,stallsanalyser,HorseSex,stallion,LastRace_Pos,SecondLastRace_Pos,LR_OR,2LR_OR,3LR_OR,4LR_OR,Going_WinPC,Career_WinPC,Class_WinPC,Direction_WinPC,LR_Track,LR_class,LR_prize,LR_distance,LR_runners,LR_Odds,LR_weight,Days_Since_2LR,2LR_Track,2LR_class,2LR_prize,2LR_distance,2LR_runners,2LR_Odds,2LR_weight,Days_Since_3LR,3LR_Track,3LR_class,3LR_prize,3LR_distance,3LR_runners,3LR_Odds,ThirdLastRace_Pos,CareerRuns,CareerWins,LR_Major,2LR_Major,3LR_Major,LR_Going,2LR_Going,3LR_Going,dam,Headgear,headgearlr,Class_plcPC,TrkDist_plcPC,Going_plcPC,HeadgearRuns,HeadgearWins,Headgear_WinPC,MilesTravelled,PosMilesTravelled,LRDistAhead,LRDistBt,GoingRuns,GoingWins,GoingPlaces,LRSubWinpc,LRSubPlcpc,stallpos,surface,DetailedSex,TrainerHorseRuns,Hcap_NonRuns,Hcap_NonWins,NH_Hcap_NonRuns,NH_Hcap_NonWins,medianOR,avgOR,SurfaceRuns,SurfaceWins,code,Stallion1yrPC,StallionAgePC,StallionDistancePC,StallionTrackPC,StallionClassPC,StallionSurfacePC,StallionGoingPC,FCOdds,EarlyOdds,dams_stallion,LWIN_Track,LWIN_distance,LWIN_odds,LWIN_going,LWIN_OR,ClassandHigherWins,JockeyHorseRuns,JockeyHorseWins,SeasonRuns,TrainerHorseWins,TrainerHorseCodeWins,penalty,HorseCareerPlaces,HorseTrackRuns,HorseTrackWins,HorseTrackPlaces,HorseTrackWin%,HorseTrackPlace%,HorseDistanceRuns,HorseDistanceWins,HorseDistancePlaces,HorseDistanceWin%,HorseDistancePlace%,HorseCDRuns,HorseCDWins,HorseCDPlaces,HorseCDWin%,HorseclassRuns,HorseclassWins,HorseclassPlaces,race_date,Unnamed: 183,racedate,racetime,race_restrictions_age,race_class,race_distance,prize_money,going_description,number_of_runners,place,distbt,horse_name,odds,official_rating,comptime,comptime_numeric,TotalDstBt,MedianOR,Dist_Furlongs,placing_numerical,RCode,BFSP,BFSP_Place,PlcsPaid,BFPlcsPaid,Yards,RailMove,RaceType,Comment,CardNo,StallPositioning,TrackDirection,dayssincelr,careerruns,surfacetype,horse_prizewin,Unnamed: 47
15:40:00,Fakenham,Commodore Miller,Watch Fakenham On RacingTV Novices Handicap Hurdle,Class 5,4yo+,Non-Major,Handicap Novices Hurdle,2m5f ,4139,Good,10,National Hunt,102,Left Handed,0,"Henderson, N J",5,170,"OBriain, Sean",10,Non Fav,102,6.5,1,42.0659288,19.972656,16.822333999999998,2.2,1.1159,105.3057152392,60,0,0,0,2,0,0,2,0,0,2,0,0,2,0,0,0,0,0,16,1,6,55,7,13,581,124,21,1137,227,20,10,2,20,842P0,(GB),0,Male,Blue Bresil (FR),Tenth,Pulled Up,0.0,0.0,0.0,0.0,0,0,0,0,Newbury,Class 4,4738.0,2m4½f ,10.0,20.0,152.0,95,Doncaster,Class 4,5446.0,2m3½f ,8.0,6.0,162.0,135,Fakenham,Class 4,4629.0,2m4½f ,6.0,3.5,Second,5,0,,,,Soft,Good,Good To Soft,Milliegait,None,None,0,0,0,5,0,0,162,Clear Fourth,,104.50,2,0,0,14,14,None,Undulating,Gelding,5,0,0,0,0,82.0,87,1,0,Hurdle,10,8,67,33,6,14,6,3.0,3.33,Tobougg (IRE),,,,,,0,0,0,0,0,5,0,1,1,0,1,0,100,0,0,0,0,0,0,0,0,0,1,0,0,2022-05-03,,2022-05-03,15:40:00,4yo+,Class 5,2m5f ,4139,Good,10,PU,,Commodore Miller,14.0,102,5 mins 16.82s,316.82,,82.0,21.0,PU,National Hunt,21.888551448633443,4.973092836530412,3,3,4401,198,Handicap Novices Hurdle,"held up, pushed along and lost place 5 out, behind when pulled up, 3 out",1,None,Left Handed,60,5,Undulating,,
15:40:00,Fakenham,Zulu Dawn (IRE),Watch Fakenham On RacingTV Novices Handicap Hurdle,Class 5,4yo+,Non-Major,Handicap Novices Hurdle,2m5f ,4139,Good,10,National Hunt,102,Left Handed,0,"OBrien, Fergal",8,169,"Law-Eadie, Mr R",10,Non Fav,101,14.0,2,40.65,18.27468,16.929075,1.2636,1.892,106.211381633,20,1,0,0,2,0,0,9,0,0,10,0,0,6,0,0,0,0,0,28,7,25,73,13,18,800,139,17,1366,244,18,8,2,25,U42238P,(IRE),0,Male,Fame And Glory,Pulled Up,Eighth,101.0,104.0,105.0,105.0,0,0,0,0,Southwell,Class 5,3730.0,2m5f ,13.0,16.0,152.0,147,Fontwell,Class 5,2342.0,2m6f ,11.0,5.5,160.0,171,Uttoxeter,Class 5,2342.0,2m4½f ,11.0,1.38,Third,11,0,,,,Good,Soft,Good,Maslam (IRE),Cheekpieces,None,20,0,33,0,0,0,171,Clear Second,0.0,Didnt Finish,6,0,2,0,50,None,Undulating,Gelding,3,3,0,3,0,82.0,87,2,0,Hurdle,13,14,19,13,13,11,15,10.0,16.0,Robellino (USA),,,,,,0,1,0,0,0,3,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,5,0,1,2022-05-03,,2022-05-03,15:40:00,4yo+,Class 5,2m5f ,4139,Good,10,PU,,Zulu Dawn (IRE),10.0,101,5 mins 16.82s,316.82,,82.0,21.0,PU,National Hunt,20.0,3.657691859,3,3,4401,198,Handicap Novices Hurdle,"raced wide towards rear, not fluent 3rd, behind when pulled up 3 out",2,None,Left Handed,20,11,Undulating,,
15:40:00,Fakenham,Justified,Watch Fakenham On RacingTV Novices Handicap Hurdle,Class 5,4yo+,Non-Major,Handicap Novices Hurdle,2m5f ,4139,Good,10,National Hunt,102,Left Handed,0,"King, N B",5,168,"Quinlan, Jack",0,Non Fav,100,2.0,3,76.34,28.427579999999995,18.080376,1.2142,1.2969000000000002,151.72942196,23,2,2,100,16,5,31,249,22,9,522,54,10,49,9,18,31,5,16,1,1,100,11,5,45,147,17,12,325,34,10,27,2,7,4538432,(GB),0,Male,Authorized (IRE),Second,Third,99.0,102.0,0.0,0.0,20,10,10,5,Stratford,Class 5,2941.0,2m3½f ,9.0,4.5,160.0,46,Fakenham,Class 4,6426.0,2m4f ,6.0,8.5,158.0,83,Fakenham,Class 3,6808.0,2m½f ,7.0,7.5,Fourth,30,3,,,,Good,Good To Soft,Soft,Caribbean Dancer (USA),None,None,43,0,60,30,3,10,190,Clear Top,2.25,2.50,5,1,3,0,100,None,Undulating,Gelding,5,24,3,2,0,82.0,87,11,2,Hurdle,14,20,11,0,16,16,18,5.0,3.5,Theatrical (IRE),Ripon,1m6f ,10.0,Good,66.0,2,1,0,0,0,5,0,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,21,2,9,2022-05-03,,2022-05-03,15:40:00,4yo+,Class 5,2m5f ,4139,Good,10,4th,6,Justified,2.25,100,5 mins 16.82s,316.82,11.75,82.0,21.0,4,National Hunt,3.844978434254445,1.4591351234152166,3,3,4401,198,Handicap Novices Hurdle,"close up, ridden 3 out, kept on same pace",3,None,Left Handed,23,30,Undulating,477.0,
15:40:00,Fakenham,Watashock (IRE),Watch Fakenham On RacingTV Novices Handicap Hurdle,Class 5,4yo+,Non-Major,Handicap Novices Hurdle,2m5f ,4139,Good,10,National Hunt,102,Left Handed,0,"Skelton, Daniel",5,166,"Skelton, Harry",0,Fav,98,1.75,4,83.0013,29.184643800000003,10.17063,1.0,1.4319,153.13435142800003,28,14,2,14,37,4,11,512,104,20,1196,256,21,1104,236,21,2,0,0,19,5,26,56,9,16,743,136,18,1517,284,19,7,2,29,03843,(IRE),0,Male,Sholokhov (IRE),Third,Fourth,0.0,0.0,0.0,0.0,0,0,0,0,Southwell,Class 4,5446.0,2m½f ,14.0,3.33,160.0,46,Fakenham,Class 4,5174.0,2m ,8.0,6.0,160.0,128,Huntingdon,Class 5,1906.0,2m ,14.0,4.5,Eighth,5,0,,,,Good,Good To Soft,Heavy,What A Princess (IRE),None,None,50,0,100,5,0,0,147,Clear Sixth,3.75,6.00,1,0,1,17,17,None,Undulating,Gelding,4,0,0,0,0,82.0,87,2,0,Hurdle,14,8,11,0,7,16,12,2.75,2.0,Alderbrook,,,,,,0,1,0,0,0,4,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,2022-05-03,,2022-05-03,15:40:00,4yo+,Class 5,2m5f ,4139,Good,10,1st,,Watashock (IRE),1.38,98,5 mins 16.82s,316.82,,82.0,21.0,1,National Hunt,2.5,1.3701090674020089,3,3,4401,198,Handicap Novices Hurdle,"in rear, headway 5th, tracked leaders 3 out, every chance next, led approaching last, ridden out",4,None,Left Handed,28,5,Undulating,4139.0,
15:40:00,Fakenham,Gold Leader,Watch Fakenham On RacingTV Novices Handicap Hurdle,Class 5,4yo+,Non-Major,Handicap Novices Hurdle,2m5f ,4139,Good,10,National Hunt,102,Left Handed,0,"Jeffreys, D J",8,150,"Bellamy, Tom",0,Non Fav,82,8.0,6,36.41400000000001,26.43696,8.037680000000002,1.8,0.2477999999999999,92.78821956800002,292,11,1,9,22,1,5,414,52,13,749,89,12,32,5,16,12,1,8,2,0,0,5,0,0,112,9,8,242,20,8,3,0,0,7774P,(GB),0,Female,Gold Well,Pulled Up,Fourth,84.0,85.0,0.0,0.0,0,0,0,0,Worcester,Class 5,2342.0,2m4f ,13.0,2.75,150.0,329,Southwell,Class 5,2342.0,2m5½f ,13.0,7.5,152.0,415,Warwick,Class 4,3769.0,2m ,9.0,125.0,Seventh,5,0,,,,Good,Good,Soft,Present Leader,None,None,0,0,0,5,0,0,159,Clear Fifth,0.0,Didnt Finish,2,0,0,0,27,None,Undulating,Mare,0,2,0,2,0,82.0,87,1,0,Hurdle,11,10,5,33,11,11,12,6.0,5.0,Presenting,,,,,,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2022-05-03,,2022-05-03,15:40:00,4yo+,Class 5,2m5f ,4139,Good,10,5th,2.75,Gold Leader,18.0,82,5 mins 16.82s,316.82,14.5,82.0,21.0,5,National Hunt,30.8951779158134,5.0,3,3,4401,198,Handicap Novices Hurdle,"led 2nd, headed 5th, tracked leaders, ridden 3 out, weakened approaching last",6,None,Left Handed,292,5,Undulating,350.0,
15:40:00,Fakenham,Tilsworth Sammy,Watch Fakenham On RacingTV Novices Handicap Hurdle,Class 5,4yo+,Non-Major,Handicap Novices Hurdle,2m5f ,4139,Good,10,National Hunt,102,Left Handed,0,"Jenkins, J R",7,150,"McGivern, Mr C",7,Non Fav,82,40.0,7,40.349,23.82471504,8.077074999999999,2.6666,0.1464,92.26757532,23,2,0,0,8,0,0,33,2,6,46,4,9,9,0,0,10,1,10,9,0,0,17,0,0,277,12,4,471,23,5,4,0,0,8096953,(GB),0,Male,Mount Nelson,Third,Fifth,0.0,0.0,46.0,45.0,0,0,0,0,Stratford,Class 4,4738.0,2m7f ,3.0,80.0,147.0,48,Huntingdon,Class 4,5445.0,2m½f ,10.0,300.0,153.0,62,Lingfield,Class 6,2970.0,1m5f ,9.0,200.0,Ninth,24,0,,,,Good,Soft,Standard,Chara,Visor,Visor,33,0,0,9,0,0,144,Joint Seventh,,27.75,1,0,0,0,0,None,Undulating,Gelding,24,17,0,0,0,82.0,87,2,0,Hurdle,11,11,0,50,12,14,9,33.0,28.0,Deploy,,,,,,0,3,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,2022-05-03,,2022-05-03,15:40:00,4yo+,Class 5,2m5f ,4139,Good,10,PU,,Tilsworth Sammy,100.0,82,5 mins 16.82s,316.82,,82.0,21.0,PU,National Hunt,786.6673970583663,57.302962879,3,3,4401,198,Handicap Novices Hurdle,"in rear, pushed along 4th, soon behind, tailed off when pulled up approaching last",7,None,Left Handed,23,24,Undulating,,
15:40:00,Fakenham,Cloudy Wednesday (IRE),Watch Fakenham On RacingTV Novices Handicap Hurdle,Class 5,4yo+,Non-Major,Handicap Novices Hurdle,2m5f ,4139,Good,10,National Hunt,102,Left Handed,0,"Fryer, Miss C",6,145,"Stones, Lewis",5,Non Fav,77,8.5,8,61.31499999999999,17.8992,11.33216,2.8,0.1879,112.87405278375,11,3,0,0,8,1,13,88,9,10,150,13,9,8,1,13,7,0,0,2,0,0,4,0,0,22,2,9,54,2,4,13,1,8,77P6705,(IRE),0,Male,Cloudings (IRE),Fifth,Eleventh,79.0,84.0,88.0,0.0,0,0,0,0,Southwell,Class 5,3730.0,2m ,14.0,11.0,141.0,28,Southwell,Class 5,3730.0,2m5f ,14.0,33.0,148.0,43,Southwell,Class 5,5446.0,3m1½f ,13.0,20.0,Seventh,8,0,,,,Good,Good,Good,Hansel Monday (IRE),Cheekpieces,Cheekpieces,0,0,0,1,0,0,83,Clear Bottom,4.25,6.65,3,0,0,0,0,None,Undulating,Gelding,3,3,0,3,0,82.0,87,4,0,Hurdle,7,10,0,0,12,7,11,10.0,12.0,Beneficial,,,,,,0,1,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,2022-05-03,,2022-05-03,15:40:00,4yo+,Class 5,2m5f ,4139,Good,10,2nd,2.75,Cloudy Wednesday (IRE),6.5,77,5 mins 16.82s,316.82,2.75,82.0,21.0,2,National Hunt,7.8,2.14,3,3,4401,198,Handicap Novices Hurdle,"led, headed 2nd, led again 5th, ridden and hit 3 out, headed approaching last, kept on one pace",8,None,Left Handed,11,8,Undulating,1907.0,
15:40:00,Fakenham,Dellboy Trotter (IRE),Watch Fakenham On RacingTV Novices Handicap Hurdle,Class 5,4yo+,Non-Major,Handicap Novices Hurdle,2m5f ,4139,Good,10,National Hunt,102,Left Handed,0,"Leeson, Tracey",6,144,"Ring, C V",3,Non Fav,76,33.0,9,42.43,15.086448000000004,10.071749999999998,2.7,0.0,93.42423694571428,23,6,0,0,17,1,6,169,6,4,268,8,3,3,0,0,1,0,0,0,0,0,1,0,0,18,0,0,38,0,0,3,0,0,54P5P05,(IRE),0,Male,Dylan Thomas (IRE),Fifth,Tenth,81.0,87.0,92.0,0.0,0,0,0,0,Stratford,Class 5,2941.0,2m3½f ,9.0,66.0,137.0,38,Stratford,Class 5,2941.0,2m6½f ,11.0,50.0,148.0,159,Taunton,Class 5,3431.0,2m3½f ,14.0,125.0,Pulled Up,7,0,,,,Good,Good,Good,Super Daisy (IRE),None,None,0,0,0,7,0,0,111,Clear Ninth,2.75,24.50,6,0,0,0,100,None,Undulating,Gelding,7,3,0,3,0,82.0,87,2,0,Hurdle,11,12,15,0,14,10,14,33.0,28.0,Moonax (IRE),,,,,,0,1,0,0,0,7,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,4,0,0,2022-05-03,,2022-05-03,15:40:00,4yo+,Class 5,2m5f ,4139,Good,10,6th,7.5,Dellboy Trotter (IRE),40.0,76,5 mins 16.82s,316.82,22.0,82.0,21.0,6,National Hunt,46.0,6.6,3,3,4401,198,Handicap Novices Hurdle,"raced wide tracked leaders, ridden 3 out, weakened next",9,None,Left Handed,23,7,Undulating,350.0,
15:40:00,Fakenham,Cobbs Corner (IRE),Watch Fakenham On RacingTV Novices Handicap Hurdle,Class 5,4yo+,Non-Major,Handicap Novices Hurdle,2m5f ,4139,Good,10,National Hunt,102,Left Handed,0,"Gifford, N J",6,142,"Davies, James",0,Non Fav,74,20.0,10,35.44752,26.21088,11.0245504,2.6,0.2453999999999999,94.633557882925,45,9,2,22,31,3,10,253,20,8,582,38,7,121,10,8,13,0,0,4,0,0,6,0,0,108,5,5,220,18,8,5,0,0,7463057,(IRE),0,Male,Ocovango,Seventh,Fifth,77.0,81.0,0.0,0.0,0,0,0,0,Fontwell,Class 5,4139.0,2m3½f ,10.0,14.0,141.0,92,Plumpton,Class 5,4139.0,2m½f ,13.0,22.0,151.0,170,Fontwell,Class 4,4084.0,2m2f ,13.0,80.0,Tenth,8,0,,,,Good To Soft,Good,Good,A Long Way,None,None,0,0,0,8,0,0,169,Clear Third,12.0,33.50,5,0,0,25,25,None,Undulating,Gelding,8,2,0,2,0,82.0,87,6,0,Hurdle,9,11,24,0,17,6,7,14.0,25.0,Gamut (IRE),,,,,,0,5,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,2022-05-03,,2022-05-03,15:40:00,4yo+,Class 5,2m5f ,4139,Good,10,3rd,3,Cobbs Corner (IRE),10.0,74,5 mins 16.82s,316.82,5.75,82.0,21.0,3,National Hunt,16.526928476484827,3.774206090425723,3,3,4401,198,Handicap Novices Hurdle,"close up, tracked leaders 3 out, kept on same pace",10,None,Left Handed,45,8,Undulating,953.0,
15:40:00,Fakenham,Infinite Beauty (IRE),Watch Fakenham On RacingTV Novices Handicap Hurdle,Class 5,4yo+,Non-Major,Handicap Novices Hurdle,2m5f ,4139,Good,10,National Hunt,102,Left Handed,0,"Hobson, Miss Clare",4,142,"Worsley, Tabitha",3,Non Fav,82,50.0,11,43.2215744,17.677972439999998,10.926782499999998,3.0818,0.0665999999999999,90.692880715,39,11,0,0,24,0,0,262,17,6,414,25,6,32,1,3,13,0,0,3,0,0,8,0,0,78,2,3,135,3,2,8,0,0,3464P67,(IRE),0,Female,Dark Angel (IRE),Seventh,Sixth,0.0,0.0,0.0,60.0,0,0,0,0,Hereford,Class 4,6045.0,2m½f ,9.0,150.0,142.0,160,Wetherby,Class 4,4193.0,2m ,9.0,250.0,140.0,188,Fakenham,Class 4,4684.0,2m½f ,9.0,200.0,Pulled Up,11,0,,,,Good,Good,Good,Natural Beauty,None,None,0,0,0,11,0,0,144,Joint Seventh,4.5,39.25,3,0,0,0,0,None,Undulating,Filly,4,6,0,0,0,82.0,87,1,0,Hurdle,13,15,0,67,16,12,12,33.0,50.0,Oasis Dream,,,,,,0,3,0,0,0,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2022-05-03,,2022-05-03,15:40:00,4yo+,Class 5,2m5f ,4139,Good,10,PU,,Infinite Beauty (IRE),150.0,82,5 mins 16.82s,316.82,,82.0,21.0,PU,National Hunt,752.1690471965682,99.3389769431902,3,3,4401,198,Handicap Novices Hurdle,"keen held up, weakened 4 out, tailed off when pulled up approaching last",11,None,Left Handed,39,11,Undulating,,
15:50:00,Ayr,Hereditary Rule (IRE),Book Summer Saturday On 18 June Handicap Chase,Class 3,5yo+,Non-Major,Handicap Chase,3m.5f ,7624,Good,6,National Hunt,125,Left Handed,0,"McConnell, John C",7,168,"Jacob, Daryl",0,Non Fav,125,5.5,1,80.388,23.9596641,16.479625,0.6921,1.2424,146.23523385000004,19,18,0,0,37,1,3,238,31,13,620,84,14,0,0,0,13,3,23,32,4,13,60,7,12,792,64,8,1461,114,8,5,1,20,PP80541,(IRE),0,Male,Imperial Monarch (IRE),First,Fourth,0.0,0.0,106.0,107.0,0,8,0,0,Clonmel,Irish,6106.0,2m ,6.0,7.5,166.0,51,Limerick,Irish,6903.0,2m1½f ,7.0,66.0,166.0,59,Navan,Irish,6106.0,2m4f ,13.0,14.0,Fifth,13,1,,,,Yielding,Soft To Heavy,Yielding,Miss Ogan (IRE),None,None,0,0,0,12,1,8,30000,Joint Top,1.5,,2,0,0,100,100,None,Flat,Gelding,5,5,0,0,0,116.0,116,0,0,Chase,6,9,13,0,0,4,4,2.75,2.5,Supreme Leader,Clonmel,2m ,7.5,Yielding,0.0,0,0,0,0,1,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-05-03,,2022-05-03,15:50:00,5yo+,Class 3,3m.5f ,7624,Good,6,1st,,Hereditary Rule (IRE),8.0,125,6 mins 7.39s,367.39,,116.0,24.5,1,National Hunt,10.565080111129936,4.7,2,2,5300,72,Handicap Chase,"chased leaders, headway to press leader before 4 out, led 4 out, shaken up before 2 out, hit last, ridden and stayed on well run-in",1,None,Left Handed,19,13,Flat,7624.0,
15:50:00,Ayr,Bells Of Peterboro (IRE),Book Summer Saturday On 18 June Handicap Chase,Class 3,5yo+,Non-Major,Handicap Chase,3m.5f ,7624,Good,6,National Hunt,125,Left Handed,0,"Vaughan, Tim",7,167,"Johns, Alan",0,J-Fav,124,3.0,2,70.21,30.715650000000004,16.292599999999997,2.4837,0.7189000000000001,161.46443999999997,26,7,1,14,22,4,18,215,17,8,434,28,6,261,16,6,1,1,100,6,0,0,25,4,16,233,16,7,492,29,6,0,0,0,2131653,(IRE),0,Male,Carlotamix (FR),Third,Fifth,125.0,128.0,128.0,120.0,14,22,0,27,Taunton,Class 3,6699.0,3m ,5.0,3.5,156.0,66,Chepstow,Class 2,10406.0,3m ,8.0,2.25,149.0,95,Huntingdon,Class 2,13008.0,3m2f ,9.0,2.75,Sixth,18,4,,,,Good,Heavy,Good To Soft,Power Of Future (GER),None,None,67,0,29,18,4,22,385,Clear Third,25.0,2.50,7,1,2,0,100,None,Flat,Gelding,18,14,4,0,0,116.0,116,6,0,Chase,9,3,13,0,0,2,7,6.0,5.0,Definite Article,Chepstow,2m7½f ,6.0,Soft,120.0,1,7,3,0,4,18,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,2022-05-03,,2022-05-03,15:50:00,5yo+,Class 3,3m.5f ,7624,Good,6,4th,5.5,Bells Of Peterboro (IRE),3.33,124,6 mins 7.39s,367.39,14.75,116.0,24.5,4,National Hunt,5.1,2.750606806,2,2,5300,72,Handicap Chase,"close up, mistake 3rd, not fluent 11th, pushed along and lost position home turn, one pace before 4 out and soon beaten",2,None,Left Handed,26,18,Flat,879.0,
15:50:00,Ayr,Sirwilliamwallace (IRE),Book Summer Saturday On 18 June Handicap Chase,Class 3,5yo+,Non-Major,Handicap Chase,3m.5f ,7624,Good,6,National Hunt,125,Left Handed,0,"Thomson, A M",9,163,"Mania, Ryan",0,Non Fav,120,8.0,3,71.405,23.11785,19.1125,3.5511000000000004,0.6993,148.52375149999995,24,5,0,0,21,0,0,333,33,10,670,76,11,268,37,14,72,9,13,5,0,0,13,0,0,187,20,11,365,49,13,56,8,14,33163P2,(IRE),0,Male,Getaway (GER),Second,Pulled Up,122.0,124.0,125.0,126.0,0,15,17,17,Newcastle,Class 3,6535.0,2m4½f ,3.0,3.33,154.0,150,Wetherby,Class 3,6100.0,3m½f ,9.0,5.5,158.0,178,Kelso,Class 3,10130.0,2m6f ,7.0,2.0,Third,13,2,,,,Good,Good To Soft,Soft,Mrs Milan (IRE),None,None,17,0,0,13,2,15,115,Clear Fourth,0.0,1.00,2,0,0,0,0,None,Flat,Gelding,13,8,1,7,1,116.0,116,4,1,Chase,11,14,13,31,14,10,13,4.5,5.5,Milan,Ayr,2m5f ,1.5,Soft,119.0,1,11,2,0,2,13,0,4,4,1,3,25,75,2,0,0,0,0,0,0,0,0,6,1,1,2022-05-03,,2022-05-03,15:50:00,5yo+,Class 3,3m.5f ,7624,Good,6,3rd,7,Sirwilliamwallace (IRE),9.0,120,6 mins 7.39s,367.39,9.25,116.0,24.5,3,National Hunt,12.0,4.791973285249553,2,2,5300,72,Handicap Chase,"led narrowly, not fluent 13th, pressed before 4 out, headed 4 out, pushed along and held from before 2 out",3,None,Left Handed,24,13,Flat,1756.0,
15:50:00,Ayr,Imperial Sachins (IRE),Book Summer Saturday On 18 June Handicap Chase,Class 3,5yo+,Non-Major,Handicap Chase,3m.5f ,7624,Good,6,National Hunt,125,Left Handed,0,"Elliott, Gordon",6,155,"Bowen, Sean P",0,Non Fav,112,4.5,4,66.10000000000001,18.7943976,13.2275535,2.2,1.3363,128.80077648499997,19,17,8,47,42,15,36,507,97,19,938,167,18,21,7,33,16,5,31,70,10,14,159,20,13,1038,162,16,2158,328,15,10,2,20,1445584,(IRE),0,Male,Fame And Glory,Fourth,Eighth,107.0,0.0,0.0,0.0,25,10,0,0,Clonmel,Irish,6372.0,2m7f ,14.0,28.0,162.0,182,Fairyhouse,Irish,7434.0,3m ,10.0,6.5,168.0,207,Downpatrick,Irish,5841.0,2m3½f ,9.0,8.0,Fifth,10,1,,,,Yielding,Yielding,Soft,Queen Of Tribes (IRE),Cheekpieces,Cheekpieces,0,0,25,2,0,0,30000,Joint Top,2.75,24.00,4,1,1,0,0,None,Flat,Gelding,7,2,0,1,0,116.0,116,1,0,Chase,13,14,12,19,20,14,15,3.0,3.0,Definite Article,Kilbeggan,2m3½f ,1.38,Good,0.0,0,0,0,0,0,7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2022-05-03,,2022-05-03,15:50:00,5yo+,Class 3,3m.5f ,7624,Good,6,PU,,Imperial Sachins (IRE),3.5,112,6 mins 7.39s,367.39,,116.0,24.5,PU,National Hunt,4.7,2.66,2,2,5300,72,Handicap Chase,"towards rear, not jump well, hit 5 out and lost touch, pulled up before 2 out",4,None,Left Handed,19,10,Flat,,
15:50:00,Ayr,Exit To Where (FR),Book Summer Saturday On 18 June Handicap Chase,Class 3,5yo+,Non-Major,Handicap Chase,3m.5f ,7624,Good,6,National Hunt,125,Left Handed,0,"Jardine, I",8,151,"Nichol, Craig",0,J-Fav,108,3.0,5,82.17999999999999,37.8378,14.219574999999995,7.774599999999999,1.2018,171.52144099999995,17,15,1,7,41,4,10,384,39,10,565,51,9,9,0,0,49,6,12,28,4,14,47,5,11,628,56,9,1136,96,8,168,21,13,3158552,(FR),0,Male,Kapgarde (FR),Second,Fifth,107.0,108.0,110.0,113.0,0,9,25,14,Carlisle,Class 4,5446.0,2m4½f ,7.0,3.33,156.0,37,Carlisle,Class 2,18004.0,2m4f ,9.0,14.0,153.0,144,Doncaster,Class 4,3594.0,2m3f ,10.0,16.0,Fifth,22,2,,,,Good,Good,Good To Soft,Rapsodie Sea (FR),Cheekpieces,Cheekpieces,25,100,40,19,2,11,58,Clear Bottom,13.0,4.00,5,0,2,0,0,None,Flat,Rig,11,19,2,18,2,116.0,116,9,1,Chase,17,19,14,14,24,18,19,5.0,4.0,April Night (FR),Ayr,3m½f ,3.33,Good To Soft,107.0,1,2,0,0,2,11,0,8,4,1,2,25,50,2,1,1,50,50,1,1,1,100,4,1,1,2022-05-03,,2022-05-03,15:50:00,5yo+,Class 3,3m.5f ,7624,Good,6,2nd,2.25,Exit To Where (FR),2.25,108,6 mins 7.39s,367.39,2.25,116.0,24.5,2,National Hunt,3.223202575,1.837746949468582,2,2,5300,72,Handicap Chase,"in rear, went 4th after 5 out, chased leaders before 4 out, ridden and chased winner from 2 out, kept on, no impression",5,None,Left Handed,17,22,Flat,3513.0,
