time,track,horse,race_name_x,class,race_restrictions,major_x,racetype,distance,prize,going,runners,category,topor,direction,stall_x,trainer_x,horse_age_x,pounds_x,jockey_name_x,jockeys_claim_x,fav_x,OfficialRating,Odds,racecardno,last1,last2,last3,speedandtodayrating,jockeytrainerstallionrating,total,LastRun,jockey14runs,jockey14wins,jockey14strike,jockey30runs,jockey30wins,jockey30strike,jockey1yrruns,jockey1yrwins,jockey1yrstrike,jockeyruns,jockeywins,jockeystrike,jocktrainruns,jocktrainwins,jocktrainstrike,jockcsrruns,jockcsrwins,jockcsrstrike,trainer14runs,trainer14wins,trainer14strike,trainer30runs,trainer30wins,trainer30strike,trainer1yrruns,trainer1yrwins,trainer1yrstrike,trainerruns,trainerwins,trainerstrike,traincsrruns,traincsrwins,traincsrstrike,form,horsecountry,stallsanalyser,HorseSex,stallion_x,LastRace_Pos,SecondLastRace_Pos,LR_OR,2LR_OR,3LR_OR,4LR_OR,Going_WinPC,Career_WinPC,Class_WinPC,Direction_WinPC,LR_Track,LR_class,LR_prize,LR_distance,LR_runners,LR_Odds,LR_weight,Days_Since_2LR,2LR_Track,2LR_class,2LR_prize,2LR_distance,2LR_runners,2LR_Odds,2LR_weight,Days_Since_3LR,3LR_Track,3LR_class,3LR_prize,3LR_distance,3LR_runners,3LR_Odds,ThirdLastRace_Pos,CareerRuns,CareerWins,LR_Major,2LR_Major,3LR_Major,LR_Going,2LR_Going,3LR_Going,dam,Headgear_x,headgearlr,Class_plcPC,TrkDist_plcPC,Going_plcPC,HeadgearRuns,HeadgearWins,Headgear_WinPC,MilesTravelled,PosMilesTravelled,LRDistAhead,LRDistBt,GoingRuns,GoingWins,GoingPlaces,LRSubWinpc,LRSubPlcpc,stallpos,surface,DetailedSex,TrainerHorseRuns,Hcap_NonRuns,Hcap_NonWins,NH_Hcap_NonRuns,NH_Hcap_NonWins,medianOR,avgOR,SurfaceRuns,SurfaceWins,code,Stallion1yrPC,StallionAgePC,StallionDistancePC,StallionTrackPC,StallionClassPC,StallionSurfacePC,StallionGoingPC,FCOdds,EarlyOdds,dams_stallion,LWIN_Track,LWIN_distance,LWIN_odds,LWIN_going,LWIN_OR,ClassandHigherWins,JockeyHorseRuns,JockeyHorseWins,SeasonRuns,TrainerHorseWins,TrainerHorseCodeWins,penalty,HorseCareerPlaces,HorseTrackRuns,HorseTrackWins,HorseTrackPlaces,HorseTrackWin%,HorseTrackPlace%,HorseDistanceRuns,HorseDistanceWins,HorseDistancePlaces,HorseDistanceWin%,HorseDistancePlace%,HorseCDRuns,HorseCDWins,HorseCDPlaces,HorseCDWin%,HorseclassRuns,HorseclassWins,HorseclassPlaces,race_date,Unnamed: 183,racedate,racetime,race_name_y,race_restrictions_age,race_class,major_y,race_distance,prize_money,going_description,number_of_runners,place,distbt,horse_name,stall_y,trainer_y,horse_age_y,jockey_name_y,jockeys_claim_y,pounds_y,odds,fav_y,official_rating,comptime,comptime_numeric,TotalDstBt,MedianOR,Dist_Furlongs,placing_numerical,RCode,BFSP,BFSP_Place,PlcsPaid,BFPlcsPaid,Yards,RailMove,RaceType,Comment,CardNo,StallPositioning,TrackDirection,Headgear_y,dayssincelr,careerruns,stallion_y,surfacetype,horse_prizewin,Unnamed: 47
13:15:00,Lingfield,Amsby,Download The At The Races App Apprentice Handicap,Class 6,4yo+,Non-Major,Handicap,1m4f ,2970,Standard,10,All Weather,58,Left Handed,8,"Eustace, Harry",5,135,"Jamin, Pierre-Louis",0,Non Fav,58,3.5,1,39.895,17.876610000000003,10.40595,0.6555000000000001,0.8399,91.22275789166667,21,5,0,0,9,0,0,185,23,12,297,34,11,5,0,0,31,3,10,9,2,22,10,2,20,141,15,11,150,17,11,20,2,10,6465778,(GB),0,Male,Sir Percy,Eighth,Seventh,62.0,64.0,66.0,68.0,0,0,0,0,Wolverhampton,Class 6,2970.0,1m4f ,11.0,33.0,135.0,46,Wolverhampton,Class 5,3510.0,1m1½f ,7.0,6.0,122.0,300,Kempton,Class 5,3240.0,1m3f ,11.0,9.0,Seventh,9,0,,,,Standard,Standard,Standard To Slow,Astrodiva,None,Hood,0,0,25,8,0,0,95,Joint Second,0.75,13.65,4,0,1,40,60,Inside,Polytrack,Gelding,5,6,0,6,0,50.5,50,5,0,All Weather,12,14,10,0,16,11,11,7.0,6.0,Where Or When (IRE),,,,,,0,0,0,1,0,3,0,1,3,0,1,0,33,1,0,0,0,0,0,0,0,0,1,0,0,2022-05-03,,2022-05-03,13:15:00,Download The At The Races App Apprentice Handicap,4yo+,Class 6,,1m4f ,2970,Standard,10,6th,1,Amsby,8,"Eustace, Harry",5,"Jamin, Pierre-Louis",0,135,3.0,(Fav),58,2 mins 29.46s,149.46,9.25,50.5,12.0,6,All Weather,4.4,1.79,3,3,2640,0,Handicap,"chased leader, led narrowly 3f out, pushed along and headed over 2f out, ridden over 1f out, soon lost 2nd, weakened final furlong",1,Inside,Left Handed,,21,9,Sir Percy,Polytrack,300.0,
