time,track,horse,race_name,class,race_restrictions,major,racetype,distance,prize,going,runners,category,topor,direction,stall,trainer,horse_age,pounds,jockey_name,jockeys_claim,fav,OfficialRating,Odds,racecardno,last1,last2,last3,speedandtodayrating,jockeytrainerstallionrating,total,LastRun,jockey14runs,jockey14wins,jockey14strike,jockey30runs,jockey30wins,jockey30strike,jockey1yrruns,jockey1yrwins,jockey1yrstrike,jockeyruns,jockeywins,jockeystrike,jocktrainruns,jocktrainwins,jocktrainstrike,jockcsrruns,jockcsrwins,jockcsrstrike,trainer14runs,trainer14wins,trainer14strike,trainer30runs,trainer30wins,trainer30strike,trainer1yrruns,trainer1yrwins,trainer1yrstrike,trainerruns,trainerwins,trainerstrike,traincsrruns,traincsrwins,traincsrstrike,form,horsecountry,stallsanalyser,HorseSex,stallion,LastRace_Pos,SecondLastRace_Pos,LR_OR,2LR_OR,3LR_OR,4LR_OR,Going_WinPC,Career_WinPC,Class_WinPC,Direction_WinPC,LR_Track,LR_class,LR_prize,LR_distance,LR_runners,LR_Odds,LR_weight,Days_Since_2LR,2LR_Track,2LR_class,2LR_prize,2LR_distance,2LR_runners,2LR_Odds,2LR_weight,Days_Since_3LR,3LR_Track,3LR_class,3LR_prize,3LR_distance,3LR_runners,3LR_Odds,ThirdLastRace_Pos,CareerRuns,CareerWins,LR_Major,2LR_Major,3LR_Major,LR_Going,2LR_Going,3LR_Going,dam,Headgear,headgearlr,Class_plcPC,TrkDist_plcPC,Going_plcPC,HeadgearRuns,HeadgearWins,Headgear_WinPC,MilesTravelled,PosMilesTravelled,LRDistAhead,LRDistBt,GoingRuns,GoingWins,GoingPlaces,LRSubWinpc,LRSubPlcpc,stallpos,surface,DetailedSex,TrainerHorseRuns,Hcap_NonRuns,Hcap_NonWins,NH_Hcap_NonRuns,NH_Hcap_NonWins,medianOR,avgOR,SurfaceRuns,SurfaceWins,code,Stallion1yrPC,StallionAgePC,StallionDistancePC,StallionTrackPC,StallionClassPC,StallionSurfacePC,StallionGoingPC,FCOdds,EarlyOdds,dams_stallion,LWIN_Track,LWIN_distance,LWIN_odds,LWIN_going,LWIN_OR,ClassandHigherWins,JockeyHorseRuns,JockeyHorseWins,SeasonRuns,TrainerHorseWins,TrainerHorseCodeWins,penalty,HorseCareerPlaces,HorseTrackRuns,HorseTrackWins,HorseTrackPlaces,HorseTrackWin%,HorseTrackPlace%,HorseDistanceRuns,HorseDistanceWins,HorseDistancePlaces,HorseDistanceWin%,HorseDistancePlace%,HorseCDRuns,HorseCDWins,HorseCDPlaces,HorseCDWin%,HorseclassRuns,HorseclassWins,HorseclassPlaces,race_date,
"13:30:00","Chepstow","Sir Plato (IRE)","Download Fitzdares For Free Race Streaming Handicap","Class 6","4yo+","Non-Major","Handicap","1m ","3245","Good To Soft","11","Flat","67","Straight","5","Llewellyn, B J","9","137","Williams, Jordan","5","Non Fav","67","6.50","1","34.393440000000005","17.780076","18.299400000000002","5.038799999999999","0.5377","103.9502055","78","2","1","50","4","1","25","124","12","10","181","17","9","70","9","13","12","2","17","5","1","20","12","1","8","106","12","11","252","21","8","33","4","12","2753209","(IRE)","-1","Male","Sir Prancealot (IRE)","Ninth","Eighteenth","69","70","69","69","20","17","33","19","Wolverhampton","Class 4","8444","1m1½f ","10","100.00","135","241","Newmarket (Rowley)","Class 4","6365","1m1f ","20","25.00","146","261","Goodwood","Class 5","4825","1m1f ","12","20.00","Second","69","12",,,,"Standard","Good","Good","Dessert Flower (IRE)","Blinkers","Cheekpieces","83","50","30","6","1","17","35","Clear Sixth","3.50","25.80","10","2","3","13","38","Centre","Very Undulating","Gelding","1","66","12","66","12","63","62","16","5","Flat","9","0","9","21","9","18","6","10.00","7.50","Intikhab (USA)","Chepstow","7f ","8.50","Good","61","12","0","0","0","0","0","0","23","15","5","8","33","53","44","8","16","18","36","8","2","4","25","6","2","5","2023-05-16",
"13:30:00","Chepstow","Caribou","Download Fitzdares For Free Race Streaming Handicap","Class 6","4yo+","Non-Major","Handicap","1m ","3245","Good To Soft","11","Flat","67","Straight","7","Stephens, Robert","5","137","Keenan, Darragh","0","Non Fav","67","4.00","2","40.4521","17.305740000000004","7.4275","1.6306","0.7202","92.19709000000002","219","24","2","8","47","3","6","484","32","7","1042","74","7","30","4","13","46","4","9","1","1","100","4","1","25","99","5","5","218","16","7","18","0","0","7574090","(GB)","-1","Male","Adaay (IRE)","Tenth","Ninth","72","75","77","79","0","15","0","40","Goodwood","Class 4","6696","1m ","10","22.00","127","256","Kempton","Class 5","3996","1m4f ","9","125.00","137","371","Lingfield","Class 5","3510","1m2f ","11","40.00","Eleventh","13","2",,,,"Good To Soft","Standard To Slow","Standard","Blue Lyric","None","None","0","0","0","11","2","18","6","Clear Ninth",,"14.35","1","0","0","0","25","Centre","Very Undulating","Gelding","3","10","1","10","1","63","62","0","0","Flat","11","11","7","25","9","20","7","16.00","4.00","Refuse To Bend (IRE)","Newbury","6f ","1.10","Heavy","80","2","0","0","0","0","1","0","3","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","2023-05-16",
"13:30:00","Chepstow","Sisters In The Sky","Download Fitzdares For Free Race Streaming Handicap","Class 6","4yo+","Non-Major","Handicap","1m ","3245","Good To Soft","11","Flat","67","Straight","3","Harris, Miss G","4","137","Dawson, R","0","Non Fav","67","20.00","3","38.485","20.088","10.042","1.4841000000000002","0.36160000000000003","103.06007799999999","12","25","6","24","36","8","22","432","63","15","908","128","14","12","4","33","12","2","17","2","0","0","15","1","7","178","9","5","342","18","5","71","5","7","1625000","(GB)","0","Male","Showcasing","Twelfth","Tenth","69","71","72","70","0","9","0","13","Salisbury","Class 5","4580","6f ","12","28.00","134","29","Windsor","Class 5","4187","1m ","13","28.00","126","76","Kempton","Class 5","4187","1m ","13","14.00","Eleventh","22","2",,,,"Good To Soft","Soft","Standard To Slow","Sunny York (IRE)","Blinkers","Cheekpieces","0","0","0","0","0","0","3","Clear Tenth",,"18.25","1","0","0","0","0","Centre","Very Undulating","Gelding","2","18","1","18","1","63","62","1","0","Flat","9","5","6","13","6","9","16","20.00","12.00","Vale Of York (IRE)","Kempton","7f ","3.33","Standard To Slow","65","2","0","0","2","0","2","0","5","0","0","0","0","0","4","0","1","0","25","0","0","0","0","0","0","0","2023-05-16",
"13:30:00","Chepstow","Alyara","Download Fitzdares For Free Race Streaming Handicap","Class 6","4yo+","Non-Major","Handicap","1m ","3245","Good To Soft","11","Flat","67","Straight","12","Flint, J L","5","136","Cox, William","0","Non Fav","66","8.50","5","60.0055","24.612750000000002","12.793575","3.225","0.5902","126.33845979999998","211","7","1","14","14","1","7","189","14","7","428","27","6","89","5","6","59","9","15","5","1","20","13","1","8","123","17","14","272","26","10","26","1","4","3128853","(GB)","1","Female","Cable Bay (IRE)","Third","Fifth","65","66","67","67","0","10","33","0","Windsor","Class 6","3726","1m ","12","5.00","135","220","Chelmsford City","Class 6","3996","1m ","12","12.00","136","229","Lingfield","Class 5","4536","1m ","12","14.00","Eighth","20","2",,,,"Soft","Standard","Standard","Norway Cross","None","None","67","50","0","18","2","11","45","Clear Fifth","1.75","0.25","0","0","0","0","0","Centre","Very Undulating","Mare","9","17","2","17","2","63","62","2","0","Flat","8","8","7","22","10","15","7","4.00","8.50","Cape Cross (IRE)","Ffos Las","1m ","3.00","Good","60","2","2","0","0","1","7","0","6","2","0","1","0","50","8","1","3","13","38","2","0","1","0","3","1","2","2023-05-16",
"13:30:00","Chepstow","Eye Of The Water (IRE)","Download Fitzdares For Free Race Streaming Handicap","Class 6","4yo+","Non-Major","Handicap","1m ","3245","Good To Soft","11","Flat","67","Straight","6","Harris, R A","7","133","Probert, David","0","Fav","63","3.50","6","75.80000000000001","28.82925","9.431500000000002","4.229099999999999","0.5851","146.94829900000005","15","36","5","14","90","10","11","1058","120","11","2315","306","13","16","2","13","53","6","11","3","0","0","10","1","10","120","8","7","341","26","8","48","2","4","3218531","(IRE)","-1","Male","Lilbourne Lad (IRE)","First","Third","60","61","61","61","43","11","18","14","Bath","Class 6","3245","1m ","12","22.00","130","25","Bath","Class 6","3402","1m ","13","7.50","131","36","Wolverhampton","Class 6","3402","7f ","6","18.00","Fifth","61","7",,,,"Good To Soft","Good To Soft","Standard","Desert Location","Cheekpieces","Cheekpieces","64","0","86","7","2","29","1","Clear Bottom","0.05",,"7","3","6","0","50","Centre","Very Undulating","Gelding","61","56","7","56","7","63","62","8","0","Flat","9","10","29","0","10","0","20","3.50","3.50","Dubai Destination (USA)","Bath","1m ","22.00","Good To Soft","60","7","18","5","3","7","33","0","30","7","0","3","0","43","2","1","2","50","100","0","0","0","0","28","5","18","2023-05-16",
"13:30:00","Chepstow","Into The Spotlight (IRE)","Download Fitzdares For Free Race Streaming Handicap","Class 6","4yo+","Non-Major","Handicap","1m ","3245","Good To Soft","11","Flat","67","Straight","10","Gillard, Mark","4","133","Shepherd, Callum","0","Non Fav","63","18.00","7","53.602896","25.7534208","13.959799999999998","0.4858","0.1098","120.27543070928571","75","29","2","7","53","3","6","484","40","8","1180","113","10","1","0","0","2","0","0","2","0","0","4","0","0","71","3","4","164","6","4","8","0","0","5233536","(IRE)","1","Female","Profitable (IRE)","Sixth","Third","65","67","69","72","0","0","0","0","Chelmsford City","Class 5","4347","1m ","10","33.00","142","94","Lingfield","Class 4","5400","1m ","5","28.00","128","113","Wolverhampton","Class 5","4187","1m½f ","8","10.00","Fifth","7","0",,,,"Standard","Standard","Standard","Teodelight (IRE)","Hood","None","0","0","0","5","0","0","60","Clear Third","0.75","4.80","0","0","0","0","17","Centre","Very Undulating","Filly","2","1","0","1","0","63","62","0","0","Flat","11","20","9","20","12","17","11","8.00","10.00","Teofilo (IRE)",,,,,,"0","0","0","0","0","0","0","1","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","2023-05-16",
"13:30:00","Chepstow","Marsh Benham (IRE)","Download Fitzdares For Free Race Streaming Handicap","Class 6","4yo+","Non-Major","Handicap","1m ","3245","Good To Soft","11","Flat","67","Straight","11","Baker, George","4","132","Bishop, Charles","0","Non Fav","62","4.50","8","55.77499999999999","26.642204999999993","12.426925","1.7997999999999998","1.2958","122.22247549999999","25","21","2","10","38","5","13","377","42","11","684","64","9","4","1","25","27","4","15","13","4","31","23","6","26","204","16","8","408","44","11","3","0","0","1395936","(IRE)","1","Male","Galileo Gold","Sixth","Third","63","65","65","67","0","6","13","0","Bath","Class 6","3402","1m ","13","9.00","133","215","Brighton","Class 6","3726","7f ","12","16.00","136","225","Windsor","Class 6","3726","6f ","16","18.00","Ninth","17","1",,,,"Good To Soft","Soft","Good","Zelie Martin (IRE)","None","None","63","0","0","17","1","6","114","Clear Top","0.50","5.65","3","0","0","14","43","Centre","Very Undulating","Gelding","7","13","1","13","1","63","62","4","1","Flat","9","11","15","0","10","14","7","6.00","4.50","Invincible Spirit (IRE)","Brighton","1m ","7.50","Good To Firm","64","1","0","0","1","1","6","0","6","1","0","0","0","0","5","1","1","20","20","0","0","0","0","8","1","5","2023-05-16",
"13:30:00","Chepstow","Always Fearless (IRE)","Download Fitzdares For Free Race Streaming Handicap","Class 6","4yo+","Non-Major","Handicap","1m ","3245","Good To Soft","11","Flat","67","Straight","2","Hannon (Jnr), Richard","6","129","Cameron, Tyrese","7","Non Fav","59","28.00","9","36.24","16.848","15.750175","2.6423","0.9347000000000001","96.98726100000003","15","0","0","0","2","0","0","22","2","9","22","2","9","17","2","12","0","0","0","50","5","10","121","13","11","1012","99","10","2185","229","10","31","1","3","6637209","(IRE)","0","Male","Camacho","Ninth","Tenth","62","62","62","62","0","7","10","0","Bath","Class 6","3245","1m ","12","80.00","125","25","Bath","Class 6","3402","1m ","13","14.00","125","47","Wolverhampton","Class 6","4292","7f ","8","4.00","Second","41","3",,,,"Good To Soft","Good To Soft","Standard","Zenella","Blinkers","Blinkers","40","0","14","26","2","8","53","Clear Fourth","5.50","12.80","7","0","1","0","50","Centre","Very Undulating","Gelding","41","36","2","36","2","63","62","0","0","Flat","8","4","8","23","8","12","5","20.00","28.00","Kyllachy","Kempton","1m ","7.00","Standard To Slow","60","3","8","1","2","3","18","0","15","0","0","0","0","0","27","2","8","7","30","0","0","0","0","10","1","4","2023-05-16",
"13:30:00","Chepstow","Bantry","Download Fitzdares For Free Race Streaming Handicap","Class 6","4yo+","Non-Major","Handicap","1m ","3245","Good To Soft","11","Flat","67","Straight","1","Oshea, J G M","4","128","Morris, Luke","0","Non Fav","58","10.00","10","51.528312","29.441789999999997","15.399400000000002","1.3","0.7068000000000001","120.42435524999999","228","54","5","9","103","12","12","1177","112","10","2271","207","9","11","2","18","34","4","12","9","1","11","18","2","11","164","9","5","344","37","11","68","11","16","0200556","(GB)","0","Male","Lope De Vega (IRE)","Sixth","Fifth","62","65","66","66","0","0","0","0","Dundalk","Irish","6638","7f ","12","11.00","134","271","Killarney","Irish","7965","1m ","15","11.00","126","279","Gowran Park","Irish","6106","7f ","13","10.00","Fifth","10","0",,,,"Standard","Yielding","Good","Elysian","None","Cheekpieces","0","0","0","9","0","0","18","Clear Eighth","2.75","11.25","0","0","0","0","13","Centre","Very Undulating","Gelding","0","6","0","6","0","63","62","0","0","Flat","14","18","17","0","15","14","9","8.00","7.50","Galileo (IRE)",,,,,,"0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","2023-05-16",
"13:30:00","Chepstow","Emerald Lady (IRE)","Download Fitzdares For Free Race Streaming Handicap","Class 6","4yo+","Non-Major","Handicap","1m ","3245","Good To Soft","11","Flat","67","Straight","4","Evans, Mrs N S","4","128","Rooke, George","0","Non Fav","58","50.00","11","33.096000000000004","33.897193200000004","10.409725","1.4461","0.049800000000000004","102.2144992","25","17","2","12","38","3","8","368","37","10","824","72","9","8","0","0","27","1","4","0","0","0","3","0","0","83","2","2","181","3","2","31","0","0","3195620","(IRE)","-1","Female","Garswood","Thirteenth","Second","60","61","61","62","0","8","13","0","Bath","Class 6","3402","1m ","13","66.00","130","217","Leicester","Class 4","5076","7f ","8","1.38","122","222","Ayr","Class 6","3456","7½f ","9","4.00","Sixth","13","1",,,,"Good To Soft","Good To Firm","Heavy","Bahia Emerald (IRE)","None","None","25","0","0","13","1","8","24","Clear Seventh",,"19.80","1","0","0","14","43","Centre","Very Undulating","Filly","1","9","1","9","1","63","62","0","0","Flat","6","6","4","0","8","0","0","20.00","50.00","Bahamian Bounty","Ffos Las","7½f ","3.00","Good","54","1","0","0","1","0","1","0","3","0","0","0","0","0","1","0","0","0","0","0","0","0","0","8","1","2","2023-05-16",
