racedate,racetime,track,race_name,race_restrictions_age,race_class,major,race_distance,prize_money,going_description,number_of_runners,place,distbt,horse_name,stall,trainer,horse_age,jockey_name,jockeys_claim,pounds,odds,fav,official_rating,comptime,comptime_numeric,TotalDstBt,MedianOR,Dist_Furlongs,placing_numerical,RCode,BFSP,BFSP_Place,PlcsPaid,BFPlcsPaid,Yards,RailMove,RaceType,Comment,CardNo,StallPositioning,TrackDirection,Headgear,dayssincelr,careerruns,stallion,surfacetype,
"2022-05-02","16:26:00","Beverley","Pure Broadband Super Speedy Great Prices Fillies Novice Stakes (GBB Race)","3yo+","Class 5",,"1m2f ","4815","Good","6","3rd","4.25","Tucson Cloud (IRE)","7","Stoute, Sir Michael","4","McDonald, P J","0","140","3.5",,"0","2 mins 7.72s","127.72","4.35","0","10","3","Flat","5.27","2.16","2","2","2187","0","Novices","ducked left start, in touch, shaken up over 2f out, soon ridden, kept on inside final furlong, not trouble leaders","1","Inside","Right Handed",,"354","2","Fastnet Rock (AUS)","Flat",
"2022-05-02","16:26:00","Beverley","Pure Broadband Super Speedy Great Prices Fillies Novice Stakes (GBB Race)","3yo+","Class 5",,"1m2f ","4815","Good","6","4th","11","Birdie Putt (IRE)","2","Johnston, M","3","Fanning, Joe","0","125","25",,"0","2 mins 7.72s","127.72","15.35","0","10","4","Flat","36.63","10.65","2","2","2187","0","Novices","prominent, driven 2f out, soon no extra, weakened","3","Inside","Right Handed",,"9","1","Gleneagles (IRE)","Flat",
"2022-05-02","16:26:00","Beverley","Pure Broadband Super Speedy Great Prices Fillies Novice Stakes (GBB Race)","3yo+","Class 5",,"1m2f ","4815","Good","6","5th","4.75","Coeur De Coeurs","4","OKeeffe, Jedd","3","Lee, G","0","125","100",,"0","2 mins 7.72s","127.72","20.1","0","10","5","Flat","164","45.19","2","2","2187","0","Novices","mid-division, struggling when ridden over 2f out, never dangerous","4","Inside","Right Handed",,"195","2","Mondialiste (IRE)","Flat",
"2022-05-02","16:26:00","Beverley","Pure Broadband Super Speedy Great Prices Fillies Novice Stakes (GBB Race)","3yo+","Class 5",,"1m2f ","4815","Good","6","6th","5","Bay Bee","1","Pears, Ollie","3","Sullivan, James P","0","125","66",,"0","2 mins 7.72s","127.72","25.1","0","10","6","Flat","104.28","28.98","2","2","2187","0","Novices","held up in rear, ridden over 2f out, soon weakened, tailed off","2","Inside","Right Handed",,"23","2","Peace Envoy (FR)","Flat",
"2022-05-02","17:01:00","Beverley","Racing Again On Tuesday 10 May Handicap","3yo","Class 6",,"1m2f ","3456","Good","11","1st",,"Appier (IRE)","10","Woods, S P C","3","Curtis, B A","0","125","4",,"50","2 mins 7.01s","127.01",,"58","10","1","Flat","6.00492499555601","2.653508622","3","3","2187","0","Handicap","held up in rear, still plenty to do when ridden 3f out, driven when making good headway 2f out, soon every chance, stayed on strongly to lead inside final furlong, readily","8","Inside","Right Handed",,"31","3","Holy Roman Emperor (IRE)","Flat",
"2022-05-02","17:01:00","Beverley","Racing Again On Tuesday 10 May Handicap","3yo","Class 6",,"1m2f ","3456","Good","11","2nd","4.25","Gibside","2","Easterby, T D","3","Allan, David","0","133","8",,"58","2 mins 7.01s","127.01","4.25","58","10","2","Flat","10.5","3.285659440796736","3","3","2187","0","Handicap","mid-division, smooth headway to lead 3f out, shaken up and went clear 2f out, ridden and reduced advantage inside final 150yds, soon headed, kept on but no match for winner","7","Inside","Right Handed",,"19","4","Time Test","Flat",
"2022-05-02","17:01:00","Beverley","Racing Again On Tuesday 10 May Handicap","3yo","Class 6",,"1m2f ","3456","Good","11","3rd","8","Coligone Kate","9","Pears, Ollie","3","Sullivan, James P","0","134","12",,"59","2 mins 7.01s","127.01","12.25","58","10","3","Flat","17.5","4.368865741373605","3","3","2187","0","Handicap","held up in mid-division, shaken up 2f out, soon ridden, kept on well inside final furlong but not trouble leaders","5","Inside","Right Handed",,"21","6","Garswood","Flat",
"2022-05-02","17:01:00","Beverley","Racing Again On Tuesday 10 May Handicap","3yo","Class 6",,"1m2f ","3456","Good","11","4th","4","Never No Trouble","11","Nicholls, Adrian","3","Murtagh, Connor","3","133","7",,"61","2 mins 7.01s","127.01","16.25","58","10","4","Flat","8.8","2.82","3","3","2187","0","Handicap","close up, ridden over 2f out, stayed on same pace inside final furlong","2","Inside","Right Handed","CkPc","28","6","Time Test","Flat",
"2022-05-02","17:01:00","Beverley","Racing Again On Tuesday 10 May Handicap","3yo","Class 6",,"1m2f ","3456","Good","11","5th","0.75","Crazy Maisie (IRE)","4","Furtado, Ivan","3","Elliott, Andrew","0","137","7",,"62","2 mins 7.01s","127.01","17","58","10","5","Flat","8.697652763707648","2.899776542","3","3","2187","0","Handicap","led, shaken up ridden when headed 3f out, soon no extra, weakened","1","Inside","Right Handed",,"53","3","Belardo (IRE)","Flat",
"2022-05-02","17:01:00","Beverley","Racing Again On Tuesday 10 May Handicap","3yo","Class 6",,"1m2f ","3456","Good","11","6th","1","Cavendish","5","Johnston, M","3","Fanning, Joe","0","134","3.33","(Fav)","59","2 mins 7.01s","127.01","18","58","10","6","Flat","5.076147085798583","2.1070486548214102","3","3","2187","0","Handicap","mid-division, wide but good headway over 3f out, ridden 2f out, weakened inside final furlong","4","Inside","Right Handed",,"12","4","Iffraaj","Flat",
"2022-05-02","17:01:00","Beverley","Racing Again On Tuesday 10 May Handicap","3yo","Class 6",,"1m2f ","3456","Good","11","7th","NK","Billy Mcgarry","6","Brown, D H","3","Stott, Kevin","0","133","9",,"58","2 mins 7.01s","127.01","18.15","58","10","7","Flat","11.235828824827324","3.5","3","3","2187","0","Handicap","never better than mid-division","6","Inside","Right Handed",,"14","4","Night Of Thunder (IRE)","Flat",
"2022-05-02","17:01:00","Beverley","Racing Again On Tuesday 10 May Handicap","3yo","Class 6",,"1m2f ","3456","Good","11","8th","1.5","Golden George (IRE)","3","Easterby, T D","3","Fentiman, Duran","0","121","25",,"46","2 mins 7.01s","127.01","19.65","58","10","8","Flat","33.87891864972306","9.031907084104606","3","3","2187","0","Handicap","in touch, ridden and no reponse from 2f out","11","Inside","Right Handed",,"181","3","Galileo Gold","Flat",
"2022-05-02","17:01:00","Beverley","Racing Again On Tuesday 10 May Handicap","3yo","Class 6",,"1m2f ","3456","Good","11","9th","3","Miss Wombleton (IRE)","7","Fell, Roger","3","Scott, Rowan","0","123","12",,"48","2 mins 7.01s","127.01","22.65","58","10","9","Flat","14.77099587866687","4.447796409851869","3","3","2187","0","Handicap","in rear, struggling when ridden halfway, never a factor","9","Inside","Right Handed","CkPc","8","9","Galileo Gold","Flat",
"2022-05-02","17:01:00","Beverley","Racing Again On Tuesday 10 May Handicap","3yo","Class 6",,"1m2f ","3456","Good","11","10th","8","Ashtead (IRE)","1","Pears, Ollie","3","Lee, G","0","121","40",,"46","2 mins 7.01s","127.01","30.65","58","10","10","Flat","68.44110531814397","12.5","3","3","2187","0","Handicap","prominent, ridden and weakened quickly from 2f out","10","Inside","Right Handed","Hood","14","4","Invincible Spirit (IRE)","Flat",
"2022-05-02","17:01:00","Beverley","Racing Again On Tuesday 10 May Handicap","3yo","Class 6",,"1m2f ","3456","Good","11","PU",,"Bellshill Beauty (IRE)","8","Fell, Roger","3","Tudhope, Daniel","0","134","14",,"59","2 mins 7.01s","127.01",,"58","10","PU","Flat","17.5","4.9","3","3","2187","0","Handicap","chased leaders, took keen hold, dropped to last over when eased 3f out, pulled up soon after","3","Inside","Right Handed",,"196","5","Decorated Knight","Flat",
"2022-05-02","13:10:00","Curragh","Irish European Breeders Fund Median Sires Series Maiden","2yo","Irish",,"6f ","13274","Yielding To Soft","14","1st",,"Matilda Picotte (IRE)","14","Cotter, Kieran P","2","McDonogh, D P","0","123","8",,"0","1 mins 16.43s","76.43",,"0","6","1","Flat","12.086425515","3.5287224544805933","3","3","1320","0","Maiden","made all, pushed out to assert over 1f out, kept on strongly under hands and heels inside final furlong","17","None","Straight","CkPc","None","0","Sioux Nation (USA)","Undulating",
"2022-05-02","13:10:00","Curragh","Irish European Breeders Fund Median Sires Series Maiden","2yo","Irish",,"6f ","13274","Yielding To Soft","14","2nd","2","Comhra (IRE)","10","Bolger, J S","2","Manning, K J","0","121","9",,"0","1 mins 16.43s","76.43","2","0","6","2","Flat","12","3.595532895140641","3","3","1320","0","Maiden","settled behind leaders, 5th halfway, ridden into 4th 2f out, 2nd and no impression on leader 1f out, kept on same pace final furlong","19","None","Straight",,"None","0","Vocalised (USA)","Undulating",
"2022-05-02","13:10:00","Curragh","Irish European Breeders Fund Median Sires Series Maiden","2yo","Irish",,"6f ","13274","Yielding To Soft","14","3rd","3.25","Woodcock Flight (IRE)","11","Prendergast, Kevin","2","Hayes, C D","0","130","22",,"0","1 mins 16.43s","76.43","5.25","0","6","3","Flat","25","6.209995402228088","3","3","1320","0","Maiden","dwelt and towards rear, progress under 3f out, ridden into 7th 2f out, 4th 1f out, kept on same pace final furlong","7","None","Straight",,"None","0","Awtaad (IRE)","Undulating",
"2022-05-02","13:10:00","Curragh","Irish European Breeders Fund Median Sires Series Maiden","2yo","Irish",,"6f ","13274","Yielding To Soft","14","4th","4.75","Static Charge","17","Murphy, Joseph G","2","Whelan, R P","0","130","80",,"0","1 mins 16.43s","76.43","10","0","6","4","Flat","121.7405375932256","21","3","3","1320","0","Maiden","mid-division, 7th halfway, ridden over 2f out, no impression in 6th over 1f out, kept on one pace final furlong","6","None","Straight",,"24","1","Twilight Son","Undulating",
"2022-05-02","13:10:00","Curragh","Irish European Breeders Fund Median Sires Series Maiden","2yo","Irish",,"6f ","13274","Yielding To Soft","14","5th","0.5","Pearling Path (FR)","13","ODonoghue, John","2","Halpin, G P","0","128","7",,"0","1 mins 16.43s","76.43","10.5","0","6","5","Flat","10.030358730379959","3.301692114368509","3","3","1320","0","Maiden","tracked leaders, 2nd halfway, ridden in 3rd 2f out, no extra 1f out, kept on one pace final furlong","10","None","Straight",,"None","0","Holy Roman Emperor (IRE)","Undulating",
"2022-05-02","13:10:00","Curragh","Irish European Breeders Fund Median Sires Series Maiden","2yo","Irish",,"6f ","13274","Yielding To Soft","14","6th","2.75","Tiger Paw (IRE)","2","OBrien, A P","2","Moore, Ryan","0","128","1.25","(Fav)","0","1 mins 16.43s","76.43","13.25","0","6","6","Flat","2.6262392685292886","1.45","3","3","1320","0","Maiden","prominent early, pushed along in 4th halfway, no extra over 1f out, kept on one pace","13","None","Straight",,"20","1","Sioux Nation (USA)","Undulating",
"2022-05-02","13:10:00","Curragh","Irish European Breeders Fund Median Sires Series Maiden","2yo","Irish",,"6f ","13274","Yielding To Soft","14","7th","SH","Maidstone (IRE)","12","Stack, J A","2","Enright, M A","0","129","125",,"0","1 mins 16.43s","76.43","13.3","0","6","7","Flat","453.1924588478496","82.40309059025721","3","3","1320","0","Maiden","held up, rear of mid-division for most, ridden and no impression 2f out, kept on one pace","8","None","Straight",,"20","1","U S Navy Flag (USA)","Undulating",
"2022-05-02","13:10:00","Curragh","Irish European Breeders Fund Median Sires Series Maiden","2yo","Irish",,"6f ","13274","Yielding To Soft","14","8th","NK","Aurifodina (IRE)","16","Bolger, J S","2","Cleary, R P","0","121","50",,"0","1 mins 16.43s","76.43","13.45","0","6","8","Flat","61.69617719558593","14.299662481","3","3","1320","0","Maiden","dwelt, soon behind and outpaced, kept on one pace final furlong","18","None","Straight",,"None","0","Vocalised (USA)","Undulating",
"2022-05-02","13:10:00","Curragh","Irish European Breeders Fund Median Sires Series Maiden","2yo","Irish",,"6f ","13274","Yielding To Soft","14","9th","1","Badb (IRE)","6","Obrien, Donnacha","2","Ryan, Gavin","0","123","11",,"0","1 mins 16.43s","76.43","14.45","0","6","9","Flat","13","3.675105800508317","3","3","1320","0","Maiden","dwelt slightly, soon settled behind leaders, ridden into 5th 2f out, no extra over 1f out","16","None","Straight",,"None","0","Footstepsinthesand","Undulating",
"2022-05-02","13:10:00","Curragh","Irish European Breeders Fund Median Sires Series Maiden","2yo","Irish",,"6f ","13274","Yielding To Soft","14","10th","3","Belatucadros (IRE)","15","Obrien, Donnacha","2","Leonard, Killian","0","130","40",,"0","1 mins 16.43s","76.43","17.45","0","6","10","Flat","51.977170961","9.666704903","3","3","1320","0","Maiden","tracked leaders, ridden in 3rd halfway, no extra over 2f out","2","None","Straight",,"24","1","Profitable (IRE)","Undulating",
"2022-05-02","13:10:00","Curragh","Irish European Breeders Fund Median Sires Series Maiden","2yo","Irish",,"6f ","13274","Yielding To Soft","14","11th","7.5","Lasmuigh","9","Murtagh, J P","2","Coen, Ben M","0","128","6.5",,"0","1 mins 16.43s","76.43","24.95","0","6","11","Flat","9.4","3.15","3","3","1320","0","Maiden","towards rear for most, never a factor","9","None","Straight",,"None","0","Tasleet","Undulating",
"2022-05-02","13:10:00","Curragh","Irish European Breeders Fund Median Sires Series Maiden","2yo","Irish",,"6f ","13274","Yielding To Soft","14","12th","4.25","Grey Fable (IRE)","8","Lavery, Ms Sheila","2","Colgan, R C","0","134","50",,"0","1 mins 16.43s","76.43","29.2","0","6","12","Flat","73.78834368776992","14.5","3","3","1320","0","Maiden","dwelt, always towards rear","1","None","Straight",,"None","0","Starspangledbanner (AUS)","Undulating",
"2022-05-02","13:10:00","Curragh","Irish European Breeders Fund Median Sires Series Maiden","2yo","Irish",,"6f ","13274","Yielding To Soft","14","13th","7.5","Mucky Mulconry (IRE)","5","Lyons, G M","2","Keane, C T","0","130","12",,"0","1 mins 16.43s","76.43","36.7","0","6","13","Flat","18.709550725604505","4.8","3","3","1320","0","Maiden","dwelt slightly, soon tracked leaders, lost place halfway, soon ridden and no extra","4","None","Straight",,"9","1","Profitable (IRE)","Undulating",
"2022-05-02","13:10:00","Curragh","Irish European Breeders Fund Median Sires Series Maiden","2yo","Irish",,"6f ","13274","Yielding To Soft","14","14th","10","Makeeverydaycount (IRE)","7","Meade, Noel","2","McMonagle, Dylan B","0","126","20",,"0","1 mins 16.43s","76.43","46.7","0","6","14","Flat","24.861778255688986","6.89476389076965","3","3","1320","0","Maiden","settled behind leaders early, ridden in mid-division halfway, soon no extra","15","None","Straight",,"None","0","Dragon Pulse (IRE)","Undulating",
"2022-05-02","13:45:00","Curragh","GAIN First Flier Stakes (Listed)","2yo","Irish","Listed Race","5f ","21239","Yielding To Soft","5","1st",,"Blackbeard (IRE)","3","OBrien, A P","2","Moore, Ryan","0","131","1.1","(Fav)","0","1 mins 3.92s","63.92",,"0","5","1","Flat","2.36","1.44","2","2","1100","0","Non-Handicap","tracked leaders, pushed along in 3rd 2f out, ridden to press leader over 1f out, disputed last 50 yards, just prevailed at line","1","None","Straight",,"24","1","No Nay Never (USA)","Undulating",
"2022-05-02","13:45:00","Curragh","GAIN First Flier Stakes (Listed)","2yo","Irish","Listed Race","5f ","21239","Yielding To Soft","5","2nd","SH","Crispy Cat","1","OCallaghan, M D","2","Roche, L F","0","131","2.5",,"0","1 mins 3.92s","63.92","0.05","0","5","2","Flat","3.9087058341077867","1.87","2","2","1100","0","Non-Handicap","led, ridden and pressed over 1f out, joined final 50 yards, just denied at line","2","None","Straight",,"29","1","Ardad (IRE)","Undulating",
"2022-05-02","13:45:00","Curragh","GAIN First Flier Stakes (Listed)","2yo","Irish","Listed Race","5f ","21239","Yielding To Soft","5","3rd","1.75","Treasure Trove (IRE)","5","Twomey, P","2","Lee, W J","0","126","8.5",,"0","1 mins 3.92s","63.92","1.8","0","5","3","Flat","10","4.1","2","2","1100","0","Non-Handicap","held up, ridden into 3rd 1 1/2f out, no impression on leaders inside final furlong, kept on same pace","5","None","Straight",,"11","1","Siyouni (FR)","Undulating",
"2022-05-02","13:45:00","Curragh","GAIN First Flier Stakes (Listed)","2yo","Irish","Listed Race","5f ","21239","Yielding To Soft","5","4th","4.5","Ocean Vision (IRE)","4","Cotter, Kieran P","2","Foley, Shane","0","131","6",,"0","1 mins 3.92s","63.92","6.3","0","5","4","Flat","8.2","3.1","2","2","1100","0","Non-Handicap","tracked leader, pushed along in 2nd 2f out, ridden and no extra in 4th over 1f out, kept on one pace","3","None","Straight",,"20","1","U S Navy Flag (USA)","Undulating",
"2022-05-02","13:45:00","Curragh","GAIN First Flier Stakes (Listed)","2yo","Irish","Listed Race","5f ","21239","Yielding To Soft","5","5th","1.25","Vanguard Star (IRE)","2","OBrien, Joseph Patrick","2","Crosse, S M","0","131","10",,"0","1 mins 3.92s","63.92","7.55","0","5","5","Flat","12.05770913635552","4.9","2","2","1100","0","Non-Handicap","held up, ridden and no impression on outer 1 1/2f out, no extra 1f out, kept on one pace","4","None","Straight",,"None","0","Starspangledbanner (AUS)","Undulating",
"2022-05-02","14:20:00","Curragh","Coolmore Arizona Irish European Breeders Fund Tetrarch Stakes (Listed)","3yo","Irish","Listed Race","1m ","26549","Yielding To Soft","7","1st",,"Buckaroo","3","OBrien, Joseph Patrick","3","Crosse, S M","0","131","1.88","(Fav)","107","1 mins 44.33s","104.33",,"102","8","1","Flat","2.962157760690831","1.76","2","2","1760","0","Non-Handicap","tracked leaders early, held up after 2f, smooth progress on outer 2f out, 2nd 1 1/2f out, pushed along to challenge 1f out, soon ridden to lead, quickened away closing stages","2","None","Right Handed",,"30","4","Fastnet Rock (AUS)","Undulating",
"2022-05-02","14:20:00","Curragh","Coolmore Arizona Irish European Breeders Fund Tetrarch Stakes (Listed)","3yo","Irish","Listed Race","1m ","26549","Yielding To Soft","7","2nd","4","Wexford Native (IRE)","6","Bolger, J S","3","Manning, K J","0","131","3.5",,"0","1 mins 44.33s","104.33","4","102","8","2","Flat","5.986650126311238","2.857309787","2","2","1760","0","Non-Handicap","held up behind leaders, keen hold, closer in 3rd halfway, ridden 2f out, kept on final furlong to go 2nd at line","7","None","Right Handed",,"34","1","Teofilo (IRE)","Undulating",
"2022-05-02","14:20:00","Curragh","Coolmore Arizona Irish European Breeders Fund Tetrarch Stakes (Listed)","3yo","Irish","Listed Race","1m ","26549","Yielding To Soft","7","3rd","SH","New Energy (IRE)","4","Lavery, Ms Sheila","3","Colgan, R C","0","131","7.5",,"102","1 mins 44.33s","104.33","4.05","102","8","3","Flat","9.805612031342022","3.9674917913845276","2","2","1760","0","Non-Handicap","disputed, led after 1 1/2f, pressed 2 1/2f out, ridden 1 1/2f out, headed final 200 yards, kept on same pace","6","None","Right Handed",,"30","3","New Bay","Undulating",
"2022-05-02","14:20:00","Curragh","Coolmore Arizona Irish European Breeders Fund Tetrarch Stakes (Listed)","3yo","Irish","Listed Race","1m ","26549","Yielding To Soft","7","4th","2","Malex","5","OCallaghan, M D","3","Roche, L F","0","131","8",,"0","1 mins 44.33s","104.33","6.05","102","8","4","Flat","9.894743226","4.068300101","2","2","1760","0","Non-Handicap","disputed early, tracked leader after 1 1/2f, ridden to challenge 2 1/2f out, no extra in 4th 1f out, kept on same pace","5","None","Right Handed",,"37","1","Kodiac","Undulating",
"2022-05-02","14:20:00","Curragh","Coolmore Arizona Irish European Breeders Fund Tetrarch Stakes (Listed)","3yo","Irish","Listed Race","1m ","26549","Yielding To Soft","7","5th","2.5","Dr Zempf","7","Lyons, G M","3","Keane, C T","0","131","3",,"111","1 mins 44.33s","104.33","8.55","102","8","5","Flat","4.125339658510001","2.28","2","2","1760","0","Non-Handicap","held up, ran freely early, ridden in 5th 1 1/2f out, no impression over 1f out, kept on one pace","3","None","Right Handed",,"30","5","Dark Angel (IRE)","Undulating",
"2022-05-02","14:20:00","Curragh","Coolmore Arizona Irish European Breeders Fund Tetrarch Stakes (Listed)","3yo","Irish","Listed Race","1m ","26549","Yielding To Soft","7","6th","4.75","Glounthaune (IRE)","2","OBrien, A P","3","Moore, Ryan","0","134","14",,"103","1 mins 44.33s","104.33","13.3","102","8","6","Flat","19.21582317672903","7.8463499928475375","2","2","1760","0","Non-Handicap","tracked leaders, 4th halfway, ridden 3f out, no extra 2f out, kept on one pace","1","None","Right Handed",,"30","4","Kodiac","Undulating",
"2022-05-02","14:20:00","Curragh","Coolmore Arizona Irish European Breeders Fund Tetrarch Stakes (Listed)","3yo","Irish","Listed Race","1m ","26549","Yielding To Soft","7","7th","4.75","Eskimo Komet (IRE)","1","Comer, Luke","3","Hayes, C D","0","131","150",,"0","1 mins 44.33s","104.33","18.05","102","8","7","Flat","418.4055527353076","120","2","2","1760","0","Non-Handicap","held up, ridden in 6th 3f out, no extra over 2f out","4","None","Right Handed",,"38","2","Red Jazz (USA)","Undulating",
"2022-05-02","14:55:00","Curragh","Treacy Group Irish European Breeders Fund Fillies Handicap","3yo","Irish",,"7f ","12478","Yielding To Soft","12","1st",,"Independent Expert (IRE)","4","Slattery, Andrew","3","Horgan, C","7","114","12",,"71","1 mins 30.06s","90.06",,"74.5","7","1","Flat","15.590439777","3.871986226387234","3","3","1540","0","Handicap","tracked leader, 2nd halfway, ridden to challenge 2f out, soon led, narrowly headed over 1f out, rallied inside final furlong, led final 50 yards, all out","10","None","Right Handed",,"29","4","Gutaifan (IRE)","Undulating",
"2022-05-02","14:55:00","Curragh","Treacy Group Irish European Breeders Fund Fillies Handicap","3yo","Irish",,"7f ","12478","Yielding To Soft","12","2nd","HD","Tawny Coster (IRE)","10","Stack, J A","3","Lordan, W M","0","122","16",,"72","1 mins 30.06s","90.06","0.1","74.5","7","2","Flat","28.67525952174008","6.4","3","3","1540","0","Handicap","mid-division, ridden to progress 2f out, 4th 1 1/2f out, kept on final furlong, pressed leaders close home, just held","9","None","Right Handed"," TT","25","3","Caravaggio (USA)","Undulating",
"2022-05-02","14:55:00","Curragh","Treacy Group Irish European Breeders Fund Fillies Handicap","3yo","Irish",,"7f ","12478","Yielding To Soft","12","3rd","HD","Queens Pardon","9","Harty, Edward and Patrick","3","Roche, L F","0","119","16",,"69","1 mins 30.06s","90.06","0.2","74.5","7","3","Flat","26","5.9","3","3","1540","0","Handicap","tracked leaders, 5th halfway, ridden into 3rd 2f out, led narrowly over 1f out, headed final 50 yards, no extra close home","11","None","Right Handed",,"7","4","Garswood","Undulating",
"2022-05-02","14:55:00","Curragh","Treacy Group Irish European Breeders Fund Fillies Handicap","3yo","Irish",,"7f ","12478","Yielding To Soft","12","4th","2.5","Perfect Thunder","12","OBrien, Joseph Patrick","3","McDonogh, D P","0","138","1.75","(Fav)","88","1 mins 30.06s","90.06","2.7","74.5","7","4","Flat","2.730234851398442","1.530104885","3","3","1540","0","Handicap","held up towards rear, ridden to progress on outer 2f out, stayed on into 4th 1f out, kept on same pace inside final furlong","1","None","Right Handed",,"37","3","Night Of Thunder (IRE)","Undulating",
"2022-05-02","14:55:00","Curragh","Treacy Group Irish European Breeders Fund Fillies Handicap","3yo","Irish",,"7f ","12478","Yielding To Soft","12","5th","HD","Dark Vega (IRE)","5","Harrington, Mrs John","3","Foley, Shane","0","137","3.5",,"87","1 mins 30.06s","90.06","2.8","74.5","7","5","Flat","5.5","2.12","3","3","1540","0","Handicap","mid-division, ridden 2f out, no impression in 7th 1f out, kept on one pace final furlong","3","None","Right Handed",,"200","1","Lope De Vega (IRE)","Undulating",
"2022-05-02","14:55:00","Curragh","Treacy Group Irish European Breeders Fund Fillies Handicap","3yo","Irish",,"7f ","12478","Yielding To Soft","12","6th","0.75","Beautiful Sunshine","6","Murray, Adrian","3","Coen, Ben M","0","137","20",,"87","1 mins 30.06s","90.06","3.55","74.5","7","6","Flat","37.603090505653526","8","3","3","1540","0","Handicap","tracked leaders, 6th halfway, ridden 2f out, no impression in 5th 1 1/2f out, kept on one pace","2","None","Right Handed",,"30","5","Ardad (IRE)","Undulating",
"2022-05-02","14:55:00","Curragh","Treacy Group Irish European Breeders Fund Fillies Handicap","3yo","Irish",,"7f ","12478","Yielding To Soft","12","7th","2.75","Torn","13","Lyons, G M","3","Keane, C T","0","133","6",,"83","1 mins 30.06s","90.06","6.3","74.5","7","7","Flat","7.8","2.7499646288024087","3","3","1540","0","Handicap","held up towards rear, ridden 2f out, no impression in 8th 1f out, kept on one pace","4","None","Right Handed",,"206","3","Bated Breath","Undulating",
"2022-05-02","14:55:00","Curragh","Treacy Group Irish European Breeders Fund Fillies Handicap","3yo","Irish",,"7f ","12478","Yielding To Soft","12","8th","3","Arch Enemy (IRE)","1","Magee, Patrick","3","Ryan, Gavin","0","122","80",,"72","1 mins 30.06s","90.06","9.3","74.5","7","8","Flat","151.5002851336903","22.55415298421032","3","3","1540","0","Handicap","led, ridden and strongly pressed 2f out, soon headed, no extra over 1f out","8","None","Right Handed","CkPc","19","12","Alhebayeb (IRE)","Undulating",
"2022-05-02","14:55:00","Curragh","Treacy Group Irish European Breeders Fund Fillies Handicap","3yo","Irish",,"7f ","12478","Yielding To Soft","12","9th","1.75","Eriskay (IRE)","7","Weld, D K","3","Hayes, C D","0","127","8",,"77","1 mins 30.06s","90.06","11.05","74.5","7","9","Flat","13.45565579080323","3.3149107563206774","3","3","1540","0","Handicap","held up in mid-division, ridden and no impression 2f out, no extra over 1f out","6","None","Right Handed",,"36","5","Profitable (IRE)","Undulating",
"2022-05-02","14:55:00","Curragh","Treacy Group Irish European Breeders Fund Fillies Handicap","3yo","Irish",,"7f ","12478","Yielding To Soft","12","10th","0.5","Three Macks (IRE)","11","Oliver, Andrew","3","Hoban, Connor","0","119","80",,"69","1 mins 30.06s","90.06","11.55","74.5","7","10","Flat","170","26.927635609119896","3","3","1540","0","Handicap","mid-division, ridden under 3f out, no impression 2f out, no extra over 1f out","12","None","Right Handed",,"25","3","Pride Of Dubai (AUS)","Undulating",
"2022-05-02","14:55:00","Curragh","Treacy Group Irish European Breeders Fund Fillies Handicap","3yo","Irish",,"7f ","12478","Yielding To Soft","12","11th","0.5","Approach To Life (IRE)","3","Bolger, J S","3","Cleary, R P","0","119","18",,"69","1 mins 30.06s","90.06","12.05","74.5","7","11","Flat","29.098053825376557","5.9","3","3","1540","0","Handicap","tracked leaders on inner, 4th halfway, ridden 2f out, no extra 1 1/2f out","13","None","Right Handed"," TT","7","7","New Approach (IRE)","Undulating",
"2022-05-02","14:55:00","Curragh","Treacy Group Irish European Breeders Fund Fillies Handicap","3yo","Irish",,"7f ","12478","Yielding To Soft","12","12th","SH","Shanghai Dragon (IRE)","8","Murtagh, J P","3","Powell, J A","7","122","14",,"79","1 mins 30.06s","90.06","12.1","74.5","7","12","Flat","18.086375964470278","4.6","3","3","1540","0","Handicap","tracked leaders, 3rd halfway, ridden and no extra over 2f out","5","None","Right Handed",,"29","8","Dragon Pulse (IRE)","Undulating",
"2022-05-02","15:30:00","Curragh","Coolmore Stud Circus Maximus Irish European Breeders Fund Athasi Stakes (Fillies And Mares Group 3)","3yo+","Irish","Group 3","7f ","35841","Yielding To Soft","8","1st",,"Twilight Spinner","5","OBrien, Joseph Patrick","4","Crosse, S M","0","135","2","(Fav)","106","1 mins 29.25s","89.25",,"98.5","7","1","Flat","3.33","1.44","3","3","1540","0","Non-Handicap","held up behind leaders in centre group, progress 2f out, ridden into 2nd 1 1/2f out, disputed 1f out, soon led, kept on strongly close home, comfortably","5","None","Right Handed"," TT","29","5","Twilight Son","Undulating",
"2022-05-02","15:30:00","Curragh","Coolmore Stud Circus Maximus Irish European Breeders Fund Athasi Stakes (Fillies And Mares Group 3)","3yo+","Irish","Group 3","7f ","35841","Yielding To Soft","8","2nd","3.25","Cigamia (USA)","2","McCreery, W","3","Lee, W J","0","123","3",,"101","1 mins 29.25s","89.25","3.25","98.5","7","2","Flat","4.56","1.67","3","3","1540","0","Non-Handicap","led on far rail, ridden 2f out, joined 1f out, soon headed, kept on same pace final furlong","6","None","Right Handed",,"30","3","Karakontie (JPN)","Undulating",
