racedate,racetime,track,race_name,race_restrictions_age,race_class,major,race_distance,prize_money,going_description,number_of_runners,place,distbt,horse_name,stall,trainer,horse_age,jockey_name,jockeys_claim,pounds,odds,fav,official_rating,comptime,comptime_numeric,TotalDstBt,MedianOR,Dist_Furlongs,placing_numerical,RCode,BFSP,BFSP_Place,PlcsPaid,BFPlcsPaid,Yards,RailMove,RaceType,Comment,CardNo,StallPositioning,TrackDirection,Headgear,dayssincelr,careerruns,stallion,surfacetype,
"2022-05-02","13:21:00","Bath","Sky Sports Racing Sky 415 Handicap","4yo+","Class 6",,"5f ","2970","Good To Firm","7","1st",,"Symbol of Hope","5","Harris, Miss G","4","Dawson, R","0","133","1.25","(Fav)","58","1 mins 0.75s","60.75",,"54","5","1","Flat","2.394300244444885","1.1937403908486521","2","3","1110","0","Handicap","tracked leader after 1f, led over 1f out, ridden and ran on","4","Centre","Left Handed","CkPc","4","19","Dandy Man (IRE)","Flat",
"2022-05-02","13:21:00","Bath","Sky Sports Racing Sky 415 Handicap","4yo+","Class 6",,"5f ","2970","Good To Firm","7","2nd","2.5","Street Parade","3","Attwater, M J","6","Carson, William","0","137","7.5",,"62","1 mins 0.75s","60.75","2.5","54","5","2","Flat","10.549423132262312","2.1","2","3","1110","0","Handicap","in touch in rear, wide and pushed along halfway, ridden and headway entering final furlong, stayed on to go 2nd towards finish","1","Centre","Left Handed","CkPc","51","38","Swiss Spirit","Flat",
"2022-05-02","13:21:00","Bath","Sky Sports Racing Sky 415 Handicap","4yo+","Class 6",,"5f ","2970","Good To Firm","7","3rd","1","Hot Hot Hot","8","Carroll, A W","5","Morris, Luke","0","121","10",,"46","1 mins 0.75s","60.75","3.5","54","5","3","Flat","12.5","2.341745038769792","2","3","1110","0","Handicap","raced wide in touch, headway to track leaders halfway, ridden and kept on one pace","8","Centre","Left Handed",,"8","25","Hot Streak (IRE)","Flat",
"2022-05-02","13:21:00","Bath","Sky Sports Racing Sky 415 Handicap","4yo+","Class 6",,"5f ","2970","Good To Firm","7","4th","0.5","Atyaaf","6","Furtado, Ivan","7","ONeill, K T","0","129","2",,"54","1 mins 0.75s","60.75","4","54","5","4","Flat","3.177758182","1.3432821158093433","2","3","1110","0","Handicap","led, ridden and headed over 1f out, no extra","5","Centre","Left Handed",,"31","36","Invincible Spirit (IRE)","Flat",
"2022-05-02","13:21:00","Bath","Sky Sports Racing Sky 415 Handicap","4yo+","Class 6",,"5f ","2970","Good To Firm","7","5th","1.25","Sir Rodneyredblood","4","Jenkins, J R","5","Ghiani, Marco","0","133","8",,"58","1 mins 0.75s","60.75","5.25","54","5","5","Flat","11.336743185399099","2.2953037015616884","2","3","1110","0","Handicap","keen chased leader 1f, tracked leaders, pushed along halfway, weakened inside final furlong","3","Centre","Left Handed",,"13","50","Roderic OConnor (IRE)","Flat",
"2022-05-02","13:21:00","Bath","Sky Sports Racing Sky 415 Handicap","4yo+","Class 6",,"5f ","2970","Good To Firm","7","6th","1.25","Babyduke","2","Mullineaux, M","5","Bennett, Charlie","0","121","125",,"46","1 mins 0.75s","60.75","6.5","54","5","6","Flat","280.600219412769","30","2","3","1110","0","Handicap","tracked leaders, pushed along halfway, weakened final furlong","7","Centre","Left Handed",,"100","4","Heeraat (IRE)","Flat",
"2022-05-02","13:21:00","Bath","Sky Sports Racing Sky 415 Handicap","4yo+","Class 6",,"5f ","2970","Good To Firm","7","7th","HD","Fittleton Ferry","1","Evans, Mrs N S","4","Heard, Tyler","5","116","80",,"46","1 mins 0.75s","60.75","6.6","54","5","7","Flat","122.54346205825715","15","2","3","1110","0","Handicap","always in rear","6","Centre","Left Handed","Hood","306","7","Equiano (FR)","Flat",
"2022-05-02","13:56:00","Bath","British Stallion Studs EBF Restricted Novice Stakes (GBB Race)","2yo","Class 4",,"5f ","5832","Good To Firm","6","1st",,"Byefornow","1","Foy, Kevin","2","Pearson, Laura","3","120","6",,"0","1 mins 2.17s","62.17",,"0","5","1","Flat","7.747438810172843","3.5701711341204194","2","2","1110","0","Novices","tracked leader, pushed along and every chance over 1f out, ridden to lead inside final furlong, ran on","4","Centre","Left Handed",,"None","0","Charm Spirit (IRE)","Flat",
"2022-05-02","13:56:00","Bath","British Stallion Studs EBF Restricted Novice Stakes (GBB Race)","2yo","Class 4",,"5f ","5832","Good To Firm","6","2nd","0.75","Duchray","5","Johnston, M","2","Norton, Francis","0","134","4",,"0","1 mins 2.17s","62.17","0.75","0","5","2","Flat","5","2.645549574667603","2","2","1110","0","Novices","led, ridden and headed inside final furlong, no extra","1","Centre","Left Handed",,"15","2","The Last Lion (IRE)","Flat",
"2022-05-02","13:56:00","Bath","British Stallion Studs EBF Restricted Novice Stakes (GBB Race)","2yo","Class 4",,"5f ","5832","Good To Firm","6","3rd","HD","Panama","2","Teal, R A","2","Shoemark, Kieran","0","128","7.5",,"0","1 mins 2.17s","62.17","0.85","0","5","3","Flat","9.4","4.4","2","2","1110","0","Novices","slow into stride, in rear, pushed along and headway on outer entering final furlong, ran on","2","Centre","Left Handed",,"None","0","Havana Grey","Flat",
"2022-05-02","13:56:00","Bath","British Stallion Studs EBF Restricted Novice Stakes (GBB Race)","2yo","Class 4",,"5f ","5832","Good To Firm","6","4th","3.25","Coco Hill (IRE)","6","Millman, B R","2","Heard, Tyler","5","118","14",,"0","1 mins 2.17s","62.17","4.1","0","5","4","Flat","18.64266696262409","6.6","2","2","1110","0","Novices","raced wide tracked leaders, pushed along and every chance over 1f out, weakened inside final furlong","5","Centre","Left Handed",,"18","1","Anjaal","Flat",
"2022-05-02","13:56:00","Bath","British Stallion Studs EBF Restricted Novice Stakes (GBB Race)","2yo","Class 4",,"5f ","5832","Good To Firm","6","5th","1.25","Poppy Field (IRE)","3","Houghton, Eve Johnson","2","Bishop, Charles","0","123","1.75","(Fav)","0","1 mins 2.17s","62.17","5.35","0","5","5","Flat","2.834336569469734","1.8368481585051994","2","2","1110","0","Novices","close up, pushed along halfway, weakened final furlong","6","Centre","Left Handed",,"None","0","James Garfield (IRE)","Flat",
"2022-05-02","13:56:00","Bath","British Stallion Studs EBF Restricted Novice Stakes (GBB Race)","2yo","Class 4",,"5f ","5832","Good To Firm","6","6th","0.5","Amberdaay","4","Feilden, Miss J","2","Hogan, D E","0","125","4",,"0","1 mins 2.17s","62.17","5.85","0","5","6","Flat","5.420928628678648","2.56","2","2","1110","0","Novices","raced wide in touch, pushed along halfway, ridden over 1f out, weakened final furlong","3","Centre","Left Handed",,"16","1","Adaay (IRE)","Flat",
"2022-05-02","14:31:00","Bath","Follow AtTheRaces On Twitter Handicap","4yo+","Class 4",,"5f ","4995","Good To Firm","6","1st",,"Get It","5","Cox, C G","4","Fahy, J P","0","137","3.33",,"87","1 mins 0.01s","60.01",,"79.5","5","1","Flat","4.251997537766602","2.4832759743799393","2","2","1110","0","Handicap","led after 1f, ridden over 1f out, ran on","1","Centre","Left Handed",,"240","8","Twilight Son","Flat",
"2022-05-02","14:31:00","Bath","Follow AtTheRaces On Twitter Handicap","4yo+","Class 4",,"5f ","4995","Good To Firm","6","2nd","0.75","Airshow","4","Millman, B R","7","Pearson, Laura","3","125","2.5","(Fav)","78","1 mins 0.01s","60.01","0.75","79.5","5","2","Flat","3.9760265633558434","2.06","2","2","1110","0","Handicap","tracked leaders, ridden and every chance over 1f out, kept on one pace","5","Centre","Left Handed","CkPc","8","49","Showcasing","Flat",
"2022-05-02","14:31:00","Bath","Follow AtTheRaces On Twitter Handicap","4yo+","Class 4",,"5f ","4995","Good To Firm","6","3rd","SH","Glamorous Breeze","2","Mason, Christopher","4","Cox, William","3","121","4.5",,"74","1 mins 0.01s","60.01","0.8","79.5","5","3","Flat","6.542003633570275","3.019856427583872","2","2","1110","0","Handicap","close up, pushed along halfway, not clear run and short of room over 1f out, switched left entering final furlong, ran on","6","Centre","Left Handed","CkPc","18","12","Cable Bay (IRE)","Flat",
"2022-05-02","14:31:00","Bath","Follow AtTheRaces On Twitter Handicap","4yo+","Class 4",,"5f ","4995","Good To Firm","6","4th","2.75","Newyorkstateofmind","3","Muir, W R & Grassick, C","5","Shoemark, Kieran","0","132","18",,"82","1 mins 0.01s","60.01","3.55","79.5","5","4","Flat","31.521825176","9.626349969284494","2","2","1110","0","Handicap","led 1f, tracked winner, ridden over 1f out, weakened inside final furlong","2","Centre","Left Handed","CkPc","13","36","Brazen Beau (AUS)","Flat",
"2022-05-02","14:31:00","Bath","Follow AtTheRaces On Twitter Handicap","4yo+","Class 4",,"5f ","4995","Good To Firm","6","5th","SH","Ginger Jam","1","Tinkler, N","7","Jary, Alex","7","122","4.5",,"79","1 mins 0.01s","60.01","3.6","79.5","5","5","Flat","6.297729249496625","2.8","2","2","1110","0","Handicap","restless in stalls, dwelt in rear, ridden and ran on towards finish","4","Centre","Left Handed","CkPc","8","34","Major Cadeaux","Flat",
"2022-05-02","14:31:00","Bath","Follow AtTheRaces On Twitter Handicap","4yo+","Class 4",,"5f ","4995","Good To Firm","6","6th","4.75","Hallowed Time (IRE)","6","Cowell, R M H","4","Dawson, R","0","130","4.5",,"80","1 mins 0.01s","60.01","8.35","79.5","5","6","Flat","6.6","3.15","2","2","1110","0","Handicap","raced wide close up, pushed along halfway, ridden over 1f out, weakened final furlong","3","Centre","Left Handed","CkPc","8","1","Hallowed Crown (AUS)","Flat",
"2022-05-02","15:06:00","Bath","At The Races App Market Movers Handicap","4yo+","Class 5",,"1m3.5f ","3510","Good To Firm","4","1st",,"Songo (IRE)","5","Harris, M F","6","Dobbs, Pat","0","131","1.63","(Fav)","66","2 mins 29.74s","149.74",,"61","11.5","1","Flat","2.992669880872","1.81","1","2","2557","0","Handicap","close up in 4th, wide and headway 2f out, ridden to lead approaching final furlong, asserted towards finish","3","Inside","Left Handed","Hood","376","9","Most Improved (IRE)","Flat",
"2022-05-02","15:06:00","Bath","At The Races App Market Movers Handicap","4yo+","Class 5",,"1m3.5f ","3510","Good To Firm","4","2nd","2","Gold Standard (IRE)","3","Carroll, A W","6","Phillips, Mollie","5","116","6",,"56","2 mins 29.74s","149.74","2","61","11.5","2","Flat","7.6","2.7081871641582627","1","2","2557","0","Handicap","slowly away, soon tracked leaders, headway on inner over 2f out, led 2f out, ridden hung right and headed approaching final furlong, no extra towards finish","4","Inside","Left Handed",,"37","31","Casamento (IRE)","Flat",
"2022-05-02","15:06:00","Bath","At The Races App Market Movers Handicap","4yo+","Class 5",,"1m3.5f ","3510","Good To Firm","4","3rd","5","Uther Pendragon (IRE)","2","Moore, J S","7","Egan, John","0","118","2.75",,"53","2 mins 29.74s","149.74","7","61","11.5","3","Flat","3.9531945663594756","1.72","1","2","2557","0","Handicap","soon led, ridden and headed 2f out, kept on same pace final furlong","5","Inside","Left Handed","CkPc","8","57","Dragon Pulse (IRE)","Flat",
"2022-05-02","15:06:00","Bath","At The Races App Market Movers Handicap","4yo+","Class 5",,"1m3.5f ","3510","Good To Firm","4","4th","15","Keeper","4","Charalambous, P / Clutterbuck, J","4","Morris, Luke","0","132","2.5",,"67","2 mins 29.74s","149.74","22","61","11.5","4","Flat","3.2877173744275128","2","1","2","2557","0","Handicap","tracked leader, pushed along over 3f out, ridden and weakened over 1f out","2","Inside","Left Handed",,"282","7","Frankel","Flat",
"2022-05-02","15:41:00","Bath","At The Races App Form Study Handicap","3yo","Class 6",,"1m2f ","2970","Good To Firm","7","1st",,"Aryaah (IRE)","3","Boughey, George","3","Beech, Aled J","5","130","1.88","(Fav)","60","2 mins 9.90s","129.9",,"60","10","1","Flat","3.12","1.37","2","3","2237","0","Handicap","close up, switched right over 2f out, led over 1f out, ridden and ran on","4","Inside","Left Handed",,"8","5","Dandy Man (IRE)","Flat",
"2022-05-02","15:41:00","Bath","At The Races App Form Study Handicap","3yo","Class 6",,"1m2f ","2970","Good To Firm","7","2nd","0.75","Girl Inthe Picture (IRE)","7","Dunlop, E A L","3","Ghiani, Marco","0","135","6.5",,"60","2 mins 9.90s","129.9","0.75","60","10","2","Flat","8.78","2.38","2","3","2237","0","Handicap","raced wide tracked leaders, ridden and every chance over 1f out, kept on one pace final furlong","3","Inside","Left Handed","Blnk","12","7","Lawman (FR)","Flat",
"2022-05-02","15:41:00","Bath","At The Races App Form Study Handicap","3yo","Class 6",,"1m2f ","2970","Good To Firm","7","3rd","NK","Rochebrune","5","Baker, George","3","Whelan, Trevor","0","136","12",,"61","2 mins 9.90s","129.9","0.9","60","10","3","Flat","15.88","3.64","2","3","2237","0","Handicap","in touch, wide and headway 2f out, ridden and kept on one pace final furlong","1","Inside","Left Handed","Hood","26","5","Postponed (IRE)","Flat",
"2022-05-02","15:41:00","Bath","At The Races App Form Study Handicap","3yo","Class 6",,"1m2f ","2970","Good To Firm","7","4th","0.75","Mucuna (GER)","1","Harris, M F","3","Cox, William","3","122","2.75",,"50","2 mins 9.90s","129.9","1.65","60","10","4","Flat","4.15","1.56","2","3","2237","0","Handicap","tracked leaders, pushed along and slightly outpaced entering final 2f, ridden and headway inside final furlong, no impression towards finish","7","Inside","Left Handed","CkPc","12","6","Guiliani (IRE)","Flat",
"2022-05-02","15:41:00","Bath","At The Races App Form Study Handicap","3yo","Class 6",,"1m2f ","2970","Good To Firm","7","5th","3.25","Kharshuf (USA)","2","Auvray, Jean-Rene","3","Dobie, Georgia","3","132","33",,"60","2 mins 9.90s","129.9","4.9","60","10","5","Flat","44.77","8.76","2","3","2237","0","Handicap","slow into stride, in rear, pushed along over 2f out, never on terms","2","Inside","Left Handed"," TT","12","3","Kittens Joy (USA)","Flat",
"2022-05-02","15:41:00","Bath","At The Races App Form Study Handicap","3yo","Class 6",,"1m2f ","2970","Good To Firm","7","6th","2","Birkie Girl","8","Moore, J S","3","Egan, John","0","121","12",,"46","2 mins 9.90s","129.9","6.9","60","10","6","Flat","15.88","3.64","2","3","2237","0","Handicap","raced wide tracked leader, ridden and every chance over 1f out, weakened final furlong","8","Inside","Left Handed","CkPc","12","14","Buratino (IRE)","Flat",
"2022-05-02","15:41:00","Bath","At The Races App Form Study Handicap","3yo","Class 6",,"1m2f ","2970","Good To Firm","7","7th","15","Gargle","6","Hannon (Jnr), Richard","3","Levey, S M","0","135","4",,"60","2 mins 9.90s","129.9","21.9","60","10","7","Flat","5.67","1.83","2","3","2237","0","Handicap","keen led, ridden and headed over 1f out, soon lost action, eased final furlong","6","Inside","Left Handed",,"12","4","Bated Breath","Flat",
"2022-05-02","16:16:00","Bath","Follow AtTheRaces On Twitter Handicap","4yo+","Class 5",,"1m ","3510","Good To Firm","7","1st",,"Lilandra (FR)","4","Flint, J L","5","Rooke, George","3","113","25",,"50","1 mins 40.07s","100.07",,"66","8","1","Flat","27","6.62","2","3","1760","0","Handicap","raced wide close up, headway 2f out, ridden and every chance inside final furlong, led post","9","Inside","Left Handed","CkPc","8","21","Equiano (FR)","Flat",
"2022-05-02","16:16:00","Bath","Follow AtTheRaces On Twitter Handicap","4yo+","Class 5",,"1m ","3510","Good To Firm","7","2nd","NSE","Headshot","7","Carroll, A W","4","Morris, Luke","0","132","5",,"66","1 mins 40.07s","100.07","0.03","66","8","2","Flat","6.78","2.03","2","3","1760","0","Handicap","tracked leader, ridden to lead over 1f out, pressed inside final furlong, headed post","5","Inside","Left Handed",,"8","19","Awtaad (IRE)","Flat",
"2022-05-02","16:16:00","Bath","Follow AtTheRaces On Twitter Handicap","4yo+","Class 5",,"1m ","3510","Good To Firm","7","3rd","NK","Granary Queen (IRE)","8","Houghton, Eve Johnson","4","Bishop, Charles","0","133","2.25","(Fav)","67","1 mins 40.07s","100.07","0.18","66","8","3","Flat","3.52","1.45","2","3","1760","0","Handicap","in touch in rear, headway and switched left approaching final furlong, soon every chance, ridden and unable to quicken towards finish","3","Inside","Left Handed",,"18","12","Dragon Pulse (IRE)","Flat",
"2022-05-02","16:16:00","Bath","Follow AtTheRaces On Twitter Handicap","4yo+","Class 5",,"1m ","3510","Good To Firm","7","4th","1.25","Kratos","2","Varian, Roger","4","Smith, Jefferson","0","131","3",,"65","1 mins 40.07s","100.07","1.43","66","8","4","Flat","4.39","1.6","2","3","1760","0","Handicap","dwelt tracked leaders, pushed along over 2f out, ridden and kept on same pace final furlong","6","Inside","Left Handed","CkPc","8","8","Equiano (FR)","Flat",
"2022-05-02","16:16:00","Bath","Follow AtTheRaces On Twitter Handicap","4yo+","Class 5",,"1m ","3510","Good To Firm","7","5th","1.5","Always Fearless (IRE)","3","Hannon (Jnr), Richard","5","Levey, S M","0","135","11",,"69","1 mins 40.07s","100.07","2.93","66","8","5","Flat","14.21","3.36","2","3","1760","0","Handicap","led 1f, steadied back to be in touch, ridden 2f out, not trouble leaders","1","Inside","Left Handed","Blnk","16","26","Camacho","Flat",
"2022-05-02","16:16:00","Bath","Follow AtTheRaces On Twitter Handicap","4yo+","Class 5",,"1m ","3510","Good To Firm","7","6th","NK","Originator (IRE)","9","Tregoning, M P","4","ONeill, Dane","0","135","3.33",,"69","1 mins 40.07s","100.07","3.08","66","8","6","Flat","4.79","1.67","2","3","1760","0","Handicap","led after 1f, ridden and headed over 1f out, faded inside final furlong","2","Inside","Left Handed",,"160","3","New Approach (IRE)","Flat",
"2022-05-02","16:16:00","Bath","Follow AtTheRaces On Twitter Handicap","4yo+","Class 5",,"1m ","3510","Good To Firm","7","RR",,"Girl From Ipanema (IRE)","6","Stephens, Robert","4","Shoemark, Kieran","0","123","25",,"57","1 mins 40.07s","100.07",,"66","8","RR","Flat","27","6.62","2","3","1760","0","Handicap","reared badly in stalls, refused to race","8","Inside","Left Handed",,"46","9","Fast Company (IRE)","Flat",
"2022-05-02","16:51:00","Bath","Cazoo Handicap","3yo","Class 6",,"5.5f ","2970","Good To Firm","8","1st",,"Amalfi Gem (IRE)","8","Murphy, P G","3","Egan, John","0","128","12",,"53","1 mins 10.28s","70.28",,"54.5","5.5","1","Flat","10.403924773073765","2.918107","3","3","1260","0","Handicap","tracked leaders, ridden and every chance over 1f out, driven inside final furlong, ran on to lead close home","6","Centre","Left Handed",,"18","8","Cotai Glory","Flat",
"2022-05-02","16:51:00","Bath","Cazoo Handicap","3yo","Class 6",,"5.5f ","2970","Good To Firm","8","2nd","NK","Hattie C","5","Harris, R A","3","Ghiani, Marco","0","132","12",,"57","1 mins 10.28s","70.28","0.15","54.5","5.5","2","Flat","9.89683","2.9767443566384033","3","3","1260","0","Handicap","led after 1f, ridden over 1f out, driven inside final furlong, headed close home","3","Centre","Left Handed",,"4","10","Heeraat (IRE)","Flat",
"2022-05-02","16:51:00","Bath","Cazoo Handicap","3yo","Class 6",,"5.5f ","2970","Good To Firm","8","3rd","2","Sir Duke","2","Evans, Mrs N S","3","Heard, Tyler","5","126","9",,"56","1 mins 10.28s","70.28","2.15","54.5","5.5","3","Flat","8.315390375489548","2.3191192","3","3","1260","0","Handicap","keen hampered soon after start, in touch, ridden and headway entering final furlong, stayed on towards finish","4","Centre","Left Handed","Blnk TT","5","9","Swiss Spirit","Flat",
"2022-05-02","16:51:00","Bath","Cazoo Handicap","3yo","Class 6",,"5.5f ","2970","Good To Firm","8","4th","0.5","Macon Belle","4","De Giles, Ed","3","Whelan, Trevor","0","135","5",,"60","1 mins 10.28s","70.28","2.65","54.5","5.5","4","Flat","4.200235591736041","1.84538999638252","3","3","1260","0","Handicap","edged left soon after start, tracked leader, ridden and every chance over 1f out, kept on one pace","2","Centre","Left Handed",,"12","8","Due Diligence (USA)","Flat",
"2022-05-02","16:51:00","Bath","Cazoo Handicap","3yo","Class 6",,"5.5f ","2970","Good To Firm","8","5th","1.5","Ard Up","3","Attwater, M J","3","Carson, William","0","121","22",,"46","1 mins 10.28s","70.28","4.15","54.5","5.5","5","Flat","20.4762","4.634308","3","3","1260","0","Handicap","keen led 1f, close up, pushed along halfway, ridden inside final furlong, kept on same pace","9","Centre","Left Handed",,"28","7","Ardad (IRE)","Flat",
"2022-05-02","16:51:00","Bath","Cazoo Handicap","3yo","Class 6",,"5.5f ","2970","Good To Firm","8","6th","2.5","Argirl","1","Foy, Kevin","3","Shoemark, Kieran","0","126","6",,"51","1 mins 10.28s","70.28","6.65","54.5","5.5","6","Flat","5.62931244906142","2.039798608274855","3","3","1260","0","Handicap","hampered soon after start, in touch, ridden over 1f out, not trouble leaders","8","Centre","Left Handed",,"32","7","Ardad (IRE)","Flat",
"2022-05-02","16:51:00","Bath","Cazoo Handicap","3yo","Class 6",,"5.5f ","2970","Good To Firm","8","7th","7.5","Tabeeb","6","Wallis, Charlie","3","Morris, Luke","0","131","28",,"56","1 mins 10.28s","70.28","14.15","54.5","5.5","7","Flat","33.199712860615875","7.39369","3","3","1260","0","Handicap","pushed along towards rear, ridden and outpaced halfway","5","Centre","Left Handed","Hood","51","4","Bated Breath","Flat",
"2022-05-02","16:51:00","Bath","Cazoo Handicap","3yo","Class 6",,"5.5f ","2970","Good To Firm","8","8th","17","Token Trader (IRE)","7","Parr, Joseph","3","Fallon, Cieren","0","126","4.5","(Fav)","51","1 mins 10.28s","70.28","31.15","54.5","5.5","8","Flat","4.10008057436254","1.8035717858601288","3","3","1260","0","Handicap","slowly away, soon ridden, reluctant to race","7","Centre","Left Handed","Vsor","7","11","Mehmas (IRE)","Flat",
"2022-05-02","13:31:00","Beverley","Kiplingcotes Restricted Novice Stakes","2yo","Class 6",,"5f ","3240","Good","13","1st",,"Rogue Spirit","1","Clover, Tom","2","Mitchell, Jack","0","131","2.5","(Fav)","0","1 mins 3.35s","63.35",,"0","5","1","Flat","3.921955581","2.0273988942920917","3","3","1100","0","Novices","made all, ridden over 2f out, driven and went clear inside final furlong, ran on, reduced lead towards finish","6","Inside","Straight",,"None","0","Dark Angel (IRE)","Flat",
"2022-05-02","13:31:00","Beverley","Kiplingcotes Restricted Novice Stakes","2yo","Class 6",,"5f ","3240","Good","13","2nd","0.75","Mersea (FR)","4","Tuer, Grant","2","Curtis, B A","0","126","3.5",,"0","1 mins 3.35s","63.35","0.75","0","5","2","Flat","5.420920407","1.92","3","3","1100","0","Novices","prominent, took keen hold, shaken up and ridden over 2f out, kept on well final 150yds, not reach winner","12","Inside","Straight",,"11","1","Born To Sea (IRE)","Flat",
"2022-05-02","13:31:00","Beverley","Kiplingcotes Restricted Novice Stakes","2yo","Class 6",,"5f ","3240","Good","13","3rd","HD","Minnesota Lad (IRE)","8","Fahey, R A","2","Hanagan, Paul","0","133","11",,"0","1 mins 3.35s","63.35","0.85","0","5","3","Flat","12.5","3.9","3","3","1100","0","Novices","switched right start, held up in mid-division, ridden when switched right 2f out, kept on strongly inside final furlong, went third final strides","1","Inside","Straight",,"None","0","Sioux Nation (USA)","Flat",
"2022-05-02","13:31:00","Beverley","Kiplingcotes Restricted Novice Stakes","2yo","Class 6",,"5f ","3240","Good","13","4th","1","Rock Opera","3","Fahey, R A","2","Garritty, Jack","0","133","18",,"0","1 mins 3.35s","63.35","1.85","0","5","4","Flat","19.204201450795807","6.4","3","3","1100","0","Novices","close up, shaken up over 2f out, soon ridden, kept on but lost third final strides","2","Inside","Straight",,"None","0","Unfortunately (IRE)","Flat",
"2022-05-02","13:31:00","Beverley","Kiplingcotes Restricted Novice Stakes","2yo","Class 6",,"5f ","3240","Good","13","5th","0.5","Breath Catcher","5","Ellison, B","2","Robinson, Ben","0","126","8",,"0","1 mins 3.35s","63.35","2.35","0","5","5","Flat","11.5","3.2","3","3","1100","0","Novices","tracked leaders, driven along over 2f out, ran on inside final furlong, not pace to challenge","9","Inside","Straight",,"11","1","Bated Breath","Flat",
"2022-05-02","13:31:00","Beverley","Kiplingcotes Restricted Novice Stakes","2yo","Class 6",,"5f ","3240","Good","13","6th","2.25","Fomo (IRE)","11","Tutty, Gemma","2","Scott, Rowan","0","126","100",,"0","1 mins 3.35s","63.35","4.6","0","5","6","Flat","188.79331896280405","37.3961938842386","3","3","1100","0","Novices","held up in rear, outpaced and driven along halfway, ridden and kept on one pace inside final furlong, never on terms","10","Inside","Straight",,"None","0","Fountain Of Youth (IRE)","Flat",
"2022-05-02","13:31:00","Beverley","Kiplingcotes Restricted Novice Stakes","2yo","Class 6",,"5f ","3240","Good","13","7th","2.25","Snow Girl","13","Ryan, K A","2","Eaves, Tom","0","126","66",,"0","1 mins 3.35s","63.35","6.85","0","5","7","Flat","100.73804079269729","18.6942954497016","3","3","1100","0","Novices","in touch, struggling when ridden over 3f out, still plenty to do over 2f out, ran on well inside final furlong, promising","13","Inside","Straight",,"19","1","Washington Dc (IRE)","Flat",
"2022-05-02","13:31:00","Beverley","Kiplingcotes Restricted Novice Stakes","2yo","Class 6",,"5f ","3240","Good","13","8th","1.75","Bara Lacha","10","OMeara, D","2","Tudhope, Daniel","0","126","4",,"0","1 mins 3.35s","63.35","8.6","0","5","8","Flat","5.9","2.22","3","3","1100","0","Novices","close up, shaken up over 2f out, soon ridden, weakened inside final furlong","8","Inside","Straight",,"11","1","Mondialiste (IRE)","Flat",
"2022-05-02","13:31:00","Beverley","Kiplingcotes Restricted Novice Stakes","2yo","Class 6",,"5f ","3240","Good","13","9th","NK","Howyadoin (IRE)","12","Easterby, T D","2","Allan, David","0","131","16",,"0","1 mins 3.35s","63.35","8.75","0","5","9","Flat","21.989111772260348","5.3","3","3","1100","0","Novices","prominent, took keen hold, driven over 2f out, soon weakened","4","Inside","Straight",,"19","1","Dragon Pulse (IRE)","Flat",
"2022-05-02","13:31:00","Beverley","Kiplingcotes Restricted Novice Stakes","2yo","Class 6",,"5f ","3240","Good","13","10th","1.75","Lets Go Hugo (IRE)","2","Pears, Ollie","2","Lee, G","0","131","7",,"0","1 mins 3.35s","63.35","10.5","0","5","10","Flat","8.663537667584606","2.5758448907527782","3","3","1100","0","Novices","mid-division on inner, shaken up over 2f out, ridden and kept on one pace inside final furlong","5","Inside","Straight",,"19","1","Unfortunately (IRE)","Flat",
"2022-05-02","13:31:00","Beverley","Kiplingcotes Restricted Novice Stakes","2yo","Class 6",,"5f ","3240","Good","13","11th","2.75","West By East","6","Fahey, R A","2","Hamilton, Tony","0","131","33",,"0","1 mins 3.35s","63.35","13.25","0","5","11","Flat","58.880644472409934","13","3","3","1100","0","Novices","chased leaders, dropped to rear halfway, never dangerous","7","Inside","Straight",,"None","0","Washington Dc (IRE)","Flat",
"2022-05-02","13:31:00","Beverley","Kiplingcotes Restricted Novice Stakes","2yo","Class 6",,"5f ","3240","Good","13","12th","1.25","Courtnbowled (IRE)","7","Easterby, T D","2","Fentiman, Duran","0","131","150",,"0","1 mins 3.35s","63.35","14.5","0","5","12","Flat","507.77426143679537","78.50685054574163","3","3","1100","0","Novices","in rear, pushed along when outpaced halfway, driven over 2f out, no telling impression","3","Inside","Straight"," TT","9","2","Dragon Pulse (IRE)","Flat",
"2022-05-02","13:31:00","Beverley","Kiplingcotes Restricted Novice Stakes","2yo","Class 6",,"5f ","3240","Good","13","13th","17","Go Bunny (IRE)","9","Pears, Ollie","2","Sullivan, James P","0","126","100",,"0","1 mins 3.35s","63.35","31.5","0","5","13","Flat","320.142764571","56.87028693955921","3","3","1100","0","Novices","always towards rear, tailed off","11","Inside","Straight",,"None","0","National Defense","Flat",
"2022-05-02","14:06:00","Beverley","Pure Broadband Just Really Good Broadband Handicap","3yo","Class 5",,"5f ","4397","Good","10","1st",,"Lullaby Bay","6","Burke, K R","3","Lee, Clifford","0","125","8",,"65","1 mins 2.51s","62.51",,"67.5","5","1","Flat","9.697882715","2.607258098","3","3","1100","0","Handicap","close up, pushed along to lead over 1f out, soon ridden, edged right final furlong, ran on well","7","Inside","Straight",,"21","3","Profitable (IRE)","Flat",
