horse_name,race_time,race_date,track,racecode,racetype,distance_words2,furlongs,going,number_of_runners,Class,LastRun,placing,jockey_name,odds_numerical,trainer,horse_weight,official_rating,stall,DistBt,
"Apeeling","13:50:00","2023-07-28","Ascot","Flat (Turf)","Novices","6f ","6","Soft","7","Class 3","No Prev","0","Probert, David","9.00","Balding, A M","128","0","5",,
"Gutsy Girl","13:50:00","2023-07-28","Ascot","Flat (Turf)","Novices","6f ","6","Soft","7","Class 3","No Prev","0","Spencer, Jamie","14.00","Fellowes, Charlie","128","0","6",,
"Lokana (IRE)","13:50:00","2023-07-28","Ascot","Flat (Turf)","Novices","6f ","6","Soft","7","Class 3","22","0","Watson, Jason","16.00","OMeara, D","128","0","2",,
"Panarea (IRE)","13:50:00","2023-07-28","Ascot","Flat (Turf)","Novices","6f ","6","Soft","7","Class 3","No Prev","0","Buick, William","1.00","Appleby, Charlie","128","0","3",,
"Pink Satin","13:50:00","2023-07-28","Ascot","Flat (Turf)","Novices","6f ","6","Soft","7","Class 3","31","0","Marquand, Tom","4.00","Cole, P F I","135","82","7",,
"Rawaasi (IRE)","13:50:00","2023-07-28","Ascot","Flat (Turf)","Novices","6f ","6","Soft","7","Class 3","16","0","Atzeni, Andrea","5.00","Crisford, Simon","128","0","1",,
"Ruling Sovereign (IRE)","13:50:00","2023-07-28","Ascot","Flat (Turf)","Novices","6f ","6","Soft","7","Class 3","No Prev","0",,"0.00","Scott, George","128","0","8",,
"Tropical Shot (IRE)","13:50:00","2023-07-28","Ascot","Flat (Turf)","Novices","6f ","6","Soft","7","Class 3","No Prev","0","Shoemark, Kieran","20.00","Hills, Charles","128","0","4",,
"Appier (IRE)","14:25:00","2023-07-28","Ascot","Flat (Turf)","Handicap","2m ","16","Soft","9","Class 3","27","0","Davies, Harry","16.00","Woods, S P C","139","87","3",,
"Blazeon Five","14:25:00","2023-07-28","Ascot","Flat (Turf)","Handicap","2m ","16","Soft","9","Class 3","63","0","Mitchell, Jack","16.00","Teal, R A","139","84","5",,
"King Eagle (IRE)","14:25:00","2023-07-28","Ascot","Flat (Turf)","Handicap","2m ","16","Soft","9","Class 3","34","0","Moore, Ryan","1.50","Henderson, N J","138","83","4",,
"Malakahna (FR)","14:25:00","2023-07-28","Ascot","Flat (Turf)","Handicap","2m ","16","Soft","9","Class 3","13","0","Buick, William","5.00","Williams, Ian","137","82","9",,
"Monsieur Lambrays","14:25:00","2023-07-28","Ascot","Flat (Turf)","Handicap","2m ","16","Soft","9","Class 3","47","0","Probert, David","28.00","Llewellyn, B J","133","78","2",,
"Pledgeofallegiance (IRE)","14:25:00","2023-07-28","Ascot","Flat (Turf)","Handicap","2m ","16","Soft","9","Class 3","20","0","Hansen, Thore","6.50","Prescott, Sir Mark","123","83","6",,
"Tamilla","14:25:00","2023-07-28","Ascot","Flat (Turf)","Handicap","2m ","16","Soft","9","Class 3","14","0","Marquand, Tom","6.50","Haggas, W J","137","82","1",,
"Temporize","14:25:00","2023-07-28","Ascot","Flat (Turf)","Handicap","2m ","16","Soft","9","Class 3","7","0","Whelan, Trevor","16.00","Hosie, Syd","138","83","7",,
"Traila","14:25:00","2023-07-28","Ascot","Flat (Turf)","Handicap","2m ","16","Soft","9","Class 3","34","0","Shepherd, Callum","6.00","Simcock, D M","142","87","8",,
"Captain Cuddles (IRE)","15:00:00","2023-07-28","Ascot","Flat (Turf)","Handicap","7f ","7","Soft","11","Class 4","69","0","Dobbs, Pat","28.00","Hannon (Jnr), Richard","133","80","5",,
"Dashing Dick (IRE)","15:00:00","2023-07-28","Ascot","Flat (Turf)","Handicap","7f ","7","Soft","11","Class 4","20","0","Coakley, Ross","12.00","Stone, W B","134","74","4",,
"Epsom Faithfull","15:00:00","2023-07-28","Ascot","Flat (Turf)","Handicap","7f ","7","Soft","11","Class 4","47","0",,"0.00","Phelan, P M","137","80","11",,
"Flying Secret","15:00:00","2023-07-28","Ascot","Flat (Turf)","Handicap","7f ","7","Soft","11","Class 4","22","0","Shoemark, Kieran","12.00","Houghton, Eve Johnson","138","78","2",,
"Global Esteem (IRE)","15:00:00","2023-07-28","Ascot","Flat (Turf)","Handicap","7f ","7","Soft","11","Class 4","14","0","Fraser, Kaiya","10.00","Gallagher, J","132","77","6",,
"Grenham Bay (IRE)","15:00:00","2023-07-28","Ascot","Flat (Turf)","Handicap","7f ","7","Soft","11","Class 4","15","0","Probert, David","10.00","Balding, A M","129","76","8",,
"Halla Dubai (IRE)","15:00:00","2023-07-28","Ascot","Flat (Turf)","Handicap","7f ","7","Soft","11","Class 4","35","0","Buick, William","5.50","Burrows, Owen","135","82","7",,
"Laoisman","15:00:00","2023-07-28","Ascot","Flat (Turf)","Handicap","7f ","7","Soft","11","Class 4","23","0","Davies, Harry","7.50","Woods, S P C","128","78","9",,
"Maharajas Express","15:00:00","2023-07-28","Ascot","Flat (Turf)","Handicap","7f ","7","Soft","11","Class 4","112","0",,"0.00","Spencer, Richard","130","77","13",,
"Mobashr (USA)","15:00:00","2023-07-28","Ascot","Flat (Turf)","Handicap","7f ","7","Soft","11","Class 4","9","0","Moore, Ryan","3.50","Appleby, M","139","79","12",,
"Pearle Dor (IRE)","15:00:00","2023-07-28","Ascot","Flat (Turf)","Handicap","7f ","7","Soft","11","Class 4","13","0","Watson, Jason","5.00","OMeara, D","141","81","10",,
"Snuggle","15:00:00","2023-07-28","Ascot","Flat (Turf)","Handicap","7f ","7","Soft","11","Class 4","6","0","Marquand, Tom","5.50","Walker, Ed","131","78","1",,
"Spirited Guest","15:00:00","2023-07-28","Ascot","Flat (Turf)","Handicap","7f ","7","Soft","11","Class 4","32","0","Mortensen, Mikkel","33.00","Margarson, G G","132","79","3",,
"City Streak","15:35:00","2023-07-28","Ascot","Flat (Turf)","Handicap","1m4f ","12","Soft","8","Class 2","27","0","Watson, Jason","9.00","Balding, A M","129","87","3",,
"Gaassee (IRE)","15:35:00","2023-07-28","Ascot","Flat (Turf)","Handicap","1m4f ","12","Soft","8","Class 2","20","0","Marquand, Tom","1.50","Haggas, W J","142","100","2",,
"Max Mayhem","15:35:00","2023-07-28","Ascot","Flat (Turf)","Handicap","1m4f ","12","Soft","8","Class 2","35","0","Sayette, B D L","5.00","Foy, Kevin","139","97","1",,
"Nolton Cross (IRE)","15:35:00","2023-07-28","Ascot","Flat (Turf)","Handicap","1m4f ","12","Soft","8","Class 2","20","0","Davies, Harry","14.00","Palmer, Hugo","132","93","8",,
"Oneforthegutter","15:35:00","2023-07-28","Ascot","Flat (Turf)","Handicap","1m4f ","12","Soft","8","Class 2","13","0","Buick, William","4.00","Williams, Ian","131","89","6",,
"Protected Guest","15:35:00","2023-07-28","Ascot","Flat (Turf)","Handicap","1m4f ","12","Soft","8","Class 2","22","0","Probert, David","18.00","Margarson, G G","127","85","7",,
"Saratoga Gold","15:35:00","2023-07-28","Ascot","Flat (Turf)","Handicap","1m4f ","12","Soft","8","Class 2","13","0","Shoemark, Kieran","16.00","Hills, Charles","137","95","4",,
"The Whipmaster (IRE)","15:35:00","2023-07-28","Ascot","Flat (Turf)","Handicap","1m4f ","12","Soft","8","Class 2","27","0","Queally, T P","9.00","Moore, G L","129","87","9",,
"Youthful King","15:35:00","2023-07-28","Ascot","Flat (Turf)","Handicap","1m4f ","12","Soft","8","Class 2","27","0",,"0.00","Dace, L A","131","92","5",,
"Afta Party (IRE)","16:10:00","2023-07-28","Ascot","Flat (Turf)","Handicap","1m4f ","12","Soft","10","Class 4","31","0","Whelan, Trevor","22.00","Hosie, Syd","137","75","1",,
"Alhambra Palace","16:10:00","2023-07-28","Ascot","Flat (Turf)","Handicap","1m4f ","12","Soft","10","Class 4","15","0","Probert, David","3.33","Haggas, W J","118","67","6",,
"Bug Boy (IRE)","16:10:00","2023-07-28","Ascot","Flat (Turf)","Handicap","1m4f ","12","Soft","10","Class 4","23","0","Planas, Connor","12.00","Newcombe, A G","123","66","5",,
"Dashing Panther","16:10:00","2023-07-28","Ascot","Flat (Turf)","Handicap","1m4f ","12","Soft","10","Class 4","29","0","Shoemark, Kieran","8.50","Stone, W B","130","68","7",,
"Flash Bardot","16:10:00","2023-07-28","Ascot","Flat (Turf)","Handicap","1m4f ","12","Soft","10","Class 4","7","0","Marquand, Tom","4.00","Channon, Jack","125","74","9",,
"Military Tycoon (IRE)","16:10:00","2023-07-28","Ascot","Flat (Turf)","Handicap","1m4f ","12","Soft","10","Class 4","29","0","Davies, Harry","6.00","Palmer, Hugo","120","72","10",,
"Open Choice (USA)","16:10:00","2023-07-28","Ascot","Flat (Turf)","Handicap","1m4f ","12","Soft","10","Class 4","40","0","Atzeni, Andrea","12.00","Bethell, Ed","126","75","8",,
"Scintillante","16:10:00","2023-07-28","Ascot","Flat (Turf)","Handicap","1m4f ","12","Soft","10","Class 4","27","0","Turner, Hayley","3.50","Balding, A M","131","80","3",,
"Socially Shady","16:10:00","2023-07-28","Ascot","Flat (Turf)","Handicap","1m4f ","12","Soft","10","Class 4","36","0","Quinn, Jimmy","40.00","Best, Jim/Suzi","128","66","4",,
"Way Of Life","16:10:00","2023-07-28","Ascot","Flat (Turf)","Handicap","1m4f ","12","Soft","10","Class 4","11","0","Clutterbuck, Rhys","14.00","Portman, J G","142","80","2",,
"Cruise (IRE)","16:45:00","2023-07-28","Ascot","Flat (Turf)","Handicap","5f ","5","Soft","8","Class 4","29","0","Shoemark, Kieran","5.50","Sangster, Ollie","134","83","5",,
"Cuban Breeze","16:45:00","2023-07-28","Ascot","Flat (Turf)","Handicap","5f ","5","Soft","8","Class 4","7","0","Marquand, Tom","4.00","Evans, P D","138","83","1",,
