horse_name,race_time,race_date,track,racecode,racetype,distance_words2,furlongs,going,number_of_runners,Class,LastRun,placing,jockey_name,odds_numerical,trainer,horse_weight,official_rating,stall,DistBt,
"Bright Legend (IRE)","13:20:00","2024-02-10","Naas","National Hunt","Hurdle","2m ","16","Heavy","6","Ire","26","0","King, D","14.00","Hogan, Denis Gerard","151","0","0",,
"Eagle Fang (IRE)","13:20:00","2024-02-10","Naas","National Hunt","Hurdle","2m ","16","Heavy","6","Ire","46","0","Enright, P T","5.50","Durkan, William","154","0","0",,
"Lark In The Mornin (GER)","13:20:00","2024-02-10","Naas","National Hunt","Hurdle","2m ","16","Heavy","6","Ire","26","0","Slevin, J J","0.57","OBrien, Joseph Patrick","154","118","0",,
"Nara (FR)","13:20:00","2024-02-10","Naas","National Hunt","Hurdle","2m ","16","Heavy","6","Ire","69","0","Walsh, M P","7.00","Bromhead, Henry De","161","0","0",,
"Open To Question (USA)","13:20:00","2024-02-10","Naas","National Hunt","Hurdle","2m ","16","Heavy","6","Ire","7","0","Flanagan, S W","14.00","Meade, Noel","158","123","0",,
"Pacini","13:20:00","2024-02-10","Naas","National Hunt","Hurdle","2m ","16","Heavy","6","Ire","56","0","Kennedy, J W","6.50","Elliott, Gordon","158","116","0",,
"Answer To Kayf","13:55:00","2024-02-10","Naas","National Hunt","Novices Hurdle","2m3f ","19","Heavy","7","Ire","46","0","Shinnick, J P","3.50","OBrien, Terence","157","134","0",,
"Any Road (IRE)","13:55:00","2024-02-10","Naas","National Hunt","Novices Hurdle","2m3f ","19","Heavy","7","Ire","70","0","McDonagh, Mark M","33.00","OGrady, E J","159","0","0",,
"Backtonormal (IRE)","13:55:00","2024-02-10","Naas","National Hunt","Novices Hurdle","2m3f ","19","Heavy","7","Ire","16","0","Slevin, J J","33.00","Mullins, Ms Margaret","159","0","0",,
"Blizzard Of Oz (IRE)","13:55:00","2024-02-10","Naas","National Hunt","Novices Hurdle","2m3f ","19","Heavy","7","Ire","60","0","Walsh, M P","2.75","Mullins, W P","160","0","0",,
"Captain Cody (IRE)","13:55:00","2024-02-10","Naas","National Hunt","Novices Hurdle","2m3f ","19","Heavy","7","Ire","16","0","Townend, P","0.73","Mullins, W P","158","0","0",,
"Makaelas Choice (IRE)","13:55:00","2024-02-10","Naas","National Hunt","Novices Hurdle","2m3f ","19","Heavy","7","Ire","105","0","Foley, J B","80.00","Mullins, Thomas","157","97","0",,
"Thegraveyardbookie (IRE)","13:55:00","2024-02-10","Naas","National Hunt","Novices Hurdle","2m3f ","19","Heavy","7","Ire","43","0","McNamara, Conor","18.00","McNamara, E","158","0","0",,
"Glen Kiln (IRE)","14:30:00","2024-02-10","Naas","National Hunt","Maiden Hurdle","2m3f ","19","Heavy","9","Ire","17","0","Millar, Mr C P","1.50","Kelly, David Harry","159","0","0",,
"Gold In The Rivers (IRE)","14:30:00","2024-02-10","Naas","National Hunt","Maiden Hurdle","2m3f ","19","Heavy","9","Ire","44","0","Kennedy, J W","1.63","Elliott, Gordon","166","0","0",,
"Harveyshonor (IRE)","14:30:00","2024-02-10","Naas","National Hunt","Maiden Hurdle","2m3f ","19","Heavy","9","Ire","17","0","Deegan, R","150.00","Donohoe, R","166","0","0",,
"Lispopple (IRE)","14:30:00","2024-02-10","Naas","National Hunt","Maiden Hurdle","2m3f ","19","Heavy","9","Ire","30","0","Flanagan, S W","125.00","Fenton, Philip","166","0","0",,
"Musta Lovea Lovea (IRE)","14:30:00","2024-02-10","Naas","National Hunt","Maiden Hurdle","2m3f ","19","Heavy","9","Ire","90","0","Enright, P T","3.00","McKiernan, Oliver","166","111","0",,
"Shades Of Tara","14:30:00","2024-02-10","Naas","National Hunt","Maiden Hurdle","2m3f ","19","Heavy","9","Ire","17","0","Kavanagh, Sarah","200.00","Fahy, P A","159","0","0",,
"Shraheen (IRE)","14:30:00","2024-02-10","Naas","National Hunt","Maiden Hurdle","2m3f ","19","Heavy","9","Ire","14","0","OBrien, Mr E P","125.00","Fenton, Philip","161","0","0",,
"Spellacys Cross (IRE)","14:30:00","2024-02-10","Naas","National Hunt","Maiden Hurdle","2m3f ","19","Heavy","9","Ire","13","0","Walsh, M P","125.00","Mullins, Thomas","166","0","0",,
"Union Station (IRE)","14:30:00","2024-02-10","Naas","National Hunt","Maiden Hurdle","2m3f ","19","Heavy","9","Ire","29","0","Donoghue, K M","2.25","Cromwell, Gavin Patrick","166","0","0",,
"Champion Green (IRE)","15:05:00","2024-02-10","Naas","National Hunt","Handicap Hurdle","2m ","16","Heavy","10","Ire","13","0","Smithers, P T","3.50","Roche, Padraig","168","116","0",,
"Clever Currency (IRE)","15:05:00","2024-02-10","Naas","National Hunt","Handicap Hurdle","2m ","16","Heavy","10","Ire","55","0","Kennedy, B P","8.50","Flynn, Paul W","161","111","0",,
"Desert Friend (IRE)","15:05:00","2024-02-10","Naas","National Hunt","Handicap Hurdle","2m ","16","Heavy","10","Ire","22","0","Kelly, Eoin G","12.00","Foster, Mrs Denise","161","111","0",,
"Ebasari (IRE)","15:05:00","2024-02-10","Naas","National Hunt","Handicap Hurdle","2m ","16","Heavy","10","Ire","84","0","Millar, Mr C P","16.00","Elliott, Gordon","168","116","0",,
"Petit Dejeuner (IRE)","15:05:00","2024-02-10","Naas","National Hunt","Handicap Hurdle","2m ","16","Heavy","10","Ire","45","0","Smithers, C D","8.00","Foster, Mrs Denise","146","96","0",,
"Star Official (IRE)","15:05:00","2024-02-10","Naas","National Hunt","Handicap Hurdle","2m ","16","Heavy","10","Ire","16","0","Gilligan, Jack G","6.50","Donohoe, R","153","101","0",,
"Tempo Chapter Two (IRE)","15:05:00","2024-02-10","Naas","National Hunt","Handicap Hurdle","2m ","16","Heavy","10","Ire","70","0","OSullivan, Mr E M","10.00","Flynn, Paul W","162","112","0",,
"The Grey Falco (FR)","15:05:00","2024-02-10","Naas","National Hunt","Handicap Hurdle","2m ","16","Heavy","10","Ire","26","0",,"0.00","Cooper, Thomas","159","107","0",,
"Verbal Sparring (IRE)","15:05:00","2024-02-10","Naas","National Hunt","Handicap Hurdle","2m ","16","Heavy","10","Ire","12","0","OBrien, P M","11.00","McDonogh, Desmond","144","92","0",,
"Whiskeywealth (IRE)","15:05:00","2024-02-10","Naas","National Hunt","Handicap Hurdle","2m ","16","Heavy","10","Ire","28","0","Shinnick, J P","1.88","OBrien, Terence","165","113","0",,
"Yulong Voice","15:05:00","2024-02-10","Naas","National Hunt","Handicap Hurdle","2m ","16","Heavy","10","Ire","21","0","Harney, T P","33.00","Nolan, Shane","151","99","0",,
"Allegorie De Vassy (FR)","15:40:00","2024-02-10","Naas","National Hunt","Chase","2m ","16","Heavy","5","Listed Race","40","0","Townend, P","1.88","Mullins, W P","159","151","0",,
"Instit (FR)","15:40:00","2024-02-10","Naas","National Hunt","Chase","2m ","16","Heavy","5","Listed Race","40","0","Heskin, A P","11.00","Mullins, W P","154","140","0",,
"Maskada (FR)","15:40:00","2024-02-10","Naas","National Hunt","Chase","2m ","16","Heavy","5","Listed Race","62","0","OKeeffe, Darragh","1.50","Bromhead, Henry De","151","151","0",,
"Riviere Detel (FR)","15:40:00","2024-02-10","Naas","National Hunt","Chase","2m ","16","Heavy","5","Listed Race","40","0","Kennedy, J W","3.33","Elliott, Gordon","157","149","0",,
"Silent Approach (IRE)","15:40:00","2024-02-10","Naas","National Hunt","Chase","2m ","16","Heavy","5","Listed Race","20","0","Flanagan, S W","11.00","OKeeffe, Cornelius","155","0","0",,
"Annamix (FR)","16:15:00","2024-02-10","Naas","National Hunt","Hunters Chase","3m1f ","25","Heavy","8","Ire","271","0","Turner, Mr L T","12.00","Mullins, W P","161","0","0",,
"Battleoverdoyen (IRE)","16:15:00","2024-02-10","Naas","National Hunt","Hunters Chase","3m1f ","25","Heavy","8","Ire","302","0","Brickley, Mr F D","8.50","Elliott, Gordon","161","0","0",,
"Billaway (IRE)","16:15:00","2024-02-10","Naas","National Hunt","Hunters Chase","3m1f ","25","Heavy","8","Ire","267","0","Mullins, Mr P W","4.00","Mullins, W P","168","0","0",,
"Hardline (IRE)","16:15:00","2024-02-10","Naas","National Hunt","Hunters Chase","3m1f ","25","Heavy","8","Ire","20","0",,"0.00","Elliott, Gordon","161","0","0",,
"Hitak (FR)","16:15:00","2024-02-10","Naas","National Hunt","Hunters Chase","3m1f ","25","Heavy","8","Ire","No Prev","0","Swan, H C","6.00","Holden, Miss Ellmarie","163","0","0",,
