horse_name,race_time,race_date,track,racecode,racetype,distance_words2,furlongs,going,number_of_runners,Class,LastRun,placing,jockey_name,odds_numerical,trainer,horse_weight,official_rating,stall,DistBt,
"Ballygeary (IRE)","13:25:00","2023-03-03","Doncaster","National Hunt","Novices Hurdle","2m.5f ","16.5","Good","4","Class 4","28","0","Hughes, Brian","1.00","McCain Jnr, D","166","0","0",,
"Circus Act (IRE)","13:25:00","2023-03-03","Doncaster","National Hunt","Novices Hurdle","2m.5f ","16.5","Good","4","Class 4","16","0","Brouder, Gavin","0.83","Nash, J A","144","113","0",,
"Dooby","13:25:00","2023-03-03","Doncaster","National Hunt","Novices Hurdle","2m.5f ","16.5","Good","4","Class 4","387","0","Todd, C J","80.00","Allwood, S","152","0","0",,
"Nortonthorpebanker","13:25:00","2023-03-03","Doncaster","National Hunt","Novices Hurdle","2m.5f ","16.5","Good","4","Class 4","31","0","Johnson, Alison","22.00","Menzies, Rebecca","152","0","0",,
"Everyday Champagne (IRE)","14:00:00","2023-03-03","Doncaster","National Hunt","Handicap Novices Chase","3m ","24","Good","6","Class 4","61","0","Quinlan, Sean","3.50","Richards, N G","149","99","0",,
"Godrevy Point (FR)","14:00:00","2023-03-03","Doncaster","National Hunt","Handicap Novices Chase","3m ","24","Good","6","Class 4","90","0","Bannister, Harry A A","6.00","Bandey, R J","165","115","0",,
"Lyrical Genius (IRE)","14:00:00","2023-03-03","Doncaster","National Hunt","Handicap Novices Chase","3m ","24","Good","6","Class 4","28","0","Hughes, Brian","5.00","Longsdon, C E","165","115","0",,
"My Bad Lucy","14:00:00","2023-03-03","Doncaster","National Hunt","Handicap Novices Chase","3m ","24","Good","6","Class 4","22","0","Davies, James","4.00","Gifford, N J","142","92","0",,
"Taste The Fear (IRE)","14:00:00","2023-03-03","Doncaster","National Hunt","Handicap Novices Chase","3m ","24","Good","6","Class 4","34","0","Twiston-Davies, Sam","5.00","Newland, Dr R D P","168","118","0",,
"Twoshotsoftequila (IRE)","14:00:00","2023-03-03","Doncaster","National Hunt","Handicap Novices Chase","3m ","24","Good","6","Class 4","33","0","Moscrop, Nathan","3.00","Menzies, Rebecca","162","112","0",,
"At A Pinch","14:35:00","2023-03-03","Doncaster","National Hunt","Handicap Hurdle","2m.5f ","16.5","Good","7","Class 4","23","0","Quinlan, Jack","4.50","Eustace, Harry","168","109","0",,
"Emma Lamb","14:35:00","2023-03-03","Doncaster","National Hunt","Handicap Hurdle","2m.5f ","16.5","Good","7","Class 4","67","0","Wedge, Adam","16.00","Morgan, Miss Laura","164","105","0",,
"Gilbertina","14:35:00","2023-03-03","Doncaster","National Hunt","Handicap Hurdle","2m.5f ","16.5","Good","7","Class 4","34","0","Dobb, Lewis","5.00","Kent, Nick","160","108","0",,
"Minelladestination (IRE)","14:35:00","2023-03-03","Doncaster","National Hunt","Handicap Hurdle","2m.5f ","16.5","Good","7","Class 4","23","0","Kavanagh, Peter J","5.50","McCain Jnr, D","160","106","0",,
"Pretending (IRE)","14:35:00","2023-03-03","Doncaster","National Hunt","Handicap Hurdle","2m.5f ","16.5","Good","7","Class 4","28","0","Frost, Bryony","0.91","Wadham, Mrs L","150","101","0",,
"Ravenscar (IRE)","14:35:00","2023-03-03","Doncaster","National Hunt","Handicap Hurdle","2m.5f ","16.5","Good","7","Class 4","31","0","Dowson, Thomas","12.00","Kirby, P A","166","107","0",,
"Rhyme Scheme (IRE)","14:35:00","2023-03-03","Doncaster","National Hunt","Handicap Hurdle","2m.5f ","16.5","Good","7","Class 4","27","0","Johnson, Alison","40.00","Winks, P","148","96","0",,
"Brianstorm (IRE)","15:10:00","2023-03-03","Doncaster","National Hunt","Handicap Chase","3m ","24","Good","10","Class 3","319","0","Quinlan, S M","9.00","Williams, Miss Venetia","161","117","0",,
"Domaine De LIsle (FR)","15:10:00","2023-03-03","Doncaster","National Hunt","Handicap Chase","3m ","24","Good","10","Class 3","15","0","Murtagh, Lorcan","5.00","Curran, S","166","122","0",,
"Flying Verse","15:10:00","2023-03-03","Doncaster","National Hunt","Handicap Chase","3m ","24","Good","10","Class 3","15","0","Fox, Ned","10.00","Dennis, David","146","105","0",,
"Hitman Fred (IRE)","15:10:00","2023-03-03","Doncaster","National Hunt","Handicap Chase","3m ","24","Good","10","Class 3","37","0","Johnston, Dylan","7.50","Dobbin, Mrs R","147","111","0",,
"Molineaux (IRE)","15:10:00","2023-03-03","Doncaster","National Hunt","Handicap Chase","3m ","24","Good","10","Class 3","706","0","Kimber, Harry","9.00","Tizzard, Joe","158","117","0",,
"Mr Muldoon (IRE)","15:10:00","2023-03-03","Doncaster","National Hunt","Handicap Chase","3m ","24","Good","10","Class 3","27","0","Scott, Luke","4.50","Newland, Dr R D P","161","123","0",,
"Potters Legend","15:10:00","2023-03-03","Doncaster","National Hunt","Handicap Chase","3m ","24","Good","10","Class 3","29","0","Gillard, Mr T","8.00","Longsdon, C E","168","124","0",,
"Scheu Time (IRE)","15:10:00","2023-03-03","Doncaster","National Hunt","Handicap Chase","3m ","24","Good","10","Class 3","155","0","Brouder, Gavin","25.00","Nash, J A","158","117","0",,
"Stylish Moment (IRE)","15:10:00","2023-03-03","Doncaster","National Hunt","Handicap Chase","3m ","24","Good","10","Class 3","27","0","Wadge, P","16.00","Russell, Miss Lucinda V","155","117","0",,
"Up Helly Aa King","15:10:00","2023-03-03","Doncaster","National Hunt","Handicap Chase","3m ","24","Good","10","Class 3","55","0","Lynn, Bruce","3.00","Alexander, N W","164","123","0",,
"Fairy Gem (IRE)","15:45:00","2023-03-03","Doncaster","National Hunt","Novices Hurdle","2m3.5f ","19.5","Good","6","Class 4","29","0","Bowen, Sean P","6.50","Fry, Harry","161","109","0",,
"I Am Gonna Be (IRE)","15:45:00","2023-03-03","Doncaster","National Hunt","Novices Hurdle","2m3.5f ","19.5","Good","6","Class 4","26","0","Poste, Ben J","5.00","Scudamore, M J","161","110","0",,
"Ilovethenightlife","15:45:00","2023-03-03","Doncaster","National Hunt","Novices Hurdle","2m3.5f ","19.5","Good","6","Class 4","29","0","Powell, Brendan","2.25","Tizzard, Joe","161","115","0",,
"Moviddy (IRE)","15:45:00","2023-03-03","Doncaster","National Hunt","Novices Hurdle","2m3.5f ","19.5","Good","6","Class 4","17","0","Dunne, R T","1.63","Williams, Noel","161","110","0",,
"Mrs Grimley (IRE)","15:45:00","2023-03-03","Doncaster","National Hunt","Novices Hurdle","2m3.5f ","19.5","Good","6","Class 4","10","0","Brogan, Kevin","8.50","Pauling, Ben","161","106","0",,
"No Word (IRE)","15:45:00","2023-03-03","Doncaster","National Hunt","Novices Hurdle","2m3.5f ","19.5","Good","6","Class 4","73","0","Sheehan, Gavin","66.00","Longsdon, C E","154","0","0",,
"And The New (IRE)","16:20:00","2023-03-03","Doncaster","National Hunt","Handicap Chase","2m3f ","19","Good","6","Class 4","33","0","Wedge, Adam","18.00","Morgan, Miss Laura","168","119","0",,
"Ecume Atlantique (FR)","16:20:00","2023-03-03","Doncaster","National Hunt","Handicap Chase","2m3f ","19","Good","6","Class 4","115","0","Bannister, Harry A A","7.00","Bandey, R J","167","118","0",,
"Est Illic (IRE)","16:20:00","2023-03-03","Doncaster","National Hunt","Handicap Chase","2m3f ","19","Good","6","Class 4","39","0","Kennedy, W T","16.00","Davies, Miss Sarah-Jayne","152","103","0",,
"Hawthorn Cottage (IRE)","16:20:00","2023-03-03","Doncaster","National Hunt","Handicap Chase","2m3f ","19","Good","6","Class 4","34","0","Powell, Brendan","3.00","Murphy, Amy","166","117","0",,
"Mongol Emperor (IRE)","16:20:00","2023-03-03","Doncaster","National Hunt","Handicap Chase","2m3f ","19","Good","6","Class 4","29","0","Twiston-Davies, Sam","1.75","Mulholland, N P","162","113","0",,
"Twotwothree (IRE)","16:20:00","2023-03-03","Doncaster","National Hunt","Handicap Chase","2m3f ","19","Good","6","Class 4","26","0","Dunne, R T","3.00","Allwood, S","152","103","0",,
"Ailes Damour (IRE)","16:50:00","2023-03-03","Doncaster","National Hunt","Handicap Novices Hurdle","3m.5f ","24.5","Good","4","Class 4","7","0","Todd, C J","1.63","Williams, Ian","154","96","0",,
"Arnica","16:50:00","2023-03-03","Doncaster","National Hunt","Handicap Novices Hurdle","3m.5f ","24.5","Good","4","Class 4","102","0",,"18.00","Alexander, N W","146","91","0",,
