horse_name,race_time,race_date,track,racecode,racetype,distance_words2,furlongs,going,number_of_runners,Class,LastRun,placing,jockey_name,odds_numerical,trainer,horse_weight,official_rating,stall,DistBt,
"All Things Nice (IRE)","16:35:00","2022-06-30","Bellewstown","Flat (Turf)","Maiden","1m ","8","Good","11","Ire","19","0","Sheehy, M P","0.91","OBrien, Joseph Patrick","124","0","4",,
"Aurifodina (IRE)","16:35:00","2022-06-30","Bellewstown","Flat (Turf)","Maiden","1m ","8","Good","11","Ire","28","0","Manning, K J","6.00","Bolger, J S","123","0","9",,
"Florida Taiga (IRE)","16:35:00","2022-06-30","Bellewstown","Flat (Turf)","Maiden","1m ","8","Good","11","Ire","No Prev","0","Hayes, C D","16.00","Weld, D K","123","0","10",,
"Leopardess","16:35:00","2022-06-30","Bellewstown","Flat (Turf)","Maiden","1m ","8","Good","11","Ire","19","0","Madden, Tom","25.00","Harrington, Mrs John","125","0","11",,
"Liberated Girl","16:35:00","2022-06-30","Bellewstown","Flat (Turf)","Maiden","1m ","8","Good","11","Ire","19","0","Slattery, A J","20.00","Slattery, Andrew","129","0","5",,
"Meggy Moo (IRE)","16:35:00","2022-06-30","Bellewstown","Flat (Turf)","Maiden","1m ","8","Good","11","Ire","20","0","McMonagle, Dylan B","9.00","Meade, Noel","127","0","1",,
"Nelliestar (IRE)","16:35:00","2022-06-30","Bellewstown","Flat (Turf)","Maiden","1m ","8","Good","11","Ire","22","0","Doyle, Joe","150.00","Watson, R K","123","0","3",,
"Pandora Lovegood (IRE)","16:35:00","2022-06-30","Bellewstown","Flat (Turf)","Maiden","1m ","8","Good","11","Ire","2","0",,"0.00","Murphy, Joseph G","125","0","12",,
"Reigles","16:35:00","2022-06-30","Bellewstown","Flat (Turf)","Maiden","1m ","8","Good","11","Ire","No Prev","0","Whelan, R P","33.00","McGuinness, Adrian","127","0","6",,
"Samantha Maguire (IRE)","16:35:00","2022-06-30","Bellewstown","Flat (Turf)","Maiden","1m ","8","Good","11","Ire","No Prev","0","Crosse, Nathan","25.00","McCreery, W","120","0","7",,
"Semantics (USA)","16:35:00","2022-06-30","Bellewstown","Flat (Turf)","Maiden","1m ","8","Good","11","Ire","No Prev","0","Keane, C T","3.33","Lyons, G M","127","0","2",,
"Starry Heavens (IRE)","16:35:00","2022-06-30","Bellewstown","Flat (Turf)","Maiden","1m ","8","Good","11","Ire","No Prev","0","Foley, Shane","9.00","Harrington, Mrs John","129","0","8",,
"Bayou Belle (IRE)","17:10:00","2022-06-30","Bellewstown","Flat (Turf)","Handicap","1m ","8","Good","15","Ire","9","0","Powell, J A","20.00","Fahey, Jarlath P","116","47","6",,
"Black Bridie (IRE)","17:10:00","2022-06-30","Bellewstown","Flat (Turf)","Handicap","1m ","8","Good","15","Ire","34","0","Maxwell, C D","50.00","Larkin, J","125","49","17",,
"Breezy Zoff (IRE)","17:10:00","2022-06-30","Bellewstown","Flat (Turf)","Handicap","1m ","8","Good","15","Ire","26","0","Whearty, R","5.50","Cromwell, Gavin Patrick","132","63","9",,
