horse_name,race_time,race_date,track,racecode,racetype,distance_words2,furlongs,going,number_of_runners,Class,LastRun,placing,jockey_name,odds_numerical,trainer,horse_weight,official_rating,stall,DistBt,
"Fragrance","13:00:00","2022-07-24","Chelmsford City","All Weather","Handicap Nursery","5f ","5","Standard","5","Class 3","16","0","Norton, Francis","5.50","Johnston, M","135","76","1",,
"Lucy Lightfoot (IRE)","13:00:00","2022-07-24","Chelmsford City","All Weather","Handicap Nursery","5f ","5","Standard","5","Class 3","72","0","Ghiani, Marco","7.00","Williams, S C","134","75","2",,
"New Hope Bullet (IRE)","13:00:00","2022-07-24","Chelmsford City","All Weather","Handicap Nursery","5f ","5","Standard","5","Class 3","13","0","ONeill, K T","6.00","Haynes, Alice","131","72","3",,
"One More Olly","13:00:00","2022-07-24","Chelmsford City","All Weather","Handicap Nursery","5f ","5","Standard","5","Class 3","39","0","Sousa, Silvestre De","0.62","Hughes, Richard","135","76","5",,
"Shes A Mirage","13:00:00","2022-07-24","Chelmsford City","All Weather","Handicap Nursery","5f ","5","Standard","5","Class 3","22","0","Voikhansky, Alexander","7.00","Hannon (Jnr), Richard","119","67","4",,
"Appointed One","13:35:00","2022-07-24","Chelmsford City","All Weather","Maiden","6f ","6","Standard","13","Class 4","No Prev","0","Doyle, James","1.10","Appleby, Charlie","133","0","14",,
"Bernadine (IRE)","13:35:00","2022-07-24","Chelmsford City","All Weather","Maiden","6f ","6","Standard","13","Class 4","23","0","Sayette, B D L","7.50","Fanshawe, J R","123","0","3",,
"Coloane (IRE)","13:35:00","2022-07-24","Chelmsford City","All Weather","Maiden","6f ","6","Standard","13","Class 4","No Prev","0","Callan, N","16.00","Jarvis, W","128","0","7",,
"Eight Mile (IRE)","13:35:00","2022-07-24","Chelmsford City","All Weather","Maiden","6f ","6","Standard","13","Class 4","17","0","Shepherd, Callum","20.00","Scott, George","133","0","13",,
"Havechatma","13:35:00","2022-07-24","Chelmsford City","All Weather","Maiden","6f ","6","Standard","13","Class 4","No Prev","0","Bennett, Charlie","20.00","Ivory, D K","128","0","2",,
"Matching Sox (IRE)","13:35:00","2022-07-24","Chelmsford City","All Weather","Maiden","6f ","6","Standard","13","Class 4","No Prev","0","Hornby, Rob","7.50","Balding, A M","133","0","5",,
"Miyagi (IRE)","13:35:00","2022-07-24","Chelmsford City","All Weather","Maiden","6f ","6","Standard","13","Class 4","No Prev","0","Muscutt, D","5.50","Foy, Kevin","133","0","11",,
"Queens Eyot","13:35:00","2022-07-24","Chelmsford City","All Weather","Maiden","6f ","6","Standard","13","Class 4","69","0","Moldoveanu, Sorin","40.00","Dunlop, E A L","126","0","10",,
"Revolucion","13:35:00","2022-07-24","Chelmsford City","All Weather","Maiden","6f ","6","Standard","13","Class 4","13","0","Hansen, Thore","11.00","Parr, Joseph","133","0","4",,
"Royal Lily","13:35:00","2022-07-24","Chelmsford City","All Weather","Maiden","6f ","6","Standard","13","Class 4","No Prev","0","Hogan, D E","20.00","Jones, Jack","128","0","6",,
"Signcastle City (IRE)","13:35:00","2022-07-24","Chelmsford City","All Weather","Maiden","6f ","6","Standard","13","Class 4","1","0",,"0.00","Hannon (Jnr), Richard","133","0","9",,
"The Bullion Bomber (IRE)","13:35:00","2022-07-24","Chelmsford City","All Weather","Maiden","6f ","6","Standard","13","Class 4","15","0","Doyle, Hollie","33.00","Watson, Archie","133","0","12",,
"Tranquillity","13:35:00","2022-07-24","Chelmsford City","All Weather","Maiden","6f ","6","Standard","13","Class 4","No Prev","0","Rooke, George","10.00","Morrison, H","128","0","1",,
"Unagi (IRE)","13:35:00","2022-07-24","Chelmsford City","All Weather","Maiden","6f ","6","Standard","13","Class 4","12","0","Ghiani, Marco","25.00","Williams, S C","128","0","8",,
"Bill Plumb (IRE)","14:10:00","2022-07-24","Chelmsford City","All Weather","Novices","6f ","6","Standard","14","Class 4","No Prev","0","Muscutt, D","50.00","McEntee, P S","130","0","3",,
"El Royale","14:10:00","2022-07-24","Chelmsford City","All Weather","Novices","6f ","6","Standard","14","Class 4","No Prev","0","Ladd, Theodore","50.00","Appleby, M","128","0","11",,
"Heavens Dew","14:10:00","2022-07-24","Chelmsford City","All Weather","Novices","6f ","6","Standard","14","Class 4","No Prev","0","Cole, Morgan","50.00","Shaw, D","116","0","5",,
"Helm Princess (IRE)","14:10:00","2022-07-24","Chelmsford City","All Weather","Novices","6f ","6","Standard","14","Class 4","45","0","Kingscote, Richard","10.00","Kubler, Daniel","125","0","9",,
"Jacquelina (IRE)","14:10:00","2022-07-24","Chelmsford City","All Weather","Novices","6f ","6","Standard","14","Class 4","3","0","Presland, Molly","80.00","McEntee, P S","116","0","6",,
"Masterclass","14:10:00","2022-07-24","Chelmsford City","All Weather","Novices","6f ","6","Standard","14","Class 4","25","0","Shepherd, Callum","8.00","Simcock, D M","130","68","13",,
"Mimoset","14:10:00","2022-07-24","Chelmsford City","All Weather","Novices","6f ","6","Standard","14","Class 4","No Prev","0","Noble, Cameron","28.00","Guest, Rae","123","0","8",,
"Moment De Reve","14:10:00","2022-07-24","Chelmsford City","All Weather","Novices","6f ","6","Standard","14","Class 4","No Prev","0","Hornby, Rob","10.00","Balding, A M","123","0","1",,
