horse_name,race_time,race_date,track,racecode,racetype,distance_words2,furlongs,going,number_of_runners,Class,LastRun,placing,jockey_name,odds_numerical,trainer,horse_weight,official_rating,stall,DistBt,
"Are U Wise To That (IRE)","12:20:00","2022-11-19","Ascot","National Hunt","Novices Hurdle","2m6f ","22","Good To Soft","3","Class 2","48","0",,"0.00","ONeill, Jonjo","159","0","0",,
"Gunnery Officer (IRE)","12:20:00","2022-11-19","Ascot","National Hunt","Novices Hurdle","2m6f ","22","Good To Soft","3","Class 2","18","0","Burke, Jonathan","2.75","Edmunds, Stuart","159","0","0",,
"Ivaldi (FR)","12:20:00","2022-11-19","Ascot","National Hunt","Novices Hurdle","2m6f ","22","Good To Soft","3","Class 2","35","0","Williams, Lorcan","9.00","Nicholls, P F","158","0","0",,
"Scarface (IRE)","12:20:00","2022-11-19","Ascot","National Hunt","Novices Hurdle","2m6f ","22","Good To Soft","3","Class 2","19","0","Cannon, Tom J","0.44","Tizzard, Joe","159","128","0",,
"Arizona Cardinal","12:55:00","2022-11-19","Ascot","National Hunt","Handicap Novices Chase","3m ","24","Good To Soft","4","Class 3","25","0","Lambert, Finn","0.91","Edmunds, Stuart","146","132","0",,
"Enemenemynemo (IRE)","12:55:00","2022-11-19","Ascot","National Hunt","Handicap Novices Chase","3m ","24","Good To Soft","4","Class 3","350","0","Woods, K K","16.00","Jeffreys, D J","153","132","0",,
"Milan Bridge (IRE)","12:55:00","2022-11-19","Ascot","National Hunt","Handicap Novices Chase","3m ","24","Good To Soft","4","Class 3","14","0","Buckley, Tom","1.20","Nicholls, P F","150","132","0",,
"One For You (IRE)","12:55:00","2022-11-19","Ascot","National Hunt","Handicap Novices Chase","3m ","24","Good To Soft","4","Class 3","8","0","Edwards, Lee","22.00","West, Adam","153","132","0",,
"Quel Destin (FR)","12:55:00","2022-11-19","Ascot","National Hunt","Handicap Novices Chase","3m ","24","Good To Soft","4","Class 3","685","0",,"0.00","Nicholls, P F","164","143","0",,
"Coquelicot (FR)","13:30:00","2022-11-19","Ascot","National Hunt","Handicap Hurdle","3m ","24","Good To Soft","6","Class 3","24","0","Dingle, Rex","3.00","Honeyball, A J","155","115","0",,
"Glimpse Of Gala","13:30:00","2022-11-19","Ascot","National Hunt","Handicap Hurdle","3m ","24","Good To Soft","6","Class 3","27","0","Roberts, Mr B","2.25","Longsdon, C E","159","126","0",,
"Midnightreflection","13:30:00","2022-11-19","Ascot","National Hunt","Handicap Hurdle","3m ","24","Good To Soft","6","Class 3","175","0","Carver, Bryan","12.00","Case, B I","168","128","0",,
"Shantou Sunset","13:30:00","2022-11-19","Ascot","National Hunt","Handicap Hurdle","3m ","24","Good To Soft","6","Class 3","188","0","Johns, Alan","12.00","Vaughan, Tim","145","105","0",,
"Terresita (IRE)","13:30:00","2022-11-19","Ascot","National Hunt","Handicap Hurdle","3m ","24","Good To Soft","6","Class 3","220","0","Coleman, A","3.50","Wadham, Mrs L","162","122","0",,
"Victorias Peak (IRE)","13:30:00","2022-11-19","Ascot","National Hunt","Handicap Hurdle","3m ","24","Good To Soft","6","Class 3","42","0","Lambert, Finn","4.50","Twiston-Davies, N A","153","120","0",,
"Coole Cody (IRE)","14:05:00","2022-11-19","Ascot","National Hunt","Chase","2m5f ","21","Good To Soft","3","Grade 2","7","0","Wedge, Adam","18.00","Williams, Evan","162","151","0",,
"Do Your Job (IRE)","14:05:00","2022-11-19","Ascot","National Hunt","Chase","2m5f ","21","Good To Soft","3","Grade 2","1","0",,"0.00","Scudamore, M J","161","145","0",,
"Hitman (FR)","14:05:00","2022-11-19","Ascot","National Hunt","Chase","2m5f ","21","Good To Soft","3","Grade 2","27","0",,"0.00","Nicholls, P F","158","160","0",,
"LHomme Presse (FR)","14:05:00","2022-11-19","Ascot","National Hunt","Chase","2m5f ","21","Good To Soft","3","Grade 2","225","0","Deutsch, Charlie","0.33","Williams, Miss Venetia","161","164","0",,
"Saint Calvados (FR)","14:05:00","2022-11-19","Ascot","National Hunt","Chase","2m5f ","21","Good To Soft","3","Grade 2","210","0","Maxwell, David","2.75","Nicholls, P F","164","161","0",,
"Brewinupastorm (IRE)","14:40:00","2022-11-19","Ascot","National Hunt","Hurdle","2m3.5f ","19.5","Good To Soft","5","Grade 2","14","0","Coleman, A","7.00","Murphy, Olly","154","155","0",,
"Constitution Hill","14:40:00","2022-11-19","Ascot","National Hunt","Hurdle","2m3.5f ","19.5","Good To Soft","5","Grade 2","249","0","Boinville, Nico","0.17","Henderson, N J","157","170","0",,
"For Pleasure (IRE)","14:40:00","2022-11-19","Ascot","National Hunt","Hurdle","2m3.5f ","19.5","Good To Soft","5","Grade 2","34","0","Woods, K K","66.00","Hales, A M","154","133","0",,
"Goshen (FR)","14:40:00","2022-11-19","Ascot","National Hunt","Hurdle","2m3.5f ","19.5","Good To Soft","5","Grade 2","21","0","Moore, Jamie","8.00","Moore, G L","160","157","0",,
"Uhtred (IRE)","14:40:00","2022-11-19","Ascot","National Hunt","Hurdle","2m3.5f ","19.5","Good To Soft","5","Grade 2","14","0","Andrews, Bridget","100.00","Skelton, Daniel","154","141","0",,
"Amoola Gold (GER)","15:15:00","2022-11-19","Ascot","National Hunt","Handicap Chase","2m1f ","17","Good To Soft","8","Class 2","21","0","Andrews, Bridget","28.00","Skelton, Daniel","147","140","0",,
"Before Midnight","15:15:00","2022-11-19","Ascot","National Hunt","Handicap Chase","2m1f ","17","Good To Soft","8","Class 2","21","0","Wedge, Adam","8.50","Thomas, Sam","153","146","0",,
"Boothill (IRE)","15:15:00","2022-11-19","Ascot","National Hunt","Handicap Chase","2m1f ","17","Good To Soft","8","Class 2","35","0","Burke, Jonathan","2.75","Fry, Harry","147","140","0",,
"Edwardstone","15:15:00","2022-11-19","Ascot","National Hunt","Handicap Chase","2m1f ","17","Good To Soft","8","Class 2","224","0",,"0.00","King, A","168","161","0",,
"Frero Banbou (FR)","15:15:00","2022-11-19","Ascot","National Hunt","Handicap Chase","2m1f ","17","Good To Soft","8","Class 2","21","0","Deutsch, Charlie","5.50","Williams, Miss Venetia","149","142","0",,
"Kiltealy Briggs (IRE)","15:15:00","2022-11-19","Ascot","National Hunt","Handicap Chase","2m1f ","17","Good To Soft","8","Class 2","35","0","Heskin, A P","22.00","Snowden, Jamie","151","144","0",,
"So Scottish (FR)","15:15:00","2022-11-19","Ascot","National Hunt","Handicap Chase","2m1f ","17","Good To Soft","8","Class 2","30","0","OSullivan, Mr M J M","2.25","Mullins, Emmet","137","135","0",,
"Third Time Lucki (IRE)","15:15:00","2022-11-19","Ascot","National Hunt","Handicap Chase","2m1f ","17","Good To Soft","8","Class 2","15","0","Woods, K K","11.00","Skelton, Daniel","158","151","0",,
"Thyme White (FR)","15:15:00","2022-11-19","Ascot","National Hunt","Handicap Chase","2m1f ","17","Good To Soft","8","Class 2","21","0","Williams, Lorcan","4.00","Nicholls, P F","156","149","0",,
