horse_name,race_time,race_date,track,racecode,racetype,distance_words2,furlongs,going,number_of_runners,Class,LastRun,placing,jockey_name,odds_numerical,trainer,horse_weight,official_rating,stall,DistBt,
"Butterfly Effect (IRE)","17:45:00","2022-09-22","Chelmsford City","All Weather","Novices","6f ","6","Standard","9","Class 5","77","0","Shepherd, Callum","1.88","Scott, George","128","0","6",,
"Elongate (IRE)","17:45:00","2022-09-22","Chelmsford City","All Weather","Novices","6f ","6","Standard","9","Class 5","78","0","Bass, George","12.00","Haynes, Alice","123","0","2",,
"Expeditious","17:45:00","2022-09-22","Chelmsford City","All Weather","Novices","6f ","6","Standard","9","Class 5","16","0","Howarth, Christian","3.33","Haynes, Alice","130","71","7",,
"Galaxy Gazer","17:45:00","2022-09-22","Chelmsford City","All Weather","Novices","6f ","6","Standard","9","Class 5","15","0","Ryan, Rossa","4.00","Tate, James","128","70","5",,
"La Poderosa","17:45:00","2022-09-22","Chelmsford City","All Weather","Novices","6f ","6","Standard","9","Class 5","10","0","Wood, George","28.00","Scargill, Dr J D","126","0","3",,
"Phoenix Glow (IRE)","17:45:00","2022-09-22","Chelmsford City","All Weather","Novices","6f ","6","Standard","9","Class 5","7","0","Bishop, Charles","40.00","Channon, M R","128","0","8",,
"Probable","17:45:00","2022-09-22","Chelmsford City","All Weather","Novices","6f ","6","Standard","9","Class 5","No Prev","0","Crouch, Hector","6.50","Watson, Archie","128","0","4",,
"Regal Glory (IRE)","17:45:00","2022-09-22","Chelmsford City","All Weather","Novices","6f ","6","Standard","9","Class 5","10","0","Bennett, Charlie","33.00","Mongan, Mrs L J","126","0","1",,
"Rock Girl (IRE)","17:45:00","2022-09-22","Chelmsford City","All Weather","Novices","6f ","6","Standard","9","Class 5","33","0",,"0.00","Boughey, George","135","75","10",,
"Spring Day","17:45:00","2022-09-22","Chelmsford City","All Weather","Novices","6f ","6","Standard","9","Class 5","No Prev","0","Probert, David","7.50","Balding, A M","128","0","9",,
"Astral Beat (IRE)","18:15:00","2022-09-22","Chelmsford City","All Weather","Handicap","6f ","6","Standard","9","Class 5","22","0","Probert, David","5.00","Knight, W J","138","72","5",,
"Cabeza De Llave","18:15:00","2022-09-22","Chelmsford City","All Weather","Handicap","6f ","6","Standard","9","Class 5","32","0",,"0.00","Attwater, M J","133","67","9",,
"Epic Express","18:15:00","2022-09-22","Chelmsford City","All Weather","Handicap","6f ","6","Standard","9","Class 5","14","0","Bass, George","9.00","Dwyer, C A","127","62","4",,
"Healing Power","18:15:00","2022-09-22","Chelmsford City","All Weather","Handicap","6f ","6","Standard","9","Class 5","44","0","Croot, Elle-May","7.00","Furtado, Ivan","127","66","10",,
"Masterclass","18:15:00","2022-09-22","Chelmsford City","All Weather","Handicap","6f ","6","Standard","9","Class 5","15","0","Shepherd, Callum","3.50","Simcock, D M","137","71","7",,
"Mostallim","18:15:00","2022-09-22","Chelmsford City","All Weather","Handicap","6f ","6","Standard","9","Class 5","19","0","Rawlinson, Ali","6.00","Appleby, M","135","67","8",,
