horse_name,race_time,race_date,track,racecode,racetype,distance_words2,furlongs,going,number_of_runners,Class,LastRun,placing,jockey_name,odds_numerical,trainer,horse_weight,official_rating,stall,DistBt,
"Fortunate Soldier (IRE)","12:26:00","2022-11-05","Aintree","National Hunt","Novices Hurdle","2m4f ","20","Good To Soft","7","Class 3","No Prev","0","Bowen, Sean P","4.50","Murphy, Olly","153","0","0",,
"Glengeever (IRE)","12:26:00","2022-11-05","Aintree","National Hunt","Novices Hurdle","2m4f ","20","Good To Soft","7","Class 3","20","0","Dingle, Rex","12.00","Lund, B V","164","115","0",,
"Grey Dawning (IRE)","12:26:00","2022-11-05","Aintree","National Hunt","Novices Hurdle","2m4f ","20","Good To Soft","7","Class 3","243","0","Skelton, Harry","1.20","Skelton, Daniel","154","0","0",,
"Henrys Friend (IRE)","12:26:00","2022-11-05","Aintree","National Hunt","Novices Hurdle","2m4f ","20","Good To Soft","7","Class 3","176","0","Woods, K K","3.50","Pauling, Ben","160","0","0",,
"Man At Work (IRE)","12:26:00","2022-11-05","Aintree","National Hunt","Novices Hurdle","2m4f ","20","Good To Soft","7","Class 3","No Prev","0","Scudamore, Tom","9.00","Pipe, D E","153","0","0",,
"Snowy Evening (IRE)","12:26:00","2022-11-05","Aintree","National Hunt","Novices Hurdle","2m4f ","20","Good To Soft","7","Class 3","240","0","Brooke, Henry","12.00","Greenall, Oliver","154","0","0",,
"Sporting Ace (IRE)","12:26:00","2022-11-05","Aintree","National Hunt","Novices Hurdle","2m4f ","20","Good To Soft","7","Class 3","1","0",,"0.00","King, N B","160","0","0",,
"Val Dancer (IRE)","12:26:00","2022-11-05","Aintree","National Hunt","Novices Hurdle","2m4f ","20","Good To Soft","7","Class 3","178","0","Edwards, Alex","16.00","Rowley, Melanie","151","0","0",,
"Ashtown Lad (IRE)","13:01:00","2022-11-05","Aintree","National Hunt","Handicap Hurdle","3m1f ","25","Good To Soft","7","Class 2","217","0","Skelton, Harry","6.00","Skelton, Daniel","161","135","0",,
"Deise Aba (IRE)","13:01:00","2022-11-05","Aintree","National Hunt","Handicap Hurdle","3m1f ","25","Good To Soft","7","Class 2","210","0","OBrien, T J","14.00","Hobbs, P J","165","139","0",,
