horse_name,race_time,race_date,track,racecode,racetype,distance_words2,furlongs,going,number_of_runners,Class,LastRun,placing,jockey_name,odds_numerical,trainer,horse_weight,official_rating,stall,DistBt,
"Bella Bliss (IRE)","13:40:00","2023-04-24","Hexham","National Hunt","Novices Hurdle","2m ","16","Soft","11","Class 4","22","0","Hayes, Brian","4.50","McConnell, John C","161","116","0",,
"Bingoo","13:40:00","2023-04-24","Hexham","National Hunt","Novices Hurdle","2m ","16","Soft","11","Class 4","27","0","Jones, Charlotte","3.50","Moffatt, James","165","119","0",,
"Eclair Dainay (FR)","13:40:00","2023-04-24","Hexham","National Hunt","Novices Hurdle","2m ","16","Soft","11","Class 4","14","0","Durrell, Mr T","1.63","Skelton, Daniel","158","127","0",,
"Harper Valley (IRE)","13:40:00","2023-04-24","Hexham","National Hunt","Novices Hurdle","2m ","16","Soft","11","Class 4","18","0","Moscrop, Nathan","18.00","Menzies, Rebecca","156","0","0",,
"Henry Gray (IRE)","13:40:00","2023-04-24","Hexham","National Hunt","Novices Hurdle","2m ","16","Soft","11","Class 4","119","0","Gillard, Mr T","28.00","McCain Jnr, D","156","0","0",,
"Hostile Hotelier (IRE)","13:40:00","2023-04-24","Hexham","National Hunt","Novices Hurdle","2m ","16","Soft","11","Class 4","12","0","Stones, Lewis","50.00","Candlish, Jennie","151","0","0",,
"Izzy Bell","13:40:00","2023-04-24","Hexham","National Hunt","Novices Hurdle","2m ","16","Soft","11","Class 4","16","0","Dowson, Thomas","25.00","Barnes, M A","149","96","0",,
"Mister Smarty","13:40:00","2023-04-24","Hexham","National Hunt","Novices Hurdle","2m ","16","Soft","11","Class 4","7","0","Mulqueen, S","80.00","Jackson, Miss T","156","0","0",,
"Navigate West (IRE)","13:40:00","2023-04-24","Hexham","National Hunt","Novices Hurdle","2m ","16","Soft","11","Class 4","16","0","Chapman, Ross","40.00","Smith, Mrs S J","156","0","0",,
"Rock Hurley (FR)","13:40:00","2023-04-24","Hexham","National Hunt","Novices Hurdle","2m ","16","Soft","11","Class 4","30","0","Hughes, Brian","4.50","McCain Jnr, D","168","121","0",,
"You Some Girl (IRE)","13:40:00","2023-04-24","Hexham","National Hunt","Novices Hurdle","2m ","16","Soft","11","Class 4","18","0","Quinlan, Sean","25.00","Menzies, Rebecca","149","0","0",,
"Ashjan","14:15:00","2023-04-24","Hexham","National Hunt","Handicap Chase","1m7.5f ","15.5","Soft","13","Class 5","16","0","Wadge, P","18.00","Forster, Miss S E","145","82","0",,
"Bandit DAinay (FR)","14:15:00","2023-04-24","Hexham","National Hunt","Handicap Chase","1m7.5f ","15.5","Soft","13","Class 5","25","0","Smith-Chaston, Emma","12.00","Hammond, Micky","139","74","0",,
"Budarri","14:15:00","2023-04-24","Hexham","National Hunt","Handicap Chase","1m7.5f ","15.5","Soft","13","Class 5","41","0",,"0.00","Coltherd, W S","150","82","0",,
"Choix Des Armes (FR)","14:15:00","2023-04-24","Hexham","National Hunt","Handicap Chase","1m7.5f ","15.5","Soft","13","Class 5","25","0","Moscrop, Nathan","25.00","Hamilton, Mrs A C","142","74","0",,
"Cudgel","14:15:00","2023-04-24","Hexham","National Hunt","Handicap Chase","1m7.5f ","15.5","Soft","13","Class 5","25","0","OFarrell, C","5.50","Walton, J B","146","78","0",,
"Ensel Du Perche (FR)","14:15:00","2023-04-24","Hexham","National Hunt","Handicap Chase","1m7.5f ","15.5","Soft","13","Class 5","206","0","McMenamin, Daniel","12.00","Barclay, Stella","146","78","0",,
"Follow Your Fire (IRE)","14:15:00","2023-04-24","Hexham","National Hunt","Handicap Chase","1m7.5f ","15.5","Soft","13","Class 5","8","0","Quinlan, Sean","20.00","Candlish, Jennie","154","86","0",,
"Fourth Of July (IRE)","14:15:00","2023-04-24","Hexham","National Hunt","Handicap Chase","1m7.5f ","15.5","Soft","13","Class 5","67","0","Mania, Ryan","6.00","Smith, R Michael","151","83","0",,
"Going Mobile (IRE)","14:15:00","2023-04-24","Hexham","National Hunt","Handicap Chase","1m7.5f ","15.5","Soft","13","Class 5","29","0","England, Jonathan","4.50","England, Sam","160","92","0",,
"Kingofthecotswolds (IRE)","14:15:00","2023-04-24","Hexham","National Hunt","Handicap Chase","1m7.5f ","15.5","Soft","13","Class 5","36","0","Brooke, Henry","50.00","Hunter, J K","158","90","0",,
"My Macho Man (IRE)","14:15:00","2023-04-24","Hexham","National Hunt","Handicap Chase","1m7.5f ","15.5","Soft","13","Class 5","44","0",,"0.00","Scott, Miss Katie","145","77","0",,
"Our Marty (FR)","14:15:00","2023-04-24","Hexham","National Hunt","Handicap Chase","1m7.5f ","15.5","Soft","13","Class 5","30","0","Fox, Derek R","9.00","Russell, Miss Lucinda V","168","100","0",,
"Patagonia (FR)","14:15:00","2023-04-24","Hexham","National Hunt","Handicap Chase","1m7.5f ","15.5","Soft","13","Class 5","24","0","Dunne, R T","4.50","Hanmer, G D","168","100","0",,
"Shaws Cross (IRE)","14:15:00","2023-04-24","Hexham","National Hunt","Handicap Chase","1m7.5f ","15.5","Soft","13","Class 5","16","0",,"0.00","Henderson, P","152","84","0",,
"The Player Queen (IRE)","14:15:00","2023-04-24","Hexham","National Hunt","Handicap Chase","1m7.5f ","15.5","Soft","13","Class 5","104","0","Nichol, Craig","11.00","Dobbin, Mrs R","168","100","0",,
"War At Sea (IRE)","14:15:00","2023-04-24","Hexham","National Hunt","Handicap Chase","1m7.5f ","15.5","Soft","13","Class 5","616","0","Bewley, Jonathon","11.00","Bewley, G T","142","77","0",,
"Bois Guillbert (FR)","14:50:00","2023-04-24","Hexham","National Hunt","Hurdle","2m ","16","Soft","9","Class 4","68","0","Mulqueen, S","3.33","Russell, Miss Lucinda V","164","119","0",,
"Boyneside","14:50:00","2023-04-24","Hexham","National Hunt","Hurdle","2m ","16","Soft","9","Class 4","26","0",,"0.00","Murtagh, Barry","154","0","0",,
"Clovis Boy","14:50:00","2023-04-24","Hexham","National Hunt","Hurdle","2m ","16","Soft","9","Class 4","68","0","Fox, Derek R","28.00","Russell, Miss Lucinda V","154","92","0",,
"Eagle Of The Glen","14:50:00","2023-04-24","Hexham","National Hunt","Hurdle","2m ","16","Soft","9","Class 4","68","0","Hammond, Charlie","28.00","Edmunds, Stuart","154","93","0",,
