horse_name,race_time,race_date,track,racecode,racetype,distance_words2,furlongs,going,number_of_runners,Class,LastRun,placing,jockey_name,odds_numerical,trainer,horse_weight,official_rating,stall,DistBt,
"Barg (IRE)","14:15:00","2023-10-01","Epsom","Flat (Turf)","Handicap Nursery","7f ","7","Good","9","Class 4","38","0","James, S H","14.00","Burke, K R","134","79","4",,
"Crimson Spirit","14:15:00","2023-10-01","Epsom","Flat (Turf)","Handicap Nursery","7f ","7","Good","9","Class 4","18","0",,"0.00","Kubler, Daniel","135","80","8",,
"Ebts Guard","14:15:00","2023-10-01","Epsom","Flat (Turf)","Handicap Nursery","7f ","7","Good","9","Class 4","9","0","Edmunds, Lewis","5.00","Muir, W R & Grassick, C","135","80","1",,
"Mercian Warrior (IRE)","14:15:00","2023-10-01","Epsom","Flat (Turf)","Handicap Nursery","7f ","7","Good","9","Class 4","21","0","Bishop, Charles","1.50","Houghton, Eve Johnson","134","79","3",,
"Mr Baloo (IRE)","14:15:00","2023-10-01","Epsom","Flat (Turf)","Handicap Nursery","7f ","7","Good","9","Class 4","16","0","Dobbs, Pat","7.00","Hannon (Jnr), Richard","130","75","2",,
"Pink Satin","14:15:00","2023-10-01","Epsom","Flat (Turf)","Handicap Nursery","7f ","7","Good","9","Class 4","26","0","Tabti, M","7.00","Cole, P F I","132","82","6",,
"Rating (IRE)","14:15:00","2023-10-01","Epsom","Flat (Turf)","Handicap Nursery","7f ","7","Good","9","Class 4","29","0","Loughnane, Mr Billy","12.00","Meehan, B J","131","76","7",,
"Rednblue Sovereign (IRE)","14:15:00","2023-10-01","Epsom","Flat (Turf)","Handicap Nursery","7f ","7","Good","9","Class 4","38","0","Rawlinson, Ali","8.50","Dascombe, Tom","137","82","9",,
"Sennockian (IRE)","14:15:00","2023-10-01","Epsom","Flat (Turf)","Handicap Nursery","7f ","7","Good","9","Class 4","21","0","Fanning, Joe","22.00","Johnston, Charlie","129","74","10",,
"The Smiling Wolf","14:15:00","2023-10-01","Epsom","Flat (Turf)","Handicap Nursery","7f ","7","Good","9","Class 4","24","0","Dawes, Rose","14.00","Channon, Jack","130","80","5",,
"Golden West","14:50:00","2023-10-01","Epsom","Flat (Turf)","Non-Handicap","1m.5f ","8.5","Good","4","Class 2","47","0","James, S H","3.50","Burke, K R","126","0","4",,
"Sayedaty Sadaty (IRE)","14:50:00","2023-10-01","Epsom","Flat (Turf)","Non-Handicap","1m.5f ","8.5","Good","4","Class 2","32","0","Stott, Kevin","3.00","Balding, A M","126","86","1",,
"True Wisdom (IRE)","14:50:00","2023-10-01","Epsom","Flat (Turf)","Non-Handicap","1m.5f ","8.5","Good","4","Class 2","44","0","Fanning, Joe","4.50","Johnston, Charlie","124","0","3",,
"Victorious Street (USA)","14:50:00","2023-10-01","Epsom","Flat (Turf)","Non-Handicap","1m.5f ","8.5","Good","4","Class 2","24","0","Mitchell, Jack","1.20","Crisford, Simon","126","0","2",,
"Bug Boy (IRE)","15:25:00","2023-10-01","Epsom","Flat (Turf)","Handicap","1m4f ","12","Good","7","Class 4","52","0","Planas, Connor","7.50","Newcombe, A G","125","68","6",,
"Dundory (IRE)","15:25:00","2023-10-01","Epsom","Flat (Turf)","Handicap","1m4f ","12","Good","7","Class 4","6","0","Kearney, J","12.00","Oshea, J G M","128","74","7",,
"Forceful Speed (IRE)","15:25:00","2023-10-01","Epsom","Flat (Turf)","Handicap","1m4f ","12","Good","7","Class 4","12","0","Loughnane, Mr Billy","2.25","Boughey, George","136","85","1",,
"Glenister (IRE)","15:25:00","2023-10-01","Epsom","Flat (Turf)","Handicap","1m4f ","12","Good","7","Class 4","24","0","Cole, Morgan","3.33","Prescott, Sir Mark","134","80","2",,
"Ravens Ark","15:25:00","2023-10-01","Epsom","Flat (Turf)","Handicap","1m4f ","12","Good","7","Class 4","36","0","Dawes, Rose","10.00","Morrison, H","132","78","5",,
"Scintillante","15:25:00","2023-10-01","Epsom","Flat (Turf)","Handicap","1m4f ","12","Good","7","Class 4","43","0","Hutchinson, Callum","3.50","Balding, A M","130","79","3",,
"The Whipmaster (IRE)","15:25:00","2023-10-01","Epsom","Flat (Turf)","Handicap","1m4f ","12","Good","7","Class 4","17","0","Sayette, B D L","11.00","Moore, G L","143","86","4",,
"Austrian Theory (IRE)","16:00:00","2023-10-01","Epsom","Flat (Turf)","Handicap","1m2f ","10","Good","6","Class 3","10","0","Fanning, Joe","6.00","Johnston, Charlie","135","90","6",,
"Bizarre Law","16:00:00","2023-10-01","Epsom","Flat (Turf)","Handicap","1m2f ","10","Good","6","Class 3","106","0","Probert, David","7.50","Balding, A M","127","82","2",,
"Burglar","16:00:00","2023-10-01","Epsom","Flat (Turf)","Handicap","1m2f ","10","Good","6","Class 3","37","0","Sayette, B D L","2.50","Gosden, John and Thady","131","90","3",,
"Naxos","16:00:00","2023-10-01","Epsom","Flat (Turf)","Handicap","1m2f ","10","Good","6","Class 3","24","0","Stott, Kevin","2.50","Boughey, George","134","93","7",,
