horse_name,race_time,race_date,track,racecode,racetype,distance_words2,furlongs,going,number_of_runners,Class,LastRun,placing,jockey_name,odds_numerical,trainer,horse_weight,official_rating,stall,DistBt,
"Call Me Jezza (IRE)","13:05:00","2022-05-14","Bangor","National Hunt","Maiden Hurdle","2m1f ","17","Good","9","Class 4","8","0","Quinlan, Sean","150.00","Collier, Tjade","158","0","0",,
"Copper Fox","13:05:00","2022-05-14","Bangor","National Hunt","Maiden Hurdle","2m1f ","17","Good","9","Class 4","No Prev","0","Kavanagh, Peter J","9.00","McCain Jnr, D","153","0","0",,
"Dee Eire","13:05:00","2022-05-14","Bangor","National Hunt","Maiden Hurdle","2m1f ","17","Good","9","Class 4","89","0","Brogan, Kevin","14.00","Hanmer, G D","151","0","0",,
"Kerosine Light (IRE)","13:05:00","2022-05-14","Bangor","National Hunt","Maiden Hurdle","2m1f ","17","Good","9","Class 4","63","0","Hughes, Brian","0.50","McCain Jnr, D","158","0","0",,
"Kracquer","13:05:00","2022-05-14","Bangor","National Hunt","Maiden Hurdle","2m1f ","17","Good","9","Class 4","52","0","Edwards, Alex","18.00","Ralph, Alastair","155","0","0",,
"Larusso (IRE)","13:05:00","2022-05-14","Bangor","National Hunt","Maiden Hurdle","2m1f ","17","Good","9","Class 4","31","0","Gethings, Ciaran","7.00","Edmunds, Stuart","158","0","0",,
"Mr Biggs","13:05:00","2022-05-14","Bangor","National Hunt","Maiden Hurdle","2m1f ","17","Good","9","Class 4","No Prev","0","ONeill, Jonjo (Jr)","7.00","ONeill, Jonjo","158","0","0",,
"Queenhill","13:05:00","2022-05-14","Bangor","National Hunt","Maiden Hurdle","2m1f ","17","Good","9","Class 4","46","0","Burke, Jonathan","18.00","Ralph, Alastair","151","0","0",,
"Waterloo Quay (IRE)","13:05:00","2022-05-14","Bangor","National Hunt","Maiden Hurdle","2m1f ","17","Good","9","Class 4","1","0",,"0.00","Dennis, David","158","0","0",,
"Well Done Dani","13:05:00","2022-05-14","Bangor","National Hunt","Maiden Hurdle","2m1f ","17","Good","9","Class 4","24","0","Nichol, Craig","100.00","Greenall, Oliver","151","0","0",,
"Dawn Raider (IRE)","13:40:00","2022-05-14","Bangor","National Hunt","Handicap Chase","3m ","24","Good","4","Class 4","35","0","Brogan, Kevin","3.33","Hanmer, G D","168","109","0",,
"Glendruid (IRE)","13:40:00","2022-05-14","Bangor","National Hunt","Handicap Chase","3m ","24","Good","4","Class 4","288","0",,"2.50","Mulholland, N P","163","104","0",,
