horse_name,race_time,race_date,track,racecode,racetype,distance_words2,furlongs,going,number_of_runners,Class,LastRun,placing,jockey_name,odds_numerical,trainer,horse_weight,official_rating,stall,DistBt,
"An Peann Dearg (IRE)","12:40:00","2024-01-23","Down Royal","National Hunt","Maiden Hurdle","2m1f ","17","Soft","12","Ire","58","0","Flanagan, S W","7.50","Nolan, Paul","158","0","0",,
"Battle Roar (IRE)","12:40:00","2024-01-23","Down Royal","National Hunt","Maiden Hurdle","2m1f ","17","Soft","12","Ire","56","0","Walsh, E","66.00","Murphy, Ciaran","158","0","0",,
"Beer With The Boys","12:40:00","2024-01-23","Down Royal","National Hunt","Maiden Hurdle","2m1f ","17","Soft","12","Ire","145","0","Byrnes, Mr P","40.00","McGuigan, H D","161","0","0",,
"Desperado Genie (IRE)","12:40:00","2024-01-23","Down Royal","National Hunt","Maiden Hurdle","2m1f ","17","Soft","12","Ire","10","0","Harney, T P","200.00","Collins, C M","144","0","0",,
"Grooveykindoflove (FR)","12:40:00","2024-01-23","Down Royal","National Hunt","Maiden Hurdle","2m1f ","17","Soft","12","Ire","40","0","Blackmore, Rachael","4.00","Bromhead, Henry De","151","0","0",,
"Kinbara Firstdraft (IRE)","12:40:00","2024-01-23","Down Royal","National Hunt","Maiden Hurdle","2m1f ","17","Soft","12","Ire","66","0","Slevin, J J","100.00","Crawford, S R B","158","0","0",,
"Mister Vic (IRE)","12:40:00","2024-01-23","Down Royal","National Hunt","Maiden Hurdle","2m1f ","17","Soft","12","Ire","28","0","McGarvey, J S","150.00","Kelly, Noel C","158","0","0",,
"Paradise Lost (IRE)","12:40:00","2024-01-23","Down Royal","National Hunt","Maiden Hurdle","2m1f ","17","Soft","12","Ire","25","0","Torrens, Simon","5.00","OBrien, Charles","158","114","0",,
"Pay The Tab (IRE)","12:40:00","2024-01-23","Down Royal","National Hunt","Maiden Hurdle","2m1f ","17","Soft","12","Ire","28","0",,"0.00","Elliott, Gordon","158","0","0",,
"Ragmans Corner (IRE)","12:40:00","2024-01-23","Down Royal","National Hunt","Maiden Hurdle","2m1f ","17","Soft","12","Ire","28","0",,"250.00","Keane, Gerard","158","0","0",,
"Reve Inoui (IRE)","12:40:00","2024-01-23","Down Royal","National Hunt","Maiden Hurdle","2m1f ","17","Soft","12","Ire","22","0","Mullins, D E","40.00","Flavin, J P","158","0","0",,
"Staffordshire Knot (IRE)","12:40:00","2024-01-23","Down Royal","National Hunt","Maiden Hurdle","2m1f ","17","Soft","12","Ire","22","0","Kennedy, J W","0.50","Elliott, Gordon","166","0","0",,
"Supreme Authority (FR)","12:40:00","2024-01-23","Down Royal","National Hunt","Maiden Hurdle","2m1f ","17","Soft","12","Ire","11","0","Jacob, Daryl","125.00","Crawford, S R B","158","0","0",,
"University Of Life","12:40:00","2024-01-23","Down Royal","National Hunt","Maiden Hurdle","2m1f ","17","Soft","12","Ire","9","0","Molloy, Michael Jack","250.00","Smyth, H","151","0","0",,
"Ah Remy Martin (IRE)","13:10:00","2024-01-23","Down Royal","National Hunt","Novices Hurdle","2m1f ","17","Soft","7","Ire","22","0","Buckley, Kieran","28.00","Gibney, Thomas","155","0","0",,
"Condesa (IRE)","13:10:00","2024-01-23","Down Royal","National Hunt","Novices Hurdle","2m1f ","17","Soft","7","Ire","118","0","Slevin, J J","40.00","Crawford, S R B","156","0","0",,
"D Art D Art (FR)","13:10:00","2024-01-23","Down Royal","National Hunt","Novices Hurdle","2m1f ","17","Soft","7","Ire","17","0","Meyler, D","1.20","Cooper, Thomas","165","0","0",,
"Joshua Des Flos (FR)","13:10:00","2024-01-23","Down Royal","National Hunt","Novices Hurdle","2m1f ","17","Soft","7","Ire","21","0","Jacob, Daryl","4.00","Crawford, S R B","168","123","0",,
"My Gaffer (IRE)","13:10:00","2024-01-23","Down Royal","National Hunt","Novices Hurdle","2m1f ","17","Soft","7","Ire","28","0",,"0.00","Ryan, John Patrick","160","115","0",,
"Soldante (IRE)","13:10:00","2024-01-23","Down Royal","National Hunt","Novices Hurdle","2m1f ","17","Soft","7","Ire","39","0","Walsh, E","6.00","Murphy, Ciaran","163","0","0",,
"The Other Mozzie (IRE)","13:10:00","2024-01-23","Down Royal","National Hunt","Novices Hurdle","2m1f ","17","Soft","7","Ire","28","0","Donoghue, K M","4.50","Cromwell, Gavin Patrick","168","0","0",,
"Western Fold (IRE)","13:10:00","2024-01-23","Down Royal","National Hunt","Novices Hurdle","2m1f ","17","Soft","7","Ire","25","0","Kennedy, J W","7.00","Elliott, Gordon","168","123","0",,
"Ah Fuhgeddaboudit (IRE)","13:45:00","2024-01-23","Down Royal","National Hunt","Handicap Hurdle","2m1f ","17","Soft","10","Ire","12","0","King, D","7.50","Hogan, Denis Gerard","161","102","0",,
"Bayou Belle (IRE)","13:45:00","2024-01-23","Down Royal","National Hunt","Handicap Hurdle","2m1f ","17","Soft","10","Ire","11","0","Smithers, P T","16.00","Fahey, Jarlath P","147","92","0",,
"Betty Dutton (IRE)","13:45:00","2024-01-23","Down Royal","National Hunt","Handicap Hurdle","2m1f ","17","Soft","10","Ire","158","0","McDonagh, Mark M","11.00","OGrady, E J","163","104","0",,
"Caoimhes Pet (IRE)","13:45:00","2024-01-23","Down Royal","National Hunt","Handicap Hurdle","2m1f ","17","Soft","10","Ire","28","0","Noonan, G B","8.00","McCarthy, Eoin Christopher","153","96","0",,
"Franno (IRE)","13:45:00","2024-01-23","Down Royal","National Hunt","Handicap Hurdle","2m1f ","17","Soft","10","Ire","32","0","Doyle, R A","40.00","Keane, Gerard","157","95","0",,
"Kalanisi Dubh (IRE)","13:45:00","2024-01-23","Down Royal","National Hunt","Handicap Hurdle","2m1f ","17","Soft","10","Ire","47","0","Sexton, K C","2.25","Fahey, Seamus","162","100","0",,
"Skinnider (IRE)","13:45:00","2024-01-23","Down Royal","National Hunt","Handicap Hurdle","2m1f ","17","Soft","10","Ire","26","0","Flanagan, S W","3.00","Hassett, Martin","161","99","0",,
"Spyfall (FR)","13:45:00","2024-01-23","Down Royal","National Hunt","Handicap Hurdle","2m1f ","17","Soft","10","Ire","34","0","Torrens, Simon","50.00","Rothwell, P J","152","90","0",,
