horse_name,race_time,race_date,track,racecode,racetype,distance_words2,furlongs,going,number_of_runners,Class,LastRun,placing,jockey_name,odds_numerical,trainer,horse_weight,official_rating,stall,DistBt,
"Capuchinero","16:17:00","2023-10-11","Kempton","All Weather","Handicap","7f ","7","Standard To Slow","10","Class 5","25","0","Howarth, Christian","12.00","Haynes, Alice","125","66","3",,
"Epic Express","16:17:00","2023-10-11","Kempton","All Weather","Handicap","7f ","7","Standard To Slow","10","Class 5","54","0","Farragher, Adam J","25.00","Dwyer, C A","130","69","4",,
"Get Stuck In (IRE)","16:17:00","2023-10-11","Kempton","All Weather","Handicap","7f ","7","Standard To Slow","10","Class 5","23","0","Muscutt, D","22.00","Johnston, Charlie","134","72","1",,
"Giant","16:17:00","2023-10-11","Kempton","All Weather","Handicap","7f ","7","Standard To Slow","10","Class 5","23","0","Callan, N","16.00","Spencer, Richard","135","73","8",,
"Greatest Time (IRE)","16:17:00","2023-10-11","Kempton","All Weather","Handicap","7f ","7","Standard To Slow","10","Class 5","18","0","Dobbs, Pat","16.00","Hannon (Jnr), Richard","139","77","10",,
"Imperial Dream (IRE)","16:17:00","2023-10-11","Kempton","All Weather","Handicap","7f ","7","Standard To Slow","10","Class 5","28","0",,"0.00","Prescott, Sir Mark","138","76","11",,
"Jade Country","16:17:00","2023-10-11","Kempton","All Weather","Handicap","7f ","7","Standard To Slow","10","Class 5","86","0","Bishop, Charles","18.00","Flint, J L","133","69","6",,
"King Of Ithaca","16:17:00","2023-10-11","Kempton","All Weather","Handicap","7f ","7","Standard To Slow","10","Class 5","23","0","Doyle, James","3.33","Tate, James","130","68","9",,
"Mezzo Soprano","16:17:00","2023-10-11","Kempton","All Weather","Handicap","7f ","7","Standard To Slow","10","Class 5","23","0","Buick, William","1.20","Crisford, Simon","137","75","5",,
"Saturnalia (GER)","16:17:00","2023-10-11","Kempton","All Weather","Handicap","7f ","7","Standard To Slow","10","Class 5","7","0","Fallon, Cieren","7.50","Hughes, Richard","139","77","2",,
"Triggered (IRE)","16:17:00","2023-10-11","Kempton","All Weather","Handicap","7f ","7","Standard To Slow","10","Class 5","134","0","Loughnane, Mr Billy","16.00","Loughnane, Daniel Mark","137","73","7",,
"Age Of Baroque (FR)","16:52:00","2023-10-11","Kempton","All Weather","Novices","7f ","7","Standard To Slow","10","Class 5","19","0","Buick, William","1.38","Appleby, Charlie","133","0","10",,
"Ciro Di Marzio (USA)","16:52:00","2023-10-11","Kempton","All Weather","Novices","7f ","7","Standard To Slow","10","Class 5","29","0","Hornby, Rob","4.00","Beckett, R M","133","0","9",,
"Combustion","16:52:00","2023-10-11","Kempton","All Weather","Novices","7f ","7","Standard To Slow","10","Class 5","No Prev","0","Haynes, Joey","80.00","Banham, Chelsea","133","0","3",,
"Cynosure (IRE)","16:52:00","2023-10-11","Kempton","All Weather","Novices","7f ","7","Standard To Slow","10","Class 5","97","0","Murphy, Oisin","4.00","Balding, A M","133","0","1",,
"Formidable Force (IRE)","16:52:00","2023-10-11","Kempton","All Weather","Novices","7f ","7","Standard To Slow","10","Class 5","61","0","Muscutt, D","14.00","Ferguson, James","133","0","8",,
"Najm Aldar (GER)","16:52:00","2023-10-11","Kempton","All Weather","Novices","7f ","7","Standard To Slow","10","Class 5","No Prev","0","Loughnane, Mr Billy","40.00","Meehan, B J","133","0","5",,
"Odonnells Orchard (IRE)","16:52:00","2023-10-11","Kempton","All Weather","Novices","7f ","7","Standard To Slow","10","Class 5","33","0","Jamin, Pierre-Louis","12.00","Dascombe, Tom","133","83","2",,
"Penalty Shootout (IRE)","16:52:00","2023-10-11","Kempton","All Weather","Novices","7f ","7","Standard To Slow","10","Class 5","14","0","Coakley, Ross","100.00","Millman, B R","133","0","6",,
"Treasure Time","16:52:00","2023-10-11","Kempton","All Weather","Novices","7f ","7","Standard To Slow","10","Class 5","118","0","Fallon, Cieren","5.50","Haggas, W J","133","0","4",,
"Yellow Pages (IRE)","16:52:00","2023-10-11","Kempton","All Weather","Novices","7f ","7","Standard To Slow","10","Class 5","47","0","Doyle, Hollie","20.00","Watson, Archie","133","0","7",,
"City Of Delight (USA)","17:25:00","2023-10-11","Kempton","All Weather","Novices","7f ","7","Standard To Slow","10","Class 5","19","0","Strydom, Kyle","28.00","Menuisier, David","133","0","10",,
"Claxton Bay","17:25:00","2023-10-11","Kempton","All Weather","Novices","7f ","7","Standard To Slow","10","Class 5","No Prev","0","Dobbs, Pat","16.00","Hannon (Jnr), Richard","133","0","9",,
"Endosser (USA)","17:25:00","2023-10-11","Kempton","All Weather","Novices","7f ","7","Standard To Slow","10","Class 5","34","0","Callan, N","3.50","Botti, M","133","0","2",,
"Forest Hills (IRE)","17:25:00","2023-10-11","Kempton","All Weather","Novices","7f ","7","Standard To Slow","10","Class 5","34","0","Coakley, Ross","100.00","Millman, B R","133","0","4",,
"Hope Rising (IRE)","17:25:00","2023-10-11","Kempton","All Weather","Novices","7f ","7","Standard To Slow","10","Class 5","No Prev","0","Stott, Kevin","40.00","Hills, Charles","128","0","8",,
"Imperial Guard (IRE)","17:25:00","2023-10-11","Kempton","All Weather","Novices","7f ","7","Standard To Slow","10","Class 5","19","0","Murphy, Oisin","1.00","Balding, A M","133","0","6",,
"Important Role (USA)","17:25:00","2023-10-11","Kempton","All Weather","Novices","7f ","7","Standard To Slow","10","Class 5","63","0","Buick, William","3.50","Appleby, Charlie","133","0","1",,
"Law Of Average","17:25:00","2023-10-11","Kempton","All Weather","Novices","7f ","7","Standard To Slow","10","Class 5","16","0","Haynes, Joey","100.00","Banham, Chelsea","133","0","5",,
"Publicity","17:25:00","2023-10-11","Kempton","All Weather","Novices","7f ","7","Standard To Slow","10","Class 5","15","0","Morris, Luke","40.00","Butler, John","133","0","7",,
"Zoum Zoum","17:25:00","2023-10-11","Kempton","All Weather","Novices","7f ","7","Standard To Slow","10","Class 5","No Prev","0","Hornby, Rob","7.00","Beckett, R M","133","0","3",,
"Checkmeout","18:00:00","2023-10-11","Kempton","All Weather","Maiden","1m ","8","Standard To Slow","13","Class 5","15","0","Strydom, Kyle","28.00","Varian, Roger","126","57","12",,
