horse_name,race_time,race_date,track,racecode,racetype,distance_words2,furlongs,going,number_of_runners,Class,LastRun,placing,jockey_name,odds_numerical,trainer,horse_weight,official_rating,stall,DistBt,
"Bass Player (IRE)","13:40:00","2024-06-14","Chester","Flat (Turf)","Handicap","7f ","7","Good","8","Class 4","28","0",,"0.00","Frost, Kevin","153","77","5",,
"El Hibri (IRE)","13:40:00","2024-06-14","Chester","Flat (Turf)","Handicap","7f ","7","Good","8","Class 4","13","0","Bevan, Miss Megan","14.00","Williams, Ian","137","66","10",,
"Ernies Valentine","13:40:00","2024-06-14","Chester","Flat (Turf)","Handicap","7f ","7","Good","8","Class 4","6","0",,"0.00","Loughnane, David","156","80","6",,
"King of The Dance (IRE)","13:40:00","2024-06-14","Chester","Flat (Turf)","Handicap","7f ","7","Good","8","Class 4","40","0","Llewellyn, Jessica","25.00","Llewellyn, B J","132","61","3",,
"Maxi Boy","13:40:00","2024-06-14","Chester","Flat (Turf)","Handicap","7f ","7","Good","8","Class 4","211","0","Birkett, Mr R","33.00","Mcsharry, Fionn","156","80","8",,
"On A Session (USA)","13:40:00","2024-06-14","Chester","Flat (Turf)","Handicap","7f ","7","Good","8","Class 4","13","0","Keighley, Miss A M","6.00","Barron, T D","155","79","9",,
"Outrun The Storm (IRE)","13:40:00","2024-06-14","Chester","Flat (Turf)","Handicap","7f ","7","Good","8","Class 4","26","0","Cagney, Eireann","3.00","Fahey, R A","149","73","1",,
"Red Mirage (IRE)","13:40:00","2024-06-14","Chester","Flat (Turf)","Handicap","7f ","7","Good","8","Class 4","10","0","Mullins, Mr P W","1.88","Quinn, J J","156","80","4",,
"Soar Above","13:40:00","2024-06-14","Chester","Flat (Turf)","Handicap","7f ","7","Good","8","Class 4","23","0","Butler, Miss Charlotte","16.00","Butler, John","150","79","2",,
"Spioradalta","13:40:00","2024-06-14","Chester","Flat (Turf)","Handicap","7f ","7","Good","8","Class 4","34","0","Barlow, Patrick","4.50","Walford, Mark","152","79","7",,
"Angels Call (IRE)","14:15:00","2024-06-14","Chester","Flat (Turf)","Handicap","6f ","6","Good","12","Class 5","35","0","Bryan, Joshua","10.00","Evans, Mrs N S","135","75","2",,
"Biographer","14:15:00","2024-06-14","Chester","Flat (Turf)","Handicap","6f ","6","Good","12","Class 5","7","0","Gray, S A","33.00","Easterby, M W","135","75","6",,
"Call Glory (IRE)","14:15:00","2024-06-14","Chester","Flat (Turf)","Handicap","6f ","6","Good","12","Class 5","27","0","Sousa, Silvestre De","7.50","Appleby, M","135","75","9",,
"Cool Run (IRE)","14:15:00","2024-06-14","Chester","Flat (Turf)","Handicap","6f ","6","Good","12","Class 5","42","0","Norton, Francis","7.00","Camacho, Miss J A","131","71","4",,
"Infinity Blue (IRE)","14:15:00","2024-06-14","Chester","Flat (Turf)","Handicap","6f ","6","Good","12","Class 5","33","0","Sexton, Ryan","12.00","Camacho, Miss J A","130","70","10",,
"Judge Frank (IRE)","14:15:00","2024-06-14","Chester","Flat (Turf)","Handicap","6f ","6","Good","12","Class 5","82","0","Hornby, Rob","40.00","Williams, Christian","127","67","8",,
"Last Applause (IRE)","14:15:00","2024-06-14","Chester","Flat (Turf)","Handicap","6f ","6","Good","12","Class 5","20","0","Robinson, Ben","14.00","Ellison, B","126","66","7",,
"Macanudo (IRE)","14:15:00","2024-06-14","Chester","Flat (Turf)","Handicap","6f ","6","Good","12","Class 5","18","0","Fallon, Cieren","4.50","Williams, Ian","129","69","1",,
"Master Franca (IRE)","14:15:00","2024-06-14","Chester","Flat (Turf)","Handicap","6f ","6","Good","12","Class 5","20","0","Mulrennan, Paul","16.00","Palmer, Hugo","130","70","12",,
"Old Chums (IRE)","14:15:00","2024-06-14","Chester","Flat (Turf)","Handicap","6f ","6","Good","12","Class 5","20","0","Jamin, Pierre-Louis","6.00","Dascombe, Tom","133","73","11",,
"Onigiri","14:15:00","2024-06-14","Chester","Flat (Turf)","Handicap","6f ","6","Good","12","Class 5","17","0","Gordon, Josephine","14.00","Botti, M","133","73","5",,
"Quiet Resolve (IRE)","14:15:00","2024-06-14","Chester","Flat (Turf)","Handicap","6f ","6","Good","12","Class 5","20","0","Nolan, D","2.50","Fahey, R A","135","75","3",,
"Almanjoor (IRE)","14:50:00","2024-06-14","Chester","Flat (Turf)","Seller","7f ","7","Good","12","Class 4","15","0","Sexton, Ryan","9.00","Fahey, R A","130","0","11",,
"Bank On Kent","14:50:00","2024-06-14","Chester","Flat (Turf)","Seller","7f ","7","Good","12","Class 4","30","0","Marsh, Finley","22.00","Evans, P D","130","0","8",,
"Camden Flyer (IRE)","14:50:00","2024-06-14","Chester","Flat (Turf)","Seller","7f ","7","Good","12","Class 4","11","0","Probert, David","22.00","Balding, A M","125","0","5",,
"Dukes Of Haather","14:50:00","2024-06-14","Chester","Flat (Turf)","Seller","7f ","7","Good","12","Class 4","28","0","Mulrennan, Paul","1.63","Keatley, Adrian Paul","130","0","3",,
"Elladora Black","14:50:00","2024-06-14","Chester","Flat (Turf)","Seller","7f ","7","Good","12","Class 4","13","0","Norton, Francis","14.00","Johnston, Charlie","125","0","1",,
"Eye Puzzle","14:50:00","2024-06-14","Chester","Flat (Turf)","Seller","7f ","7","Good","12","Class 4","No Prev","0","Dawson, R","25.00","Holland, Darryll","125","0","10",,
"Far Above Mary (IRE)","14:50:00","2024-06-14","Chester","Flat (Turf)","Seller","7f ","7","Good","12","Class 4","13","0","Mullen, Andrew","8.50","Palmer, Hugo","125","0","6",,
"Magic Topissima (FR)","14:50:00","2024-06-14","Chester","Flat (Turf)","Seller","7f ","7","Good","12","Class 4","No Prev","0","Sousa, Silvestre De","14.00","Tuer, Grant","125","0","9",,
"Manila Thriller","14:50:00","2024-06-14","Chester","Flat (Turf)","Seller","7f ","7","Good","12","Class 4","20","0","Beasley, Connor","9.00","Channon, Jack","125","0","7",,
"Oasis Sunrise (IRE)","14:50:00","2024-06-14","Chester","Flat (Turf)","Seller","7f ","7","Good","12","Class 4","8","0","Sayette, B D L","7.00","Foy, Kevin","125","0","2",,
"Shielas Well (IRE)","14:50:00","2024-06-14","Chester","Flat (Turf)","Seller","7f ","7","Good","12","Class 4","No Prev","0","Jamin, Pierre-Louis","22.00","Tuer, Grant","125","0","12",,
"Whiskey Glasses","14:50:00","2024-06-14","Chester","Flat (Turf)","Seller","7f ","7","Good","12","Class 4","14","0","Currie, Nicola","9.00","Sangster, Ollie","125","0","4",,
"Amancio","15:25:00","2024-06-14","Chester","Flat (Turf)","Handicap","1m2.5f ","10.5","Good","10","Class 4","21","0","Probert, David","3.50","Channon, Jack","125","70","8",,
"Caelan (IRE)","15:25:00","2024-06-14","Chester","Flat (Turf)","Handicap","1m2.5f ","10.5","Good","10","Class 4","27","0",,"0.00","Botti, M","131","76","10",,
"Cloudy Skye (IRE)","15:25:00","2024-06-14","Chester","Flat (Turf)","Handicap","1m2.5f ","10.5","Good","10","Class 4","12","0","Garritty, Jack","14.00","Fahey, R A","128","73","9",,
"Double Jump","15:25:00","2024-06-14","Chester","Flat (Turf)","Handicap","1m2.5f ","10.5","Good","10","Class 4","35","0","Mulrennan, Paul","25.00","Cox, C G","131","76","6",,
"Hutchence","15:25:00","2024-06-14","Chester","Flat (Turf)","Handicap","1m2.5f ","10.5","Good","10","Class 4","39","0","Hornby, Rob","3.00","Beckett, R M","131","76","2",,
"Its Not Risky","15:25:00","2024-06-14","Chester","Flat (Turf)","Handicap","1m2.5f ","10.5","Good","10","Class 4","14","0","Mullen, Andrew","18.00","Palmer, Hugo","120","65","7",,
"On Point (IRE)","15:25:00","2024-06-14","Chester","Flat (Turf)","Handicap","1m2.5f ","10.5","Good","10","Class 4","30","0","Sexton, Ryan","40.00","Camacho, Miss J A","133","78","1",,
"Rebaatt (IRE)","15:25:00","2024-06-14","Chester","Flat (Turf)","Handicap","1m2.5f ","10.5","Good","10","Class 4","27","0","Fallon, Cieren","2.25","Haggas, W J","133","78","4",,
"Tasmanian Legend (IRE)","15:25:00","2024-06-14","Chester","Flat (Turf)","Handicap","1m2.5f ","10.5","Good","10","Class 4","74","0","ONeill, K T","18.00","Haynes, Alice","135","80","3",,
"Tatateo (IRE)","15:25:00","2024-06-14","Chester","Flat (Turf)","Handicap","1m2.5f ","10.5","Good","10","Class 4","22","0",,"0.00","Ferguson, James","135","80","12",,
"Volto Di Medusa (IRE)","15:25:00","2024-06-14","Chester","Flat (Turf)","Handicap","1m2.5f ","10.5","Good","10","Class 4","34","0","Sousa, Silvestre De","9.00","Guest, Rae","128","73","11",,
"Yippee","15:25:00","2024-06-14","Chester","Flat (Turf)","Handicap","1m2.5f ","10.5","Good","10","Class 4","17","0","Norton, Francis","9.00","Johnston, Charlie","128","73","5",,
"Berkshire Phantom (IRE)","16:00:00","2024-06-14","Chester","Flat (Turf)","Handicap","7.5f ","7.5","Good","10","Class 5","76","0","Gray, S A","20.00","Mcsharry, Fionn","135","70","4",,
"Darbucks (IRE)","16:00:00","2024-06-14","Chester","Flat (Turf)","Handicap","7.5f ","7.5","Good","10","Class 5","14","0","Pearson, Laura","3.00","Kellett, C N","126","61","1",,
"Indie Skies","16:00:00","2024-06-14","Chester","Flat (Turf)","Handicap","7.5f ","7.5","Good","10","Class 5","114","0","Sousa, Silvestre De","5.00","Appleby, M","121","56","2",,
"Khathak","16:00:00","2024-06-14","Chester","Flat (Turf)","Handicap","7.5f ","7.5","Good","10","Class 5","9","0","Sexton, Ryan","4.50","Fahey, R A","123","58","7",,
"Kings Crown (IRE)","16:00:00","2024-06-14","Chester","Flat (Turf)","Handicap","7.5f ","7.5","Good","10","Class 5","11","0","Beasley, Connor","8.00","Dods, M","134","69","3",,
"Rosenpur (GER)","16:00:00","2024-06-14","Chester","Flat (Turf)","Handicap","7.5f ","7.5","Good","10","Class 5","11","0","ONeill, K T","50.00","Candlish, Jennie","132","67","10",,
"Soi Dao (IRE)","16:00:00","2024-06-14","Chester","Flat (Turf)","Handicap","7.5f ","7.5","Good","10","Class 5","12","0","Mangan, Gina","11.00","Wintle, A","129","67","9",,
"Vellner (IRE)","16:00:00","2024-06-14","Chester","Flat (Turf)","Handicap","7.5f ","7.5","Good","10","Class 5","16","0","Probert, David","6.00","Llewellyn, B J","137","72","6",,
"Wake Up Harry","16:00:00","2024-06-14","Chester","Flat (Turf)","Handicap","7.5f ","7.5","Good","10","Class 5","10","0","Norton, Francis","6.50","Toomey, Brian","133","68","8",,
"Wyvern","16:00:00","2024-06-14","Chester","Flat (Turf)","Handicap","7.5f ","7.5","Good","10","Class 5","50","0","Mulrennan, Paul","18.00","Morris, Patrick","136","71","5",,
"Daisy Roots","16:35:00","2024-06-14","Chester","Flat (Turf)","Handicap","7.5f ","7.5","Good","9","Class 5","17","0","Fallon, Cieren","2.75","West, Adam","123","58","7",,
"Lockdown Lass","16:35:00","2024-06-14","Chester","Flat (Turf)","Handicap","7.5f ","7.5","Good","9","Class 5","66","0",,"0.00","Hanmer, G D","123","58","9",,
"Mr Squires (IRE)","16:35:00","2024-06-14","Chester","Flat (Turf)","Handicap","7.5f ","7.5","Good","9","Class 5","10","0","Dawson, R","3.00","Fell, R / Murray, S","136","71","10",,
"My Honey B","16:35:00","2024-06-14","Chester","Flat (Turf)","Handicap","7.5f ","7.5","Good","9","Class 5","21","0","Gray, S A","16.00","Easterby, M W","127","62","3",,
"Once Adaay","16:35:00","2024-06-14","Chester","Flat (Turf)","Handicap","7.5f ","7.5","Good","9","Class 5","18","0","Sayette, B D L","12.00","Gansera-Leveque, Mrs Ilka","132","67","4",,
"Red Walls","16:35:00","2024-06-14","Chester","Flat (Turf)","Handicap","7.5f ","7.5","Good","9","Class 5","10","0","Mullen, Andrew","33.00","Williamson, Mrs L","116","51","1",,
"Roaring Ralph","16:35:00","2024-06-14","Chester","Flat (Turf)","Handicap","7.5f ","7.5","Good","9","Class 5","10","0","Beasley, Connor","7.00","Dods, M","135","70","8",,
"Serenity Rose (IRE)","16:35:00","2024-06-14","Chester","Flat (Turf)","Handicap","7.5f ","7.5","Good","9","Class 5","18","0","Probert, David","33.00","Frost, Kevin","132","67","6",,
"Star Shield","16:35:00","2024-06-14","Chester","Flat (Turf)","Handicap","7.5f ","7.5","Good","9","Class 5","9","0","Nolan, D","2.00","OMeara, D","134","69","2",,
"Touchwood (IRE)","16:35:00","2024-06-14","Chester","Flat (Turf)","Handicap","7.5f ","7.5","Good","9","Class 5","16","0","Sullivan, James P","28.00","Carr, Mrs R A","135","70","5",,
"Asteverdi","17:10:00","2024-06-14","Chester","Flat (Turf)","Handicap","7.5f ","7.5","Good","12","Class 4","41","0","ONeill, K T","18.00","Haynes, Alice","130","75","9",,
"Bulmer Bank","17:10:00","2024-06-14","Chester","Flat (Turf)","Handicap","7.5f ","7.5","Good","12","Class 4","20","0","Sullivan, James P","4.50","Easterby, M W","120","65","5",,
