horse_name,race_time,race_date,track,racecode,racetype,distance_words2,furlongs,going,number_of_runners,Class,LastRun,placing,jockey_name,odds_numerical,trainer,horse_weight,official_rating,stall,DistBt,
"A Daughtersdelight (IRE)","16:25:00","2023-07-06","Bellewstown","Flat (Turf)","Maiden","1m ","8","Good","11","Ire","33","0","Heffernan, J A","125.00","Magee, Patrick","123","0","5",,
"Asian Daze (IRE)","16:25:00","2023-07-06","Bellewstown","Flat (Turf)","Maiden","1m ","8","Good","11","Ire","20","0","Sheehy, Danny","4.00","Murtagh, J P","120","0","10",,
"Francoise Ardy (IRE)","16:25:00","2023-07-06","Bellewstown","Flat (Turf)","Maiden","1m ","8","Good","11","Ire","33","0","Hayes, C D","125.00","Fenton, M P","123","0","1",,
"Kiki Roberts (IRE)","16:25:00","2023-07-06","Bellewstown","Flat (Turf)","Maiden","1m ","8","Good","11","Ire","20","0","Roche, L F","20.00","Meade, Noel","123","0","2",,
"Lady Craftsman (IRE)","16:25:00","2023-07-06","Bellewstown","Flat (Turf)","Maiden","1m ","8","Good","11","Ire","22","0","Colgan, R C","5.00","Murray, Adrian","127","0","8",,
"Loveforce (FR)","16:25:00","2023-07-06","Bellewstown","Flat (Turf)","Maiden","1m ","8","Good","11","Ire","No Prev","0","Halpin, G P","50.00","Davis, Sean","129","0","6",,
"Naples Emperor (IRE)","16:25:00","2023-07-06","Bellewstown","Flat (Turf)","Maiden","1m ","8","Good","11","Ire","No Prev","0","Slattery, A J","33.00","Slattery, Andrew","127","0","11",,
"Royal Pass (IRE)","16:25:00","2023-07-06","Bellewstown","Flat (Turf)","Maiden","1m ","8","Good","11","Ire","No Prev","0","Cleary, R P","66.00","Fogarty, Jonathan","127","0","7",,
"Sun Never Sets (USA)","16:25:00","2023-07-06","Bellewstown","Flat (Turf)","Maiden","1m ","8","Good","11","Ire","22","0","McDonogh, D P","1.00","OBrien, Joseph Patrick","125","0","9",,
"Tartaraghan (IRE)","16:25:00","2023-07-06","Bellewstown","Flat (Turf)","Maiden","1m ","8","Good","11","Ire","13","0","Whelan, R P","5.00","McConnell, John C","125","0","4",,
"Veracidad (IRE)","16:25:00","2023-07-06","Bellewstown","Flat (Turf)","Maiden","1m ","8","Good","11","Ire","22","0","Lee, W J","9.00","Condon, K J","127","0","3",,
"Cherry Pink (IRE)","16:55:00","2023-07-06","Bellewstown","Flat (Turf)","Handicap","1m ","8","Good","15","Ire","13","0",,"11.00","Collins, Tracey / Halford, Mick","132","56","4",,
"Cletus (IRE)","16:55:00","2023-07-06","Bellewstown","Flat (Turf)","Handicap","1m ","8","Good","15","Ire","51","0","Persse, A C","40.00","Doyle, Eoin","121","52","18",,
"Engines On (IRE)","16:55:00","2023-07-06","Bellewstown","Flat (Turf)","Handicap","1m ","8","Good","15","Ire","202","0","Heffernan, J A","40.00","Dobbs, Mrs Prunella","126","50","17",,
"Fleetfootsoldier (IRE)","16:55:00","2023-07-06","Bellewstown","Flat (Turf)","Handicap","1m ","8","Good","15","Ire","104","0","Crosse, Nathan","5.00","Coleman, Kevin","128","52","6",,
"Gosford (IRE)","16:55:00","2023-07-06","Bellewstown","Flat (Turf)","Handicap","1m ","8","Good","15","Ire","18","0","Coen, Ben M","3.50","Lynam, Edward","139","63","1",,
"Happenstance (IRE)","16:55:00","2023-07-06","Bellewstown","Flat (Turf)","Handicap","1m ","8","Good","15","Ire","13","0",,"14.00","Flynn, Patrick J","123","43","10",,
"Hope And Innocence (IRE)","16:55:00","2023-07-06","Bellewstown","Flat (Turf)","Handicap","1m ","8","Good","15","Ire","41","0","Geerdharry, C","11.00","Murtagh, J P","133","64","13",,
"Jims Cracker","16:55:00","2023-07-06","Bellewstown","Flat (Turf)","Handicap","1m ","8","Good","15","Ire","14","0","McAteer, L T","50.00","McLoughlin, D A","140","64","7",,
"Kirikiriroa (IRE)","16:55:00","2023-07-06","Bellewstown","Flat (Turf)","Handicap","1m ","8","Good","15","Ire","14","0",,"12.00","Murtagh, J P","126","50","12",,
"Lasting Peace (IRE)","16:55:00","2023-07-06","Bellewstown","Flat (Turf)","Handicap","1m ","8","Good","15","Ire","14","0","McMonagle, Dylan B","14.00","Meade, Noel","138","62","5",,
"Lightupthesky (IRE)","16:55:00","2023-07-06","Bellewstown","Flat (Turf)","Handicap","1m ","8","Good","15","Ire","33","0","Sheehy, Danny","25.00","Ward, V C","120","42","2",,
"Lisgin (IRE)","16:55:00","2023-07-06","Bellewstown","Flat (Turf)","Handicap","1m ","8","Good","15","Ire","139","0","Slattery, A J","28.00","Slattery, Andrew","136","60","15",,
"Master Garvey (IRE)","16:55:00","2023-07-06","Bellewstown","Flat (Turf)","Handicap","1m ","8","Good","15","Ire","13","0","MacRedmond, Cian","2.25","Murray, Joseph Anthony","130","59","9",,
"Qalahari Queen (IRE)","16:55:00","2023-07-06","Bellewstown","Flat (Turf)","Handicap","1m ","8","Good","15","Ire","18","0","Ryan, J J G","50.00","McCourt, T G","128","59","11",,
"Queen Mab (IRE)","16:55:00","2023-07-06","Bellewstown","Flat (Turf)","Handicap","1m ","8","Good","15","Ire","21","0","Carroll, G F","7.00","Murphy, Joseph G","134","58","16",,
"Stone Crafter (IRE)","16:55:00","2023-07-06","Bellewstown","Flat (Turf)","Handicap","1m ","8","Good","15","Ire","45","0","Lee, W J","33.00","Donoghue, Ian","135","59","14",,
"Turbo Sprint (IRE)","16:55:00","2023-07-06","Bellewstown","Flat (Turf)","Handicap","1m ","8","Good","15","Ire","28","0","OConnor, Donagh","7.00","McConnell, John C","134","58","3",,
"Vikki Wall (IRE)","16:55:00","2023-07-06","Bellewstown","Flat (Turf)","Handicap","1m ","8","Good","15","Ire","20","0","Stone-Walsh, C","14.00","Donoghue, Ian","133","64","8",,
"Black Smoke (IRE)","17:25:00","2023-07-06","Bellewstown","Flat (Turf)","Handicap","1m ","8","Good","15","Ire","25","0","Sheehy, Danny","100.00","Roche, Liam","136","59","13",,
"Darcys Rock","17:25:00","2023-07-06","Bellewstown","Flat (Turf)","Handicap","1m ","8","Good","15","Ire","35","0","Heffernan, J A","40.00","Lambe, J J","127","47","12",,
"Double Martini (IRE)","17:25:00","2023-07-06","Bellewstown","Flat (Turf)","Handicap","1m ","8","Good","15","Ire","51","0","Rutledge, Siobhan","10.00","McConnell, John C","122","46","1",,
"Finke River","17:25:00","2023-07-06","Bellewstown","Flat (Turf)","Handicap","1m ","8","Good","15","Ire","25","0","Lee, W J","12.00","McAuley, James","136","56","15",,
"Gidwa (IRE)","17:25:00","2023-07-06","Bellewstown","Flat (Turf)","Handicap","1m ","8","Good","15","Ire","104","0","OConnor, Donagh","6.00","McConnell, John C","139","59","10",,
"Init Together","17:25:00","2023-07-06","Bellewstown","Flat (Turf)","Handicap","1m ","8","Good","15","Ire","14","0","McAteer, L T","5.00","Fahey, Seamus","133","53","16",,
"Kratos","17:25:00","2023-07-06","Bellewstown","Flat (Turf)","Handicap","1m ","8","Good","15","Ire","2","0",,"16.00","McConnell, John C","128","48","3",,
"Little Trigger (IRE)","17:25:00","2023-07-06","Bellewstown","Flat (Turf)","Handicap","1m ","8","Good","15","Ire","21","0",,"40.00","McEnery, P F","127","39","9",,
"Manwal (IRE)","17:25:00","2023-07-06","Bellewstown","Flat (Turf)","Handicap","1m ","8","Good","15","Ire","21","0","Colgan, R C","100.00","Ward, V C","129","49","14",,
"Pink Socks (IRE)","17:25:00","2023-07-06","Bellewstown","Flat (Turf)","Handicap","1m ","8","Good","15","Ire","18","0","Whelan, R P","7.00","Doyle, Timothy","128","48","11",,
"Praying Mantis (IRE)","17:25:00","2023-07-06","Bellewstown","Flat (Turf)","Handicap","1m ","8","Good","15","Ire","67","0","MacRedmond, Cian","16.00","Larkin, J","127","52","2",,
"Rampage (IRE)","17:25:00","2023-07-06","Bellewstown","Flat (Turf)","Handicap","1m ","8","Good","15","Ire","14","0","Ryan, J J G","3.50","McCourt, T G","126","53","5",,
