horse_name,race_time,race_date,track,racecode,racetype,distance_words2,furlongs,going,number_of_runners,Class,LastRun,placing,jockey_name,odds_numerical,trainer,horse_weight,official_rating,stall,DistBt,
"Atwater Nine (IRE)","17:10:00","2023-04-29","Doncaster","Flat (Turf)","Handicap","1m ","8","Soft","4","Class 5","199","0","Curtis, B A","2.25","Dunlop, E A L","129","66","4",,
"Biplane (USA)","17:10:00","2023-04-29","Doncaster","Flat (Turf)","Handicap","1m ","8","Soft","4","Class 5","11","0",,"0.00","Wainwright, J S","137","60","8",,
"Finery","17:10:00","2023-04-29","Doncaster","Flat (Turf)","Handicap","1m ","8","Soft","4","Class 5","44","0",,"0.00","Appleby, M","135","63","2",,
"Kittykarma (IRE)","17:10:00","2023-04-29","Doncaster","Flat (Turf)","Handicap","1m ","8","Soft","4","Class 5","194","0","Hamilton, Tony","2.25","Fahey, R A","132","69","5",,
"Klimova","17:10:00","2023-04-29","Doncaster","Flat (Turf)","Handicap","1m ","8","Soft","4","Class 5","154","0",,"0.00","Foy, Kevin","135","72","3",,
"Totnes (IRE)","17:10:00","2023-04-29","Doncaster","Flat (Turf)","Handicap","1m ","8","Soft","4","Class 5","24","0",,"0.00","Balding, A M","134","71","6",,
"Tulekya","17:10:00","2023-04-29","Doncaster","Flat (Turf)","Handicap","1m ","8","Soft","4","Class 5","75","0","Sayette, B D L","1.88","Foy, Kevin","130","70","1",,
"Valstar (IRE)","17:10:00","2023-04-29","Doncaster","Flat (Turf)","Handicap","1m ","8","Soft","4","Class 5","194","0","Eaves, Tom","8.00","Easterby, T D","125","62","7",,
"Amber Dew","17:40:00","2023-04-29","Doncaster","Flat (Turf)","Handicap","6f ","6","Soft","12","Class 5","22","0","Eaves, Tom","28.00","Dixon, Scott","130","65","9",,
"Angel Amadea","17:40:00","2023-04-29","Doncaster","Flat (Turf)","Handicap","6f ","6","Soft","12","Class 5","33","0","Mitchell, Jack","6.50","Menzies, Rebecca","128","63","4",,
"Brides Bay (IRE)","17:40:00","2023-04-29","Doncaster","Flat (Turf)","Handicap","6f ","6","Soft","12","Class 5","16","0","McHugh, B","28.00","England, Sam","119","54","7",,
"Close Quarters (IRE)","17:40:00","2023-04-29","Doncaster","Flat (Turf)","Handicap","6f ","6","Soft","12","Class 5","150","0","Hart, Jason","12.00","Quinn, J J","132","67","14",,
"Dandys Gold (IRE)","17:40:00","2023-04-29","Doncaster","Flat (Turf)","Handicap","6f ","6","Soft","12","Class 5","70","0","Peate, Jonny","14.00","Fell, Roger","122","62","5",,
