horse_name,race_time,race_date,track,racecode,racetype,distance_words2,furlongs,going,number_of_runners,Class,LastRun,placing,jockey_name,odds_numerical,trainer,horse_weight,official_rating,stall,DistBt,
"Dingwall","14:30:00","2023-07-31","Ayr","Flat (Turf)","Maiden","5.5f ","5.5","Soft","5","Class 5","22","0","Mullen, Andrew","12.00","Jardine, I","133","0","2",,
"Jungle Jean (IRE)","14:30:00","2023-07-31","Ayr","Flat (Turf)","Maiden","5.5f ","5.5","Soft","5","Class 5","No Prev","0",,"0.00","Scott, Miss Katie","128","0","3",,
"Knicks (IRE)","14:30:00","2023-07-31","Ayr","Flat (Turf)","Maiden","5.5f ","5.5","Soft","5","Class 5","35","0","Jamin, Pierre-Louis","5.00","Burke, K R","130","0","4",,
"Milliethemollie (IRE)","14:30:00","2023-07-31","Ayr","Flat (Turf)","Maiden","5.5f ","5.5","Soft","5","Class 5","33","0","Da Silva, Raul","7.00","Lynch, Miss Jennifer Anne","128","0","1",,
"Red Zone Hero (IRE)","14:30:00","2023-07-31","Ayr","Flat (Turf)","Maiden","5.5f ","5.5","Soft","5","Class 5","12","0","Doyle, Hollie","0.36","Bell, M L W","133","0","6",,
"Tropical Air (IRE)","14:30:00","2023-07-31","Ayr","Flat (Turf)","Maiden","5.5f ","5.5","Soft","5","Class 5","9","0","Hart, Jason","20.00","Johnston, Charlie","133","0","5",,
"Bloomin Robbery (IRE)","15:05:00","2023-07-31","Ayr","Flat (Turf)","Handicap","6f ","6","Soft","8","Class 6","7","0","Breslin, Andrew","22.00","Smith, R Michael","114","47","9",,
"Caribbean Sunset (IRE)","15:05:00","2023-07-31","Ayr","Flat (Turf)","Handicap","6f ","6","Soft","8","Class 6","21","0","Stammers, Oliver","5.50","Tuer, Grant","135","60","4",,
"Doon The Glen","15:05:00","2023-07-31","Ayr","Flat (Turf)","Handicap","6f ","6","Soft","8","Class 6","11","0","Pyle, William","12.00","Goldie, J S","115","52","6",,
"Elladora","15:05:00","2023-07-31","Ayr","Flat (Turf)","Handicap","6f ","6","Soft","8","Class 6","14","0","Dennis, Phil","3.50","Scott, Miss Katie","140","65","5",,
"Huraiz (IRE)","15:05:00","2023-07-31","Ayr","Flat (Turf)","Handicap","6f ","6","Soft","8","Class 6","7","0",,"0.00","Whillans, Ewan","132","57","7",,
"Kats Bob","15:05:00","2023-07-31","Ayr","Flat (Turf)","Handicap","6f ","6","Soft","8","Class 6","3","0","Mullen, Andrew","2.50","Jardine, I","139","64","3",,
"Nazca","15:05:00","2023-07-31","Ayr","Flat (Turf)","Handicap","6f ","6","Soft","8","Class 6","7","0",,"0.00","Perratt, Miss L A","121","46","11",,
