horse_name,race_time,race_date,track,racecode,racetype,distance_words2,furlongs,going,number_of_runners,Class,LastRun,placing,jockey_name,odds_numerical,trainer,horse_weight,official_rating,stall,DistBt,
"Astro Jakk (IRE)","17:30:00","2023-02-16","Chelmsford City","All Weather","Handicap","5f ","5","Standard","8","Class 5","21","0","Wright, Liam","8.50","Holland, Darryll","131","66","3",,
"Beneficiary","17:30:00","2023-02-16","Chelmsford City","All Weather","Handicap","5f ","5","Standard","8","Class 5","25","0","Feilden, Sam","3.00","Bailey, Liam","129","64","7",,
"Bert Kibbler","17:30:00","2023-02-16","Chelmsford City","All Weather","Handicap","5f ","5","Standard","8","Class 5","27","0","Sanna, G","3.50","Barron, T D","140","72","4",,
"Dalby Forest","17:30:00","2023-02-16","Chelmsford City","All Weather","Handicap","5f ","5","Standard","8","Class 5","24","0","Haines, Olivia","8.50","Simcock, D M","125","62","1",,
"Expert Opinion","17:30:00","2023-02-16","Chelmsford City","All Weather","Handicap","5f ","5","Standard","8","Class 5","44","0","Voikhansky, Alexander","6.50","Appleby, M","130","62","6",,
"Frisky","17:30:00","2023-02-16","Chelmsford City","All Weather","Handicap","5f ","5","Standard","8","Class 5","20","0","Dawes, Rose","5.50","Pearce, Simon","136","68","2",,
"Im Mable","17:30:00","2023-02-16","Chelmsford City","All Weather","Handicap","5f ","5","Standard","8","Class 5","30","0","Fraser, Kaiya","25.00","Attwater, M J","131","63","8",,
"Porfin (IRE)","17:30:00","2023-02-16","Chelmsford City","All Weather","Handicap","5f ","5","Standard","8","Class 5","6","0","Presland, Molly","6.50","McEntee, P S","135","70","5",,
"Autumn Flight (IRE)","18:00:00","2023-02-16","Chelmsford City","All Weather","Handicap","6f ","6","Standard","10","Class 5","3","0","Gordon, Josephine","10.00","McEntee, P S","117","57","6",,
"Bang On The Bell","18:00:00","2023-02-16","Chelmsford City","All Weather","Handicap","6f ","6","Standard","10","Class 5","62","0","Lee, Clifford","18.00","Jenkins, J R","134","74","9",,
"Bezzas Lad (IRE)","18:00:00","2023-02-16","Chelmsford City","All Weather","Handicap","6f ","6","Standard","10","Class 5","12","0","Rawlinson, Ali","5.00","Carroll, A W","129","69","7",,
"Desert Boots","18:00:00","2023-02-16","Chelmsford City","All Weather","Handicap","6f ","6","Standard","10","Class 5","6","0","Dawes, Rose","14.00","Pearce, Simon","116","63","10",,
"El Hombre","18:00:00","2023-02-16","Chelmsford City","All Weather","Handicap","6f ","6","Standard","10","Class 5","26","0","Mason, Joanna","11.00","Loughnane, Daniel Mark","130","70","1",,
"Jupiter Express (IRE)","18:00:00","2023-02-16","Chelmsford City","All Weather","Handicap","6f ","6","Standard","10","Class 5","29","0","Murphy, Oisin","2.00","Appleby, M","124","64","2",,
"Magical Max","18:00:00","2023-02-16","Chelmsford City","All Weather","Handicap","6f ","6","Standard","10","Class 5","42","0","ONeill, K T","8.00","Furtado, Ivan","135","75","8",,
"Muscika","18:00:00","2023-02-16","Chelmsford City","All Weather","Handicap","6f ","6","Standard","10","Class 5","9","0","Watson, Jason","5.00","OMeara, D","134","74","4",,
"Mustaffiz","18:00:00","2023-02-16","Chelmsford City","All Weather","Handicap","6f ","6","Standard","10","Class 5","14","0","Phillips, Mollie","28.00","Wallis, Charlie","119","62","3",,
"Thismydream (IRE)","18:00:00","2023-02-16","Chelmsford City","All Weather","Handicap","6f ","6","Standard","10","Class 5","24","0","Fisher, Taylor","11.00","Attwater, M J","123","68","5",,
"Boafo Boy","18:30:00","2023-02-16","Chelmsford City","All Weather","Handicap","7f ","7","Standard","7","Class 5","33","0","Osborne, Saffie","6.00","Osborne, J A","137","77","4",,
"Full Intention","18:30:00","2023-02-16","Chelmsford City","All Weather","Handicap","7f ","7","Standard","7","Class 5","36","0","Mitchell, Jack","11.00","Pearce, Simon","131","71","5",,
"Gorak (FR)","18:30:00","2023-02-16","Chelmsford City","All Weather","Handicap","7f ","7","Standard","7","Class 5","26","0","Shepherd, Callum","2.50","Fellowes, Charlie","132","72","2",,
"Got No Dollars (IRE)","18:30:00","2023-02-16","Chelmsford City","All Weather","Handicap","7f ","7","Standard","7","Class 5","8","0","Catton, Luke","5.50","Williams, S C","121","66","6",,
"Politics (IRE)","18:30:00","2023-02-16","Chelmsford City","All Weather","Handicap","7f ","7","Standard","7","Class 5","13","0","Watson, Jason","3.00","Appleby, M","132","72","7",,
"Tipperary Moon (IRE)","18:30:00","2023-02-16","Chelmsford City","All Weather","Handicap","7f ","7","Standard","7","Class 5","31","0","ONeill, K T","9.00","Furtado, Ivan","130","70","3",,
"Yoshimi (IRE)","18:30:00","2023-02-16","Chelmsford City","All Weather","Handicap","7f ","7","Standard","7","Class 5","23","0","Eaves, Tom","9.00","Herrington,M ","127","67","1",,
"Al Tarmaah (IRE)","19:00:00","2023-02-16","Chelmsford City","All Weather","Non-Handicap","1m ","8","Standard","15","Class 6","343","0","Lee, Clifford","40.00","Carter, Lee","128","46","9",,
"Book Of Verse (USA)","19:00:00","2023-02-16","Chelmsford City","All Weather","Non-Handicap","1m ","8","Standard","15","Class 6","30","0","Coakley, Ross","28.00","Spiller, Henry","128","45","6",,
"Cazeva Princess","19:00:00","2023-02-16","Chelmsford City","All Weather","Non-Handicap","1m ","8","Standard","15","Class 6","26","0","Rawlinson, Ali","50.00","Appleby, M","128","41","4",,
"Chloellie","19:00:00","2023-02-16","Chelmsford City","All Weather","Non-Handicap","1m ","8","Standard","15","Class 6","19","0","Dennis, Phil","18.00","Jenkins, J R","128","42","1",,
"Closeness","19:00:00","2023-02-16","Chelmsford City","All Weather","Non-Handicap","1m ","8","Standard","15","Class 6","15","0","Shoemark, Kieran","2.50","Kubler, Daniel","128","49","2",,
"Crazy Spin","19:00:00","2023-02-16","Chelmsford City","All Weather","Non-Handicap","1m ","8","Standard","15","Class 6","16","0","ONeill, K T","7.00","Furtado, Ivan","128","48","10",,
"Floats On Air","19:00:00","2023-02-16","Chelmsford City","All Weather","Non-Handicap","1m ","8","Standard","15","Class 6","23","0","Watson, Jason","33.00","Furtado, Ivan","128","43","3",,
"Forbearing (IRE)","19:00:00","2023-02-16","Chelmsford City","All Weather","Non-Handicap","1m ","8","Standard","15","Class 6","8","0","Levey, S M","4.50","Carroll, A W","128","49","12",,
"Good Humor","19:00:00","2023-02-16","Chelmsford City","All Weather","Non-Handicap","1m ","8","Standard","15","Class 6","13","0","Keenan, Darragh","11.00","Butler, John","128","50","13",,
"Hammock","19:00:00","2023-02-16","Chelmsford City","All Weather","Non-Handicap","1m ","8","Standard","15","Class 6","19","0","Shepherd, Callum","50.00","Moore, J S","128","42","11",,
"Red Evelyn","19:00:00","2023-02-16","Chelmsford City","All Weather","Non-Handicap","1m ","8","Standard","15","Class 6","6","0","Dawes, Rose","8.00","Pearce, Simon","121","49","7",,
"Somedayonedaynever (IRE)","19:00:00","2023-02-16","Chelmsford City","All Weather","Non-Handicap","1m ","8","Standard","15","Class 6","20","0","Phillips, Mollie","10.00","Carroll, A W","125","43","8",,
"The Game Of Life","19:00:00","2023-02-16","Chelmsford City","All Weather","Non-Handicap","1m ","8","Standard","15","Class 6","46","0","Eaves, Tom","18.00","Herrington,M ","128","43","15",,
"Vertical","19:00:00","2023-02-16","Chelmsford City","All Weather","Non-Handicap","1m ","8","Standard","15","Class 6","22","0","Wood, George","6.50","Scargill, Dr J D","128","50","5",,
"Western Melody (IRE)","19:00:00","2023-02-16","Chelmsford City","All Weather","Non-Handicap","1m ","8","Standard","15","Class 6","57","0","Brookes, Aiden","40.00","Hammond, Micky","123","42","14",,
"Affair","19:30:00","2023-02-16","Chelmsford City","All Weather","Handicap","2m ","16","Standard","12","Class 6","42","0","Reed, Sophie","28.00","Morrison, H","119","46","11",,
"All About Alice (IRE)","19:30:00","2023-02-16","Chelmsford City","All Weather","Handicap","2m ","16","Standard","12","Class 6","37","0","Voikhansky, Alexander","14.00","Smith, Martin","116","47","7",,
"Amerighi (IRE)","19:30:00","2023-02-16","Chelmsford City","All Weather","Handicap","2m ","16","Standard","12","Class 6","59","0","Havlin, Robert","66.00","Attwater, M J","126","50","2",,
"Bird For Life","19:30:00","2023-02-16","Chelmsford City","All Weather","Handicap","2m ","16","Standard","12","Class 6","37","0","Keenan, Darragh","9.00","Usher, M D I","137","57","9",,
"Boundsy Boy","19:30:00","2023-02-16","Chelmsford City","All Weather","Handicap","2m ","16","Standard","12","Class 6","20","0","Rawlinson, Ali","5.00","Greenall, Oliver","136","56","12",,
"Global Wonder (IRE)","19:30:00","2023-02-16","Chelmsford City","All Weather","Handicap","2m ","16","Standard","12","Class 6","339","0","Brookes, Aiden","22.00","Best, Jim/Suzi","127","52","10",,
"Henry The Fifth (IRE)","19:30:00","2023-02-16","Chelmsford City","All Weather","Handicap","2m ","16","Standard","12","Class 6","20","0","Carson, William","7.00","Carson, Anthony","131","51","5",,
"Huscari (IRE)","19:30:00","2023-02-16","Chelmsford City","All Weather","Handicap","2m ","16","Standard","12","Class 6","40","0","Currie, Nicola","14.00","Osborne, J A","133","57","4",,
"King Charles (USA)","19:30:00","2023-02-16","Chelmsford City","All Weather","Handicap","2m ","16","Standard","12","Class 6","14","0","Williams, Jordan","6.00","Llewellyn, B J","129","54","3",,
"Proud Warrior (IRE)","19:30:00","2023-02-16","Chelmsford City","All Weather","Handicap","2m ","16","Standard","12","Class 6","15","0","Egan, John","22.00","Carroll, A W","122","46","6",,
"Reset Button","19:30:00","2023-02-16","Chelmsford City","All Weather","Handicap","2m ","16","Standard","12","Class 6","44","0","Levey, S M","3.00","Brookhouse, B","130","50","8",,
"Solar Queen","19:30:00","2023-02-16","Chelmsford City","All Weather","Handicap","2m ","16","Standard","12","Class 6","101","0","ONeill, K T","5.00","Furtado, Ivan","126","46","1",,
"Boasty (IRE)","20:00:00","2023-02-16","Chelmsford City","All Weather","Handicap","1m2f ","10","Standard","8","Class 6","29","0","ONeill, K T","8.00","Furtado, Ivan","128","58","7",,
"Engrave","20:00:00","2023-02-16","Chelmsford City","All Weather","Handicap","1m2f ","10","Standard","8","Class 6","6","0","Hogan, D E","5.00","Feilden, Miss J","129","59","3",,
"Kardinya (IRE)","20:00:00","2023-02-16","Chelmsford City","All Weather","Handicap","1m2f ","10","Standard","8","Class 6","3","0","Rawlinson, Ali","9.00","Appleby, M","133","63","1",,
"Kells (IRE)","20:00:00","2023-02-16","Chelmsford City","All Weather","Handicap","1m2f ","10","Standard","8","Class 6","12","0","Lee, Clifford","18.00","Carroll, A W","132","62","5",,
"Pillars Of Earth","20:00:00","2023-02-16","Chelmsford City","All Weather","Handicap","1m2f ","10","Standard","8","Class 6","29","0","Mitchell, Jack","6.00","Quinn, Denis P","131","61","8",,
