horse_name,race_time,race_date,track,racecode,racetype,distance_words2,furlongs,going,number_of_runners,Class,LastRun,placing,jockey_name,odds_numerical,trainer,horse_weight,official_rating,stall,DistBt,
"Bright Era (IRE)","14:30:00","2024-07-17","Bath","Flat (Turf)","Handicap Nursery","5f ","5","Good","9","Class 6","8","0","Dobie, Georgia","50.00","Moore, J S","125","53","10",,
"Cheerleader","14:30:00","2024-07-17","Bath","Flat (Turf)","Handicap Nursery","5f ","5","Good","9","Class 6","49","0","Jamin, Pierre-Louis","10.00","Burke, K R","125","50","5",,
"Fregola","14:30:00","2024-07-17","Bath","Flat (Turf)","Handicap Nursery","5f ","5","Good","9","Class 6","32","0","Levey, S M","8.50","Hannon (Jnr), Richard","132","57","8",,
"Marrakesh Dawn","14:30:00","2024-07-17","Bath","Flat (Turf)","Handicap Nursery","5f ","5","Good","9","Class 6","20","0","Rooke, George","40.00","Usher, M D I","132","57","3",,
"Nad Alshiba Green (IRE)","14:30:00","2024-07-17","Bath","Flat (Turf)","Handicap Nursery","5f ","5","Good","9","Class 6","13","0","Murphy, Oisin","1.20","Appleby, M","135","60","7",,
"Piranha Rama","14:30:00","2024-07-17","Bath","Flat (Turf)","Handicap Nursery","5f ","5","Good","9","Class 6","11","0","Bishop, Charles","14.00","Evans, P D","124","49","9",,
"Premium Pass","14:30:00","2024-07-17","Bath","Flat (Turf)","Handicap Nursery","5f ","5","Good","9","Class 6","20","0","Bryan, Joshua","16.00","Watson, Archie","134","59","2",,
"Sienna Gold","14:30:00","2024-07-17","Bath","Flat (Turf)","Handicap Nursery","5f ","5","Good","9","Class 6","30","0","Mangan, Gina","9.00","Millman, B R","128","56","6",,
"Stat Goddess (IRE)","14:30:00","2024-07-17","Bath","Flat (Turf)","Handicap Nursery","5f ","5","Good","9","Class 6","7","0","ONeill, K T","2.25","Lidster, Craig","135","60","4",,
"Wondrous Ways (IRE)","14:30:00","2024-07-17","Bath","Flat (Turf)","Handicap Nursery","5f ","5","Good","9","Class 6","7","0",,"0.00","Pears, Ollie","133","58","1",,
"Clover Time","15:00:00","2024-07-17","Bath","Flat (Turf)","Maiden","5.5f ","5.5","Good","15","Class 5","No Prev","0","Rawlinson, Ali","11.00","Appleby, M","133","0","15",,
"Eighteencaratgold","15:00:00","2024-07-17","Bath","Flat (Turf)","Maiden","5.5f ","5.5","Good","15","Class 5","16","0","Bishop, Charles","28.00","Houghton, Eve Johnson","133","0","8",,
"Funalltheway (IRE)","15:00:00","2024-07-17","Bath","Flat (Turf)","Maiden","5.5f ","5.5","Good","15","Class 5","6","0","Keniry, L P","150.00","Moore, J S","131","0","7",,
