horse_name,race_time,race_date,track,racecode,racetype,distance_words2,furlongs,going,number_of_runners,Class,LastRun,placing,jockey_name,odds_numerical,trainer,horse_weight,official_rating,stall,DistBt,
"Applaus (GER)","12:35:00","2023-12-03","Carlisle","National Hunt","Handicap Hurdle","2m1f ","17","Good To Soft","2","Class 4","11","0",,"0.00","Hammond, Micky","156","105","0",,
"City Derby (IRE)","12:35:00","2023-12-03","Carlisle","National Hunt","Handicap Hurdle","2m1f ","17","Good To Soft","2","Class 4","67","0",,"0.00","Quinlan, Elizabeth","162","108","0",,
"Diamand De Vindecy (FR)","12:35:00","2023-12-03","Carlisle","National Hunt","Handicap Hurdle","2m1f ","17","Good To Soft","2","Class 4","28","0",,"0.00","Bevis, R J","154","100","0",,
"Jipekaa Machin (FR)","12:35:00","2023-12-03","Carlisle","National Hunt","Handicap Hurdle","2m1f ","17","Good To Soft","2","Class 4","53","0","Kavanagh, Peter J","1.10","McCain Jnr, D","157","106","0",,
"Joker Du Chenet (FR)","12:35:00","2023-12-03","Carlisle","National Hunt","Handicap Hurdle","2m1f ","17","Good To Soft","2","Class 4","22","0",,"0.00","Crawford, S R B","144","90","0",,
"Moonlight Spirit (IRE)","12:35:00","2023-12-03","Carlisle","National Hunt","Handicap Hurdle","2m1f ","17","Good To Soft","2","Class 4","154","0",,"0.00","Moffatt, James","163","109","0",,
"Poppy Rose (IRE)","12:35:00","2023-12-03","Carlisle","National Hunt","Handicap Hurdle","2m1f ","17","Good To Soft","2","Class 4","14","0",,"0.00","Crawford, S R B","148","94","0",,
"Russian Virtue","12:35:00","2023-12-03","Carlisle","National Hunt","Handicap Hurdle","2m1f ","17","Good To Soft","2","Class 4","38","0","Austin, Edward","0.67","Menzies, Rebecca","168","0","0",,
"Askmore (IRE)","13:05:00","2023-12-03","Carlisle","National Hunt","Novices Hurdle","2m3.5f ","19.5","Good To Soft","7","Class 4","28","0","Jacob, Daryl","2.75","Menzies, Rebecca","154","0","0",,
"Beep Beep Burrow (IRE)","13:05:00","2023-12-03","Carlisle","National Hunt","Novices Hurdle","2m3.5f ","19.5","Good To Soft","7","Class 4","223","0","Brooke, Henry","5.00","OKeeffe, Jedd","154","0","0",,
"Forged Well (IRE)","13:05:00","2023-12-03","Carlisle","National Hunt","Novices Hurdle","2m3.5f ","19.5","Good To Soft","7","Class 4","No Prev","0","Wadge, P","1.88","Todhunter, M","151","0","0",,
"Hubbel Bubbel","13:05:00","2023-12-03","Carlisle","National Hunt","Novices Hurdle","2m3.5f ","19.5","Good To Soft","7","Class 4","17","0","Quinlan, Sean","6.00","Kirby, P A","154","0","0",,
"Nearly Wed (IRE)","13:05:00","2023-12-03","Carlisle","National Hunt","Novices Hurdle","2m3.5f ","19.5","Good To Soft","7","Class 4","15","0","Easterby, William","5.50","Easterby, T D","149","0","0",,
"Righteous Ruane (IRE)","13:05:00","2023-12-03","Carlisle","National Hunt","Novices Hurdle","2m3.5f ","19.5","Good To Soft","7","Class 4","112","0","Coltherd, Sam W","50.00","Wainwright, J S","154","0","0",,
"Rob Roy Macgregor (IRE)","13:05:00","2023-12-03","Carlisle","National Hunt","Novices Hurdle","2m3.5f ","19.5","Good To Soft","7","Class 4","36","0",,"0.00","Thomson, A M","154","0","0",,
"Time To Upgrade (IRE)","13:05:00","2023-12-03","Carlisle","National Hunt","Novices Hurdle","2m3.5f ","19.5","Good To Soft","7","Class 4","No Prev","0","Bewley, Callum","12.00","Todhunter, M","154","0","0",,
"Valleyview Tommy (IRE)","13:05:00","2023-12-03","Carlisle","National Hunt","Novices Hurdle","2m3.5f ","19.5","Good To Soft","7","Class 4","36","0",,"0.00","Thomson, A M","154","0","0",,
"Walk My Way (IRE)","13:05:00","2023-12-03","Carlisle","National Hunt","Novices Hurdle","2m3.5f ","19.5","Good To Soft","7","Class 4","17","0",,"0.00","Hammond, Micky","144","0","0",,
"Benefit Ben (IRE)","13:35:00","2023-12-03","Carlisle","National Hunt","Maiden Hurdle","2m1f ","17","Good To Soft","5","Class 4","No Prev","0",,"0.00","Thomson, A M","158","0","0",,
"Bowler Jack (IRE)","13:35:00","2023-12-03","Carlisle","National Hunt","Maiden Hurdle","2m1f ","17","Good To Soft","5","Class 4","22","0",,"0.00","Thomson, A M","158","0","0",,
"Flaubert (IRE)","13:35:00","2023-12-03","Carlisle","National Hunt","Maiden Hurdle","2m1f ","17","Good To Soft","5","Class 4","No Prev","0","Hughes, Brian","1.50","McCain Jnr, D","158","0","0",,
"Hollington (FR)","13:35:00","2023-12-03","Carlisle","National Hunt","Maiden Hurdle","2m1f ","17","Good To Soft","5","Class 4","576","0","Easterby, William","4.50","Easterby, T D","153","0","0",,
"Ivegotdapower (IRE)","13:35:00","2023-12-03","Carlisle","National Hunt","Maiden Hurdle","2m1f ","17","Good To Soft","5","Class 4","16","0","Gillard, Mr T","22.00","McCain Jnr, D","158","0","0",,
"Marty Mcfly (IRE)","13:35:00","2023-12-03","Carlisle","National Hunt","Maiden Hurdle","2m1f ","17","Good To Soft","5","Class 4","29","0","Brooke, Henry","3.50","Smith, R Michael","158","0","0",,
"Wal Bucks (FR)","13:35:00","2023-12-03","Carlisle","National Hunt","Maiden Hurdle","2m1f ","17","Good To Soft","5","Class 4","28","0","Fox, Derek R","2.75","Russell, Miss Lucinda V","158","0","0",,
"Ailie Rose (IRE)","14:10:00","2023-12-03","Carlisle","National Hunt","Handicap Hurdle","3m1f ","25","Good To Soft","3","Class 3","220","0",,"3.00","Crawford, S R B","163","133","0",,
"Barbados Bucks (IRE)","14:10:00","2023-12-03","Carlisle","National Hunt","Handicap Hurdle","3m1f ","25","Good To Soft","3","Class 3","29","0","Mania, Ryan","1.50","Bourke, D F","164","129","0",,
"Court Dreaming (IRE)","14:10:00","2023-12-03","Carlisle","National Hunt","Handicap Hurdle","3m1f ","25","Good To Soft","3","Class 3","45","0","McMenamin, Daniel","1.10","Richards, N G","143","108","0",,
"Palm Beach (IRE)","14:10:00","2023-12-03","Carlisle","National Hunt","Handicap Hurdle","3m1f ","25","Good To Soft","3","Class 3","156","0","Dixon, John","4.00","Dixon, J E","135","107","0",,
"Barney Stinson (IRE)","14:45:00","2023-12-03","Carlisle","National Hunt","Handicap Hurdle","2m3.5f ","19.5","Good To Soft","8","Class 5","494","0","Fox, Derek R","6.50","Nicol, Adam","164","96","0",,
"Batman For Ever (GER)","14:45:00","2023-12-03","Carlisle","National Hunt","Handicap Hurdle","2m3.5f ","19.5","Good To Soft","8","Class 5","241","0","Chapman, Ross","2.50","Menzies, Rebecca","168","100","0",,
"Begoodtoyourself (IRE)","14:45:00","2023-12-03","Carlisle","National Hunt","Handicap Hurdle","2m3.5f ","19.5","Good To Soft","8","Class 5","81","0","Jones, Ben R","4.50","Kellett, C N","142","74","0",,
"Boyneside","14:45:00","2023-12-03","Carlisle","National Hunt","Handicap Hurdle","2m3.5f ","19.5","Good To Soft","8","Class 5","42","0","Murtagh, Lorcan","80.00","Murtagh, Barry","145","77","0",,
"Dance Thief (IRE)","14:45:00","2023-12-03","Carlisle","National Hunt","Handicap Hurdle","2m3.5f ","19.5","Good To Soft","8","Class 5","162","0","Bewley, Callum","12.00","Smith, R Michael","168","100","0",,
"Gun Merchant","14:45:00","2023-12-03","Carlisle","National Hunt","Handicap Hurdle","2m3.5f ","19.5","Good To Soft","8","Class 5","521","0","Hamilton, Jamie","25.00","Hamilton, Mrs A C","157","89","0",,
"Hostile Hotelier (IRE)","14:45:00","2023-12-03","Carlisle","National Hunt","Handicap Hurdle","2m3.5f ","19.5","Good To Soft","8","Class 5","11","0","Wadge, P","1.50","Candlish, Jennie","170","105","0",,
"Livings Boy An Co (FR)","14:45:00","2023-12-03","Carlisle","National Hunt","Handicap Hurdle","2m3.5f ","19.5","Good To Soft","8","Class 5","170","0","Smith-Chaston, Emma","12.00","Wainwright, J S","150","85","0",,
"Scots Gold (IRE)","14:45:00","2023-12-03","Carlisle","National Hunt","Handicap Hurdle","2m3.5f ","19.5","Good To Soft","8","Class 5","17","0",,"0.00","Quinlan, Elizabeth","154","86","0",,
"Al Kalila (IRE)","15:20:00","2023-12-03","Carlisle","National Hunt","NH Flat","2m1f ","17","Good To Soft","4","Class 5","22","0",,"0.00","Crawford, S R B","156","0","0",,
"Bogleyburn (IRE)","15:20:00","2023-12-03","Carlisle","National Hunt","NH Flat","2m1f ","17","Good To Soft","4","Class 5","29","0","Lynn, Bruce","25.00","Graham, Harriet/Rutherford, Gary","153","0","0",,
"Ilitch (FR)","15:20:00","2023-12-03","Carlisle","National Hunt","NH Flat","2m1f ","17","Good To Soft","4","Class 5","23","0",,"0.00","Crawford, S R B","151","0","0",,
"Joyeux Mans (FR)","15:20:00","2023-12-03","Carlisle","National Hunt","NH Flat","2m1f ","17","Good To Soft","4","Class 5","1","0",,"0.00","Farrell, C W J","149","0","0",,
"Malicash (IRE)","15:20:00","2023-12-03","Carlisle","National Hunt","NH Flat","2m1f ","17","Good To Soft","4","Class 5","22","0","Nichol, Craig","2.75","Whillans, Ewan","156","0","0",,
"Sea God (IRE)","15:20:00","2023-12-03","Carlisle","National Hunt","NH Flat","2m1f ","17","Good To Soft","4","Class 5","No Prev","0","Coltherd, Sam W","2.50","McConnell, John C","156","0","0",,
