horse_name,race_time,race_date,track,racecode,racetype,distance_words2,furlongs,going,number_of_runners,Class,LastRun,placing,jockey_name,odds_numerical,trainer,horse_weight,official_rating,stall,DistBt,
"Crebilly (IRE)","14:05:00","2024-02-11","Exeter","National Hunt","Novices Chase","2m3.5f ","19.5","Heavy","3","Class 2","58","0","ONeill, Jonjo (Jr)","2.50","ONeill, Jonjo","154","139","0",,
"Tahmuras (FR)","14:05:00","2024-02-11","Exeter","National Hunt","Novices Chase","2m3.5f ","19.5","Heavy","3","Class 2","47","0","Cobden, Harry","1.25","Nicholls, P F","159","143","0",,
"The King Of Ryhope","14:05:00","2024-02-11","Exeter","National Hunt","Novices Chase","2m3.5f ","19.5","Heavy","3","Class 2","29","0",,"0.00","Skelton, Daniel","159","134","0",,
"Trelawne","14:05:00","2024-02-11","Exeter","National Hunt","Novices Chase","2m3.5f ","19.5","Heavy","3","Class 2","29","0","Bass, David","1.75","Bailey, K C","159","145","0",,
"Absolute Steel (IRE)","14:35:00","2024-02-11","Exeter","National Hunt","Novices Hurdle","2m3f ","19","Heavy","8","Class 2","46","0","Sheppard, Stan","125.00","Lacey, T","156","0","0",,
"Bredon Hill Dart","14:35:00","2024-02-11","Exeter","National Hunt","Novices Hurdle","2m3f ","19","Heavy","8","Class 2","41","0","Best, J A","80.00","Gardner, Mrs S","156","0","0",,
"Diamatiste (IRE)","14:35:00","2024-02-11","Exeter","National Hunt","Novices Hurdle","2m3f ","19","Heavy","8","Class 2","19","0","Godfrey, Ben","40.00","Woollacott, Mrs Kayley","156","0","0",,
"Hasthing (FR)","14:35:00","2024-02-11","Exeter","National Hunt","Novices Hurdle","2m3f ","19","Heavy","8","Class 2","1","0",,"0.00","ONeill, Jonjo","164","119","0",,
"Home Free (IRE)","14:35:00","2024-02-11","Exeter","National Hunt","Novices Hurdle","2m3f ","19","Heavy","8","Class 2","30","0",,"0.00","Skelton, Daniel","156","0","0",,
"Josh The Boss","14:35:00","2024-02-11","Exeter","National Hunt","Novices Hurdle","2m3f ","19","Heavy","8","Class 2","65","0","Neild, Jamie","1.63","Twiston-Davies, N A","164","128","0",,
"Lowrys Bar (IRE)","14:35:00","2024-02-11","Exeter","National Hunt","Novices Hurdle","2m3f ","19","Heavy","8","Class 2","18","0","Nolan, Michael G","0.57","Hobbs, P J / White, J","164","133","0",,
"Pirates Tale","14:35:00","2024-02-11","Exeter","National Hunt","Novices Hurdle","2m3f ","19","Heavy","8","Class 2","83","0","Frost, Bryony","25.00","Frost, J D","156","0","0",,
"Senor Diaz (IRE)","14:35:00","2024-02-11","Exeter","National Hunt","Novices Hurdle","2m3f ","19","Heavy","8","Class 2","18","0","Houlihan, Sean M","22.00","Mullins, J W","156","97","0",,
"Totowolfe","14:35:00","2024-02-11","Exeter","National Hunt","Novices Hurdle","2m3f ","19","Heavy","8","Class 2","18","0","Davies, James","50.00","Hawke, N J","156","0","0",,
"Favour And Fortune (IRE)","15:05:00","2024-02-11","Exeter","National Hunt","Novices Hurdle","2m1f ","17","Heavy","3","Listed Race","47","0","Cannon, Tom J","1.38","King, A","162","136","0",,
"Fun Fun Fun (IRE)","15:05:00","2024-02-11","Exeter","National Hunt","Novices Hurdle","2m1f ","17","Heavy","3","Listed Race","56","0","Jacob, Daryl","1.25","Mullins, W P","152","0","0",,
"Insurrection (IRE)","15:05:00","2024-02-11","Exeter","National Hunt","Novices Hurdle","2m1f ","17","Heavy","3","Listed Race","34","0","Cobden, Harry","3.50","Nicholls, P F","159","131","0",,
"Juventus De Brion (FR)","15:05:00","2024-02-11","Exeter","National Hunt","Novices Hurdle","2m1f ","17","Heavy","3","Listed Race","52","0",,"0.00","Skelton, Daniel","159","0","0",,
"Lookaway (IRE)","15:05:00","2024-02-11","Exeter","National Hunt","Novices Hurdle","2m1f ","17","Heavy","3","Listed Race","1","0",,"0.00","King, N B","164","137","0",,
"American Sniper (IRE)","15:35:00","2024-02-11","Exeter","National Hunt","Handicap Hurdle","2m7.5f ","23.5","Heavy","11","Class 2","1","0",,"0.00","Pipe, D E","145","128","0",,
"Angels Breath (IRE)","15:35:00","2024-02-11","Exeter","National Hunt","Handicap Hurdle","2m7.5f ","23.5","Heavy","11","Class 2","21","0","Deutsch, Charlie","12.00","Thomas, Sam","155","138","0",,
