horse_name,race_time,race_date,track,racecode,racetype,distance_words2,furlongs,going,number_of_runners,Class,LastRun,placing,jockey_name,odds_numerical,trainer,horse_weight,official_rating,stall,DistBt,
"Alanine","12:15:00","2023-11-28","Sedgefield","National Hunt","Novices Hurdle","2m1f ","17","Soft","7","Class 4","28","0","Bewley, Callum","40.00","Davies, J J","147","0","0",,
"Coup De Coeur (FR)","12:15:00","2023-11-28","Sedgefield","National Hunt","Novices Hurdle","2m1f ","17","Soft","7","Class 4","19","0","Hughes, Brian","2.75","Hammond, Micky","154","105","0",,
"Flashy Dude (IRE)","12:15:00","2023-11-28","Sedgefield","National Hunt","Novices Hurdle","2m1f ","17","Soft","7","Class 4","12","0","Quinlan, Sean","33.00","Candlish, Jennie","154","0","0",,
"Jake Stevens (IRE)","12:15:00","2023-11-28","Sedgefield","National Hunt","Novices Hurdle","2m1f ","17","Soft","7","Class 4","19","0","Brooke, Henry","16.00","Neville, Patrick","154","0","0",,
"Judicial Review (IRE)","12:15:00","2023-11-28","Sedgefield","National Hunt","Novices Hurdle","2m1f ","17","Soft","7","Class 4","53","0","Jones, Charlotte","8.50","Moffatt, James","151","0","0",,
"Recoup","12:15:00","2023-11-28","Sedgefield","National Hunt","Novices Hurdle","2m1f ","17","Soft","7","Class 4","33","0",,"0.00","OBrien, Fergal","161","0","0",,
"Treaty Boy (IRE)","12:15:00","2023-11-28","Sedgefield","National Hunt","Novices Hurdle","2m1f ","17","Soft","7","Class 4","24","0","Chapman, Ross","6.00","Menzies, Rebecca","154","0","0",,
"What A Johnny (IRE)","12:15:00","2023-11-28","Sedgefield","National Hunt","Novices Hurdle","2m1f ","17","Soft","7","Class 4","26","0","Bowen, Sean P","1.00","Murphy, Olly","161","0","0",,
"Atomic Angel","12:50:00","2023-11-28","Sedgefield","National Hunt","Handicap Chase","3m3f ","27","Soft","6","Class 5","18","0",,"0.00","Corbett, Mrs Susan","152","84","0",,
"Crixuss Escape (IRE)","12:50:00","2023-11-28","Sedgefield","National Hunt","Handicap Chase","3m3f ","27","Soft","6","Class 5","19","0","Gillard, Mr T","11.00","Boanas, Miss G","168","100","0",,
"Deep Charm","12:50:00","2023-11-28","Sedgefield","National Hunt","Handicap Chase","3m3f ","27","Soft","6","Class 5","18","0","Coltherd, Sam W","9.00","Coltherd, W S","159","91","0",,
"Kildrum (IRE)","12:50:00","2023-11-28","Sedgefield","National Hunt","Handicap Chase","3m3f ","27","Soft","6","Class 5","18","0","Smith-Chaston, Emma","5.50","Hammond, Micky","148","83","0",,
"Onestepatatime (IRE)","12:50:00","2023-11-28","Sedgefield","National Hunt","Handicap Chase","3m3f ","27","Soft","6","Class 5","19","0","Quinlan, Sean","1.50","Wainwright, J S","168","100","0",,
"Reign Suepreme (IRE)","12:50:00","2023-11-28","Sedgefield","National Hunt","Handicap Chase","3m3f ","27","Soft","6","Class 5","48","0","Quinlan, S M","3.00","Evans, Mrs N S","144","79","0",,
