horse_name,race_time,race_date,track,racecode,racetype,distance_words2,furlongs,going,number_of_runners,Class,LastRun,placing,jockey_name,odds_numerical,trainer,horse_weight,official_rating,stall,DistBt,
"Bannow Bay Boy (IRE)","13:30:00","2023-03-22","Ffos Las","National Hunt","Handicap Hurdle","2m ","16","Heavy","6","Class 4","51","0","Iles, Cameron","0.83","Lacey, T","158","110","0",,
"Good Impression","13:30:00","2023-03-22","Ffos Las","National Hunt","Handicap Hurdle","2m ","16","Heavy","6","Class 4","115","0","Collier, Ellis","7.50","Llewellyn, B J","149","96","0",,
"John Betjeman","13:30:00","2023-03-22","Ffos Las","National Hunt","Handicap Hurdle","2m ","16","Heavy","6","Class 4","28","0","Anderson, Joe","5.00","Gillard, Mark","164","109","0",,
"Port Or Starboard (IRE)","13:30:00","2023-03-22","Ffos Las","National Hunt","Handicap Hurdle","2m ","16","Heavy","6","Class 4","12","0","Williams, Robert","5.00","Llewellyn, B J","163","105","0",,
"Sabbathical (FR)","13:30:00","2023-03-22","Ffos Las","National Hunt","Handicap Hurdle","2m ","16","Heavy","6","Class 4","22","0","Williams, Isabel","16.00","Williams, Evan","157","102","0",,
"Zuraig","13:30:00","2023-03-22","Ffos Las","National Hunt","Handicap Hurdle","2m ","16","Heavy","6","Class 4","112","0","Price, Charlie","22.00","Llewellyn, B J","154","96","0",,
"Can You See Her","14:05:00","2023-03-22","Ffos Las","National Hunt","Maiden Hurdle","2m4f ","20","Heavy","8","Class 4","49","0","Burke, Jonathan","66.00","Gundry, Miss Polly","156","78","0",,
"Cooleenymore (IRE)","14:05:00","2023-03-22","Ffos Las","National Hunt","Maiden Hurdle","2m4f ","20","Heavy","8","Class 4","No Prev","0","Scholfield, Nick","12.00","Walford, Robert","156","0","0",,
"Heneryetta Bay (IRE)","14:05:00","2023-03-22","Ffos Las","National Hunt","Maiden Hurdle","2m4f ","20","Heavy","8","Class 4","No Prev","0","Bowen, Sean P","4.50","Greatrex, W J","156","0","0",,
"Houi Cherie (FR)","14:05:00","2023-03-22","Ffos Las","National Hunt","Maiden Hurdle","2m4f ","20","Heavy","8","Class 4","111","0","Fox, Ned","1.63","Williams, Miss Venetia","149","105","0",,
"Micronormous (IRE)","14:05:00","2023-03-22","Ffos Las","National Hunt","Maiden Hurdle","2m4f ","20","Heavy","8","Class 4","86","0","Tudor, Jack","3.50","Pipe, D E","156","0","0",,
"Mollie Brown","14:05:00","2023-03-22","Ffos Las","National Hunt","Maiden Hurdle","2m4f ","20","Heavy","8","Class 4","48","0","Dingle, Rex","22.00","Honeyball, A J","156","0","0",,
"Nancy Till (IRE)","14:05:00","2023-03-22","Ffos Las","National Hunt","Maiden Hurdle","2m4f ","20","Heavy","8","Class 4","No Prev","0","Dunne, R T","33.00","Young, Maxwell","156","0","0",,
"The Eminent Goose","14:05:00","2023-03-22","Ffos Las","National Hunt","Maiden Hurdle","2m4f ","20","Heavy","8","Class 4","17","0","Whelan, D G","4.50","Pauling, Ben","146","100","0",,
"Briery Express","14:40:00","2023-03-22","Ffos Las","National Hunt","Handicap Novices Chase","2m3.5f ","19.5","Heavy","6","Class 5","30","0","Brace, Connor","6.00","Williams, Noel","164","96","0",,
"Doctor Dotty","14:40:00","2023-03-22","Ffos Las","National Hunt","Handicap Novices Chase","2m3.5f ","19.5","Heavy","6","Class 5","65","0","Burke, Jonathan","28.00","George, T R","146","78","0",,
"Galante De Romay (FR)","14:40:00","2023-03-22","Ffos Las","National Hunt","Handicap Novices Chase","2m3.5f ","19.5","Heavy","6","Class 5","116","0","Dunne, R T","5.00","Bailey, K C","159","91","0",,
"Kym Eyre (IRE)","14:40:00","2023-03-22","Ffos Las","National Hunt","Handicap Novices Chase","2m3.5f ","19.5","Heavy","6","Class 5","2","0","Wedge, Adam","2.75","Williams, Evan","163","95","0",,
"Lady Tremaine (IRE)","14:40:00","2023-03-22","Ffos Las","National Hunt","Handicap Novices Chase","2m3.5f ","19.5","Heavy","6","Class 5","23","0","Kavanagh, Peter J","2.50","McCain Jnr, D","165","102","0",,
"Pageant Material (IRE)","14:40:00","2023-03-22","Ffos Las","National Hunt","Handicap Novices Chase","2m3.5f ","19.5","Heavy","6","Class 5","41","0","Williams, Isabel","3.33","Williams, Evan","156","91","0",,
"Best Trition (IRE)","15:15:00","2023-03-22","Ffos Las","National Hunt","Handicap Novices Chase","3m ","24","Heavy","7","Class 4","16","0","Bowen, Sean P","2.75","Murphy, Olly","163","115","0",,
"Fawsley Spirit (IRE)","15:15:00","2023-03-22","Ffos Las","National Hunt","Handicap Novices Chase","3m ","24","Heavy","7","Class 4","23","0","Morgan, Luca","4.50","Pauling, Ben","163","115","0",,
"Icone Daubrelle (FR)","15:15:00","2023-03-22","Ffos Las","National Hunt","Handicap Novices Chase","3m ","24","Heavy","7","Class 4","41","0","Wedge, Adam","5.00","Mulholland, N P","158","114","0",,
"Last Quarter (IRE)","15:15:00","2023-03-22","Ffos Las","National Hunt","Handicap Novices Chase","3m ","24","Heavy","7","Class 4","17","0","Tudor, Jack","4.00","Pipe, D E","155","107","0",,
"Party Fuzz","15:15:00","2023-03-22","Ffos Las","National Hunt","Handicap Novices Chase","3m ","24","Heavy","7","Class 4","53","0","Burke, Jonathan","12.00","Bailey, K C","167","119","0",,
"Uptown Lady (IRE)","15:15:00","2023-03-22","Ffos Las","National Hunt","Handicap Novices Chase","3m ","24","Heavy","7","Class 4","49","0","ONeill, Jonjo (Jr)","11.00","ONeill, Jonjo","169","121","0",,
