horse_name,race_time,race_date,track,racecode,racetype,distance_words2,furlongs,going,number_of_runners,Class,LastRun,placing,jockey_name,odds_numerical,trainer,horse_weight,official_rating,stall,DistBt,
"Algheed (IRE)","11:50:00","2022-12-31","Lingfield","All Weather","Handicap","7f ","7","Standard","11","Class 5","17","0","Morris, Luke","10.00","Loughnane, Daniel Mark","133","73","8",,
"Arctician (IRE)","11:50:00","2022-12-31","Lingfield","All Weather","Handicap","7f ","7","Standard","11","Class 5","17","0","Marquand, Tom","12.00","Dow, S","131","71","11",,
"Broxi (IRE)","11:50:00","2022-12-31","Lingfield","All Weather","Handicap","7f ","7","Standard","11","Class 5","24","0","Currie, Nicola","12.00","Ivory, D K","129","69","5",,
"Fighting Temeraire (IRE)","11:50:00","2022-12-31","Lingfield","All Weather","Handicap","7f ","7","Standard","11","Class 5","30","0","Bennett, Charlie","18.00","Ivory, D K","130","70","1",,
"Gidwa (IRE)","11:50:00","2022-12-31","Lingfield","All Weather","Handicap","7f ","7","Standard","11","Class 5","31","0","Muscutt, D","3.50","Foy, Kevin","131","71","4",,
"Havana Goldrush","11:50:00","2022-12-31","Lingfield","All Weather","Handicap","7f ","7","Standard","11","Class 5","9","0","Mangan, Gina","22.00","Moore, J S","124","69","7",,
"Maysong","11:50:00","2022-12-31","Lingfield","All Weather","Handicap","7f ","7","Standard","11","Class 5","12","0","Mohd, Shariq","5.00","Haynes, Alice","128","75","6",,
"Mighty Gurkha (IRE)","11:50:00","2022-12-31","Lingfield","All Weather","Handicap","7f ","7","Standard","11","Class 5","13","0","Doyle, Hollie","5.00","Watson, Archie","133","73","3",,
"Mount Mogan","11:50:00","2022-12-31","Lingfield","All Weather","Handicap","7f ","7","Standard","11","Class 5","56","0","Havlin, Robert","22.00","Mongan, Mrs L J","135","75","10",,
"One Step Beyond (IRE)","11:50:00","2022-12-31","Lingfield","All Weather","Handicap","7f ","7","Standard","11","Class 5","17","0","Ingram, Rhiain B","28.00","Ingram, R","122","65","9",,
"Starshiba","11:50:00","2022-12-31","Lingfield","All Weather","Handicap","7f ","7","Standard","11","Class 5","9","0","Watson, Jason","3.50","OMeara, D","135","75","2",,
"Bala Hatun","12:20:00","2022-12-31","Lingfield","All Weather","Novices","7f ","7","Standard","14","Class 5","52","0","Watson, Jason","20.00","Brisland, Robyn","128","0","10",,
"Blue Curacao","12:20:00","2022-12-31","Lingfield","All Weather","Novices","7f ","7","Standard","14","Class 5","25","0","Voikhansky, Alexander","3.50","Hannon (Jnr), Richard","121","60","3",,
"Captain Cisco (IRE)","12:20:00","2022-12-31","Lingfield","All Weather","Novices","7f ","7","Standard","14","Class 5","No Prev","0","ONeill, K T","80.00","Brisland, Robyn","133","0","14",,
"Davids Diva","12:20:00","2022-12-31","Lingfield","All Weather","Novices","7f ","7","Standard","14","Class 5","No Prev","0","Whelan, Trevor","33.00","Millman, B R","128","0","8",,
"Gwendolina","12:20:00","2022-12-31","Lingfield","All Weather","Novices","7f ","7","Standard","14","Class 5","32","0","Fahy, J P","9.00","Cox, C G","128","0","5",,
"Huckleberry","12:20:00","2022-12-31","Lingfield","All Weather","Novices","7f ","7","Standard","14","Class 5","21","0","Carson, William","80.00","Wallis, Charlie","133","0","12",,
"Johnjay","12:20:00","2022-12-31","Lingfield","All Weather","Novices","7f ","7","Standard","14","Class 5","24","0","Bishop, Charles","10.00","Channon, M R","133","0","9",,
"Kentucky Bourbon (IRE)","12:20:00","2022-12-31","Lingfield","All Weather","Novices","7f ","7","Standard","14","Class 5","No Prev","0","Carver, William","50.00","Moore, J S","130","0","7",,
"Little Helen","12:20:00","2022-12-31","Lingfield","All Weather","Novices","7f ","7","Standard","14","Class 5","No Prev","0","Coakley, Ross","25.00","Millman, B R","128","0","11",,
"Mr Gloverman","12:20:00","2022-12-31","Lingfield","All Weather","Novices","7f ","7","Standard","14","Class 5","26","0","Mitchell, Jack","4.00","Frost, Kevin","133","0","6",,
"Originally (IRE)","12:20:00","2022-12-31","Lingfield","All Weather","Novices","7f ","7","Standard","14","Class 5","No Prev","0","Morris, Luke","22.00","Butler, John","133","0","13",,
"Precious Lagatha","12:20:00","2022-12-31","Lingfield","All Weather","Novices","7f ","7","Standard","14","Class 5","24","0","Muscutt, D","18.00","Foy, Kevin","128","0","2",,
"Sax Appeal","12:20:00","2022-12-31","Lingfield","All Weather","Novices","7f ","7","Standard","14","Class 5","No Prev","0","Buick, William","1.88","Johnston, M","133","0","1",,
"Take My Breath (IRE)","12:20:00","2022-12-31","Lingfield","All Weather","Novices","7f ","7","Standard","14","Class 5","No Prev","0","Havlin, Robert","28.00","Best, John & Jewell, Karen","128","0","4",,
"Berwick Law (IRE)","12:55:00","2022-12-31","Lingfield","All Weather","Handicap Nursery","1m2f ","10","Standard","6","Class 5","10","0","Norton, Francis","3.50","Johnston, M","132","68","3",,
"Bonnsie (IRE)","12:55:00","2022-12-31","Lingfield","All Weather","Handicap Nursery","1m2f ","10","Standard","6","Class 5","12","0","Bishop, Charles","20.00","Portman, J G","130","66","2",,
"Emperor Zen (IRE)","12:55:00","2022-12-31","Lingfield","All Weather","Handicap Nursery","1m2f ","10","Standard","6","Class 5","17","0","Hornby, Rob","5.50","Butler, John","134","70","4",,
"Grand Central","12:55:00","2022-12-31","Lingfield","All Weather","Handicap Nursery","1m2f ","10","Standard","6","Class 5","89","0","Doyle, Hollie","10.00","McEntee, P S","134","70","5",,
"Raintown (IRE)","12:55:00","2022-12-31","Lingfield","All Weather","Handicap Nursery","1m2f ","10","Standard","6","Class 5","5","0","Morris, Luke","2.00","Moore, J S","141","77","6",,
"Victory House (IRE)","12:55:00","2022-12-31","Lingfield","All Weather","Handicap Nursery","1m2f ","10","Standard","6","Class 5","10","0","Muscutt, D","2.75","Fellowes, Charlie","131","67","1",,
"Fighting Poet (IRE)","13:30:00","2022-12-31","Lingfield","All Weather","Handicap","1m4f ","12","Standard","10","Class 6","75","0","Kelly, Shane","33.00","Phillips, R T","138","60","5",,
"Mesbar","13:30:00","2022-12-31","Lingfield","All Weather","Handicap","1m4f ","12","Standard","10","Class 6","75","0","Williams, Levi","66.00","Quinn, Denis P","123","56","6",,
"Pablo Prince","13:30:00","2022-12-31","Lingfield","All Weather","Handicap","1m4f ","12","Standard","10","Class 6","33","0","Havlin, Robert","3.00","Best, John & Jewell, Karen","140","62","1",,
"Pledge Of Peace (IRE)","13:30:00","2022-12-31","Lingfield","All Weather","Handicap","1m4f ","12","Standard","10","Class 6","32","0","Morris, Luke","11.00","Mongan, Mrs L J","131","53","3",,
"Ruskin Red (IRE)","13:30:00","2022-12-31","Lingfield","All Weather","Handicap","1m4f ","12","Standard","10","Class 6","31","0","Marquand, Tom","5.50","Coakley, D J","132","54","7",,
"Savoy Brown","13:30:00","2022-12-31","Lingfield","All Weather","Handicap","1m4f ","12","Standard","10","Class 6","31","0","Carver, William","25.00","Attwater, M J","122","47","4",,
"Ship To Shore","13:30:00","2022-12-31","Lingfield","All Weather","Handicap","1m4f ","12","Standard","10","Class 6","33","0","Larson, Frederick","16.00","Chamings, P R","135","60","9",,
"Uther Pendragon (IRE)","13:30:00","2022-12-31","Lingfield","All Weather","Handicap","1m4f ","12","Standard","10","Class 6","12","0","Williams, Jordan","11.00","Moore, J S","135","62","2",,
"Vision Of Hope","13:30:00","2022-12-31","Lingfield","All Weather","Handicap","1m4f ","12","Standard","10","Class 6","9","0","Buick, William","1.88","Boughey, George","134","60","8",,
"Wheres Tom","13:30:00","2022-12-31","Lingfield","All Weather","Handicap","1m4f ","12","Standard","10","Class 6","33","0","Muscutt, D","6.50","Madgwick, M","138","60","10",,
"Alcazan","14:05:00","2022-12-31","Lingfield","All Weather","Handicap","6f ","6","Standard","12","Class 3","17","0","Farragher, Adam J","8.50","Teal, R A","115","73","2",,
"Emperor Spirit (IRE)","14:05:00","2022-12-31","Lingfield","All Weather","Handicap","6f ","6","Standard","12","Class 3","24","0","Doyle, Hollie","8.00","Watson, Archie","134","89","11",,
"Harb","14:05:00","2022-12-31","Lingfield","All Weather","Handicap","6f ","6","Standard","12","Class 3","19","0","Kelly, Shane","12.00","Crate, Peter","123","78","5",,
"High Velocity (IRE)","14:05:00","2022-12-31","Lingfield","All Weather","Handicap","6f ","6","Standard","12","Class 3","24","0","Queally, T P","5.50","Tate, James","130","85","1",,
"Mohi","14:05:00","2022-12-31","Lingfield","All Weather","Handicap","6f ","6","Standard","12","Class 3","24","0","Kirby, Adam","22.00","Cox, C G","133","88","8",,
"Parisiac (IRE)","14:05:00","2022-12-31","Lingfield","All Weather","Handicap","6f ","6","Standard","12","Class 3","19","0","ONeill, K T","20.00","Haynes, Alice","128","83","3",,
"Secret Strength (IRE)","14:05:00","2022-12-31","Lingfield","All Weather","Handicap","6f ","6","Standard","12","Class 3","105","0","Bennett, Charlie","14.00","Boyle, J R","123","78","7",,
"Shallow Hal","14:05:00","2022-12-31","Lingfield","All Weather","Handicap","6f ","6","Standard","12","Class 3","29","0","Lee, Clifford","25.00","Burke, K R","135","90","12",,
