horse_name,race_time,race_date,track,racecode,racetype,distance_words2,furlongs,going,number_of_runners,Class,LastRun,placing,jockey_name,odds_numerical,trainer,horse_weight,official_rating,stall,DistBt,
"Gavroche Dallier (FR)","14:00:00","2023-04-23","Plumpton","National Hunt","Handicap Chase","2m3.5f ","19.5","Good To Soft","3","Class 4","14","0",,"0.00","Harris, M F","142","88","0",,
"Not Another Muddle","14:00:00","2023-04-23","Plumpton","National Hunt","Handicap Chase","2m3.5f ","19.5","Good To Soft","3","Class 4","13","0","Houlihan, Niall F","1.50","Moore, G L","165","108","0",,
"Saved By The River (IRE)","14:00:00","2023-04-23","Plumpton","National Hunt","Handicap Chase","2m3.5f ","19.5","Good To Soft","3","Class 4","50","0","Sansom, Daniel","16.00","Mullins, J W","148","88","0",,
"Telhimlisten (IRE)","14:00:00","2023-04-23","Plumpton","National Hunt","Handicap Chase","2m3.5f ","19.5","Good To Soft","3","Class 4","31","0","Morgan, Luca","0.67","Candlish, Jennie","167","107","0",,
"Aviles (FR)","14:30:00","2023-04-23","Plumpton","National Hunt","Maiden Hurdle","2m ","16","Good To Soft","8","Class 4","118","0","Moore, Jamie","2.25","Moore, G L","152","105","0",,
"Breaking Cover (IRE)","14:30:00","2023-04-23","Plumpton","National Hunt","Maiden Hurdle","2m ","16","Good To Soft","8","Class 4","176","0","Dingle, Rex","5.50","Honeyball, A J","160","0","0",,
"Clongowes (IRE)","14:30:00","2023-04-23","Plumpton","National Hunt","Maiden Hurdle","2m ","16","Good To Soft","8","Class 4","13","0","Sansom, Daniel","6.50","Steele, Daniel","157","87","0",,
"Definite","14:30:00","2023-04-23","Plumpton","National Hunt","Maiden Hurdle","2m ","16","Good To Soft","8","Class 4","7","0","Reed, Harry","16.00","Harris, M F","152","0","0",,
"Father Of Jazz","14:30:00","2023-04-23","Plumpton","National Hunt","Maiden Hurdle","2m ","16","Good To Soft","8","Class 4","84","0",,"0.00","Owen, J P","160","115","0",,
"Greatness Awaits (IRE)","14:30:00","2023-04-23","Plumpton","National Hunt","Maiden Hurdle","2m ","16","Good To Soft","8","Class 4","32","0","Woods, K K","4.50","Pauling, Ben","152","102","0",,
"Highland Frolic (FR)","14:30:00","2023-04-23","Plumpton","National Hunt","Maiden Hurdle","2m ","16","Good To Soft","8","Class 4","14","0","Cobden, Harry","2.50","Harris, M F","152","98","0",,
