horse_name,race_time,race_date,track,racecode,racetype,distance_words2,furlongs,going,number_of_runners,Class,LastRun,placing,jockey_name,odds_numerical,trainer,horse_weight,official_rating,stall,DistBt,
"As Fast As Wind (IRE)","15:15:00","2023-12-13","Dundalk","All Weather","Claimer","1m4f ","12","Standard","15","Ire","91","0","Stone-Walsh, C","14.00","Doyle, Eoin","134","72","2",,
"Autocrat (IRE)","15:15:00","2023-12-13","Dundalk","All Weather","Claimer","1m4f ","12","Standard","15","Ire","12","0","Foley, Shane","3.50","McAuley, James","139","77","8",,
"Banana Three (IRE)","15:15:00","2023-12-13","Dundalk","All Weather","Claimer","1m4f ","12","Standard","15","Ire","14","0","Keane, C T","4.00","Lyons, G M","139","73","7",,
"Chutzpal (IRE)","15:15:00","2023-12-13","Dundalk","All Weather","Claimer","1m4f ","12","Standard","15","Ire","13","0","Persse, A C","66.00","Doyle, Eoin","125","57","6",,
"Dalvey","15:15:00","2023-12-13","Dundalk","All Weather","Claimer","1m4f ","12","Standard","15","Ire","54","0","McAteer, L T","25.00","McAuley, James","132","73","11",,
"Dreamingofdelaney (IRE)","15:15:00","2023-12-13","Dundalk","All Weather","Claimer","1m4f ","12","Standard","15","Ire","35","0","Mulligan, R M","66.00","Mulligan, Paul","109","26","13",,
"General Idea","15:15:00","2023-12-13","Dundalk","All Weather","Claimer","1m4f ","12","Standard","15","Ire","77","0","Monaghan, Caragh","20.00","Donoghue, Ian","130","61","10",,
"Halcyon Spirit","15:15:00","2023-12-13","Dundalk","All Weather","Claimer","1m4f ","12","Standard","15","Ire","14","0","Rutledge, Siobhan","40.00","McConnell, John C","121","53","4",,
"Inigo Jones","15:15:00","2023-12-13","Dundalk","All Weather","Claimer","1m4f ","12","Standard","15","Ire","166","0","Heffernan, J A","11.00","McGuigan, H D","132","81","1",,
"Jaafel (IRE)","15:15:00","2023-12-13","Dundalk","All Weather","Claimer","1m4f ","12","Standard","15","Ire","5","0","OConnor, Donagh","7.50","McAuley, James","142","79","15",,
"Johnny The Star (IRE)","15:15:00","2023-12-13","Dundalk","All Weather","Claimer","1m4f ","12","Standard","15","Ire","42","0","Kearney, J","66.00","Rice, M M","124","0","14",,
"Kalsman (IRE)","15:15:00","2023-12-13","Dundalk","All Weather","Claimer","1m4f ","12","Standard","15","Ire","14","0","Maxwell, C D","66.00","Lennon, Liam","122","44","9",,
"May Night","15:15:00","2023-12-13","Dundalk","All Weather","Claimer","1m4f ","12","Standard","15","Ire","7","0","Bowen, S D","7.00","Hogan, Denis Gerard","125","82","5",,
"Neandra (GER)","15:15:00","2023-12-13","Dundalk","All Weather","Claimer","1m4f ","12","Standard","15","Ire","129","0","Ryan, J J G","6.00","Hogan, Denis Gerard","131","77","12",,
"Pachmena (IRE)","15:15:00","2023-12-13","Dundalk","All Weather","Claimer","1m4f ","12","Standard","15","Ire","56","0","Whearty, R","3.33","Cromwell, Gavin Patrick","127","78","3",,
"Are You In Or Out (IRE)","15:45:00","2023-12-13","Dundalk","All Weather","Handicap Nursery","6f ","6","Standard","10","Ire","28","0","Ryan, J J G","33.00","Stafford, Paul","123","60","6",,
"Cool Dan (IRE)","15:45:00","2023-12-13","Dundalk","All Weather","Handicap Nursery","6f ","6","Standard","10","Ire","7","0","McDonogh, D P","8.50","Breen, Leanne","130","62","3",,
"Dandy Lichious (IRE)","15:45:00","2023-12-13","Dundalk","All Weather","Handicap Nursery","6f ","6","Standard","10","Ire","7","0","Foley, Shane","22.00","Flynn, Paul W","137","69","4",,
"Eddie G (IRE)","15:45:00","2023-12-13","Dundalk","All Weather","Handicap Nursery","6f ","6","Standard","10","Ire","28","0","Whearty, R","5.50","McGuinness, Adrian","125","62","7",,
"Go Go Gonzo (IRE)","15:45:00","2023-12-13","Dundalk","All Weather","Handicap Nursery","6f ","6","Standard","10","Ire","12","0","Keane, C T","9.00","Lyons, G M","133","65","8",,
"Masonbrook Meadow (IRE)","15:45:00","2023-12-13","Dundalk","All Weather","Handicap Nursery","6f ","6","Standard","10","Ire","26","0","McSweeney, O","1.88","Murphy, Daniel","133","70","5",,
"Milliethemollie (IRE)","15:45:00","2023-12-13","Dundalk","All Weather","Handicap Nursery","6f ","6","Standard","10","Ire","14","0","Heffernan, J A","9.00","Lynch, Miss Jennifer Anne","127","59","2",,
