horse_name,race_time,race_date,track,racecode,racetype,distance_words2,furlongs,going,number_of_runners,Class,LastRun,placing,jockey_name,odds_numerical,trainer,horse_weight,official_rating,stall,DistBt,
"Andaleep (IRE)","17:55:00","2022-07-28","Epsom","Flat (Turf)","Handicap","1m2f ","10","Good To Firm","8","Class 5","8","0","Cox, William","3.00","Kubler, Daniel","140","69","7",,
"Blairlogie","17:55:00","2022-07-28","Epsom","Flat (Turf)","Handicap","1m2f ","10","Good To Firm","8","Class 5","45","0","Duern, J","16.00","Mongan, Mrs L J","121","50","8",,
"Good Regal","17:55:00","2022-07-28","Epsom","Flat (Turf)","Handicap","1m2f ","10","Good To Firm","8","Class 5","23","0","Sayette, B D L","6.50","Mohammed, Ismail","136","68","1",,
"Pablo Prince","17:55:00","2022-07-28","Epsom","Flat (Turf)","Handicap","1m2f ","10","Good To Firm","8","Class 5","32","0","Larson, Frederick","7.50","Best, John & Jewell, Karen","129","61","3",,
"Rhubarb Bikini (IRE)","17:55:00","2022-07-28","Epsom","Flat (Turf)","Handicap","1m2f ","10","Good To Firm","8","Class 5","23","0","Ladd, Theodore","12.00","Attwater, M J","138","67","6",,
"Silastar","17:55:00","2022-07-28","Epsom","Flat (Turf)","Handicap","1m2f ","10","Good To Firm","8","Class 5","8","0","Clutterbuck, Rhys","4.00","Moore, G L","140","69","2",,
"Stopnsearch","17:55:00","2022-07-28","Epsom","Flat (Turf)","Handicap","1m2f ","10","Good To Firm","8","Class 5","28","0","Bradley, Paddy","7.50","Johnson, B R","139","68","5",,
"Youarenotforgiven","17:55:00","2022-07-28","Epsom","Flat (Turf)","Handicap","1m2f ","10","Good To Firm","8","Class 5","27","0","Phillips, Mollie","4.00","Carroll, A W","135","67","4",,
"Berrahri (IRE)","18:30:00","2022-07-28","Epsom","Flat (Turf)","Handicap","1m4f ","12","Good To Firm","5","Class 5","119","0","Ghiani, Marco","7.00","Best, John & Jewell, Karen","133","73","1",,
"Hayedo (GER)","18:30:00","2022-07-28","Epsom","Flat (Turf)","Handicap","1m4f ","12","Good To Firm","5","Class 5","57","0","Queally, T P","5.50","Moore, G L","135","75","5",,
