horse_name,race_time,race_date,track,racecode,racetype,distance_words2,furlongs,going,number_of_runners,Class,LastRun,placing,jockey_name,odds_numerical,trainer,horse_weight,official_rating,stall,DistBt,
"Duke Of Leggagh (IRE)","17:10:00","2023-08-02","Galway","Flat (Turf)","Handicap","1m.5f ","8.5","Soft","7","Ire","6","0","Carroll, G F","14.00","Mulvany, Michael","134","84","2",,
"Genuine Article","17:10:00","2023-08-02","Galway","Flat (Turf)","Handicap","1m.5f ","8.5","Soft","7","Ire","14","0","Stone-Walsh, C","2.50","Weld, D K","133","90","5",,
"Lan Cinnte (IRE)","17:10:00","2023-08-02","Galway","Flat (Turf)","Handicap","1m.5f ","8.5","Soft","7","Ire","20","0","Foley, Shane","2.50","Harrington, Mrs John","136","86","3",,
"Malbay Madness (IRE)","17:10:00","2023-08-02","Galway","Flat (Turf)","Handicap","1m.5f ","8.5","Soft","7","Ire","39","0","Bowen, S D","6.50","Mullins, Emmet","121","78","6",,
"Rhythm King (IRE)","17:10:00","2023-08-02","Galway","Flat (Turf)","Handicap","1m.5f ","8.5","Soft","7","Ire","2","0","Kearney, J","8.00","Fahey, Mark","121","78","1",,
"Sea Gardens (FR)","17:10:00","2023-08-02","Galway","Flat (Turf)","Handicap","1m.5f ","8.5","Soft","7","Ire","59","0","McMonagle, Dylan B","5.00","OBrien, Joseph Patrick","133","83","7",,
"Semblance Of Order (IRE)","17:10:00","2023-08-02","Galway","Flat (Turf)","Handicap","1m.5f ","8.5","Soft","7","Ire","7","0","Hayes, C D","11.00","Oliver, Andrew","135","85","4",,
"Brookie (IRE)","17:40:00","2023-08-02","Galway","Flat (Turf)","Maiden","1m4f ","12","Soft","20","Ire","97","0","OSullivan, Miss Maxine","25.00","Martin, A J","161","0","11",,
"Dorset Lady (IRE)","17:40:00","2023-08-02","Galway","Flat (Turf)","Maiden","1m4f ","12","Soft","20","Ire","12","0",,"100.00","Doyle, Timothy","161","0","5",,
"Dubeyeracingcraic (IRE)","17:40:00","2023-08-02","Galway","Flat (Turf)","Maiden","1m4f ","12","Soft","20","Ire","26","0","Barron, Mr R W","50.00","Byrnes, C","154","0","20",,
