horse_name,race_time,race_date,track,racecode,racetype,distance_words2,furlongs,going,number_of_runners,Class,LastRun,placing,jockey_name,odds_numerical,trainer,horse_weight,official_rating,stall,DistBt,
"Ascot Adventure","13:30:00","2022-06-05","Goodwood","Flat (Turf)","Handicap","7f ","7","Good","8","Class 3","15","0","Crouch, Hector","2.75","Cox, C G","141","90","5",,
"Diavolo (IRE)","13:30:00","2022-06-05","Goodwood","Flat (Turf)","Handicap","7f ","7","Good","8","Class 3","135","0","Muscutt, D","5.00","Fellowes, Charlie","135","84","8",,
"El Hibri (IRE)","13:30:00","2022-06-05","Goodwood","Flat (Turf)","Handicap","7f ","7","Good","8","Class 3","233","0","Morris, Luke","16.00","Carroll, A W","119","78","7",,
"Global Esteem (IRE)","13:30:00","2022-06-05","Goodwood","Flat (Turf)","Handicap","7f ","7","Good","8","Class 3","13","0","Sousa, Silvestre De","6.00","Dwyer, C A","135","84","1",,
"Notions (IRE)","13:30:00","2022-06-05","Goodwood","Flat (Turf)","Handicap","7f ","7","Good","8","Class 3","8","0",,"0.00","Osborne, J A","123","85","2",,
"Robjon","13:30:00","2022-06-05","Goodwood","Flat (Turf)","Handicap","7f ","7","Good","8","Class 3","12","0","Ryan, Rossa","7.00","Hannon (Jnr), Richard","127","86","6",,
"Sir Titan","13:30:00","2022-06-05","Goodwood","Flat (Turf)","Handicap","7f ","7","Good","8","Class 3","81","0","Fallon, Cieren","12.00","Carroll, A W","128","77","9",,
"The Attorney (IRE)","13:30:00","2022-06-05","Goodwood","Flat (Turf)","Handicap","7f ","7","Good","8","Class 3","16","0","Shoemark, Kieran","5.00","Hills, Charles","142","91","3",,
"The Turpinator (IRE)","13:30:00","2022-06-05","Goodwood","Flat (Turf)","Handicap","7f ","7","Good","8","Class 3","29","0","Kingscote, Richard","6.50","Ward, Tom","139","88","4",,
"Al Khazneh (IRE)","14:05:00","2022-06-05","Goodwood","Flat (Turf)","Novices","6f ","6","Good","5","Class 4","43","0","Cosgrave, Pat","1.10","Suroor, Saeed Bin","133","0","2",,
"Bluelight Bay (IRE)","14:05:00","2022-06-05","Goodwood","Flat (Turf)","Novices","6f ","6","Good","5","Class 4","16","0",,"0.00","Houghton, Eve Johnson","133","0","3",,
"Flag Flying","14:05:00","2022-06-05","Goodwood","Flat (Turf)","Novices","6f ","6","Good","5","Class 4","No Prev","0","Kingscote, Richard","2.75","Charlton, Roger/Harry","133","0","4",,
"Gaallib","14:05:00","2022-06-05","Goodwood","Flat (Turf)","Novices","6f ","6","Good","5","Class 4","No Prev","0","Levey, S M","4.50","Hannon (Jnr), Richard","133","0","1",,
