horse_name,race_time,race_date,track,racecode,racetype,distance_words2,furlongs,going,number_of_runners,Class,LastRun,placing,jockey_name,odds_numerical,trainer,horse_weight,official_rating,stall,DistBt,
"Adamaris (IRE)","15:55:00","2023-01-13","Dundalk","All Weather","Handicap","1m4f ","12","Standard","14","Ire","37","0","King, D","6.50","OLeary, Gerard","136","76","6",,
"Angel In The Sky (IRE)","15:55:00","2023-01-13","Dundalk","All Weather","Handicap","1m4f ","12","Standard","14","Ire","9","0","Cleary, Jack","7.50","Comer, Luke","117","59","3",,
"Annecherie (IRE)","15:55:00","2023-01-13","Dundalk","All Weather","Handicap","1m4f ","12","Standard","14","Ire","28","0","MacRedmond, Cian","28.00","Lavery, Ms Sheila","129","67","14",,
"Big Kitten (USA)","15:55:00","2023-01-13","Dundalk","All Weather","Handicap","1m4f ","12","Standard","14","Ire","37","0","Rutledge, Siobhan","28.00","McConnell, John C","139","77","2",,
"Burren Song (IRE)","15:55:00","2023-01-13","Dundalk","All Weather","Handicap","1m4f ","12","Standard","14","Ire","37","0","Horgan, C","5.00","Slattery, Andrew","130","72","4",,
"Effernock Fizz (IRE)","15:55:00","2023-01-13","Dundalk","All Weather","Handicap","1m4f ","12","Standard","14","Ire","83","0","Kearney, J","7.00","Collins, C M","127","69","12",,
"Guild","15:55:00","2023-01-13","Dundalk","All Weather","Handicap","1m4f ","12","Standard","14","Ire","28","0","McSweeney, O","20.00","Comer, Luke","128","66","8",,
"Jake Peter (IRE)","15:55:00","2023-01-13","Dundalk","All Weather","Handicap","1m4f ","12","Standard","14","Ire","16","0","Horgan, H J","9.00","Cahill, Mark","128","70","5",,
"Je Tai Porte (IRE)","15:55:00","2023-01-13","Dundalk","All Weather","Handicap","1m4f ","12","Standard","14","Ire","7","0","Whearty, R","8.50","Cromwell, Gavin Patrick","130","72","11",,
"John Alexander (IRE)","15:55:00","2023-01-13","Dundalk","All Weather","Handicap","1m4f ","12","Standard","14","Ire","30","0","Harnett, P A","10.00","Comer, Luke","132","75","1",,
